,Date,Weights,Profit,Base Profit,PEP,KO,KDP,MNST,BBY,TGT,WMT,COST,FB,GOOGL,AAPL,AMZN,cash
0,2018-06-14,"[0.10152146 0.07484055 0.07494454 0.07409451 0.07514698 0.07482118
 0.07474122 0.07474669 0.07495627 0.07504018 0.07482817 0.0747477
 0.07557055]",0.9968553251230143,0.9967492371812249,0.0748405504177291,0.07494453616546289,0.07409451384463109,0.07514698064932268,0.07482117789824667,0.07474122152849468,0.07474668501179428,0.07495626772319197,0.07504018171050472,0.07482816996544679,0.07474770158909862,0.07557054977768875,0.10152146371838769
1,2018-06-15,"[0.10152874 0.07484028 0.07494229 0.07409382 0.07514632 0.07482108
 0.07473609 0.0747485  0.07495215 0.07504231 0.07483047 0.07474645
 0.0755715 ]",0.9949468570061364,0.9947688617293398,0.0748402775889478,0.0749422860143891,0.07409382350766922,0.07514632100479558,0.0748210795630753,0.07473608885364862,0.07474849908861263,0.0749521470530496,0.07504230973623374,0.07483047329992383,0.0747464548189861,0.07557149735087113,0.10152874211979737
2,2018-06-18,"[0.10151469 0.07484055 0.07494121 0.0740951  0.07514727 0.07482213
 0.07473411 0.07474785 0.0749584  0.07504714 0.0748343  0.07474547
 0.07557177]",0.9937601832092131,0.9935388735051994,0.07484054837428565,0.07494120838689254,0.07409510003011144,0.07514727157535682,0.07482212549651462,0.07473411233501849,0.07474785322560637,0.07495840463839315,0.07504714258602355,0.07483430295721878,0.07474547368985265,0.07557176924913422,0.10151468745559157
3,2018-06-19,"[0.10161296 0.07477277 0.07488383 0.07418085 0.07509896 0.07482546
 0.07473007 0.0747434  0.07495737 0.07504563 0.07483601 0.07474248
 0.07557023]",0.9942607832063658,0.9940613217990484,0.07477277082846759,0.07488382588477421,0.07418084813989698,0.07509896307586103,0.07482545581021967,0.0747300665689062,0.07474339898428108,0.07495736845827408,0.07504562702539586,0.07483600751348476,0.07474247735071964,0.07557023239598505,0.1016129579637338
4,2018-06-20,"[0.10146458 0.07486176 0.07496209 0.07406783 0.07516501 0.07484259
 0.07473456 0.07474305 0.0749521  0.07504852 0.07484121 0.07474386
 0.07557284]",0.9935591360840292,0.9933320676867952,0.07486176108195672,0.07496209348073694,0.07406783281252989,0.07516500795866503,0.07484258976321988,0.07473455741335862,0.07474305035833807,0.0749521047715586,0.07504852275261778,0.07484120665969467,0.0747438567545927,0.0755728365541514,0.10146457963857977
5,2018-06-21,"[0.10144553 0.0748621  0.07496262 0.07406792 0.0751633  0.07484052
 0.07473149 0.07474991 0.07495987 0.0750514  0.07484541 0.0747448
 0.07557512]",1.0019640883745877,1.0020084030433274,0.07486209656685378,0.07496262008585017,0.07406792177226408,0.07516329880847267,0.07484052469458312,0.07473148922480678,0.07474991438365333,0.07495986817760476,0.07505139949457547,0.07484541080909704,0.07474480036082776,0.07557512276411496,0.10144553285729589
6,2018-06-22,"[0.10144876 0.07485634 0.07495559 0.074075   0.07515817 0.07483979
 0.07472855 0.07475165 0.07496406 0.07505563 0.07484488 0.07474754
 0.07557402]",1.002185048407924,1.002232419511301,0.07485633901435239,0.07495559136283529,0.07407500191858986,0.07515817415746798,0.07483979248377094,0.07472855335836569,0.07475164616178387,0.07496406331701623,0.0750556329051525,0.07484487809160653,0.07474754135583822,0.07557402497114221,0.10144876090207823
7,2018-06-25,"[0.10152862 0.07480315 0.07490441 0.07414532 0.07512112 0.07484144
 0.07472443 0.07475156 0.07495866 0.07505653 0.07484624 0.07474662
 0.07557191]",1.005112266633222,1.0052667554874346,0.07480314547374271,0.0749044058376864,0.074145316907585,0.0751211222727579,0.07484144118273216,0.07472443433731138,0.07475155613544696,0.07495865981851753,0.07505652905419571,0.07484623500433452,0.07474661928174196,0.07557191021518261,0.10152862447876519
8,2018-06-26,"[0.10167936 0.07468931 0.07479643 0.07430634 0.07504538 0.07483384
 0.07472266 0.07475543 0.07496087 0.075054   0.07484512 0.07474322
 0.07556803]",0.9998373124578762,0.9998243864257498,0.07468931034324044,0.07479643316191696,0.07430633788907852,0.07504538350734509,0.07483384061958623,0.07472266261129568,0.07475543164494051,0.07496087243329645,0.07505399891636437,0.07484511793752964,0.07474322104503774,0.07556802832131838,0.10167936156905011
9,2018-06-27,"[0.10170335 0.07468887 0.07479835 0.0743047  0.07504052 0.07482059
 0.07472115 0.07476004 0.07495604 0.07504959 0.07484358 0.07474631
 0.07556691]",1.0000841562149585,1.000097822057615,0.07468886999773454,0.0747983453714245,0.07430470494080335,0.07504052075480412,0.07482059044509282,0.07472115022861638,0.07476004302838331,0.07495604193219989,0.07504959070075923,0.07484357699175312,0.0747463101068403,0.07556690864143971,0.10170334686014865
10,2018-06-28,"[0.10168071 0.07469334 0.07480138 0.0743036  0.07504643 0.07483238
 0.07472119 0.07475967 0.07495013 0.07505355 0.07484039 0.07474886
 0.07556837]",0.99999229518164,0.9999818236842865,0.07469334035934237,0.07480138108927667,0.07430360347275936,0.07504642559287883,0.07483237557589535,0.07472119207385537,0.07475966717298634,0.07495013356217443,0.07505355228769293,0.07484039039960518,0.0747488608595314,0.07556836862080249,0.1016807089331992
11,2018-06-29,"[0.10169039 0.07469988 0.0748054  0.07429506 0.07504913 0.07481689
 0.0747213  0.07476465 0.07495192 0.0750497  0.07483885 0.07474962
 0.07556721]",0.9927672936890592,0.9925280704920664,0.07469988292742094,0.07480540143731947,0.07429505931272845,0.07504912808227425,0.07481689245503406,0.07472129738166751,0.07476464539322884,0.07495192325960412,0.07504970383246101,0.07483885266205982,0.07474961514844079,0.07556720734826806,0.10169039075949267
12,2018-07-02,"[0.10166939 0.07469813 0.0748068  0.07429597 0.07505338 0.07483004
 0.07472207 0.0747633  0.07495329 0.07504953 0.07483741 0.07475015
 0.07557054]",1.000077450833391,1.0000650807447125,0.07469813475303155,0.07480679860121597,0.07429596987705953,0.07505337754994888,0.07483004304099306,0.07472207275199566,0.07476330060104591,0.07495329086336085,0.07504952861108487,0.07483740725444767,0.0747501516718097,0.07557053785306325,0.10166938657094308
13,2018-07-03,"[0.10167318 0.07469363 0.07480561 0.07430129 0.07505125 0.07482839
 0.07472516 0.07476108 0.07495474 0.07504689 0.07483801 0.07474961
 0.07557116]",0.9944709540339846,0.9942890498398745,0.07469363254764823,0.07480560690576935,0.07430128863009963,0.07505125368949503,0.07482839117886642,0.07472515898875157,0.07476107691945133,0.07495474123349881,0.07504688820974029,0.07483801066466583,0.07474960867602592,0.07557116312753073,0.10167317922845681
14,2018-07-05,"[0.10166568 0.0746914  0.07480118 0.07430675 0.07504982 0.07483654
 0.07473074 0.07475467 0.07495893 0.07504819 0.07483584 0.07474978
 0.07557049]",1.0021679556488643,1.002237350890159,0.07469140169034597,0.07480118023670447,0.0743067520724113,0.07504981899050217,0.0748365392770936,0.07473074039556123,0.07475466928774527,0.07495892509512703,0.07504818512896036,0.074835838283857,0.07474978213547144,0.07557048898034766,0.10166567842587254
15,2018-07-06,"[0.10166977 0.07469223 0.07480356 0.07430595 0.07505165 0.07482864
 0.0747309  0.07475496 0.07495326 0.07504699 0.07483949 0.07475055
 0.07557204]",0.9999766305826673,0.9999787204887867,0.07469223423667466,0.07480356380144916,0.07430595143303312,0.07505164732136481,0.07482864107228157,0.07473089950848259,0.07475495540922737,0.07495326202375772,0.07504699205748293,0.07483949265407533,0.07475055029487675,0.07557203895781796,0.10166977122947608
16,2018-07-09,"[0.10167654 0.07468963 0.07480649 0.07430512 0.07504429 0.07482828
 0.0747272  0.07475477 0.07496006 0.07505108 0.07483883 0.07474884
 0.07556888]",1.0018043002139319,1.0018736986116974,0.07468962913673231,0.07480649001494447,0.0743051154867116,0.07504429052942053,0.07482828124606583,0.07472720291389727,0.07475476785411317,0.07496005856846183,0.07505108108133873,0.07483882907288932,0.07474883757276375,0.07556887998854663,0.10167653653411457
17,2018-07-10,"[0.10168352 0.07468044 0.07479603 0.07432107 0.07504339 0.07483093
 0.0747271  0.07475299 0.07496031 0.07505376 0.07483523 0.07474854
 0.07556668]",1.012348008675404,1.0127551361034317,0.07468044424781678,0.07479602929326527,0.07432107316732005,0.07504338529170075,0.07483093051609918,0.07472709664332328,0.07475298899526027,0.07496031114204639,0.0750537619120716,0.07483523241628831,0.07474854068077065,0.07556668367273851,0.10168352202129904
18,2018-07-11,"[0.10168633 0.0746808  0.074792   0.07432752 0.07505013 0.07482928
 0.07472217 0.07475476 0.07495502 0.07505127 0.07483323 0.07474955
 0.07556795]",0.9559120622981615,0.953910086195423,0.07468080463214881,0.07479200224482549,0.07432751749138576,0.0750501281528903,0.0748292757254465,0.07472216509910094,0.07475475788204977,0.07495502255381328,0.07505127010490988,0.07483322810008873,0.0747495464986425,0.07556795163962177,0.10168632987507631
19,2018-07-12,"[0.10187958 0.07448379 0.07461403 0.07470149 0.07489846 0.07482128
 0.07471226 0.07475649 0.07494708 0.07504585 0.07482901 0.07474553
 0.07556515]",0.9600667378838041,0.9582394269374758,0.07448379351327769,0.074614031489482,0.07470149192771594,0.07489846157787547,0.07482127729749542,0.07471225904558636,0.07475649201603227,0.07494707533510049,0.0750458517333714,0.07482900690676376,0.07474553354049496,0.07556514735653243,0.10187957826027172
20,2018-07-13,"[0.1018184  0.07448839 0.0746108  0.07473746 0.07490018 0.0748203
 0.07471416 0.07475833 0.07495471 0.07504856 0.07483356 0.0747465
 0.07556866]",0.9728179501154818,0.9714011286633267,0.07448839444464696,0.07461079580584518,0.07473745901997661,0.07490017814738734,0.07482029715886959,0.07471415798438025,0.07475833133587934,0.07495470816948796,0.0750485581486401,0.07483356293728285,0.0747464994826196,0.07556866073785866,0.10181839662712557
21,2018-07-16,"[0.10176414 0.07449101 0.07461127 0.07475714 0.07490769 0.07482747
 0.07471064 0.07476518 0.07496825 0.07504904 0.07483264 0.07474664
 0.0755689 ]",0.9796883115661978,0.9784729075391829,0.07449100720080015,0.0746112720332688,0.07475713778163477,0.07490768796247027,0.07482746879533321,0.07471063686948275,0.07476517973370328,0.07496824730892866,0.07504904189200923,0.0748326434236137,0.07474663772917782,0.0755688983474517,0.10176414092212555
22,2018-07-17,"[0.10178999 0.07449018 0.07461033 0.07474275 0.07490714 0.07482619
 0.07470468 0.07476795 0.07496405 0.07504857 0.07483165 0.07474746
 0.07556907]",0.984421730810193,0.9833586479691031,0.07449017741773128,0.07461032821913048,0.07474274731795748,0.07490714294402025,0.0748261924852239,0.07470467536464795,0.07476795219393431,0.07496405176445525,0.07504856980888636,0.07483164687843115,0.0747474562314131,0.07556907392071495,0.10178998545345369
