,Date,Weights,Profit,Base Profit,PEP,KO,KDP,MNST,cash
0,2018-12-24,[0.1937242  0.19689389 0.20895441 0.19399047 0.20643705],0.9971780346482992,0.9970703947212878,0.19689388573169708,0.20895440876483917,0.19399046897888184,0.20643705129623413,0.19372420012950897
1,2018-12-26,[0.1936388  0.19678798 0.20901003 0.19383107 0.20673212],0.9909902992576334,0.9905952206849805,0.1967879831790924,0.2090100347995758,0.19383107125759125,0.2067321240901947,0.19363880157470703
2,2018-12-27,[0.19386892 0.1968625  0.2088874  0.19380388 0.20657733],0.9726118897438242,0.9715088957225839,0.19686250388622284,0.20888739824295044,0.19380387663841248,0.206577330827713,0.19386892020702362
3,2018-12-28,[0.19387394 0.19698039 0.20883724 0.193992   0.20631646],0.9865855555324174,0.9861187982681047,0.19698038697242737,0.20883724093437195,0.1939920037984848,0.20631645619869232,0.19387394189834595
4,2018-12-31,[0.19380166 0.19705565 0.20879258 0.19386543 0.20648466],1.001378238190454,1.0013478960017062,0.1970556527376175,0.208792582154274,0.19386543333530426,0.20648466050624847,0.1938016563653946
5,2019-01-02,[0.19381887 0.19697726 0.20888244 0.19379649 0.20652492],0.9978945844402238,0.9978156480377659,0.19697725772857666,0.2088824361562729,0.19379648566246033,0.20652492344379425,0.1938188672065735
6,2019-01-03,[0.19383037 0.19698356 0.208871   0.19388121 0.20643388],0.989179675000737,0.988798607881003,0.19698356091976166,0.2088710069656372,0.19388121366500854,0.20643387734889984,0.19383037090301514
7,2019-01-04,[0.19383378 0.19695625 0.208883   0.19382717 0.20649983],0.9860324027103106,0.9854959514829886,0.19695624709129333,0.20888300240039825,0.19382716715335846,0.2064998298883438,0.19383378326892853
8,2019-01-07,[0.19378689 0.19681223 0.2089706  0.19391279 0.20651746],0.9877666661974241,0.9873425551765488,0.1968122273683548,0.20897060632705688,0.1939127892255783,0.20651745796203613,0.1937868893146515
9,2019-01-08,[0.19382533 0.19707872 0.2089119  0.19384219 0.20634185],0.9993904704468504,0.999341861039578,0.19707871973514557,0.20891189575195312,0.19384218752384186,0.20634184777736664,0.19382533431053162
10,2019-01-09,[0.19394712 0.19699793 0.20893078 0.19402534 0.20609887],1.0120729803213528,1.0125007511303634,0.19699792563915253,0.20893077552318573,0.19402533769607544,0.20609886944293976,0.19394712150096893
11,2019-01-10,[0.19413123 0.1974743  0.20875347 0.19366722 0.20597379],1.0168636544281593,1.0173881081930223,0.19747430086135864,0.20875346660614014,0.1936672180891037,0.2059737890958786,0.19413122534751892
12,2019-01-11,[0.19434176 0.1974649  0.20871809 0.19401442 0.20546085],1.0132287476670738,1.013674870700692,0.19746489822864532,0.20871809124946594,0.19401441514492035,0.20546084642410278,0.1943417638540268
13,2019-01-14,[0.1942243  0.19746764 0.20876302 0.19391124 0.20563379],1.0164799316018784,1.0169467135773853,0.197467640042305,0.2087630182504654,0.19391123950481415,0.20563378930091858,0.1942242980003357
14,2019-01-15,[0.19427258 0.19758277 0.20874745 0.19408537 0.20531183],1.0226901947254055,1.0235352705682688,0.19758276641368866,0.20874744653701782,0.19408537447452545,0.2053118348121643,0.19427257776260376
15,2019-01-16,[0.1942561  0.1975931  0.20875269 0.19388479 0.20551334],1.0173624359783406,1.017839958536328,0.197593092918396,0.20875269174575806,0.19388478994369507,0.2055133432149887,0.19425609707832336
16,2019-01-17,[0.19424948 0.19762903 0.20873868 0.19384517 0.2055376 ],1.0247283564325431,1.0255065665355596,0.19762903451919556,0.20873868465423584,0.19384516775608063,0.2055376023054123,0.1942494809627533
17,2019-01-18,[0.19428428 0.19753772 0.20877425 0.19381289 0.20559086],1.016839858513231,1.0173061836951331,0.19753772020339966,0.20877425372600555,0.19381289184093475,0.2055908590555191,0.19428427517414093
18,2019-01-22,[0.19433036 0.19762015 0.20872514 0.19372545 0.2055989 ],1.0263157555096811,1.0271299406391017,0.19762015342712402,0.20872513949871063,0.19372545182704926,0.20559890568256378,0.1943303644657135
19,2019-01-23,[0.19436985 0.19779089 0.20864764 0.19372587 0.20546573],1.0307530035267622,1.0316539755947545,0.19779089093208313,0.20864763855934143,0.19372586905956268,0.20546573400497437,0.1943698525428772
20,2019-01-24,[0.19432727 0.19779849 0.20864949 0.19369514 0.20552966],1.031677472684651,1.0326123401477514,0.197798490524292,0.20864948630332947,0.19369514286518097,0.20552965998649597,0.19432726502418518
