,Date,Weights,Profit,Base Profit,PEP,KO,KDP,MNST,cash
0,2018-12-24,[0.1949473  0.20432761 0.19998035 0.19613972 0.20460498],0.9971823156625033,0.9970703947212878,0.20432761311531067,0.19998034834861755,0.19613972306251526,0.20460498332977295,0.19494730234146118
1,2018-12-26,[0.19480601 0.20429415 0.20022178 0.19614828 0.20452978],0.9908927346889087,0.9905952206849805,0.2042941451072693,0.20022177696228027,0.19614827632904053,0.2045297771692276,0.19480600953102112
2,2018-12-27,[0.1947985  0.20433956 0.2001977  0.19615182 0.20451243],0.9725382563575125,0.9715088957225839,0.20433956384658813,0.20019769668579102,0.19615182280540466,0.20451243221759796,0.19479849934577942
3,2018-12-28,[0.19482784 0.2043943  0.20004122 0.19618426 0.20455234],0.9865093193408836,0.9861187982681047,0.20439429581165314,0.20004121959209442,0.19618426263332367,0.20455233752727509,0.1948278397321701
4,2018-12-31,[0.19488053 0.20433185 0.20024891 0.19599634 0.20454232],1.0012256656187064,1.0013478960017062,0.20433184504508972,0.20024891197681427,0.19599634408950806,0.20454232394695282,0.19488053023815155
5,2019-01-02,[0.19493115 0.2043239  0.20011239 0.19613913 0.20449346],0.9978506877334903,0.9978156480377659,0.2043239027261734,0.20011238753795624,0.1961391270160675,0.2044934630393982,0.19493114948272705
6,2019-01-03,[0.19491535 0.20434175 0.20007882 0.19614857 0.2045155 ],0.9891500898183856,0.988798607881003,0.20434175431728363,0.2000788152217865,0.1961485743522644,0.2045155018568039,0.19491535425186157
7,2019-01-04,[0.19487898 0.2043421  0.20011656 0.19615677 0.20450556],0.9859980065275803,0.9854959514829886,0.2043420970439911,0.20011655986309052,0.19615676999092102,0.2045055627822876,0.1948789805173874
8,2019-01-07,[0.19480821 0.2043336  0.20001526 0.19629353 0.20454936],0.9877884382471585,0.9873425551765488,0.2043336033821106,0.20001526176929474,0.19629353284835815,0.20454935729503632,0.1948082149028778
9,2019-01-08,[0.19493535 0.20433445 0.20027363 0.19596863 0.20448795],0.9992953876478222,0.999341861039578,0.20433445274829865,0.20027363300323486,0.1959686279296875,0.20448794960975647,0.19493535161018372
10,2019-01-09,[0.19491898 0.20435591 0.19999897 0.19618888 0.2045373 ],1.0120002733289655,1.0125007511303634,0.20435591042041779,0.19999897480010986,0.19618888199329376,0.2045373022556305,0.19491897523403168
11,2019-01-10,[0.19520994 0.20417048 0.20067379 0.19552353 0.20442228],1.0167918873822217,1.0173881081930223,0.20417048037052155,0.20067378878593445,0.19552353024482727,0.20442228019237518,0.19520993530750275
12,2019-01-11,[0.195162   0.2040415  0.20045242 0.1957423  0.20460181],1.0130730047464584,1.013674870700692,0.2040414959192276,0.20045241713523865,0.19574229419231415,0.20460180938243866,0.19516199827194214
13,2019-01-14,[0.19517338 0.20406199 0.20061973 0.1955993  0.20454562],1.0162333637043366,1.0169467135773853,0.20406198501586914,0.20061972737312317,0.19559930264949799,0.20454561710357666,0.19517338275909424
14,2019-01-15,[0.1951703  0.20401445 0.2005261  0.19564128 0.2046479 ],1.02247530598666,1.0235352705682688,0.20401445031166077,0.20052610337734222,0.19564127922058105,0.20464789867401123,0.1951702982187271
15,2019-01-16,[0.19520392 0.20400193 0.2008094  0.1954315  0.20455329],1.0171482468850823,1.017839958536328,0.20400193333625793,0.20080940425395966,0.19543150067329407,0.2045532912015915,0.19520391523838043
16,2019-01-17,[0.19529572 0.20393963 0.20080288 0.1953998  0.20456198],1.024524334730175,1.0255065665355596,0.20393963158130646,0.20080287754535675,0.19539980590343475,0.2045619785785675,0.19529572129249573
17,2019-01-18,[0.19525343 0.20400594 0.2006645  0.1955686  0.20450749],1.016660530796607,1.0173061836951331,0.20400594174861908,0.20066450536251068,0.19556860625743866,0.2045074850320816,0.1952534317970276
18,2019-01-22,[0.19531502 0.20401329 0.200748   0.19547065 0.20445304],1.0261767304328373,1.0271299406391017,0.20401328802108765,0.2007479965686798,0.1954706460237503,0.20445303618907928,0.19531501829624176
19,2019-01-23,[0.19537619 0.20396586 0.20088424 0.19531454 0.20445919],1.0305243687016095,1.0316539755947545,0.20396585762500763,0.20088423788547516,0.19531454145908356,0.20445919036865234,0.1953761875629425
20,2019-01-24,[0.19535749 0.20398648 0.20093314 0.19527327 0.20444961],1.031422403237468,1.0326123401477514,0.20398648083209991,0.20093314349651337,0.1952732652425766,0.2044496089220047,0.19535748660564423
21,2019-01-25,[0.19533744 0.20400853 0.20096815 0.19522901 0.20445687],1.0315325139578528,1.0326888696465961,0.2040085345506668,0.20096814632415771,0.19522900879383087,0.2044568657875061,0.1953374445438385
22,2019-01-28,[0.19542015 0.20390545 0.20106368 0.19523175 0.20437893],1.032494627440694,1.033642617862942,0.20390544831752777,0.20106367766857147,0.19523175060749054,0.20437893271446228,0.19542014598846436
23,2019-01-29,[0.19546504 0.20391785 0.20112899 0.19517434 0.20431378],1.0257993180580702,1.0266937792028412,0.20391784608364105,0.2011289894580841,0.19517433643341064,0.20431378483772278,0.19546504318714142
24,2019-01-30,[0.19542816 0.2039217  0.20102236 0.19527727 0.20435049],1.0263704202782744,1.0272785977981331,0.20392170548439026,0.20102235674858093,0.19527727365493774,0.20435048639774323,0.19542816281318665
25,2019-01-31,[0.19537203 0.20397812 0.20092422 0.19532806 0.20439754],1.0272268798114164,1.0282228442214933,0.20397812128067017,0.20092421770095825,0.19532805681228638,0.2043975442647934,0.19537203013896942
26,2019-02-01,[0.19548102 0.20397332 0.20090306 0.19528043 0.20436218],1.0384087543936396,1.0398342409270307,0.20397332310676575,0.200903058052063,0.19528043270111084,0.2043621838092804,0.19548101723194122
27,2019-02-04,[0.19555405 0.20399113 0.20078155 0.19531061 0.20436262],1.0538667406110789,1.0559615888768017,0.2039911299943924,0.20078155398368835,0.19531060755252838,0.20436261594295502,0.19555404782295227
28,2019-02-05,[0.19551992 0.20400998 0.20096153 0.1951129  0.2043957 ],1.0554048639082894,1.0575383367890805,0.2040099799633026,0.20096153020858765,0.1951128989458084,0.20439569652080536,0.19551992416381836
29,2019-02-06,[0.19553624 0.20403911 0.20109087 0.19496752 0.20436627],1.0601928733265962,1.0624657032681364,0.20403911173343658,0.20109087228775024,0.19496752321720123,0.2043662667274475,0.19553624093532562
30,2019-02-07,[0.1954621  0.20409973 0.20099032 0.19505161 0.20439626],1.056792618251286,1.0589588895655466,0.20409972965717316,0.20099031925201416,0.19505161046981812,0.20439626276493073,0.19546209275722504
31,2019-02-08,[0.19548067 0.20402807 0.20098521 0.1950837  0.20442235],1.0534568832601927,1.055484130099568,0.20402806997299194,0.20098520815372467,0.19508369266986847,0.20442235469818115,0.19548067450523376
32,2019-02-11,[0.19546795 0.20402664 0.20099466 0.1950746  0.20443618],1.0555536176853255,1.0576950644327396,0.20402663946151733,0.20099465548992157,0.19507460296154022,0.20443618297576904,0.19546794891357422
33,2019-02-12,[0.19543737 0.2040287  0.20078255 0.1952436  0.20450783],1.0644239155749187,1.0670423157552664,0.20402869582176208,0.20078255236148834,0.19524359703063965,0.20450782775878906,0.19543737173080444
34,2019-02-13,[0.19541664 0.20401832 0.20064288 0.19537595 0.20454621],1.0680705561709336,1.0709327341253752,0.20401832461357117,0.2006428837776184,0.1953759491443634,0.20454621315002441,0.1954166442155838
35,2019-02-14,[0.1955175  0.20398702 0.20074625 0.195265   0.2044842 ],1.0760437222093813,1.0792423437547365,0.2039870172739029,0.20074625313282013,0.195264995098114,0.20448419451713562,0.19551749527454376
36,2019-02-15,[0.1955644  0.2039158  0.20071393 0.195273   0.20453283],1.0583534894749622,1.0607348647379797,0.2039158046245575,0.20071393251419067,0.1952729970216751,0.20453283190727234,0.195564404129982
37,2019-02-19,[0.19595559 0.20371303 0.20019293 0.19581145 0.204327  ],1.0596793606675916,1.0619888881250386,0.20371302962303162,0.20019292831420898,0.1958114504814148,0.20432700216770172,0.19595558941364288
38,2019-02-20,[0.19623898 0.20369178 0.19980949 0.19603445 0.20422529],1.0584847483836726,1.0607835581173855,0.2036917805671692,0.1998094916343689,0.19603444635868073,0.20422528684139252,0.19623897969722748
39,2019-02-21,[0.19626202 0.20367372 0.1996709  0.19615977 0.20423359],1.05316072436244,1.055224865368598,0.20367372035980225,0.19967089593410492,0.19615976512432098,0.2042335867881775,0.19626201689243317
