,Date,Weights,Profit,Base Profit,PEP,KO,MNST,BBY,TGT,WMT,COST,FB,GOOGL,AAPL,AMZN,cash
0,2019-03-20,"[0.10554061 0.08002381 0.08014011 0.07967059 0.08174379 0.08133728
 0.08154086 0.0824562  0.08155019 0.08076929 0.08203791 0.08318936]",0.9968693921386729,0.9967682637025489,0.0800238106580572,0.08014010753733326,0.0796705949090509,0.0817437922753444,0.08133727910477451,0.0815408579897567,0.0824561954535399,0.08155018827108124,0.08076929086961623,0.08203791391804384,0.08318935796401689,0.10554061104938506
1,2019-03-21,"[0.10560716 0.08004462 0.08015515 0.07961843 0.08175784 0.08132267
 0.0815153  0.0824428  0.08155104 0.08077329 0.08202351 0.0831882 ]",0.9934279785470763,0.993164737100039,0.08004461686764862,0.08015515330022074,0.07961842833945114,0.0817578421207912,0.08132267099444848,0.08151530178949555,0.08244279615274827,0.08155104180958456,0.08077328735991296,0.08202350562055594,0.08318819560610764,0.10560716003903488
2,2019-03-22,"[0.10564223 0.08004679 0.08015356 0.07960061 0.08174608 0.08130521
 0.08151056 0.08244061 0.08156917 0.0807789  0.08201854 0.08318774]",0.9973851417551839,0.9972138216124924,0.0800467923262182,0.08015355727063404,0.07960061381895299,0.08174608056828965,0.08130520603146496,0.08151056105788461,0.08244061322865036,0.08156916982307001,0.0807788971644178,0.08201854035572317,0.0831877412502128,0.10564222710448133
3,2019-03-25,"[0.10559967 0.08008076 0.0801637  0.0795617  0.08175566 0.08133593
 0.0814996  0.08244782 0.08155663 0.08077444 0.08203601 0.08318808]",1.0046791666889978,1.0046137408845688,0.08008076193042465,0.08016369630094668,0.07956170231568092,0.08175566491159993,0.08133593254739949,0.08149959758776944,0.08244781871709332,0.08155662927428013,0.08077443501841511,0.08203601495585082,0.08318807511979409,0.10559967132074527
4,2019-03-26,"[0.10568732 0.08009142 0.08017128 0.07954291 0.08174001 0.08132586
 0.08149268 0.08244111 0.08154785 0.0807641  0.08200986 0.08318561]",0.9924821883199548,0.9921113293937264,0.08009141798748928,0.08017127501745445,0.07954290785680959,0.0817400060029791,0.0813258646105386,0.08149267785571794,0.08244110814852784,0.08154785488485898,0.08076410105431629,0.08200986006929434,0.08318560984962552,0.10568731666238809
5,2019-03-27,"[0.10570164 0.08008598 0.08016822 0.07955788 0.08174042 0.08133279
 0.08148428 0.08243318 0.08156283 0.08075874 0.08198808 0.08318597]",1.0034423972440705,1.0034239444602786,0.0800859803331336,0.08016822126420683,0.07955787552058215,0.08174041690350858,0.08133278729439258,0.08148427875007394,0.08243318345570103,0.08156282872426632,0.080758742602035,0.08198807845224379,0.08318596512967723,0.10570164157017899
6,2019-03-28,"[0.1056732  0.08008649 0.08017883 0.07956741 0.08173498 0.08134622
 0.08147947 0.08243801 0.08157661 0.08075536 0.08197646 0.08318697]",1.0030343116388187,1.003065498886854,0.08008649389442254,0.08017883105687322,0.07956740534728132,0.0817349828267244,0.08134621624703711,0.08147946876835983,0.08243801339942011,0.08157660624099569,0.08075535639943204,0.08197646107830873,0.0831869656433346,0.1056731990978105
7,2019-03-29,"[0.10566672 0.08008906 0.08018446 0.07955653 0.08174427 0.08134805
 0.0814784  0.08243837 0.08156385 0.08075131 0.08199306 0.08318593]",0.999451123422659,0.9993442855407079,0.08008905836406033,0.08018445586506454,0.07955652921492407,0.08174426898619722,0.08134805450842249,0.08147839815837493,0.08243836662309417,0.08156385315639803,0.08075131241749989,0.08199305590251779,0.08318592771686502,0.10566671908658155
8,2019-04-01,"[0.1055977  0.08009644 0.08018868 0.07955417 0.08198457 0.0812373
 0.08146    0.0823858  0.08156266 0.08074938 0.08199559 0.08318771]",1.0034625835537005,1.0034494763146558,0.08009643691550795,0.08018868445295796,0.07955417417782942,0.08198456832250103,0.08123729943580649,0.08146000037964991,0.08238579582036233,0.08156265730859022,0.08074938121500767,0.08199559149764926,0.08318770652683775,0.10559770394730016
9,2019-04-02,"[0.10560802 0.08009566 0.08019367 0.07954919 0.08198204 0.08122952
 0.08146494 0.08238626 0.0815619  0.08074963 0.0819916  0.08318757]",1.007354672451466,1.0074447970541962,0.08009565639467356,0.08019366947486747,0.07954918505774668,0.0819820408624298,0.08122952409312359,0.08146494466062575,0.08238625991629468,0.08156190252586347,0.08074962684494133,0.081991601714646,0.0831875698867391,0.10560801856804852
10,2019-04-03,"[0.10558363 0.08010583 0.08019899 0.07952698 0.08199509 0.08122135
 0.08146409 0.0823924  0.08156868 0.08076024 0.08199396 0.08318876]",1.0065897118195766,1.0065766632918725,0.08010583463598599,0.08019898928538774,0.07952697990238324,0.08199509359438145,0.0812213486675731,0.08146408705611584,0.08239239674911863,0.08156868122029487,0.08076023746247388,0.08199396374253641,0.08318875922817201,0.10558362845557673
11,2019-04-04,"[0.10561248 0.08010222 0.08019687 0.07952784 0.08197857 0.08121545
 0.08145551 0.08238516 0.08159323 0.08075166 0.08199466 0.08318635]",1.0098684087482726,1.0099570461630794,0.08010221561944683,0.08019686707914783,0.07952783506420148,0.08197857332171762,0.08121545486792155,0.08145551442273548,0.08238515636405065,0.08159323359117662,0.08075166040174878,0.08199466004171606,0.08318634841923127,0.10561248080690576
12,2019-04-05,"[0.1055927  0.08010842 0.08019696 0.07951928 0.08200232 0.08121001
 0.08145639 0.08238603 0.08157899 0.08075393 0.0820082  0.08318677]",1.010144649528639,1.0102044041564766,0.08010842379537234,0.08019696246031563,0.07951928045704579,0.08200231631439125,0.08121001427096063,0.0814563912007554,0.08238602628893868,0.08157898698195626,0.08075392745666636,0.08200819808043942,0.08318677014177034,0.10559270255138785
13,2019-04-08,"[0.10552802 0.08010701 0.08020008 0.07952755 0.08202703 0.08122646
 0.08145529 0.08238182 0.08158761 0.08075861 0.08201308 0.08318742]",1.0194254726321232,1.0197527245486646,0.0801070095818146,0.08020008345606743,0.07952755351323611,0.08202703275305344,0.08122646333059638,0.08145528608878833,0.08238182407727972,0.0815876094369041,0.0807586141917142,0.0820130798595497,0.0831874193536535,0.10552802435734249
14,2019-04-09,"[0.10554035 0.08010819 0.08019753 0.07952619 0.08201598 0.08121596
 0.08146321 0.08238181 0.08157449 0.08075968 0.08202814 0.08318846]",1.018364340261471,1.018649126163039,0.08010818722059068,0.08019752892344477,0.07952618875655086,0.08201598182269221,0.08121596351453875,0.08146321473091821,0.08238181222877697,0.08157449280871425,0.08075968158969953,0.08202813765450574,0.08318846162506337,0.10554034912450472
15,2019-04-10,"[0.10553213 0.08011343 0.08019812 0.07952389 0.08201294 0.08122698
 0.08146467 0.08238183 0.08156515 0.08075796 0.08203385 0.08318903]",1.0200885586575934,1.0203980416064082,0.08011343465264509,0.0801981223523493,0.07952388537454178,0.0820129407749186,0.0812269800278165,0.0814646705816881,0.08238183396885601,0.0815651546941494,0.08075796346666918,0.08203385328578096,0.08318903429501816,0.10553212652556669
16,2019-04-11,"[0.10554761 0.08010557 0.08019333 0.07954627 0.08201519 0.08122039
 0.08145834 0.08238584 0.08157316 0.08075351 0.08201276 0.08318802]",1.0241534980021814,1.0246768573412395,0.08010557181776749,0.08019332955826385,0.0795462728953848,0.08201518715668658,0.08122039265073965,0.08145834047735778,0.0823858444131232,0.08157315899346905,0.08075350783743063,0.08201276193311742,0.08318801855223708,0.10554761371442258
