,Date,Weights,Profit,Base Profit,JNJ,PFE,ABT,BMY,F,OSK,SPAR,PCAR,LAWS,KAMN,WLFC,HDSN,cash
438,2015-10-01,"[0.         0.         0.22323691 0.         0.         0.
 0.15519102 0.24908293 0.10418705 0.13669247 0.         0.13160963
 0.        ]",0.8928435962456377,0.9875628821816164,0.0,0.2232369066606836,0.0,0.0,0.0,0.15519101666614663,0.2490829287299274,0.1041870477187205,0.13669247320730643,0.0,0.13160962701721543,0.0,0.0
439,2015-10-02,"[0.         0.         0.22004838 0.         0.         0.
 0.16026344 0.24683258 0.10426394 0.13749119 0.         0.13110048
 0.        ]",0.8931807943274124,0.9881433684817625,0.0,0.2200483753500699,0.0,0.0,0.0,0.16026344163283718,0.24683257850036802,0.10426393647031056,0.1374911896197304,0.0,0.13110047842668385,0.0,0.0
440,2015-10-05,"[0.         0.         0.21904908 0.         0.         0.
 0.1615371  0.24636012 0.10410238 0.13766525 0.         0.13128606
 0.        ]",0.8820209087636364,0.9777678445860546,0.0,0.21904908399600234,0.0,0.0,0.0,0.16153709855602394,0.24636012079336336,0.10410237815826708,0.1376652542364665,0.0,0.13128606425987688,0.0,0.0
441,2015-10-06,"[0.         0.         0.2189624  0.         0.         0.
 0.16158506 0.24627537 0.10392338 0.13772279 0.         0.131531
 0.        ]",0.9115379268983829,1.0076795792571658,0.0,0.21896240276256856,0.0,0.0,0.0,0.16158505892902966,0.24627537041482037,0.10392337937524299,0.13772279345600108,0.0,0.13153099506233745,0.0,0.0
442,2015-10-07,"[0.         0.         0.2191849  0.         0.         0.
 0.16170259 0.24590415 0.10381804 0.13758218 0.         0.13180815
 0.        ]",0.9386935212227692,1.0320757298254915,0.0,0.21918490129885396,0.0,0.0,0.0,0.16170258727020925,0.24590414890115664,0.1038180352593806,0.1375821777425671,0.0,0.1318081495278324,0.0,0.0
443,2015-10-08,"[0.         0.         0.21909159 0.         0.         0.
 0.16173741 0.24593716 0.10378603 0.13752427 0.         0.13192355
 0.        ]",0.9583665103448532,1.0365913552299442,0.0,0.21909158718047608,0.0,0.0,0.0,0.16173740685922341,0.24593715735228375,0.10378603021186689,0.1375242722312695,0.0,0.13192354616488033,0.0,0.0
444,2015-10-09,"[0.         0.         0.21898479 0.         0.         0.
 0.16172209 0.24602336 0.1038622  0.13763966 0.         0.13176789
 0.        ]",0.97149030677966,1.0499567486118808,0.0,0.2189847942680806,0.0,0.0,0.0,0.1617220932968904,0.24602336068353917,0.10386219694588524,0.13763966394682195,0.0,0.1317678908587825,0.0,0.0
445,2015-10-12,"[0.         0.         0.21898617 0.         0.         0.
 0.16175364 0.24596855 0.10394269 0.13765503 0.         0.13169392
 0.        ]",0.9843431153854375,1.0617496911626318,0.0,0.21898616574009236,0.0,0.0,0.0,0.16175363974640192,0.2459685524398828,0.10394269000142765,0.13765502846963512,0.0,0.13169392360256002,0.0,0.0
446,2015-10-13,"[0.         0.         0.21902978 0.         0.         0.
 0.16177759 0.24589851 0.10394478 0.13764127 0.         0.13170808
 0.        ]",0.9838007546198684,1.0622564810444255,0.0,0.21902978146703903,0.0,0.0,0.0,0.16177758519210267,0.24589850788267673,0.10394478111412997,0.13764126932201445,0.0,0.13170807502203724,0.0,0.0
447,2015-10-14,"[0.         0.         0.21889974 0.         0.         0.
 0.16182609 0.24597444 0.1038085  0.13762619 0.         0.13186503
 0.        ]",0.9696692910892396,1.0486711661616268,0.0,0.2188997378163626,0.0,0.0,0.0,0.16182609485351668,0.24597444231930768,0.10380850010049442,0.1376261942350506,0.0,0.13186503067526803,0.0,0.0
448,2015-10-15,"[0.         0.         0.21881206 0.         0.         0.
 0.16183487 0.24600992 0.10374507 0.1376145  0.         0.13198358
 0.        ]",0.9630832143671121,1.0471111908180148,0.0,0.2188120607122071,0.0,0.0,0.0,0.16183486690041207,0.2460099180349996,0.10374507365098239,0.1376145022470801,0.0,0.13198357845431877,0.0,0.0
449,2015-10-16,"[0.         0.         0.21883078 0.         0.         0.
 0.16169197 0.2460793  0.1036719  0.13761104 0.         0.13211501
 0.        ]",0.9535337173584801,1.03793901803968,0.0,0.21883078478568824,0.0,0.0,0.0,0.16169197215076547,0.2460792964022753,0.10367189665009233,0.13761104010141445,0.0,0.13211500990976408,0.0,0.0
450,2015-10-19,"[0.         0.         0.21867655 0.         0.         0.
 0.1616477  0.24631818 0.10377383 0.13778728 0.         0.13179645
 0.        ]",0.9725018914438492,1.0564777501419245,0.0,0.2186765512970016,0.0,0.0,0.0,0.16164770423209157,0.24631818354226034,0.10377382859724363,0.13778727916703712,0.0,0.13179645316436567,0.0,0.0
451,2015-10-20,"[0.         0.         0.21846256 0.         0.         0.
 0.16158785 0.24661529 0.1037987  0.13790665 0.         0.13162895
 0.        ]",0.9578354937574737,1.0443514064605903,0.0,0.21846255927777766,0.0,0.0,0.0,0.16158785398760164,0.246615294552294,0.10379869662026406,0.13790665044810624,0.0,0.13162894511395645,0.0,0.0
452,2015-10-21,"[0.         0.         0.21838176 0.         0.         0.
 0.16154591 0.24671304 0.10372394 0.13792173 0.         0.13171363
 0.        ]",0.9598030222515828,1.0479457860190775,0.0,0.21838175653606196,0.0,0.0,0.0,0.1615459054357925,0.24671304078070147,0.10372393762600358,0.13792172958225682,0.0,0.13171363003918365,0.0,0.0
453,2015-10-22,"[0.         0.         0.21835155 0.         0.         0.
 0.1616274  0.24665136 0.10376982 0.13791716 0.         0.1316827
 0.        ]",0.9602113119383194,1.0513889141014272,0.0,0.2183515545937622,0.0,0.0,0.0,0.1616274001828086,0.24665136183163194,0.10376982292868271,0.13791716466986154,0.0,0.13168269579325306,0.0,0.0
454,2015-10-23,"[0.         0.         0.21843495 0.         0.         0.
 0.16171577 0.24641595 0.10386242 0.13788707 0.         0.13168383
 0.        ]",0.9484567218781429,1.044779144616721,0.0,0.2184349537295603,0.0,0.0,0.0,0.1617157684128289,0.24641595101559613,0.10386242057559585,0.13788707214460963,0.0,0.13168383412180928,0.0,0.0
455,2015-10-26,"[0.         0.         0.21855597 0.         0.         0.
 0.1620168  0.24590246 0.10394443 0.13789176 0.         0.13168858
 0.        ]",0.9595847079191681,1.0695914140974851,0.0,0.21855597169827443,0.0,0.0,0.0,0.16201680231751955,0.2459024618840574,0.1039444256643139,0.13789175536061143,0.0,0.13168858307522305,0.0,0.0
456,2015-10-27,"[0.         0.         0.2187551  0.         0.         0.
 0.16211807 0.24561574 0.1037253  0.1377121  0.         0.13207369
 0.        ]",0.9748403800200267,1.0749478291754564,0.0,0.21875509891264305,0.0,0.0,0.0,0.16211806775292378,0.24561574274296752,0.103725296526393,0.13771210311071969,0.0,0.13207369095435287,0.0,0.0
457,2015-10-28,"[0.         0.         0.21902071 0.         0.         0.
 0.16207166 0.24538519 0.10362161 0.13755829 0.         0.13234252
 0.        ]",0.9589567311230756,1.0604333419283556,0.0,0.21902071334647696,0.0,0.0,0.0,0.16207166153819666,0.24538519364250766,0.10362161484513595,0.13755829468556943,0.0,0.13234252194211338,0.0,0.0
458,2015-10-29,"[0.         0.         0.21913775 0.         0.         0.
 0.16213185 0.24528564 0.1033658  0.13733829 0.         0.13274067
 0.        ]",0.9479517082486365,1.0520830437604305,0.0,0.21913775349416953,0.0,0.0,0.0,0.16213184784314086,0.2452856358706519,0.10336580275037932,0.1373382857195173,0.0,0.132740674322141,0.0,0.0
459,2015-10-30,"[0.         0.         0.219329   0.         0.         0.
 0.16213936 0.24519355 0.10341986 0.13725358 0.         0.13266465
 0.        ]",0.9455711874695959,1.0630180108218503,0.0,0.21932900478001646,0.0,0.0,0.0,0.1621393615272852,0.24519354508811436,0.10341985790678977,0.13725358341892935,0.0,0.13266464727886498,0.0,0.0
460,2015-11-02,"[0.         0.         0.21899668 0.         0.         0.
 0.1623059  0.24542786 0.10372579 0.13749765 0.         0.13204612
 0.        ]",0.9466772040827007,1.0646442242306733,0.0,0.2189966788275727,0.0,0.0,0.0,0.16230590306203563,0.2454278614684414,0.10372578871708367,0.13749765186154028,0.0,0.13204611606332645,0.0,0.0
461,2015-11-03,"[0.         0.         0.21909429 0.         0.         0.
 0.16250319 0.24499056 0.10361502 0.13733834 0.         0.13245859
 0.        ]",0.9549848237295625,1.0643235777453446,0.0,0.21909429217608048,0.0,0.0,0.0,0.1625031929036732,0.2449905643464358,0.10361501731039582,0.13733833958481384,0.0,0.13245859367860105,0.0,0.0
462,2015-11-04,"[0.         0.         0.21933032 0.         0.         0.
 0.16247928 0.24486401 0.10368093 0.13730337 0.         0.13234209
 0.        ]",0.965144443470213,1.0736799564291595,0.0,0.21933032265452948,0.0,0.0,0.0,0.1624792769206119,0.24486400838066094,0.1036809294241277,0.13730336839551055,0.0,0.1323420942245594,0.0,0.0
463,2015-11-05,"[0.         0.         0.21932254 0.         0.         0.
 0.16248821 0.24483265 0.10366678 0.13732011 0.         0.13236972
 0.        ]",0.9704552134760995,1.0797457596821365,0.0,0.2193225370107105,0.0,0.0,0.0,0.16248820885855547,0.24483264933867516,0.10366677551947875,0.13732010789687998,0.0,0.1323697213757003,0.0,0.0
464,2015-11-06,"[0.         0.         0.21930746 0.         0.         0.
 0.16265809 0.2446453  0.10363212 0.13723318 0.         0.13252385
 0.        ]",0.9514119175273688,1.0682683898003935,0.0,0.2193074563049635,0.0,0.0,0.0,0.16265809425913325,0.2446452989655816,0.1036321188070944,0.13723317736695956,0.0,0.13252385429626778,0.0,0.0
465,2015-11-09,"[0.         0.         0.21953306 0.         0.         0.
 0.16283404 0.2441467  0.10353249 0.137183   0.         0.13277071
 0.        ]",0.9522830773754959,1.0677305505531955,0.0,0.21953306254261168,0.0,0.0,0.0,0.16283404459718706,0.24414669521153165,0.103532487043173,0.13718299787514654,0.0,0.13277071273035015,0.0,0.0
466,2015-11-10,"[0.         0.         0.21949055 0.         0.         0.
 0.16292568 0.24415711 0.10370874 0.1371982  0.         0.13251972
 0.        ]",0.945749344183413,1.0704071922565923,0.0,0.21949055066336742,0.0,0.0,0.0,0.1629256796538641,0.24415710909288227,0.10370874457659242,0.13719819858194301,0.0,0.13251971743135094,0.0,0.0
467,2015-11-11,"[0.         0.         0.2192731  0.         0.         0.
 0.16287741 0.24446547 0.10375737 0.13723284 0.         0.13239382
 0.        ]",0.9627074385175709,1.0627663308348267,0.0,0.21927309919567511,0.0,0.0,0.0,0.16287740811909912,0.244465466403568,0.10375736513760699,0.1372328448148813,0.0,0.1323938163291696,0.0,0.0
468,2015-11-12,"[0.         0.         0.21952035 0.         0.         0.
 0.16294493 0.24407623 0.10364826 0.13710296 0.         0.13270728
 0.        ]",0.9494560852245153,1.06314393141946,0.0,0.21952034993677244,0.0,0.0,0.0,0.16294492916897207,0.24407622539555465,0.10364826171214211,0.13710295687249677,0.0,0.13270727691406187,0.0,0.0
469,2015-11-13,"[0.         0.         0.21897335 0.         0.         0.
 0.16434035 0.24273782 0.10252449 0.13602993 0.         0.13539405
 0.        ]",0.9411343974213933,1.0506266453462674,0.0,0.21897335464866208,0.0,0.0,0.0,0.16434034634639286,0.24273782255356507,0.10252449161537794,0.13602993161845148,0.0,0.13539405321755058,0.0,0.0
470,2015-11-16,"[0.         0.         0.2188579  0.         0.         0.
 0.16463045 0.24240453 0.10232721 0.13581124 0.         0.13596867
 0.        ]",0.9371039230616639,1.0425575705204282,0.0,0.21885790053723259,0.0,0.0,0.0,0.16463045060247675,0.24240453165842213,0.10232721403031346,0.1358112360199505,0.0,0.1359686671516046,0.0,0.0
471,2015-11-17,"[0.         0.         0.21220067 0.         0.         0.
 0.1431924  0.2554334  0.11096737 0.15227532 0.         0.12593082
 0.        ]",0.9235242682289336,1.042034610248206,0.0,0.2122006732416714,0.0,0.0,0.0,0.14319240423192356,0.2554334046500442,0.110967369737889,0.15227532408293507,0.0,0.12593082405553668,0.0,0.0
472,2015-11-18,"[0.         0.         0.21050901 0.         0.         0.
 0.14094798 0.2581195  0.11187199 0.15372752 0.         0.124824
 0.        ]",0.9281960038225018,1.0520030805050582,0.0,0.2105090112630507,0.0,0.0,0.0,0.140947980884039,0.25811949882607604,0.11187199270906596,0.15372751762280695,0.0,0.12482399869496129,0.0,0.0
473,2015-11-19,"[0.         0.         0.21016261 0.         0.         0.
 0.1407117  0.25867225 0.11180444 0.15388827 0.         0.12476073
 0.        ]",0.9358339323943929,1.0606302982704126,0.0,0.21016261059076208,0.0,0.0,0.0,0.14071169850207246,0.2586722505458369,0.11180443878408142,0.1538882712325149,0.0,0.12476073034473215,0.0,0.0
474,2015-11-20,"[0.         0.         0.21012375 0.         0.         0.
 0.14069824 0.25877506 0.11172314 0.15394838 0.         0.12473143
 0.        ]",0.9362851718615982,1.0656846447170165,0.0,0.2101237528507524,0.0,0.0,0.0,0.14069823529929462,0.25877506300969955,0.11172313834976494,0.15394838409967293,0.0,0.12473142639081551,0.0,0.0
475,2015-11-23,"[0.         0.         0.21004829 0.         0.         0.
 0.14097463 0.25866499 0.11175758 0.1538528  0.         0.12470171
 0.        ]",0.9442262681497576,1.0760312158844134,0.0,0.21004829492899807,0.0,0.0,0.0,0.14097463330026022,0.2586649862535585,0.11175757565033195,0.15385279921189246,0.0,0.12470171065495862,0.0,0.0
476,2015-11-24,"[0.         0.         0.21006998 0.         0.         0.
 0.14123805 0.2584387  0.11159266 0.15361428 0.         0.12504632
 0.        ]",0.9417707999429726,1.0696978579390888,0.0,0.210069984240811,0.0,0.0,0.0,0.14123805273081955,0.2584387003954976,0.1115926622342439,0.15361428148935927,0.0,0.1250463189092688,0.0,0.0
477,2015-11-25,"[0.         0.         0.21005714 0.         0.         0.
 0.14158569 0.25823386 0.11144853 0.15338292 0.         0.12529185
 0.        ]",0.9391779590062802,1.0711461711143935,0.0,0.21005714406548587,0.0,0.0,0.0,0.14158569478673885,0.25823386265927684,0.11144853096909879,0.15338291526910217,0.0,0.12529185225029743,0.0,0.0
478,2015-11-27,"[0.         0.         0.21018074 0.         0.         0.
 0.14165913 0.25807203 0.11127848 0.15316366 0.         0.12564596
 0.        ]",0.9480490706720534,1.0730990911370666,0.0,0.21018074154658078,0.0,0.0,0.0,0.14165913192519214,0.25807203045319516,0.11127847667006274,0.15316365648453123,0.0,0.12564596292043792,0.0,0.0
479,2015-11-30,"[0.         0.         0.21027145 0.         0.         0.
 0.1415193  0.2581966  0.11122105 0.15328371 0.         0.12550789
 0.        ]",0.9493241022948311,1.0744816118270661,0.0,0.21027144997141736,0.0,0.0,0.0,0.14151929983126899,0.2581966005143973,0.1112210497314751,0.15328371103771124,0.0,0.12550788891372996,0.0,0.0
480,2015-12-01,"[0.         0.         0.21031029 0.         0.         0.
 0.14164219 0.2581074  0.11114992 0.15316097 0.         0.12562922
 0.        ]",0.955359014733867,1.075963765820013,0.0,0.21031029232520565,0.0,0.0,0.0,0.141642191322272,0.2581074015201068,0.11114992416532546,0.15316096879148408,0.0,0.1256292218756061,0.0,0.0
481,2015-12-02,"[0.         0.         0.21039341 0.         0.         0.
 0.14189524 0.2578561  0.11095005 0.1527241  0.         0.1261811
 0.        ]",0.9500268151402391,1.0732521968246216,0.0,0.210393409159471,0.0,0.0,0.0,0.1418952442072246,0.2578560973764075,0.11095005413034689,0.15272409694501846,0.0,0.12618109818153153,0.0,0.0
482,2015-12-03,"[0.         0.         0.21050188 0.         0.         0.
 0.14189135 0.25784179 0.11081373 0.15278078 0.         0.12617046
 0.        ]",0.9486925334694026,1.0753012537086817,0.0,0.2105018841147766,0.0,0.0,0.0,0.14189135246638604,0.25784179100233173,0.1108137266726184,0.15278078161057165,0.0,0.12617046413331554,0.0,0.0
483,2015-12-04,"[0.         0.         0.2105029  0.         0.         0.
 0.14209447 0.25770573 0.11079498 0.15262989 0.         0.12627203
 0.        ]",0.942433714428305,1.0726673393070405,0.0,0.21050289658133045,0.0,0.0,0.0,0.14209446640460735,0.257705734635577,0.11079498218466535,0.15262988769902922,0.0,0.12627203249479071,0.0,0.0
484,2015-12-07,"[0.         0.         0.21047487 0.         0.         0.
 0.14219515 0.25768109 0.11078138 0.15260144 0.         0.12626606
 0.        ]",0.9302986600411695,1.0576967020709198,0.0,0.21047487223231115,0.0,0.0,0.0,0.14219515342080402,0.2576810924043003,0.11078138444917418,0.15260144013614016,0.0,0.12626605735727012,0.0,0.0
485,2015-12-08,"[0.         0.         0.21050378 0.         0.         0.
 0.14221742 0.25766443 0.1107013  0.1527352  0.         0.12617787
 0.        ]",0.9329129456706101,1.0627669358245297,0.0,0.21050377991818034,0.0,0.0,0.0,0.1422174247566113,0.2576644261688786,0.11070129915711263,0.1527352018557837,0.0,0.12617786814343332,0.0,0.0
486,2015-12-09,"[0.         0.         0.21049187 0.         0.         0.
 0.14222245 0.2576568  0.11074168 0.15285342 0.         0.12603378
 0.        ]",0.9203540658826279,1.052979784815174,0.0,0.21049187290780916,0.0,0.0,0.0,0.14222245279691792,0.2576567991512506,0.11074168163603167,0.15285341523203694,0.0,0.1260337782759538,0.0,0.0
487,2015-12-10,"[0.         0.         0.21045416 0.         0.         0.
 0.14227845 0.25771648 0.11075849 0.15291426 0.         0.12587817
 0.        ]",0.9181755897222034,1.0485762022814904,0.0,0.21045415787837854,0.0,0.0,0.0,0.1422784533592461,0.2577164772923879,0.11075848872523683,0.15291425741247228,0.0,0.12587816533227827,0.0,0.0
488,2015-12-11,"[0.         0.         0.21045683 0.         0.         0.
 0.14235236 0.25765777 0.11069914 0.15281174 0.         0.12602216
 0.        ]",0.9169335086901115,1.046379977857922,0.0,0.2104568286015048,0.0,0.0,0.0,0.1423523601637454,0.25765777220838965,0.11069913543303746,0.15281174496333022,0.0,0.1260221586299926,0.0,0.0
489,2015-12-14,"[0.         0.         0.21052844 0.         0.         0.
 0.1422038  0.2577112  0.11067373 0.1530941  0.         0.12578873
 0.        ]",0.9090837197315624,1.0438732447776784,0.0,0.21052843697179016,0.0,0.0,0.0,0.14220380123705648,0.25771120370909606,0.11067373070112581,0.15309410135716886,0.0,0.12578872602376281,0.0,0.0
490,2015-12-15,"[0.         0.         0.21054543 0.         0.         0.
 0.14213234 0.2577802  0.11066508 0.15323083 0.         0.12564612
 0.        ]",0.9049187789889052,1.0405637705042392,0.0,0.21054543220434366,0.0,0.0,0.0,0.1421323411802274,0.25778020367714105,0.11066507589518829,0.15323082999558654,0.0,0.12564611704751302,0.0,0.0
491,2015-12-16,"[0.         0.         0.21060735 0.         0.         0.
 0.14224693 0.25765548 0.11053941 0.15309496 0.         0.12585586
 0.        ]",0.905713349951844,1.0449219887377887,0.0,0.2106073523785254,0.0,0.0,0.0,0.1422469323392004,0.25765548394914906,0.11053940991591217,0.15309496117856092,0.0,0.125855860238652,0.0,0.0
492,2015-12-17,"[0.         0.         0.21071326 0.         0.         0.
 0.14234501 0.25748894 0.11035912 0.15309602 0.         0.12599765
 0.        ]",0.9020803679504857,1.0531571007561056,0.0,0.21071325876509817,0.0,0.0,0.0,0.14234500963336288,0.257488943134684,0.1103591180352864,0.15309602108391623,0.0,0.1259976493476523,0.0,0.0
493,2015-12-18,"[0.         0.         0.21080331 0.         0.         0.
 0.14230111 0.25744088 0.11026458 0.15323866 0.         0.12595146
 0.        ]",0.9053906144146662,1.0557158576204717,0.0,0.21080331357855056,0.0,0.0,0.0,0.14230111272458965,0.25744087642941615,0.11026458205565491,0.1532386573798632,0.0,0.12595145783192546,0.0,0.0
494,2015-12-21,"[0.         0.         0.21079423 0.         0.         0.
 0.14196154 0.25770093 0.1104153  0.15370653 0.         0.12542148
 0.        ]",0.8913719868468631,1.035674696581169,0.0,0.21079422996474445,0.0,0.0,0.0,0.14196153555429364,0.25770092727421884,0.1104153003060044,0.1537065307914827,0.0,0.12542147610925597,0.0,0.0
495,2015-12-22,"[0.         0.         0.21077578 0.         0.         0.
 0.14169924 0.25793228 0.1104305  0.15399836 0.         0.12516383
 0.        ]",0.8869269562287386,1.0296286002612303,0.0,0.21077578293455115,0.0,0.0,0.0,0.14169924084158678,0.25793227929119983,0.11043049919012088,0.15399836458642718,0.0,0.12516383315611418,0.0,0.0
496,2015-12-23,"[0.         0.         0.21084256 0.         0.         0.
 0.14167972 0.25788906 0.1103239  0.15387841 0.         0.12538635
 0.        ]",0.8801370187422387,1.026137477942189,0.0,0.21084255916896338,0.0,0.0,0.0,0.14167971765023765,0.25788905608497537,0.11032390131650538,0.15387841425517346,0.0,0.1253863515241448,0.0,0.0
497,2015-12-24,"[0.         0.         0.21087216 0.         0.         0.
 0.14186334 0.25771924 0.11023264 0.15367843 0.         0.1256342
 0.        ]",0.900866349139948,1.0419052905162953,0.0,0.21087215793875075,0.0,0.0,0.0,0.1418633389335999,0.25771923655223317,0.11023264349877115,0.15367842629813905,0.0,0.125634196778506,0.0,0.0
498,2015-12-28,"[0.         0.         0.21091432 0.         0.         0.
 0.14201476 0.25756286 0.11018946 0.15353243 0.         0.12578618
 0.        ]",0.9033061105361133,1.0482941439408626,0.0,0.2109143153496543,0.0,0.0,0.0,0.14201475855513404,0.25756286133930645,0.1101894582436941,0.15353243049731627,0.0,0.12578617601489483,0.0,0.0
499,2015-12-29,"[0.         0.         0.21092994 0.         0.         0.
 0.1422213  0.25740908 0.11008969 0.15331956 0.         0.12603042
 0.        ]",0.902089643092512,1.0485783898005916,0.0,0.2109299385776561,0.0,0.0,0.0,0.14222130283797516,0.2574090789825802,0.11008969429028967,0.15331956482198295,0.0,0.1260304204895158,0.0,0.0
500,2015-12-30,"[0.         0.         0.21098146 0.         0.         0.
 0.14221176 0.25735367 0.11002905 0.15339613 0.         0.12602795
 0.        ]",0.8912353915735757,1.0450997416624985,0.0,0.21098145541598456,0.0,0.0,0.0,0.14221175999870417,0.2573536661934047,0.11002904736302231,0.15339612579300307,0.0,0.12602794523588115,0.0,0.0
501,2015-12-31,"[0.         0.         0.2107414  0.         0.         0.
 0.14454859 0.25709396 0.11012221 0.15238571 0.         0.12510814
 0.        ]",0.8931769808444225,1.052174876665559,0.0,0.21074139676294892,0.0,0.0,0.0,0.14454859293381034,0.25709395767266296,0.11012220581852167,0.15238570977637111,0.0,0.12510813703568494,0.0,0.0
502,2016-01-04,"[0.         0.         0.21074696 0.         0.         0.
 0.14651807 0.25665567 0.1079215  0.15090381 0.         0.12725399
 0.        ]",0.8895030286767586,1.0499385835996755,0.0,0.21074695645151936,0.0,0.0,0.0,0.14651807071293707,0.2566556660217357,0.10792150327756775,0.1509038137632077,0.0,0.1272539897730324,0.0,0.0
503,2016-01-05,"[0.         0.         0.21070577 0.         0.         0.
 0.14708046 0.25638986 0.10763219 0.15041736 0.         0.12777436
 0.        ]",0.8638625662929682,1.0262829013954664,0.0,0.21070577394616355,0.0,0.0,0.0,0.14708045600925065,0.25638985975856793,0.107632190282344,0.1504173623391363,0.0,0.12777435766453757,0.0,0.0
504,2016-01-06,"[0.         0.         0.21071998 0.         0.         0.
 0.14719771 0.25630156 0.10742667 0.15018489 0.         0.12816919
 0.        ]",0.8733911091893047,1.0275976743711932,0.0,0.2107199761929564,0.0,0.0,0.0,0.14719770871855886,0.25630156378547875,0.10742667473599121,0.15018488937084898,0.0,0.12816918719616582,0.0,0.0
505,2016-01-07,"[0.         0.         0.21079447 0.         0.         0.
 0.14690279 0.25648344 0.10736376 0.1505828  0.         0.12787274
 0.        ]",0.8545090505083621,1.012742965375397,0.0,0.21079446516057268,0.0,0.0,0.0,0.1469027930629287,0.2564834373508743,0.10736376418530298,0.15058280136629615,0.0,0.12787273887402528,0.0,0.0
506,2016-01-08,"[0.         0.         0.21066285 0.         0.         0.
 0.14694062 0.25656153 0.10760754 0.15055654 0.         0.12767092
 0.        ]",0.853053000686669,1.0031535685710176,0.0,0.2106628544981876,0.0,0.0,0.0,0.14694061724821506,0.25656152911268676,0.10760753994392877,0.15055654082813613,0.0,0.12767091836884584,0.0,0.0
507,2016-01-11,"[0.         0.         0.21065565 0.         0.         0.
 0.14699001 0.25654579 0.10755722 0.150462   0.         0.12778933
 0.        ]",0.8544877912857933,1.0030676960046627,0.0,0.21065565112065573,0.0,0.0,0.0,0.1469900090925817,0.2565457867531128,0.1075572205735274,0.1504619975575715,0.0,0.12778933490255084,0.0,0.0
508,2016-01-12,"[0.         0.         0.21059113 0.         0.         0.
 0.14708178 0.25659144 0.10760379 0.15038844 0.         0.12774341
 0.        ]",0.8441245241771091,0.9892731155985068,0.0,0.21059113340798477,0.0,0.0,0.0,0.14708178460751542,0.25659144424922115,0.10760379291451558,0.15038843583509856,0.0,0.12774340898566452,0.0,0.0
509,2016-01-13,"[0.         0.         0.2106214  0.         0.         0.
 0.14711815 0.25661129 0.10755626 0.15042392 0.         0.127669
 0.        ]",0.8389602746825807,0.9925605192177914,0.0,0.21062139719314826,0.0,0.0,0.0,0.1471181450592425,0.2566112858624673,0.10755626086993528,0.15042391558212354,0.0,0.12766899543308322,0.0,0.0
510,2016-01-14,"[0.         0.         0.21063438 0.         0.         0.
 0.14730779 0.25644026 0.10751425 0.15031005 0.         0.12779327
 0.        ]",0.8293894925151502,0.9882648303277983,0.0,0.2106343814557912,0.0,0.0,0.0,0.147307790177748,0.25644025638857315,0.1075142510173911,0.15031004836291745,0.0,0.12779327259757903,0.0,0.0
511,2016-01-15,"[0.         0.         0.21063961 0.         0.         0.
 0.14753399 0.25616053 0.10746493 0.14998121 0.         0.12821973
 0.        ]",0.7965318657228969,0.9588666436330504,0.0,0.21063960765645917,0.0,0.0,0.0,0.14753399436268907,0.2561605253073393,0.10746493322321461,0.14998120857904548,0.0,0.12821973087125244,0.0,0.0
512,2016-01-19,"[0.         0.         0.2107422  0.         0.         0.
 0.14724807 0.25625798 0.10745557 0.15032105 0.         0.12797513
 0.        ]",0.7881531366261343,0.9532607400737338,0.0,0.21074219810917494,0.0,0.0,0.0,0.1472480727441818,0.2562579779303405,0.10745557217377696,0.1503210469023764,0.0,0.12797513214014927,0.0,0.0
513,2016-01-20,"[0.         0.         0.21076157 0.         0.         0.
 0.14728137 0.25612913 0.10739163 0.15015382 0.         0.12828249
 0.        ]",0.7996193183787911,0.9652175537964666,0.0,0.21076157067797857,0.0,0.0,0.0,0.14728136668640435,0.2561291266739896,0.1073916340246975,0.1501538154853064,0.0,0.1282824864516236,0.0,0.0
514,2016-01-21,"[0.         0.         0.210805   0.         0.         0.
 0.14727685 0.25608764 0.10730053 0.15023522 0.         0.12829476
 0.        ]",0.770289251161887,0.9377509499068662,0.0,0.21080500120800214,0.0,0.0,0.0,0.1472768492476505,0.2560876365438164,0.1073005310123886,0.15023521992885744,0.0,0.12829476205928503,0.0,0.0
515,2016-01-22,"[0.         0.         0.21085446 0.         0.         0.
 0.14713073 0.2562234  0.10722691 0.15045582 0.         0.1281087
 0.        ]",0.7724440880380872,0.9492787566122585,0.0,0.21085445561411756,0.0,0.0,0.0,0.1471307266098411,0.2562233956195639,0.10722690900478561,0.15045581582051976,0.0,0.12810869733117208,0.0,0.0
516,2016-01-25,"[0.         0.         0.21082488 0.         0.         0.
 0.14716173 0.25628425 0.1071959  0.15050769 0.         0.12802555
 0.        ]",0.790291232651924,0.9584567236858451,0.0,0.2108248846280764,0.0,0.0,0.0,0.14716172804169628,0.2562842452291316,0.10719590045862,0.1505076923456127,0.0,0.12802554929686308,0.0,0.0
517,2016-01-26,"[0.         0.         0.21075335 0.         0.         0.
 0.14739858 0.25622974 0.10721531 0.15030215 0.         0.12810086
 0.        ]",0.7947769089647678,0.961153464821755,0.0,0.21075335123215833,0.0,0.0,0.0,0.14739858483033208,0.25622973942147503,0.1072153110759597,0.1503021507127184,0.0,0.12810086272735632,0.0,0.0
