,Date,Weights,Profit,Base Profit,JNJ,PFE,ABT,BMY,F,OSK,SPAR,PCAR,LAWS,KAMN,WLFC,HDSN,cash
10,2014-01-21,"[0.         0.15100626 0.21467347 0.13403489 0.         0.
 0.23316074 0.26712463 0.         0.         0.         0.
 0.        ]",1.0400622639847454,1.0398140503182258,0.1510062588191925,0.21467347333186004,0.13403489007703975,0.0,0.0,0.23316074371917683,0.26712463405273085,0.0,0.0,0.0,0.0,0.0,0.0
11,2014-01-22,"[0.         0.15102716 0.21465445 0.13409039 0.         0.
 0.23313273 0.26709528 0.         0.         0.         0.
 0.        ]",1.0443196447186007,1.043806905814009,0.151027155198826,0.214654454422532,0.13409038658422415,0.0,0.0,0.2331327265109177,0.2670952772835001,0.0,0.0,0.0,0.0,0.0,0.0
12,2014-01-23,"[0.         0.15053803 0.21478869 0.13447287 0.         0.
 0.23310912 0.2670913  0.         0.         0.         0.
 0.        ]",1.0342159912567963,1.040398927433113,0.1505380277842868,0.21478868732984402,0.13447286678473425,0.0,0.0,0.23310911581374458,0.26709130228739036,0.0,0.0,0.0,0.0,0.0,0.0
13,2014-01-24,"[0.         0.15065021 0.21484843 0.134325   0.         0.
 0.23308136 0.267095   0.         0.         0.         0.
 0.        ]",1.0267965245990287,1.0364871069349928,0.15065020853477193,0.21484842627493428,0.1343250020163913,0.0,0.0,0.23308136209454725,0.2670950010793552,0.0,0.0,0.0,0.0,0.0,0.0
14,2014-01-27,"[0.         0.15069504 0.21470584 0.13455209 0.         0.
 0.23299879 0.26704824 0.         0.         0.         0.
 0.        ]",1.0092225481904387,1.0274605775897137,0.15069503849452512,0.2147058351480488,0.13455209485089423,0.0,0.0,0.2329987938305412,0.2670482376759908,0.0,0.0,0.0,0.0,0.0,0.0
15,2014-01-28,"[0.         0.15137241 0.21452064 0.13404187 0.         0.
 0.23287557 0.26718952 0.         0.         0.         0.
 0.        ]",0.9777183803681194,1.0056542661242982,0.15137241475123808,0.21452063559876886,0.13404186614872515,0.0,0.0,0.23287556781564606,0.2671895156856217,0.0,0.0,0.0,0.0,0.0,0.0
16,2014-01-29,"[0.         0.15054032 0.21495652 0.13431087 0.         0.
 0.23294745 0.26724484 0.         0.         0.         0.
 0.        ]",0.9895998359057437,1.00482108186934,0.15054031923964223,0.2149565222916298,0.13431086615239016,0.0,0.0,0.23294745133079603,0.26724484098554185,0.0,0.0,0.0,0.0,0.0,0.0
17,2014-01-30,"[0.         0.14726207 0.21646901 0.13595028 0.         0.
 0.23308927 0.26722937 0.         0.         0.         0.
 0.        ]",0.985109736031807,0.9996874864380169,0.14726206670448846,0.2164690145815738,0.13595027848719712,0.0,0.0,0.23308926749502024,0.2672293727317204,0.0,0.0,0.0,0.0,0.0,0.0
18,2014-01-31,"[0.         0.14705702 0.21669887 0.1359447  0.         0.
 0.23306075 0.26723866 0.         0.         0.         0.
 0.        ]",0.9803555190869223,1.0036135072879366,0.14705702402775242,0.21669886896996823,0.13594469762537423,0.0,0.0,0.2330607542078099,0.2672386551690952,0.0,0.0,0.0,0.0,0.0,0.0
19,2014-02-03,"[0.         0.14688883 0.21683611 0.13589227 0.         0.
 0.23307669 0.2673061  0.         0.         0.         0.
 0.        ]",0.9693686205399886,0.9933259652969321,0.1468888261472723,0.21683611412533732,0.13589226568407559,0.0,0.0,0.23307669126449523,0.2673061027788197,0.0,0.0,0.0,0.0,0.0,0.0
20,2014-02-04,"[0.         0.14616963 0.21712946 0.13630301 0.         0.
 0.23305418 0.26734372 0.         0.         0.         0.
 0.        ]",0.976489663720496,0.9937073444634413,0.14616963061218505,0.21712946028474875,0.13630301286622246,0.0,0.0,0.23305417908699552,0.2673437171498483,0.0,0.0,0.0,0.0,0.0,0.0
21,2014-02-05,"[0.         0.14751348 0.21665852 0.13529366 0.         0.
 0.23292787 0.26760647 0.         0.         0.         0.
 0.        ]",0.9484344360297441,0.972714213238794,0.14751347792949582,0.21665851957716922,0.1352936554127526,0.0,0.0,0.23292787348329483,0.26760647359728745,0.0,0.0,0.0,0.0,0.0,0.0
22,2014-02-06,"[0.         0.14712072 0.21669762 0.13554923 0.         0.
 0.23294421 0.26768822 0.         0.         0.         0.
 0.        ]",0.9516218424293316,0.9838286385195482,0.14712071546539013,0.21669761795228065,0.13554923235981894,0.0,0.0,0.23294421329362336,0.26768822092888694,0.0,0.0,0.0,0.0,0.0,0.0
23,2014-02-07,"[0.         0.14717135 0.21661178 0.13575617 0.         0.
 0.2329592  0.26750149 0.         0.         0.         0.
 0.        ]",0.9456681685887078,0.9766687335131091,0.14717135164733913,0.21661178374026324,0.13575617280891003,0.0,0.0,0.2329592004999057,0.2675014913035818,0.0,0.0,0.0,0.0,0.0,0.0
24,2014-02-10,"[0.         0.1458535  0.21726279 0.13642831 0.         0.
 0.23306759 0.26738781 0.         0.         0.         0.
 0.        ]",0.965384806440085,0.9934593389330909,0.14585350212413153,0.217262788624948,0.13642830551223004,0.0,0.0,0.23306758937965882,0.2673878143590317,0.0,0.0,0.0,0.0,0.0,0.0
25,2014-02-11,"[0.         0.14543772 0.2175449  0.13661511 0.         0.
 0.23313566 0.26726661 0.         0.         0.         0.
 0.        ]",0.9729140159178503,0.9971003381837588,0.14543771556542723,0.2175449007857372,0.13661511075362773,0.0,0.0,0.23313565887183646,0.2672666140233715,0.0,0.0,0.0,0.0,0.0,0.0
26,2014-02-12,"[0.         0.14580767 0.21732299 0.13674408 0.         0.
 0.2330703  0.26705496 0.         0.         0.         0.
 0.        ]",0.9568563564823037,0.9958798989560689,0.14580766887741817,0.21732299462985913,0.13674407695199514,0.0,0.0,0.23307030371489657,0.267054955825831,0.0,0.0,0.0,0.0,0.0,0.0
27,2014-02-13,"[0.         0.1451854  0.21743904 0.13748385 0.         0.
 0.23315886 0.26673285 0.         0.         0.         0.
 0.        ]",0.9607356604855114,1.0004646831396413,0.1451854023503177,0.217439043765065,0.13748385091810186,0.0,0.0,0.2331588551055703,0.2667328478609452,0.0,0.0,0.0,0.0,0.0,0.0
28,2014-02-14,"[0.         0.1442095  0.21786006 0.13811763 0.         0.
 0.23323756 0.26657524 0.         0.         0.         0.
 0.        ]",0.9589317691774332,1.0025784073279083,0.1442095023791131,0.21786005926240407,0.1381176327627317,0.0,0.0,0.2332375631705162,0.26657524242523484,0.0,0.0,0.0,0.0,0.0,0.0
29,2014-02-18,"[0.         0.14595857 0.2168575  0.13737154 0.         0.
 0.23334105 0.26647135 0.         0.         0.         0.
 0.        ]",0.9869499773234197,1.0174498317910736,0.14595856536644414,0.21685750134822734,0.13737153674648,0.0,0.0,0.23334104815565362,0.2664713483831948,0.0,0.0,0.0,0.0,0.0,0.0
30,2014-02-19,"[0.         0.12657978 0.22413562 0.14954985 0.         0.
 0.23918926 0.26054548 0.         0.         0.         0.
 0.        ]",0.9966605875390591,1.0179839831103872,0.12657978400704503,0.22413561620025144,0.14954985112332012,0.0,0.0,0.2391892648647621,0.2605454838046213,0.0,0.0,0.0,0.0,0.0,0.0
31,2014-02-20,"[0.         0.12399473 0.22539956 0.15156965 0.         0.
 0.24029765 0.25873841 0.         0.         0.         0.
 0.        ]",0.9995983329806354,1.0194080261555496,0.12399472957444206,0.225399556344758,0.15156965405684117,0.0,0.0,0.24029764875462073,0.25873841126933794,0.0,0.0,0.0,0.0,0.0,0.0
32,2014-02-21,"[0.         0.1225209  0.22630809 0.15242382 0.         0.
 0.24052936 0.25821784 0.         0.         0.         0.
 0.        ]",0.9808466499420311,1.013027029551545,0.12252089618811488,0.2263080912512965,0.15242381526810134,0.0,0.0,0.24052936036246686,0.2582178369300205,0.0,0.0,0.0,0.0,0.0,0.0
33,2014-02-24,"[0.         0.12265264 0.22643957 0.15205394 0.         0.
 0.24042853 0.25842532 0.         0.         0.         0.
 0.        ]",1.001739141799376,1.014688317842919,0.12265264393174252,0.2264395679975698,0.15205394317452608,0.0,0.0,0.24042852892297387,0.2584253159731878,0.0,0.0,0.0,0.0,0.0,0.0
34,2014-02-25,"[0.         0.12220512 0.22673734 0.15233128 0.         0.
 0.24019626 0.25853    0.         0.         0.         0.
 0.        ]",0.9988701191457963,1.0147955550399437,0.12220512213050226,0.22673734350391272,0.15233127907136199,0.0,0.0,0.24019625689601848,0.25852999839820445,0.0,0.0,0.0,0.0,0.0,0.0
35,2014-02-26,"[0.         0.1220057  0.2269782  0.15219281 0.         0.
 0.24005733 0.25876595 0.         0.         0.         0.
 0.        ]",1.0086720868980539,1.0178458503919563,0.122005702390354,0.22697820481343747,0.15219281312413904,0.0,0.0,0.24005732556732315,0.2587659541047462,0.0,0.0,0.0,0.0,0.0,0.0
36,2014-02-27,"[0.         0.12152558 0.22720413 0.1524546  0.         0.
 0.24006348 0.25875221 0.         0.         0.         0.
 0.        ]",1.005886860804073,1.0148833851283399,0.12152558148225011,0.22720412889628083,0.15245460217561266,0.0,0.0,0.2400634801966602,0.2587522072491961,0.0,0.0,0.0,0.0,0.0,0.0
37,2014-02-28,"[0.         0.12192782 0.22685551 0.1524385  0.         0.
 0.23998792 0.25879026 0.         0.         0.         0.
 0.        ]",1.0104160240922258,1.0180107651264805,0.12192781546334777,0.2268555075052961,0.15243849885916785,0.0,0.0,0.23998791529669158,0.2587902628754969,0.0,0.0,0.0,0.0,0.0,0.0
38,2014-03-03,"[0.         0.12139384 0.22723742 0.15243491 0.         0.
 0.2401564  0.25877743 0.         0.         0.         0.
 0.        ]",1.015365598382276,1.0223654346850153,0.12139383756326019,0.22723742191926405,0.15243491133576512,0.0,0.0,0.24015639515795978,0.258777434023751,0.0,0.0,0.0,0.0,0.0,0.0
39,2014-03-04,"[0.         0.12095199 0.2275343  0.15267646 0.         0.
 0.24021332 0.25862394 0.         0.         0.         0.
 0.        ]",1.002185152514708,1.0189765518500902,0.12095198718602634,0.2275342954917069,0.15267645694931287,0.0,0.0,0.2402133217592876,0.2586239386136663,0.0,0.0,0.0,0.0,0.0,0.0
40,2014-03-05,"[0.         0.12087029 0.22766554 0.15264371 0.         0.
 0.24024055 0.2585799  0.         0.         0.         0.
 0.        ]",1.0136182537610328,1.0305197573219669,0.12087029321582679,0.2276655411304673,0.152643714148567,0.0,0.0,0.2402405479460533,0.25857990355908567,0.0,0.0,0.0,0.0,0.0,0.0
41,2014-03-06,"[0.         0.12041856 0.22795174 0.15298128 0.         0.
 0.23993062 0.2587178  0.         0.         0.         0.
 0.        ]",1.0268394971273733,1.0405155454108672,0.12041855886727489,0.2279517353509837,0.15298127862964314,0.0,0.0,0.23993062351096112,0.2587178036411371,0.0,0.0,0.0,0.0,0.0,0.0
42,2014-03-07,"[0.         0.12140381 0.22719092 0.15281088 0.         0.
 0.24015285 0.25844154 0.         0.         0.         0.
 0.        ]",1.0259401590989978,1.0414172713146654,0.12140381386548532,0.22719091677207853,0.15281088289142197,0.0,0.0,0.24015284905239698,0.25844153741861714,0.0,0.0,0.0,0.0,0.0,0.0
43,2014-03-10,"[0.         0.12169601 0.22689916 0.15278773 0.         0.
 0.24032343 0.25829367 0.         0.         0.         0.
 0.        ]",1.0251490603938096,1.0411386531044349,0.12169601451461177,0.22689915619940343,0.15278773247745314,0.0,0.0,0.24032342708166377,0.25829366972686807,0.0,0.0,0.0,0.0,0.0,0.0
44,2014-03-11,"[0.         0.12096671 0.22735042 0.15310997 0.         0.
 0.24019904 0.25837387 0.         0.         0.         0.
 0.        ]",1.0174615435017937,1.0389345683105136,0.12096670752375621,0.22735041786300866,0.15310996977918528,0.0,0.0,0.24019903742605744,0.2583738674079923,0.0,0.0,0.0,0.0,0.0,0.0
45,2014-03-12,"[0.         0.1213274  0.2272282  0.15291163 0.         0.
 0.24022215 0.25831061 0.         0.         0.         0.
 0.        ]",1.0179112211254586,1.0418740236720099,0.12132740287076149,0.22722820360170717,0.15291163072833086,0.0,0.0,0.24022215337483965,0.2583106094243608,0.0,0.0,0.0,0.0,0.0,0.0
46,2014-03-13,"[0.         0.12124671 0.22724702 0.15306929 0.         0.
 0.24011331 0.25832367 0.         0.         0.         0.
 0.        ]",1.0028796654986052,1.0360224442828865,0.12124671189724553,0.22724701994072002,0.15306928874160863,0.0,0.0,0.240113307968517,0.2583236714519088,0.0,0.0,0.0,0.0,0.0,0.0
47,2014-03-14,"[0.         0.12163045 0.2269413  0.1530633  0.         0.
 0.240211   0.25815395 0.         0.         0.         0.
 0.        ]",1.0101493578218628,1.0410987691072204,0.12163045398902517,0.2269412960024495,0.15306329838988467,0.0,0.0,0.2402109988529764,0.2581539527656642,0.0,0.0,0.0,0.0,0.0,0.0
48,2014-03-17,"[0.         0.12200054 0.22653877 0.15331731 0.         0.
 0.24015419 0.25798919 0.         0.         0.         0.
 0.        ]",0.9848128937417723,1.0214063658512411,0.12200054092660834,0.22653876970134193,0.15331730942478317,0.0,0.0,0.24015418536900543,0.257989194578261,0.0,0.0,0.0,0.0,0.0,0.0
49,2014-03-18,"[0.         0.12206786 0.22642166 0.15346516 0.         0.
 0.24001295 0.25803237 0.         0.         0.         0.
 0.        ]",0.9920778142329336,1.027747735228619,0.12206786286944918,0.22642166143796427,0.15346515551054926,0.0,0.0,0.24001295109458018,0.25803236908745714,0.0,0.0,0.0,0.0,0.0,0.0
50,2014-03-19,"[0.         0.12187309 0.22653545 0.15351785 0.         0.
 0.24009707 0.25797653 0.         0.         0.         0.
 0.        ]",0.9955453286772945,1.03319186372343,0.12187308836802782,0.22653545361286323,0.153517850460853,0.0,0.0,0.2400970744139069,0.25797653314434915,0.0,0.0,0.0,0.0,0.0,0.0
51,2014-03-20,"[0.         0.12137249 0.22688141 0.15355841 0.         0.
 0.24017287 0.25801483 0.         0.         0.         0.
 0.        ]",1.0084732938479721,1.0438232001318388,0.12137248587009303,0.2268814114398952,0.15355840847095592,0.0,0.0,0.24017286734487236,0.25801482687418353,0.0,0.0,0.0,0.0,0.0,0.0
52,2014-03-21,"[0.         0.12114237 0.22716595 0.15339762 0.         0.
 0.24037335 0.25792072 0.         0.         0.         0.
 0.        ]",0.999778576012219,1.0465682774498262,0.1211423659744332,0.22716594534298098,0.15339762326262626,0.0,0.0,0.24037334752781545,0.2579207178921441,0.0,0.0,0.0,0.0,0.0,0.0
53,2014-03-24,"[0.         0.12117923 0.22713308 0.15339113 0.         0.
 0.24049943 0.25779714 0.         0.         0.         0.
 0.        ]",1.0046659298176726,1.0481027480845448,0.12117922503798051,0.22713307539004632,0.15339112501976981,0.0,0.0,0.24049943340796215,0.2577971411442411,0.0,0.0,0.0,0.0,0.0,0.0
54,2014-03-25,"[0.         0.12041438 0.22763605 0.15367599 0.         0.
 0.24025634 0.25801724 0.         0.         0.         0.
 0.        ]",1.002341678513178,1.0416642726141816,0.12041438041312291,0.22763605115681962,0.15367599381610003,0.0,0.0,0.2402563383259049,0.25801723628805234,0.0,0.0,0.0,0.0,0.0,0.0
55,2014-03-26,"[0.         0.12050859 0.22751853 0.15383913 0.         0.
 0.24015744 0.25797632 0.         0.         0.         0.
 0.        ]",0.9955203021283396,1.0394211851650077,0.12050858648549913,0.227518528654981,0.15383913079772657,0.0,0.0,0.24015743536376738,0.2579763186980259,0.0,0.0,0.0,0.0,0.0,0.0
56,2014-03-27,"[0.         0.12047567 0.22757612 0.15390417 0.         0.
 0.24015638 0.25788766 0.         0.         0.         0.
 0.        ]",0.9995331406788414,1.0392066464916296,0.1204756727028861,0.22757611694915736,0.1539041675642249,0.0,0.0,0.24015638192536945,0.2578876608583623,0.0,0.0,0.0,0.0,0.0,0.0
57,2014-03-28,"[0.         0.12050104 0.22749246 0.15411261 0.         0.
 0.24013401 0.25775987 0.         0.         0.         0.
 0.        ]",0.9850141484833423,1.0324215186358283,0.12050104228446057,0.22749246484590147,0.1541126126012794,0.0,0.0,0.24013401059570524,0.2577598696726533,0.0,0.0,0.0,0.0,0.0,0.0
58,2014-03-31,"[0.         0.12042061 0.2276457  0.1540112  0.         0.
 0.24004589 0.2578766  0.         0.         0.         0.
 0.        ]",0.9917840155667527,1.0357312697574692,0.12042061009911592,0.2276456969918197,0.15401120372188504,0.0,0.0,0.24004588596086984,0.25787660322630945,0.0,0.0,0.0,0.0,0.0,0.0
59,2014-04-01,"[0.         0.12032192 0.2275953  0.15420313 0.         0.
 0.24009146 0.25778819 0.         0.         0.         0.
 0.        ]",0.9930632204994638,1.0369595024870362,0.12032192342453153,0.22759529751499602,0.15420313055627638,0.0,0.0,0.2400914595384967,0.2577881889656995,0.0,0.0,0.0,0.0,0.0,0.0
60,2014-04-02,"[0.         0.         0.23495487 0.         0.         0.
 0.23491325 0.28063868 0.         0.12315424 0.         0.12633897
 0.        ]",0.9981242590809174,1.0409671371951323,0.0,0.23495486576268923,0.0,0.0,0.0,0.23491324570003924,0.2806386802365695,0.0,0.12315423731913393,0.0,0.12633897098156804,0.0,0.0
61,2014-04-03,"[0.         0.         0.22871158 0.         0.         0.
 0.22581523 0.27516543 0.         0.13411955 0.         0.1361882
 0.        ]",1.0086729167062574,1.0451804504666058,0.0,0.2287115808354193,0.0,0.0,0.0,0.22581523391680725,0.2751654258471834,0.0,0.13411955457866104,0.0,0.13618820482192895,0.0,0.0
62,2014-04-04,"[0.         0.         0.22798062 0.         0.         0.
 0.2242698  0.27400828 0.         0.1357499  0.         0.13799139
 0.        ]",1.0157474322225095,1.050621767874247,0.0,0.22798062398800148,0.0,0.0,0.0,0.22426979682041026,0.27400828094267776,0.0,0.13574990386443503,0.0,0.1379913943844757,0.0,0.0
63,2014-04-07,"[0.         0.         0.22806832 0.         0.         0.
 0.22412503 0.27362676 0.         0.13585079 0.         0.1383291
 0.        ]",1.0206500337117628,1.0550110827166146,0.0,0.22806832445281244,0.0,0.0,0.0,0.22412503282670176,0.2736267568401055,0.0,0.13585078817489016,0.0,0.1383290977054903,0.0,0.0
64,2014-04-08,"[0.         0.         0.22823994 0.         0.         0.
 0.22440483 0.27313178 0.         0.13586555 0.         0.13835789
 0.        ]",0.9903178794823176,1.0323323142623744,0.0,0.22823994136281153,0.0,0.0,0.0,0.2244048312686235,0.2731317817108018,0.0,0.1358655521607666,0.0,0.13835789349699656,0.0,0.0
65,2014-04-09,"[0.         0.         0.22834562 0.         0.         0.
 0.22450523 0.27262557 0.         0.13577606 0.         0.13874753
 0.        ]",0.9822992436316934,1.0272871557403223,0.0,0.22834561844679813,0.0,0.0,0.0,0.22450522646689808,0.2726255655129458,0.0,0.13577605904048667,0.0,0.13874753053287134,0.0,0.0
66,2014-04-10,"[0.         0.         0.22824978 0.         0.         0.
 0.22416397 0.27250301 0.         0.13614548 0.         0.13893777
 0.        ]",0.9970023377812849,1.0320401863436532,0.0,0.22824978059763248,0.0,0.0,0.0,0.22416396770517136,0.27250300773267633,0.0,0.13614547579186675,0.0,0.1389377681726532,0.0,0.0
67,2014-04-11,"[0.         0.         0.2282724  0.         0.         0.
 0.22336107 0.27274681 0.         0.13603523 0.         0.13958448
 0.        ]",1.013326860017298,1.0416916836917174,0.0,0.22827240463110862,0.0,0.0,0.0,0.22336106917682452,0.27274681160183917,0.0,0.1360352332085482,0.0,0.13958448138167961,0.0,0.0
68,2014-04-14,"[0.         0.         0.22845932 0.         0.         0.
 0.22359254 0.27238035 0.         0.13610276 0.         0.13946503
 0.        ]",0.989035005408103,1.0241078506889172,0.0,0.22845932088960472,0.0,0.0,0.0,0.2235925364812662,0.27238034688154916,0.0,0.13610276343724004,0.0,0.13946503231033985,0.0,0.0
69,2014-04-15,"[0.         0.         0.22853152 0.         0.         0.
 0.22387247 0.27205005 0.         0.13595766 0.         0.1395883
 0.        ]",0.9894101680863358,1.0261600370306965,0.0,0.22853151910104194,0.0,0.0,0.0,0.22387246954641926,0.2720500477574709,0.0,0.13595765942277757,0.0,0.1395883041722904,0.0,0.0
70,2014-04-16,"[0.         0.         0.2284201  0.         0.         0.
 0.22401243 0.27157042 0.         0.13645026 0.         0.13954679
 0.        ]",0.9785273935368274,1.0241340624872939,0.0,0.22842009856184178,0.0,0.0,0.0,0.22401242992098533,0.27157042068830445,0.0,0.1364502607697829,0.0,0.1395467900590856,0.0,0.0
71,2014-04-17,"[0.         0.         0.22849496 0.         0.         0.
 0.22420842 0.27119405 0.         0.13646243 0.         0.13964014
 0.        ]",0.9786769726560096,1.0324421305064158,0.0,0.22849496013785697,0.0,0.0,0.0,0.2242084198140634,0.2711940479029905,0.0,0.13646243374286485,0.0,0.1396401384022242,0.0,0.0
72,2014-04-21,"[0.         0.         0.22843024 0.         0.         0.
 0.22405098 0.27110001 0.         0.13659472 0.         0.13982405
 0.        ]",0.9796613023493106,1.031769860891265,0.0,0.22843023658347997,0.0,0.0,0.0,0.2240509847021979,0.27110001232762315,0.0,0.13659471685909605,0.0,0.139824049527603,0.0,0.0
73,2014-04-22,"[0.         0.         0.22830584 0.         0.         0.
 0.22381864 0.27120047 0.         0.13667683 0.         0.13999822
 0.        ]",0.9894232872377857,1.0376956785282125,0.0,0.22830583556548972,0.0,0.0,0.0,0.2238186351736591,0.2712004744639117,0.0,0.136676834220221,0.0,0.13999822057671832,0.0,0.0
74,2014-04-23,"[0.         0.         0.22851693 0.         0.         0.
 0.22390777 0.27100705 0.         0.13663931 0.         0.13992895
 0.        ]",0.9954209513703803,1.0418746936414744,0.0,0.228516928651168,0.0,0.0,0.0,0.22390776942713855,0.2710070464511128,0.0,0.13663930779093206,0.0,0.13992894767964872,0.0,0.0
75,2014-04-24,"[0.         0.         0.22844099 0.         0.         0.
 0.22370393 0.2712484  0.         0.13642934 0.         0.14017734
 0.        ]",1.0003421978577836,1.044627279166305,0.0,0.22844098983343109,0.0,0.0,0.0,0.2237039319977777,0.27124840425599117,0.0,0.13642933656271425,0.0,0.14017733735008575,0.0,0.0
76,2014-04-25,"[0.         0.         0.22851921 0.         0.         0.
 0.22387262 0.27087447 0.         0.13663389 0.         0.14009981
 0.        ]",0.9931773948521235,1.046332291236093,0.0,0.22851920584538332,0.0,0.0,0.0,0.22387262262216062,0.27087447342375376,0.0,0.13663388867101744,0.0,0.14009980943768482,0.0,0.0
77,2014-04-28,"[0.         0.         0.2285185  0.         0.         0.
 0.22386855 0.27044114 0.         0.13711678 0.         0.14005504
 0.        ]",0.9796246675380869,1.0369830354910987,0.0,0.22851849526710974,0.0,0.0,0.0,0.22386854936206502,0.27044114050840357,0.0,0.13711677725729735,0.0,0.1400550376051244,0.0,0.0
78,2014-04-29,"[0.         0.         0.22864011 0.         0.         0.
 0.22360393 0.27026468 0.         0.1372539  0.         0.14023739
 0.        ]",0.9772429175064307,1.0393071552680426,0.0,0.22864011162134756,0.0,0.0,0.0,0.22360392812739505,0.2702646757326447,0.0,0.1372538980158509,0.0,0.14023738650276174,0.0,0.0
79,2014-04-30,"[0.         0.         0.22877943 0.         0.         0.
 0.22371097 0.27021437 0.         0.13740508 0.         0.13989015
 0.        ]",0.9836283288637463,1.0342281688277672,0.0,0.22877943437857637,0.0,0.0,0.0,0.2237109650126503,0.27021437478027777,0.0,0.13740507775643915,0.0,0.13989014807205633,0.0,0.0
80,2014-05-01,"[0.         0.         0.22852509 0.         0.         0.
 0.2238545  0.27054306 0.         0.1374488  0.         0.13962856
 0.        ]",0.9846805218172574,1.0414148419153384,0.0,0.2285250861095077,0.0,0.0,0.0,0.22385449631904697,0.2705430569674664,0.0,0.1374487989853584,0.0,0.13962856161862047,0.0,0.0
81,2014-05-02,"[0.         0.         0.22856206 0.         0.         0.
 0.22409164 0.27042352 0.         0.13717289 0.         0.1397499
 0.        ]",0.9939225751539691,1.0482810986060842,0.0,0.22856205849589642,0.0,0.0,0.0,0.22409163512143376,0.2704235238807118,0.0,0.13717288691550605,0.0,0.139749895586452,0.0,0.0
82,2014-05-05,"[0.         0.         0.22861955 0.         0.         0.
 0.22408392 0.27020093 0.         0.13722096 0.         0.13987464
 0.        ]",0.9851873136907993,1.0412351830822189,0.0,0.22861954593888098,0.0,0.0,0.0,0.22408392129996627,0.270200930641462,0.0,0.13722095803865875,0.0,0.1398746440810321,0.0,0.0
83,2014-05-06,"[0.         0.         0.22864732 0.         0.         0.
 0.22394719 0.2701532  0.         0.13720887 0.         0.14004342
 0.        ]",0.9668151851813496,1.0312903640163693,0.0,0.22864731852582598,0.0,0.0,0.0,0.22394719396980234,0.27015319879111727,0.0,0.13720886578210592,0.0,0.14004342293114844,0.0,0.0
