,Date,Weights,Profit,Base Profit,PCAR,OSK,F,SPAR,FFG,AAME,GL,CIA,SPXC,LECO,PFIN,CVR,cash
0,2014-01-06,"[0.08849543 0.14141783 0.         0.15858674 0.1236778  0.
 0.         0.09633611 0.11819947 0.16550352 0.10778311 0.
 0.        ]",0.999999999990885,0.9999999999917246,0.14141782903347055,0.0,0.15858674033963466,0.1236777992131606,0.0,0.0,0.09633611396036246,0.1181994657085796,0.16550351863516446,0.10778310737540794,0.0,0.0,0.08849542573421974
1,2014-01-07,"[0.         0.15722254 0.         0.17808111 0.13443363 0.
 0.         0.10199067 0.1270552  0.18723167 0.11398517 0.
 0.        ]",1.0063256463558583,1.0058590415136537,0.15722253624892354,0.0,0.17808111139697233,0.1344336336374229,0.0,0.0,0.10199067046873861,0.1270552002919249,0.18723167311234273,0.11398517484367485,0.0,0.0,0.0
2,2014-01-08,"[0.         0.15734484 0.         0.17935206 0.13378504 0.
 0.         0.10101696 0.12645496 0.188777   0.11326914 0.
 0.        ]",0.9988813531857478,1.0019137998194796,0.15734484007942076,0.0,0.17935205523492834,0.1337850426120732,0.0,0.0,0.10101696033352518,0.12645495696249212,0.1887770007388881,0.11326914403867239,0.0,0.0,0.0
3,2014-01-09,"[0.         0.15753499 0.         0.1794597  0.13369197 0.
 0.         0.10098765 0.12633353 0.18903523 0.11295693 0.
 0.        ]",0.9953252526885268,1.004286415823479,0.1575349888059677,0.0,0.17945969777789822,0.13369197439889238,0.0,0.0,0.10098765437971033,0.1263335285018633,0.18903522612053023,0.11295693001513768,0.0,0.0,0.0
4,2014-01-10,"[0.         0.15772295 0.         0.17939945 0.13374379 0.
 0.         0.1010461  0.12630262 0.18903785 0.11274725 0.
 0.        ]",0.9997024624589664,1.0084918774738725,0.15772294683113264,0.0,0.1793994490943905,0.13374379027016461,0.0,0.0,0.10104609612719773,0.12630262053301483,0.18903785057996855,0.11274724656413113,0.0,0.0,0.0
5,2014-01-13,"[0.         0.15786959 0.         0.17933055 0.13364701 0.
 0.         0.10107255 0.12633779 0.18911704 0.11262546 0.
 0.        ]",1.0006391421751957,1.0105652589492073,0.1578695947268076,0.0,0.17933055297370798,0.13364701088221886,0.0,0.0,0.10107255392098713,0.12633778928650785,0.18911703869420948,0.11262545951556124,0.0,0.0,0.0
6,2014-01-14,"[0.         0.15845527 0.         0.17879991 0.13397135 0.
 0.         0.10137516 0.12610008 0.18919794 0.11210029 0.
 0.        ]",1.0036478182225042,1.007334274614026,0.15845527307196355,0.0,0.17879991441336462,0.1339713474305131,0.0,0.0,0.10137515765746147,0.12610007842237944,0.18919793573328264,0.1121002932710351,0.0,0.0,0.0
7,2014-01-15,"[0.         0.15879239 0.         0.17848537 0.13424945 0.
 0.         0.10154042 0.12604974 0.18909014 0.11179249 0.
 0.        ]",0.9956802718963136,0.9941889695304423,0.1587923853150293,0.0,0.17848537225402594,0.13424945181512496,0.0,0.0,0.10154041908679616,0.12604974372127936,0.18909014231763963,0.1117924854901045,0.0,0.0,0.0
8,2014-01-16,"[0.         0.15900644 0.         0.17827205 0.13438244 0.
 0.         0.10164431 0.12598114 0.18909567 0.11161795 0.
 0.        ]",1.0069241372096653,1.0140785540198767,0.15900644096497302,0.0,0.17827204657231915,0.13438243577504885,0.0,0.0,0.1016443128471383,0.12598114139696437,0.18909567122039925,0.11161795122315696,0.0,0.0,0.0
9,2014-01-17,"[0.         0.15904044 0.         0.17826409 0.13422797 0.
 0.         0.1016191  0.12604124 0.18919079 0.11161638 0.
 0.        ]",1.01525982043825,1.0146018386910227,0.15904043503825893,0.0,0.1782640949840726,0.13422796534193915,0.0,0.0,0.1016190981375997,0.1260412373229096,0.18919079322750396,0.11161637594771598,0.0,0.0,0.0
