,Date,Weights,Profit,Base Profit,Volume,PMD,AMS,DGX,LH,PHM,MTH,BZH,NVR,TCF,JPM,UMBF,C,cash
0,2014-01-06,"[0.07193836 0.07895741 0.08235899 0.07655025 0.07749415 0.07226903
 0.08022676 0.0756841  0.07736862 0.07990138 0.0748822  0.07584339
 0.07652532]",0.9998143727762343,0.9998000000000002,0.9280616268515587,0.07895740866661072,0.08235899358987808,0.07655025273561478,0.07749415189027786,0.0722690299153328,0.08022676408290863,0.07568410038948059,0.07736862450838089,0.07990138232707977,0.07488220185041428,0.07584339380264282,0.07652532309293747,0.07193835824728012
1,2014-01-07,"[0.07244176 0.0797433  0.08182134 0.07556058 0.0770305  0.07372145
 0.07952437 0.07661702 0.07718481 0.07852091 0.07654017 0.07528324
 0.07601054]",1.0085381894322027,1.0090554422591722,0.01015989835211624,0.07974329590797424,0.08182134479284286,0.07556058466434479,0.07703050225973129,0.07372144609689713,0.07952436804771423,0.07661701738834381,0.07718481123447418,0.07852090895175934,0.07654017210006714,0.0752832368016243,0.07601054012775421,0.07244175672531128
2,2014-01-08,"[0.07245581 0.07974814 0.08191842 0.07551313 0.07707518 0.0736588
 0.07954228 0.07662282 0.07715819 0.07844678 0.07652066 0.07530762
 0.07603219]",1.008894262362872,1.009357476710712,0.009877269896322535,0.07974813878536224,0.08191841840744019,0.07551313191652298,0.07707517594099045,0.07365880161523819,0.07954227924346924,0.07662282139062881,0.07715819031000137,0.07844678312540054,0.0765206590294838,0.07530761510133743,0.07603219151496887,0.07245580852031708
3,2014-01-09,"[0.07247324 0.07970548 0.08183719 0.07554862 0.07705646 0.07372138
 0.07954201 0.07659266 0.07716057 0.07856386 0.07651169 0.07530219
 0.07598469]",1.0032966519077287,1.003374001413181,0.011008798812219117,0.07970547676086426,0.08183719217777252,0.07554861903190613,0.07705646008253098,0.07372137904167175,0.07954201102256775,0.07659266144037247,0.07716056704521179,0.0785638615489006,0.0765116885304451,0.07530219107866287,0.07598469406366348,0.07247324287891388
4,2014-01-10,"[0.07245559 0.07976813 0.0819028  0.0755098  0.07709805 0.07367321
 0.07951781 0.07658067 0.0771597  0.07852686 0.07652357 0.07527813
 0.07600569]",1.005894068835796,1.0061093893620976,0.01585536162160564,0.07976812869310379,0.08190280199050903,0.07550980150699615,0.077098049223423,0.07367321103811264,0.07951781153678894,0.07658067345619202,0.07715969532728195,0.07852686196565628,0.07652357220649719,0.0752781331539154,0.07600568979978561,0.07245559245347977
5,2014-01-13,"[0.07243779 0.07970194 0.08178597 0.07553155 0.07707342 0.07371857
 0.07955715 0.07658426 0.077172   0.07861306 0.07655761 0.07524937
 0.07601729]",1.0044038875567112,1.0046522343696696,0.010193364604623962,0.07970193773508072,0.08178596943616867,0.07553154975175858,0.07707341760396957,0.07371857017278671,0.0795571506023407,0.07658426463603973,0.07717199623584747,0.07861305773258209,0.07655761390924454,0.07524937391281128,0.07601729035377502,0.07243779301643372
6,2014-01-14,"[0.07254412 0.07976185 0.08193665 0.07550262 0.0770826  0.07361984
 0.07958284 0.07662428 0.0771421  0.07845335 0.07651681 0.07518984
 0.0760431 ]",1.0036688550921447,1.00369860468922,0.006792359846407455,0.07976184785366058,0.08193664997816086,0.07550261914730072,0.07708259671926498,0.07361984252929688,0.07958284020423889,0.07662428170442581,0.07714209705591202,0.07845335453748703,0.07651680707931519,0.07518984377384186,0.07604309916496277,0.07254412025213242
7,2014-01-15,"[0.07257195 0.07974676 0.08203144 0.0754864  0.07712011 0.07357306
 0.0795799  0.07658524 0.07710984 0.07844155 0.07647503 0.0752588
 0.07601997]",1.0022367450633494,1.002184143515895,0.008831620118454021,0.07974676042795181,0.08203144371509552,0.07548639923334122,0.0771201103925705,0.07357306033372879,0.0795798972249031,0.07658524066209793,0.07710983604192734,0.0784415453672409,0.07647503167390823,0.07525879889726639,0.07601996511220932,0.07257194817066193
8,2014-01-16,"[0.07254227 0.07978837 0.08203967 0.0754615  0.07713816 0.07355343
 0.07958172 0.0766039  0.07711967 0.07838457 0.07649232 0.07524353
 0.07605094]",1.0102821347130226,1.010866625942516,0.015663946803215742,0.07978837192058563,0.08203966915607452,0.0754614993929863,0.07713815569877625,0.0735534280538559,0.07958171516656876,0.07660389691591263,0.07711967080831528,0.07838457077741623,0.0764923170208931,0.0752435252070427,0.07605094462633133,0.07254226505756378
9,2014-01-17,"[0.0724853  0.07972821 0.08192112 0.07548524 0.07710419 0.07361504
 0.07960895 0.07661216 0.07712863 0.07848656 0.07653829 0.07521901
 0.07606731]",1.0064669660609653,1.0064174945517683,0.006407937673067496,0.07972820848226547,0.08192112296819687,0.0754852443933487,0.07710418850183487,0.07361504435539246,0.07960895448923111,0.07661215960979462,0.07712863385677338,0.07848656177520752,0.07653828710317612,0.07521901279687881,0.07606730610132217,0.0724852979183197
10,2014-01-21,"[0.07247331 0.07975144 0.08194318 0.07546351 0.07711573 0.07361072
 0.07959953 0.07661933 0.07713366 0.07847784 0.07653676 0.07520351
 0.07607149]",1.0078332556249379,1.007831821961476,0.009077212374544513,0.07975143939256668,0.08194318413734436,0.07546351104974747,0.0771157294511795,0.07361072301864624,0.079599529504776,0.07661933451890945,0.0771336629986763,0.07847783714532852,0.07653675973415375,0.07520350813865662,0.07607148587703705,0.07247330993413925
11,2014-01-22,"[0.07246143 0.07971059 0.08183277 0.07552104 0.07708815 0.07366569
 0.07958276 0.07661775 0.07712923 0.07854228 0.07655041 0.07522579
 0.0760721 ]",1.0083973989164003,1.0083373733340277,0.006665268976118929,0.07971058785915375,0.08183277398347855,0.07552104443311691,0.07708815485239029,0.07366568595170975,0.07958275824785233,0.0766177549958229,0.07712922990322113,0.07854227721691132,0.07655040919780731,0.07522578537464142,0.076072096824646,0.07246143370866776
12,2014-01-23,"[0.0724249  0.07976422 0.08188842 0.0754991  0.07713348 0.0736235
 0.07957681 0.07661027 0.07714241 0.0784978  0.07654372 0.07521085
 0.07608455]",1.01031969167161,1.0103956457833998,0.009631384979703552,0.0797642171382904,0.08188842236995697,0.07549909502267838,0.07713348418474197,0.07362350076436996,0.07957681268453598,0.076610267162323,0.07714240998029709,0.07849780470132828,0.07654371857643127,0.07521084696054459,0.07608454674482346,0.07242489606142044
13,2014-01-24,"[0.07244011 0.07981278 0.08189344 0.07547791 0.07716909 0.07356731
 0.07959171 0.07662603 0.07715394 0.07841381 0.07657517 0.0751504
 0.07612829]",1.01406453196727,1.0142904936874442,0.010976337927195911,0.07981278002262115,0.0818934440612793,0.07547790557146072,0.07716909050941467,0.07356730848550797,0.07959171384572983,0.07662603259086609,0.07715394347906113,0.07841380685567856,0.07657517492771149,0.07515040040016174,0.076128289103508,0.07244011014699936
