,Date,Weights,Profit,Base Profit,MRCY,AVX,HUBB,IIN,FLS,GGG,ITT,IEX,HDSN,LAWS,KAMN,WLFC,cash
30,2014-02-19,"[0.         0.         0.11505981 0.10550162 0.16922185 0.13892336
 0.         0.1365094  0.1353328  0.10966114 0.         0.
 0.08979001]",1.0186309676163712,1.0246534173199904,0.0,0.11505980816884033,0.10550162425222469,0.16922185326185687,0.1389233576966514,0.0,0.13650940160796357,0.1353328012592285,0.10966114128006071,0.0,0.0,0.0897900124731738,0.0
31,2014-02-20,"[0.         0.         0.11302465 0.10464323 0.16635538 0.13785922
 0.         0.13594662 0.13374564 0.10967381 0.         0.
 0.09875144]",1.0116809319965128,1.023817476411954,0.0,0.11302465267994342,0.10464323315351781,0.1663553799781278,0.13785921977503607,0.0,0.1359466211615119,0.13374564426697724,0.10967381122948196,0.0,0.0,0.09875143775540365,0.0
32,2014-02-21,"[0.         0.         0.11493999 0.10479103 0.16724662 0.1370527
 0.         0.13432975 0.13393079 0.10811997 0.         0.
 0.09958914]",1.0328700394026096,1.0306759012645164,0.0,0.1149399931615937,0.10479103226599615,0.16724662309345098,0.1370527026292047,0.0,0.1343297472861447,0.1339307935938573,0.10811997263871322,0.0,0.0,0.0995891353310393,0.0
33,2014-02-24,"[0.         0.         0.11390764 0.10506043 0.16694014 0.13698371
 0.         0.13465676 0.13406542 0.10840643 0.         0.
 0.09997947]",1.0419679160739932,1.033510687867825,0.0,0.11390764104169854,0.10506042702306655,0.1669401400015222,0.136983708395222,0.0,0.13465675671933938,0.13406542406662728,0.10840642966165699,0.0,0.0,0.09997947309086698,0.0
34,2014-02-25,"[0.         0.         0.11439296 0.10493004 0.16704424 0.13702462
 0.         0.1344808  0.13396248 0.10832048 0.         0.
 0.09984439]",1.0241310452438765,1.025009460049959,0.0,0.11439295937191492,0.10493003528332163,0.1670442410427513,0.13702461744636726,0.0,0.13448080147033092,0.13396248367255933,0.10832047528471225,0.0,0.0,0.09984438642804251,0.0
35,2014-02-26,"[0.         0.         0.11452888 0.10500868 0.1672232  0.13697215
 0.         0.13427009 0.13397531 0.10810833 0.         0.
 0.09991336]",1.0479520250246903,1.0355287512131341,0.0,0.1145288847130244,0.10500868024293303,0.16722319613429257,0.13697214999566953,0.0,0.13427008864556547,0.13397530619070575,0.1081083315082705,0.0,0.0,0.09991336256953871,0.0
36,2014-02-27,"[0.         0.         0.11399833 0.10490204 0.16698117 0.13720012
 0.         0.13467671 0.13384058 0.10845321 0.         0.
 0.09994783]",1.0398974869483557,1.0296708213714723,0.0,0.11399833170756678,0.1049020411780061,0.16698117344169566,0.13720012463356573,0.0,0.13467671463425995,0.13384057747479872,0.10845321084518852,0.0,0.0,0.09994782608491856,0.0
37,2014-02-28,"[0.         0.         0.11352562 0.10480216 0.16654393 0.13744452
 0.         0.13513622 0.13364757 0.10897121 0.         0.
 0.09992878]",1.0369420426526308,1.0324004875661028,0.0,0.11352561573837153,0.10480215661942098,0.16654393103649232,0.1374445200199381,0.0,0.1351362244567329,0.13364756597939292,0.1089712076243594,0.0,0.0,0.09992877852529182,0.0
38,2014-03-03,"[0.         0.         0.11390026 0.10483002 0.1667027  0.1373039
 0.         0.13484172 0.13383513 0.10877995 0.         0.
 0.09980631]",1.0435618731998229,1.0347297710240326,0.0,0.11390026323262445,0.10483001718652464,0.16670269976904056,0.13730390367481826,0.0,0.13484172477000786,0.13383512872271489,0.10877995410294508,0.0,0.0,0.09980630854132426,0.0
39,2014-03-04,"[0.         0.         0.11403402 0.10476294 0.1668473  0.13729915
 0.         0.13477977 0.13385258 0.1086474  0.         0.
 0.09977684]",1.040704385826501,1.0324888235489271,0.0,0.11403401782815412,0.10476293931141183,0.16684730072595164,0.13729914647958286,0.0,0.134779772025573,0.13385258107527698,0.10864740351632604,0.0,0.0,0.09977683903772369,0.0
40,2014-03-05,"[0.         0.         0.11350513 0.10474592 0.16660182 0.13741247
 0.         0.13511939 0.13384245 0.1089486  0.         0.
 0.09982423]",1.0566983122992903,1.0442184558690664,0.0,0.11350513493223836,0.1047459177732494,0.1666018182708906,0.137412468992656,0.0,0.1351193864822124,0.13384244753189573,0.10894859891288108,0.0,0.0,0.09982422710397652,0.0
41,2014-03-06,"[0.         0.         0.11386655 0.10475322 0.16675231 0.13737411
 0.         0.13491063 0.13377241 0.1087454  0.         0.
 0.09982536]",1.061737377331365,1.0497792778163588,0.0,0.11386654949293587,0.10475321959120701,0.16675230759592657,0.1373741149668518,0.0,0.134910634653814,0.13377241274048968,0.10874539688795401,0.0,0.0,0.09982536407082097,0.0
42,2014-03-07,"[0.         0.         0.11401084 0.10471038 0.16675647 0.13741094
 0.         0.13486632 0.13369641 0.10876222 0.         0.
 0.09978642]",1.0551011410705884,1.0483606104588377,0.0,0.11401084243175252,0.10471037909216728,0.16675647291727488,0.1374109362848994,0.0,0.1348663183500592,0.13369640976693958,0.10876221823621206,0.0,0.0,0.099786422920695,0.0
43,2014-03-10,"[0.         0.         0.1139514  0.10464194 0.16675766 0.13749982
 0.         0.13493408 0.13363362 0.10879892 0.         0.
 0.09978256]",1.0618944895719298,1.0513873481678693,0.0,0.11395139522769045,0.10464194357831569,0.1667576590941784,0.13749981958763866,0.0,0.13493407676763527,0.13363362410132798,0.10879891700612072,0.0,0.0,0.0997825646370928,0.0
44,2014-03-11,"[0.         0.         0.11405955 0.10460481 0.16688483 0.13753469
 0.         0.13484959 0.13359252 0.10868026 0.         0.
 0.09979376]",1.071159511774148,1.05660158463207,0.0,0.11405954789616556,0.10460480670991194,0.1668848283887151,0.13753469421705466,0.0,0.1348495931015691,0.13359251533567099,0.10868025807774709,0.0,0.0,0.09979375627316558,0.0
45,2014-03-12,"[0.         0.         0.1140261  0.1045733  0.16684143 0.13754309
 0.         0.13488972 0.13362274 0.10875239 0.         0.
 0.09975123]",1.0639878462371455,1.0538658097785898,0.0,0.11402609813579578,0.10457330153437545,0.16684143122015568,0.13754308641493707,0.0,0.13488972062004778,0.13362274453088793,0.10875238581674664,0.0,0.0,0.09975123172705364,0.0
46,2014-03-13,"[0.         0.         0.11366619 0.10448389 0.16670725 0.13770641
 0.         0.1351848  0.13349989 0.10894115 0.         0.
 0.09981041]",1.0485025927904101,1.0432929732814036,0.0,0.11366619214876304,0.10448388511067556,0.16670725415185528,0.1377064128469909,0.0,0.13518480193869878,0.13349988642271485,0.10894115369032695,0.0,0.0,0.09981041368997466,0.0
47,2014-03-14,"[0.         0.         0.11335736 0.10442726 0.16648899 0.13781348
 0.         0.13546574 0.13342722 0.10919366 0.         0.
 0.09982629]",1.050250878043902,1.0476740202840245,0.0,0.11335736129796488,0.10442725841117784,0.1664889888045637,0.13781347720983875,0.0,0.13546574039145842,0.13342722142572633,0.10919366094096424,0.0,0.0,0.09982629151830594,0.0
48,2014-03-17,"[0.         0.         0.11247387 0.10418575 0.16606252 0.13828968
 0.         0.13622962 0.13304106 0.10975034 0.         0.
 0.09996717]",1.0132164773879326,1.0237299938948143,0.0,0.11247386840889,0.10418574744295664,0.16606251679583434,0.13828967816763102,0.0,0.1362296215021608,0.13304106238091695,0.1097503359791591,0.0,0.0,0.09996716932245106,0.0
49,2014-03-18,"[0.         0.         0.11235078 0.10411805 0.16591393 0.13837451
 0.         0.13641516 0.13295924 0.10991677 0.         0.
 0.09995155]",1.0185492505293248,1.0315260259323216,0.0,0.11235078352460309,0.10411804936828432,0.16591392969224994,0.13837450873996177,0.0,0.13641516126170683,0.13295924290273714,0.10991677034118957,0.0,0.0,0.09995155416926732,0.0
50,2014-03-19,"[0.         0.         0.11255556 0.10407723 0.16599422 0.1383908
 0.         0.13629641 0.13295929 0.10984204 0.         0.
 0.09988445]",1.0325639164207343,1.0386070351963623,0.0,0.1125555580795703,0.10407723154191523,0.16599422442804002,0.13839079522147038,0.0,0.13629640849031646,0.13295928739524931,0.1098420400972555,0.0,0.0,0.09988445474618274,0.0
51,2014-03-20,"[0.         0.         0.1131548  0.10431856 0.16601602 0.13796148
 0.         0.13579781 0.13319163 0.10970187 0.         0.
 0.09985783]",1.0426941496509674,1.0580178341274318,0.0,0.11315480275770816,0.10431855669110854,0.16601602238857427,0.13796148171685188,0.0,0.13579780882185832,0.1331916339497524,0.10970186618105213,0.0,0.0,0.09985782749309419,0.0
52,2014-03-21,"[0.         0.         0.11347022 0.10437064 0.16618802 0.13778711
 0.         0.13550171 0.13340795 0.10950623 0.         0.
 0.09976812]",1.0534965411966652,1.061059943825044,0.0,0.11347022213505618,0.10437064141914651,0.16618801956174267,0.1377871072784191,0.0,0.13550170976600784,0.13340794893767863,0.10950622989088293,0.0,0.0,0.09976812101106629,0.0
53,2014-03-24,"[0.         0.         0.11350733 0.10435599 0.16622199 0.13779144
 0.         0.13548077 0.13340351 0.10948178 0.         0.
 0.0997572 ]",1.0545712625234849,1.0626527498936735,0.0,0.1135073310845739,0.10435598528310629,0.1662219907100059,0.1377914436388427,0.0,0.13548076728207142,0.13340350936751608,0.10948177503575272,0.0,0.0,0.09975719759813115,0.0
54,2014-03-25,"[0.         0.         0.11313877 0.10432636 0.16605489 0.1378326
 0.         0.13573851 0.13341223 0.10969522 0.         0.
 0.09980142]",1.0490701350815166,1.0615501789117556,0.0,0.11313876909773135,0.10432635872328688,0.16605489442929472,0.1378325999838094,0.0,0.1357385067373385,0.1334122334632726,0.10969521948888188,0.0,0.0,0.09980141807638467,0.0
55,2014-03-26,"[0.         0.         0.1128741  0.10431837 0.16600512 0.13793257
 0.         0.13591594 0.13326477 0.10972507 0.         0.
 0.09996406]",1.0414265918700747,1.0590844737759224,0.0,0.11287409549522878,0.10431836978070778,0.1660051233213982,0.13793257374796447,0.0,0.13591593901193577,0.13326476937498902,0.10972506915378562,0.0,0.0,0.09996406011399049,0.0
56,2014-03-27,"[0.         0.         0.11277053 0.10426994 0.16595923 0.13802662
 0.         0.13602614 0.1331908  0.10979216 0.         0.
 0.09996458]",1.0446542941637804,1.058649030779944,0.0,0.1127705317357398,0.10426994368548922,0.16595922618205425,0.13802661850921602,0.0,0.13602613701855412,0.13319080118126195,0.10979216176318979,0.0,0.0,0.09996457992449494,0.0
57,2014-03-28,"[0.         0.         0.11302106 0.10422997 0.16613941 0.13804907
 0.         0.13589235 0.13309784 0.10958651 0.         0.
 0.09998379]",1.0159483215930067,1.0375764514146,0.0,0.11302105507111122,0.10422997136989517,0.16613940687926176,0.1380490706868611,0.0,0.1358923502193555,0.1330978391534857,0.10958651279421994,0.0,0.0,0.09998379382580955,0.0
58,2014-03-31,"[0.         0.         0.11074059 0.10379614 0.16582213 0.13854877
 0.         0.13713773 0.13313042 0.11016298 0.         0.
 0.10066125]",1.0232808705694543,1.041383164933537,0.0,0.11074059077869401,0.10379614231771264,0.16582212646607908,0.1385487662969694,0.0,0.13713772737840313,0.13313041659187666,0.1101629804887907,0.0,0.0,0.1006612496814745,0.0
59,2014-04-01,"[0.         0.         0.11031582 0.10372402 0.16575783 0.1387013
 0.         0.13742168 0.13302568 0.1102283  0.         0.
 0.10082538]",1.0287015942959719,1.045887934476835,0.0,0.11031581634460998,0.10372401977036767,0.1657578277842663,0.13870129845164564,0.0,0.13742168321767384,0.13302567676640203,0.11022829840426747,0.0,0.0,0.10082537926076715,0.0
60,2014-04-02,"[0.         0.         0.         0.12753428 0.15826583 0.14125272
 0.         0.16179676 0.14732977 0.13199297 0.         0.
 0.13182767]",1.0364059280014752,1.055410066156014,0.0,0.0,0.12753427513036378,0.15826583003994302,0.14125271699964537,0.0,0.16179676410544847,0.1473297723301117,0.13199297116620667,0.0,0.0,0.13182767022828099,0.0
61,2014-04-03,"[0.         0.         0.         0.12843637 0.15466384 0.13957575
 0.         0.16343753 0.14706078 0.1327994  0.         0.
 0.13402634]",1.0412897956864797,1.0613089251000478,0.0,0.0,0.1284363677787124,0.1546638351739918,0.13957574950412222,0.0,0.16343752790105232,0.14706077614659094,0.13279940121504585,0.0,0.0,0.13402634228048443,0.0
62,2014-04-04,"[0.         0.         0.         0.12842097 0.15421781 0.13964223
 0.         0.16393893 0.14675788 0.13268385 0.         0.
 0.13433833]",1.054188264685579,1.0724145880576967,0.0,0.0,0.12842097207282605,0.15421780891932027,0.13964222947443744,0.0,0.16393893404806106,0.146757882479654,0.13268384690088267,0.0,0.0,0.13433832610481852,0.0
63,2014-04-07,"[0.         0.         0.         0.12829697 0.15414241 0.13975289
 0.         0.16415289 0.14659586 0.1326069  0.         0.
 0.13445208]",1.0486465168789143,1.0777782408728107,0.0,0.0,0.12829697308851323,0.15414240964423528,0.13975288865166066,0.0,0.1641528857062878,0.1465958619495106,0.1326068972458885,0.0,0.0,0.1344520837139039,0.0
64,2014-04-08,"[0.         0.         0.         0.12845651 0.15386428 0.13956226
 0.         0.16397411 0.14654956 0.13281903 0.         0.
 0.13477424]",1.0228549290009925,1.0567242943622155,0.0,0.0,0.12845650780177886,0.15386428372833616,0.13956225594591976,0.0,0.16397411477116303,0.14654955918006737,0.1328190341188223,0.0,0.0,0.1347742444539125,0.0
65,2014-04-09,"[0.         0.         0.         0.1284745  0.1537464  0.13953046
 0.         0.16389114 0.14646188 0.1328891  0.         0.
 0.13500653]",1.0154813147746098,1.0459281906103515,0.0,0.0,0.1284745036853574,0.1537463985265727,0.13953046083681,0.0,0.16389113705221506,0.14646187545121386,0.13288909876540403,0.0,0.0,0.13500652568242685,0.0
66,2014-04-10,"[0.         0.         0.         0.12804668 0.15395654 0.13976712
 0.         0.16411581 0.1464156  0.13271066 0.         0.
 0.13498759]",1.0276667868842557,1.0539176924466085,0.0,0.0,0.12804668274287226,0.15395654492400576,0.13976712425749627,0.0,0.16411580653030067,0.14641559533927775,0.13271066071154125,0.0,0.0,0.1349875854945061,0.0
67,2014-04-11,"[0.         0.         0.         0.12791459 0.15400322 0.13981623
 0.         0.16412424 0.14638234 0.13265661 0.         0.
 0.13510278]",1.0382711242110247,1.060304311994418,0.0,0.0,0.1279145918997558,0.15400322182257947,0.13981622748821818,0.0,0.16412423830712508,0.14638233737268375,0.13265660703256707,0.0,0.0,0.13510277607707064,0.0
68,2014-04-14,"[0.         0.         0.         0.12793217 0.15394815 0.1397453
 0.         0.16406665 0.14639755 0.13269127 0.         0.
 0.13521892]",1.019271138608857,1.04486586015899,0.0,0.0,0.12793216629671345,0.15394815000895054,0.13974529508793881,0.0,0.16406664591543688,0.14639755277497377,0.13269127276290213,0.0,0.0,0.13521891715308437,0.0
69,2014-04-15,"[0.         0.         0.         0.12786435 0.15397578 0.13980096
 0.         0.16408388 0.14634198 0.13266503 0.         0.
 0.13526803]",1.0238258907553894,1.0497269568614924,0.0,0.0,0.12786435498048698,0.1539757765752833,0.13980095840817192,0.0,0.16408387936838262,0.1463419761431477,0.1326650273878203,0.0,0.0,0.13526802713670705,0.0
70,2014-04-16,"[0.         0.         0.         0.12778378 0.15393654 0.13983717
 0.         0.16414001 0.14628553 0.13266318 0.         0.
 0.13535379]",1.0222589458614226,1.0443222070768472,0.0,0.0,0.12778378326023693,0.15393653509889196,0.13983716762506251,0.0,0.16414001078352863,0.14628553206302358,0.13266317807445735,0.0,0.0,0.13535379309479892,0.0
71,2014-04-17,"[0.         0.         0.         0.1279057  0.15385849 0.13975589
 0.         0.16403398 0.14628675 0.13270937 0.         0.
 0.13544982]",1.0358809435535088,1.0530400129416915,0.0,0.0,0.12790569734285304,0.1538584919531146,0.13975588961232313,0.0,0.1640339788961046,0.14628674818893062,0.13270937426483248,0.0,0.0,0.13544981974184134,0.0
72,2014-04-21,"[0.         0.         0.         0.1280433  0.153743   0.13961306
 0.         0.16390156 0.14634061 0.13276682 0.         0.
 0.13559164]",1.0473160406066184,1.0573766941385063,0.0,0.0,0.1280432995448663,0.1537430023124099,0.13961306097701423,0.0,0.16390156461399139,0.14634061037575877,0.1327668243184747,0.0,0.0,0.13559163785748468,0.0
73,2014-04-22,"[0.         0.         0.         0.12821678 0.15359414 0.13946948
 0.         0.16376498 0.14636174 0.13284706 0.         0.
 0.13574583]",1.0551572825050592,1.0649809920952933,0.0,0.0,0.12821677654343558,0.1535941350329666,0.13946947976437477,0.0,0.16376498359986316,0.14636173563195667,0.13284705938536528,0.0,0.0,0.1357458300420379,0.0
74,2014-04-23,"[0.         0.         0.         0.12814928 0.15362474 0.13942562
 0.         0.16368669 0.14642535 0.13286934 0.         0.
 0.13581897]",1.0756694741423347,1.0779159460886758,0.0,0.0,0.12814928172827497,0.1536247421846317,0.13942561754004865,0.0,0.1636866938650347,0.14642535420950145,0.13286933631713313,0.0,0.0,0.1358189741553754,0.0
