,Date,Weights,Profit,Base Profit,MRCY,AVX,HUBB,IIN,FLS,GGG,ITT,IEX,HDSN,LAWS,KAMN,WLFC,cash
0,2014-01-06,"[0.10241632 0.         0.11675833 0.10748085 0.16207382 0.13608412
 0.         0.13325106 0.13405392 0.10788158 0.         0.
 0.        ]",0.9999999999910242,0.9999999999917246,0.0,0.11675833095813866,0.10748085471912676,0.16207381844662794,0.13608412093358205,0.0,0.13325106111663965,0.13405391927632918,0.10788157523661081,0.0,0.0,0.0,0.10241631931294502
1,2014-01-07,"[0.         0.         0.13003451 0.11662267 0.18754115 0.15187805
 0.         0.14745144 0.15021216 0.11626002 0.         0.
 0.        ]",1.0144053729857643,1.0096358455419878,0.0,0.13003450693090687,0.11662266644106492,0.18754115258953968,0.15187805393556178,0.0,0.14745144233595378,0.15021215639712854,0.11626002136984441,0.0,0.0,0.0,0.0
2,2014-01-08,"[0.         0.         0.13047659 0.11596223 0.18951248 0.15177531
 0.         0.14677346 0.15023748 0.11526245 0.         0.
 0.        ]",1.0135619909001814,1.0075677360245303,0.0,0.13047658833796721,0.11596223282848145,0.18951247817106098,0.1517753083776279,0.0,0.14677346093133195,0.15023748194516154,0.11526244940836888,0.0,0.0,0.0,0.0
3,2014-01-09,"[0.         0.         0.13047994 0.11573892 0.19010371 0.15173099
 0.         0.14670296 0.15033603 0.11490745 0.         0.
 0.        ]",1.0145439681908108,1.0088838466843075,0.0,0.1304799418724667,0.11573891991108687,0.1901037060024891,0.15173099395323864,0.0,0.1467029608514776,0.1503360306300403,0.11490744677920056,0.0,0.0,0.0,0.0
4,2014-01-10,"[0.         0.         0.13046146 0.11568466 0.19019145 0.1517349
 0.         0.14675988 0.15030093 0.11486672 0.         0.
 0.        ]",1.0127933920025314,1.0118863524774213,0.0,0.1304614627696882,0.11568466327975163,0.1901914475777645,0.15173489677941884,0.0,0.14675987651352296,0.15030093452002155,0.11486671855983219,0.0,0.0,0.0,0.0
5,2014-01-13,"[0.         0.         0.1298795  0.11554126 0.18968472 0.15204723
 0.         0.14744058 0.14993286 0.11547384 0.         0.
 0.        ]",1.0146379638584613,1.0177139687724248,0.0,0.1298795038208852,0.11554126433978673,0.18968472059721034,0.15204722798969506,0.0,0.14744058230434912,0.1499328586183591,0.11547384232971446,0.0,0.0,0.0,0.0
6,2014-01-14,"[0.         0.         0.12899604 0.11563823 0.18864651 0.15240178
 0.         0.14830492 0.14946943 0.11654309 0.         0.
 0.        ]",1.0228742601988414,1.021616965853623,0.0,0.12899604156147906,0.11563823295199703,0.1886465083430305,0.15240177646455763,0.0,0.14830492311424673,0.14946942902356988,0.11654308854111922,0.0,0.0,0.0,0.0
7,2014-01-15,"[0.         0.         0.12849855 0.11563692 0.18812513 0.15263957
 0.         0.14886958 0.14919108 0.11703918 0.         0.
 0.        ]",1.0129690660069794,1.0187420827271192,0.0,0.128498550684822,0.11563691729783702,0.18812512512681454,0.15263957182712554,0.0,0.1488695794948585,0.14919107520337185,0.1170391803651706,0.0,0.0,0.0,0.0
8,2014-01-16,"[0.         0.         0.12848307 0.11566918 0.18814708 0.15258616
 0.         0.14890422 0.1492532  0.11695708 0.         0.
 0.        ]",1.030726788433648,1.0276773004966866,0.0,0.12848307280036111,0.11566918107007801,0.1881470837950199,0.15258616290673074,0.0,0.148904215251188,0.14925320248722632,0.11695708168939596,0.0,0.0,0.0,0.0
9,2014-01-17,"[0.         0.         0.12844172 0.11574432 0.18790861 0.152629
 0.         0.14902227 0.14910557 0.11714851 0.         0.
 0.        ]",1.0335313997479931,1.037690379455969,0.0,0.12844171996110443,0.11574431953768724,0.18790861297789344,0.15262899593111115,0.0,0.14902227424694336,0.14910557050657935,0.117148506838681,0.0,0.0,0.0,0.0
10,2014-01-21,"[0.         0.         0.12690505 0.11587673 0.18679522 0.15305172
 0.         0.15030514 0.14868257 0.11838357 0.         0.
 0.        ]",1.0268376762537659,1.0362482463064624,0.0,0.12690504608876518,0.11587672751677143,0.18679522326930695,0.15305171797332462,0.0,0.15030514196197126,0.1486825727861964,0.11838357040366417,0.0,0.0,0.0,0.0
11,2014-01-22,"[0.         0.         0.1263143  0.11592157 0.18633559 0.15321861
 0.         0.15083521 0.14853789 0.11883684 0.         0.
 0.        ]",1.038246816333024,1.0450607854684042,0.0,0.1263142956208318,0.11592157092850945,0.1863355854742829,0.1532186103697212,0.0,0.1508352066298456,0.14853789393551,0.1188368370412991,0.0,0.0,0.0,0.0
12,2014-01-23,"[0.         0.         0.12629912 0.11588618 0.1861652  0.15330761
 0.         0.15093372 0.14841376 0.11899441 0.         0.
 0.        ]",1.043451683089884,1.047029079517533,0.0,0.12629912169132748,0.11588618488281768,0.18616519765851683,0.15330761087769754,0.0,0.15093372154592113,0.1484137553378699,0.11899440800584954,0.0,0.0,0.0,0.0
13,2014-01-24,"[0.         0.         0.12726857 0.11585499 0.1868174  0.15300062
 0.         0.15017408 0.14866748 0.11821685 0.         0.
 0.        ]",1.0430628569684361,1.0454600508741305,0.0,0.12726857161390792,0.11585498951924947,0.1868174016497302,0.1530006243088519,0.0,0.1501740793809298,0.1486674837542467,0.11821684977308397,0.0,0.0,0.0,0.0
14,2014-01-27,"[0.         0.         0.12726912 0.11579706 0.18671341 0.15309975
 0.         0.15029295 0.14846774 0.11835997 0.         0.
 0.        ]",1.0165367002314734,1.0308766240824114,0.0,0.1272691234963597,0.11579706144231056,0.18671341125584534,0.1530997489668202,0.0,0.15029295324118708,0.1484677360011047,0.11835996559637238,0.0,0.0,0.0,0.0
15,2014-01-28,"[0.         0.         0.12712607 0.11581264 0.18663485 0.15313044
 0.         0.15039246 0.1484444  0.11845914 0.         0.
 0.        ]",1.0057175507681477,1.0174781333240206,0.0,0.12712607385334695,0.11581264150372625,0.18663484587521312,0.15313043814488778,0.0,0.15039246229630926,0.1484444015725185,0.1184591367539983,0.0,0.0,0.0,0.0
16,2014-01-29,"[0.         0.         0.12706795 0.11605522 0.18637845 0.15301619
 0.         0.15022779 0.1485534  0.118701   0.         0.
 0.        ]",1.012298992834934,1.0117229260310578,0.0,0.12706794985886713,0.11605521794504715,0.1863784463372921,0.15301619392255936,0.0,0.1502277894590811,0.1485534015879388,0.11870100088921427,0.0,0.0,0.0,0.0
17,2014-01-30,"[0.         0.         0.12861204 0.11602759 0.18768489 0.15249631
 0.         0.14893761 0.1490567  0.11718486 0.         0.
 0.        ]",1.0077003546346768,1.0113993293539965,0.0,0.12861203640815114,0.11602759485088932,0.18768489258672408,0.1524963090075076,0.0,0.14893760595754893,0.14905669852481768,0.11718486266436125,0.0,0.0,0.0,0.0
18,2014-01-31,"[0.         0.         0.12864902 0.11583163 0.18782062 0.1525613
 0.         0.14896417 0.14901069 0.11716257 0.         0.
 0.        ]",1.0046669420813956,1.0102390800541083,0.0,0.12864902016152446,0.11583162923571867,0.18782061715104287,0.15256130203811524,0.0,0.14896416819930197,0.14901069268573972,0.11716257052855697,0.0,0.0,0.0,0.0
19,2014-02-03,"[0.         0.         0.12915041 0.11585131 0.18766239 0.15253841
 0.         0.14859841 0.14891676 0.11728231 0.         0.
 0.        ]",1.010608417155525,1.0075601882240883,0.0,0.12915040604007014,0.11585131388200551,0.18766238537832383,0.1525384129815964,0.0,0.14859840925503937,0.14891675753617084,0.11728231492679386,0.0,0.0,0.0,0.0
20,2014-02-04,"[0.         0.         0.13035944 0.11590819 0.18837139 0.15226779
 0.         0.14764963 0.14903517 0.11640839 0.         0.
 0.        ]",1.0070455968204979,1.0039089638310463,0.0,0.13035943995098,0.11590819128791638,0.1883713922603046,0.15226779090195322,0.0,0.1476496284337819,0.14903516553095034,0.11640839163411372,0.0,0.0,0.0,0.0
21,2014-02-05,"[0.         0.         0.13065777 0.11604407 0.18866141 0.15204104
 0.         0.14721584 0.14927382 0.11610606 0.         0.
 0.        ]",0.9857077250745071,0.9830985862389031,0.0,0.13065777093128766,0.11604406978591937,0.1886614097549197,0.15204103573252367,0.0,0.14721584143777186,0.14927381504090698,0.11610605731667066,0.0,0.0,0.0,0.0
22,2014-02-06,"[0.         0.         0.13025678 0.11618411 0.18827548 0.1520889
 0.         0.14747717 0.14917388 0.11654367 0.         0.
 0.        ]",1.0041151445692438,0.999696612707504,0.0,0.1302567785729963,0.11618411249898848,0.1882754809031502,0.15208890242265896,0.0,0.14747716730179453,0.149173884218281,0.11654367408213046,0.0,0.0,0.0,0.0
23,2014-02-07,"[0.         0.         0.12951915 0.1161531  0.18779962 0.15233858
 0.         0.14817124 0.14893247 0.11708583 0.         0.
 0.        ]",0.9883715082090798,0.9894643702313353,0.0,0.12951915053915763,0.11615310371458067,0.18779962009769624,0.15233857956863375,0.0,0.14817124030834575,0.14893247353274544,0.11708583223884045,0.0,0.0,0.0,0.0
24,2014-02-10,"[0.         0.         0.12939101 0.11617424 0.18769389 0.15235288
 0.         0.14825845 0.14894687 0.11718267 0.         0.
 0.        ]",1.0165866344049388,1.008062425332195,0.0,0.12939100884641874,0.11617423959260881,0.1876938855980193,0.1523528766384515,0.0,0.1482584498292685,0.14894686743026234,0.1171826720649709,0.0,0.0,0.0,0.0
25,2014-02-11,"[0.         0.         0.12905963 0.11620885 0.18760139 0.15235412
 0.         0.14845349 0.149023   0.11729952 0.         0.
 0.        ]",1.006252254882917,1.0015477187360642,0.0,0.12905962853266825,0.11620884949997107,0.18760138921500105,0.15235411955968203,0.0,0.14845349457346552,0.14902299729051413,0.11729952132869809,0.0,0.0,0.0,0.0
26,2014-02-12,"[0.         0.         0.12818383 0.1160142  0.18732908 0.15265739
 0.         0.14928391 0.14886431 0.11766728 0.         0.
 0.        ]",1.0106903387133626,1.0076046543080461,0.0,0.1281838327913271,0.1160141972511688,0.18732908041998902,0.15265739432972636,0.0,0.14928391334992797,0.14886430584492472,0.11766727601293606,0.0,0.0,0.0,0.0
27,2014-02-13,"[0.         0.         0.12779596 0.11617617 0.18678028 0.15280372
 0.         0.14963813 0.14860101 0.11820474 0.         0.
 0.        ]",1.0133558116803818,1.0117910459350055,0.0,0.12779596092613887,0.11617616709295651,0.18678027620685797,0.15280371933735243,0.0,0.1496381321062333,0.14860100693915618,0.11820473739130474,0.0,0.0,0.0,0.0
28,2014-02-14,"[0.         0.         0.12850005 0.11598721 0.18740088 0.15270116
 0.         0.14920795 0.14870479 0.11749796 0.         0.
 0.        ]",1.0069712643093434,1.012536589634905,0.0,0.12850004607214513,0.11598720684363825,0.187400882668685,0.15270115729792733,0.0,0.1492079507245673,0.14870479311661855,0.11749796327641848,0.0,0.0,0.0,0.0
29,2014-02-18,"[0.         0.         0.12800935 0.11600724 0.18722632 0.1527694
 0.         0.14956596 0.14867828 0.11774344 0.         0.
 0.        ]",1.021767325858266,1.0278916295367333,0.0,0.1280093509719525,0.11600723665991736,0.1872263240834269,0.15276940309811018,0.0,0.1495659637467734,0.14867828398866478,0.11774343745115487,0.0,0.0,0.0,0.0
