,Date,Weights,Profit,Base Profit,Volume,PMD,DGX,AMS,LH,AAME,CIA,GL,FFG,STRT,SUP,MOD,DORM,cash
0,2014-01-06,"[0.07167508 0.07901816 0.07644167 0.0776913  0.07773645 0.07542925
 0.07781743 0.07987163 0.07607766 0.07611702 0.07506088 0.07646342
 0.08060004]",0.9998143201200018,0.9998000000000002,0.9283249080181122,0.07901816070079803,0.07644166797399521,0.07769130170345306,0.07773645222187042,0.07542924582958221,0.07781743258237839,0.07987163215875626,0.0760776624083519,0.07611701637506485,0.0750608816742897,0.07646341621875763,0.08060003817081451,0.07167507708072662
1,2014-01-07,"[0.07171055 0.07847741 0.07717741 0.07688078 0.07876732 0.07555424
 0.07764596 0.07896026 0.0767456  0.07636622 0.07550079 0.07665246
 0.07956101]",1.0033318010908707,1.003557730817899,0.006909530574682347,0.0784774124622345,0.07717740535736084,0.07688078284263611,0.0787673220038414,0.07555423676967621,0.07764596492052078,0.07896026223897934,0.07674559950828552,0.07636621594429016,0.07550078630447388,0.07665245980024338,0.0795610100030899,0.07171054929494858
2,2014-01-08,"[0.07171509 0.07847691 0.07718637 0.07688275 0.07877587 0.07555117
 0.0776643  0.07897376 0.07673366 0.07634366 0.075475   0.0766708
 0.07955069]",0.9988870679153597,0.9989267350008759,0.010407809531184791,0.0784769058227539,0.07718636840581894,0.0768827497959137,0.07877586781978607,0.07555116713047028,0.07766430079936981,0.07897375524044037,0.07673366367816925,0.07634365558624268,0.07547499984502792,0.07667079567909241,0.07955069094896317,0.0717150941491127
3,2014-01-09,"[0.07173894 0.07845917 0.0771827  0.07682782 0.0787688  0.07549702
 0.07767107 0.07901529 0.07670274 0.07635272 0.07551333 0.07670363
 0.07956674]",1.001502805410029,1.0016594161693153,0.009235389460936513,0.07845916599035263,0.07718270272016525,0.07682782411575317,0.07876880466938019,0.07549702376127243,0.07767106592655182,0.07901529222726822,0.07670273631811142,0.07635271549224854,0.0755133330821991,0.07670363038778305,0.07956673949956894,0.07173894345760345
4,2014-01-10,"[0.07176588 0.07847281 0.07717722 0.07686039 0.07872039 0.07550988
 0.07766811 0.07901209 0.07670929 0.07637241 0.0754956  0.07666762
 0.07956832]",0.9985241620115313,0.9983164627074915,0.012227034652758935,0.0784728080034256,0.07717721909284592,0.07686039060354233,0.07872039079666138,0.07550987601280212,0.07766810804605484,0.07901208847761154,0.07670928537845612,0.0763724073767662,0.07549560070037842,0.07666762173175812,0.07956831902265549,0.07176587730646133
5,2014-01-13,"[0.07179777 0.07845952 0.07721195 0.07680936 0.07869956 0.07548768
 0.07768049 0.07903181 0.07670656 0.07637925 0.07551128 0.0766743
 0.07955048]",0.9952933202870606,0.9949774385692158,0.00633513133787799,0.07845952361822128,0.07721195369958878,0.076809361577034,0.07869955897331238,0.07548768073320389,0.07768049091100693,0.0790318101644516,0.07670655846595764,0.07637924700975418,0.07551127672195435,0.07667429745197296,0.07955048233270645,0.07179777324199677
6,2014-01-14,"[0.07178109 0.07849256 0.07723223 0.07682886 0.07867923 0.07552367
 0.07768064 0.07900576 0.07675648 0.0763794  0.07547284 0.07662133
 0.07954589]",0.9945030211816143,0.9941408644698405,0.007730651473926263,0.07849255949258804,0.0772322341799736,0.07682885974645615,0.07867922633886337,0.07552366703748703,0.07768063992261887,0.07900575548410416,0.07675647735595703,0.07637939602136612,0.07547283917665482,0.07662133127450943,0.07954589277505875,0.07178109139204025
7,2014-01-15,"[0.07175474 0.07848521 0.077251   0.07682639 0.07871019 0.07553695
 0.07768617 0.07899216 0.07678009 0.07635935 0.07543969 0.07663312
 0.07954495]",0.9975515402210592,0.9978534437610477,0.010489345894319508,0.07848521322011948,0.07725100219249725,0.07682639360427856,0.07871019095182419,0.07553695142269135,0.07768616825342178,0.07899215817451477,0.07678008824586868,0.0763593539595604,0.0754396915435791,0.07663311809301376,0.07954495400190353,0.07175473868846893
8,2014-01-16,"[0.07177436 0.0785097  0.07724437 0.07682961 0.07869256 0.0755536
 0.07769693 0.07898742 0.07679438 0.07635352 0.0754241  0.07660082
 0.07953867]",1.0018550221665183,1.0025961916754993,0.014322546076026151,0.07850969582796097,0.07724437117576599,0.07682961225509644,0.07869256287813187,0.07555359601974487,0.07769692689180374,0.07898741960525513,0.07679437845945358,0.076353520154953,0.07542409747838974,0.0766008198261261,0.07953866571187973,0.07177436351776123
9,2014-01-17,"[0.07179435 0.07848111 0.0772515  0.07679829 0.07868321 0.0755261
 0.07768437 0.07901853 0.07675411 0.07637204 0.0754653  0.07664085
 0.07953022]",0.9957446237717168,0.9956280097732061,0.010264976766046298,0.07848110795021057,0.07725150138139725,0.07679829001426697,0.07868321239948273,0.07552610337734222,0.07768436521291733,0.07901852577924728,0.07675410807132721,0.07637204229831696,0.07546529918909073,0.07664085179567337,0.07953022420406342,0.07179435342550278
10,2014-01-21,"[0.07180508 0.07852513 0.07731317 0.07683446 0.07860018 0.07556414
 0.07771125 0.07895564 0.07686713 0.07638079 0.07539412 0.07650297
 0.07954597]",0.990853210955168,0.9908494785669322,0.010520951814470304,0.0785251334309578,0.07731316983699799,0.07683445513248444,0.07860017567873001,0.07556413859128952,0.07771125435829163,0.07895564287900925,0.07686713337898254,0.07638078927993774,0.07539411634206772,0.0765029713511467,0.07954597473144531,0.07180508226156235
