,Date,Weights,Profit,Base Profit,Volume,TCF,JPM,UMBF,C,CVR,LECO,SPXC,PFIN,PHM,BZH,MTH,NVR,cash
0,2014-01-06,"[0.12029253 0.         0.1243768  0.         0.         0.1406956
 0.         0.         0.11926286 0.17230554 0.16955248 0.15351415
 0.        ]",0.999824013819215,0.9998000000000002,0.8797074258327484,0.0,0.1243768036365509,0.0,0.0,0.14069560170173645,0.0,0.0,0.11926285922527313,0.17230553925037384,0.16955247521400452,0.15351414680480957,0.0,0.120292529463768
1,2014-01-07,"[0.120584   0.         0.12410921 0.         0.         0.14041147
 0.         0.         0.11928085 0.1719951  0.16922757 0.15439184
 0.        ]",1.0031596061629675,1.006686334393083,0.002082406050434684,0.0,0.12410920858383179,0.0,0.0,0.14041146636009216,0.0,0.0,0.1192808523774147,0.1719951033592224,0.16922757029533386,0.1543918401002884,0.0,0.12058399617671967
2,2014-01-08,"[0.12056802 0.         0.12427229 0.         0.         0.14053278
 0.         0.         0.11925139 0.17180368 0.16919254 0.15437926
 0.        ]",1.003498983794149,1.005940707312857,0.009184007832118287,0.0,0.12427228689193726,0.0,0.0,0.14053277671337128,0.0,0.0,0.11925138533115387,0.17180368304252625,0.16919253766536713,0.15437926352024078,0.0,0.12056802213191986
3,2014-01-09,"[0.12055248 0.         0.12436451 0.         0.         0.14057319
 0.         0.         0.11923569 0.1717478  0.1691875  0.15433876
 0.        ]",0.9919609419517745,1.0017114451816922,0.008215647630604275,0.0,0.12436451017856598,0.0,0.0,0.140573188662529,0.0,0.0,0.11923569440841675,0.17174780368804932,0.1691875010728836,0.1543387621641159,0.0,0.12055248022079468
4,2014-01-10,"[0.12057268 0.         0.12438805 0.         0.         0.14061722
 0.         0.         0.11923073 0.17165229 0.16915503 0.15438402
 0.        ]",1.0041605101201552,1.0098096966628862,0.018428841661333014,0.0,0.12438804656267166,0.0,0.0,0.1406172215938568,0.0,0.0,0.1192307323217392,0.17165228724479675,0.1691550314426422,0.15438401699066162,0.0,0.12057267874479294
5,2014-01-13,"[0.12055831 0.         0.12438437 0.         0.         0.14061324
 0.         0.         0.11923172 0.17170273 0.16918553 0.15432407
 0.        ]",1.000459867880764,1.0092462901239028,0.005971811889698013,0.0,0.12438437342643738,0.0,0.0,0.14061324298381805,0.0,0.0,0.11923171579837799,0.17170272767543793,0.16918553411960602,0.15432406961917877,0.0,0.12055830657482147
6,2014-01-14,"[0.12057056 0.         0.12425235 0.         0.         0.14046296
 0.         0.         0.1192555  0.17187972 0.16920519 0.15437376
 0.        ]",0.9940228381958999,1.0025074129479847,0.009757032458434562,0.0,0.12425234913825989,0.0,0.0,0.1404629647731781,0.0,0.0,0.11925549805164337,0.17187972366809845,0.1692051887512207,0.15437376499176025,0.0,0.12057055532932281
7,2014-01-15,"[0.12057125 0.         0.12430389 0.         0.         0.14050227
 0.         0.         0.11924465 0.17180261 0.16918664 0.15438864
 0.        ]",0.9662009555101695,0.9856966167817616,0.011027312401203627,0.0,0.1243038922548294,0.0,0.0,0.14050227403640747,0.0,0.0,0.11924465000629425,0.1718026101589203,0.16918663680553436,0.1543886363506317,0.0,0.12057124823331833
8,2014-01-16,"[0.120543   0.         0.12433019 0.         0.         0.14053543
 0.         0.         0.1192416  0.17183399 0.16922256 0.15429322
 0.        ]",0.9935160000271213,1.0065683075075897,0.017645157133320575,0.0,0.12433018535375595,0.0,0.0,0.14053542912006378,0.0,0.0,0.11924160271883011,0.17183399200439453,0.16922256350517273,0.1542932242155075,0.0,0.1205429956316948
9,2014-01-17,"[0.12051954 0.         0.1243436  0.         0.         0.14052598
 0.         0.         0.11924151 0.17187406 0.16924207 0.15425324
 0.        ]",0.9884324992289991,1.0045057096582681,0.03996924750170807,0.0,0.12434360384941101,0.0,0.0,0.14052598178386688,0.0,0.0,0.11924151331186295,0.1718740612268448,0.16924206912517548,0.15425324440002441,0.0,0.12051954120397568
10,2014-01-21,"[0.12052385 0.         0.12437032 0.         0.         0.1405395
 0.         0.         0.11923617 0.17182726 0.1692249  0.154278
 0.        ]",0.9933737085063991,1.0048534685251187,0.009296835422198153,0.0,0.12437032163143158,0.0,0.0,0.1405394971370697,0.0,0.0,0.11923617124557495,0.1718272566795349,0.16922490298748016,0.1542779952287674,0.0,0.1205238476395607
11,2014-01-22,"[0.1205269  0.         0.12429569 0.         0.         0.14052175
 0.         0.         0.11924863 0.17190866 0.1692605  0.15423788
 0.        ]",0.9926917070347661,1.0099693563027046,0.005292913296385479,0.0,0.1242956891655922,0.0,0.0,0.14052174985408783,0.0,0.0,0.11924862861633301,0.1719086617231369,0.16926050186157227,0.15423788130283356,0.0,0.12052690237760544
12,2014-01-23,"[0.1205418  0.         0.12422641 0.         0.         0.14048092
 0.         0.         0.11925668 0.17196201 0.16926074 0.15427147
 0.        ]",0.9950581161475929,1.012740957319684,0.00873227550232009,0.0,0.124226413667202,0.0,0.0,0.1404809206724167,0.0,0.0,0.11925668269395828,0.17196200788021088,0.16926074028015137,0.1542714685201645,0.0,0.12054179608821869
13,2014-01-24,"[0.12056352 0.         0.12413484 0.         0.         0.14045851
 0.         0.         0.1192684  0.1720188  0.16928399 0.15427198
 0.        ]",1.0008755889791183,1.0125169744962441,0.009062530391488029,0.0,0.1241348385810852,0.0,0.0,0.14045850932598114,0.0,0.0,0.11926840245723724,0.17201879620552063,0.16928398609161377,0.15427197515964508,0.0,0.12056352198123932
14,2014-01-27,"[0.12057941 0.         0.12412793 0.         0.         0.14047658
 0.         0.         0.11926979 0.17198327 0.16927369 0.1542893
 0.        ]",0.999025006433015,1.0035671280481375,0.014101700266646278,0.0,0.12412793189287186,0.0,0.0,0.14047658443450928,0.0,0.0,0.11926978826522827,0.1719832718372345,0.16927368938922882,0.15428930521011353,0.0,0.12057940661907196
15,2014-01-28,"[0.12055713 0.         0.12445221 0.         0.         0.14068651
 0.         0.         0.11921127 0.17159237 0.16919342 0.15430713
 0.        ]",0.9831946441536203,0.986778136026869,0.012583119656755348,0.0,0.12445221096277237,0.0,0.0,0.1406865119934082,0.0,0.0,0.11921127140522003,0.1715923696756363,0.16919341683387756,0.15430712699890137,0.0,0.12055712938308716
16,2014-01-29,"[0.12042221 0.         0.12480316 0.         0.         0.14083101
 0.         0.         0.11915275 0.17144635 0.1692301  0.15411445
 0.        ]",0.983599813931307,0.9870803439417511,0.019071899545461464,0.0,0.12480315566062927,0.0,0.0,0.14083100855350494,0.0,0.0,0.11915275454521179,0.17144635319709778,0.16923010349273682,0.15411445498466492,0.0,0.12042221426963806
17,2014-01-30,"[0.12035567 0.         0.12491697 0.         0.         0.14091708
 0.         0.         0.11913415 0.17141579 0.16927747 0.15398291
 0.        ]",0.99439389624323,0.9950669992969875,0.007473431662722168,0.0,0.12491697072982788,0.0,0.0,0.1409170776605606,0.0,0.0,0.11913415044546127,0.1714157909154892,0.16927747428417206,0.15398290753364563,0.0,0.12035566568374634
18,2014-01-31,"[0.12035593 0.         0.12492078 0.         0.         0.1409175
 0.         0.         0.11913941 0.17140628 0.16925114 0.15400901
 0.        ]",1.0155264892785556,1.0031147432683536,0.01261191337255372,0.0,0.12492077797651291,0.0,0.0,0.14091749489307404,0.0,0.0,0.1191394105553627,0.17140628397464752,0.16925114393234253,0.15400901436805725,0.0,0.12035592645406723
19,2014-02-03,"[0.12026972 0.         0.12523133 0.         0.         0.1409496
 0.         0.         0.11908884 0.17125309 0.169225   0.15398239
 0.        ]",1.0059267371653344,0.9927058081964194,0.016986230638138478,0.0,0.1252313256263733,0.0,0.0,0.14094960689544678,0.0,0.0,0.11908884346485138,0.17125308513641357,0.16922500729560852,0.15398238599300385,0.0,0.12026972323656082
20,2014-02-04,"[0.12022114 0.         0.12534179 0.         0.         0.14106439
 0.         0.         0.11907237 0.17118281 0.16926187 0.15385565
 0.        ]",1.0237281499656397,1.0052048117741565,0.02680388002083778,0.0,0.12534178793430328,0.0,0.0,0.14106439054012299,0.0,0.0,0.11907237023115158,0.1711828112602234,0.1692618727684021,0.15385565161705017,0.0,0.12022113800048828
21,2014-02-05,"[0.12022603 0.         0.1254714  0.         0.         0.14106406
 0.         0.         0.11904804 0.17101409 0.16918105 0.15399535
 0.        ]",0.9946717819328944,0.9788196029343798,0.023544346771315557,0.0,0.12547139823436737,0.0,0.0,0.14106406271457672,0.0,0.0,0.11904804408550262,0.17101408541202545,0.16918104887008667,0.1539953500032425,0.0,0.12022602558135986
22,2014-02-06,"[0.12013519 0.         0.12566158 0.         0.         0.1411352
 0.         0.         0.119017   0.17099066 0.1692399  0.15382047
 0.        ]",0.9892495257842236,0.9781308876401781,0.014530370876034787,0.0,0.12566158175468445,0.0,0.0,0.14113520085811615,0.0,0.0,0.11901700496673584,0.17099066078662872,0.16923989355564117,0.1538204699754715,0.0,0.12013518810272217
