,Date,Weights,Profit,Base Profit,JACK,PZZA,EAT,MCD,STKL,UVV,PYX,ANDE,MOD,STRT,DORM,SUP,cash
0,2014-01-06,"[0.05897828 0.         0.13766742 0.06131199 0.12205627 0.06250043
 0.10108345 0.12109642 0.11583389 0.14792161 0.         0.07155023
 0.        ]",0.9999999999905897,0.9999999999917246,0.0,0.1376674210610598,0.0613119875029473,0.12205626637694582,0.06250043011488836,0.10108345349729647,0.12109641975955422,0.11583389063114648,0.14792161438222015,0.0,0.07155023462047633,0.0,0.05897828205346506
1,2014-01-07,"[0.         0.         0.14980308 0.06137019 0.13130513 0.06356561
 0.10527136 0.13043891 0.12268502 0.16302101 0.         0.07253968
 0.        ]",1.0052881314185345,1.0033636842678615,0.0,0.14980307907041354,0.06137019202971678,0.13130513007212757,0.06356561031457121,0.10527135975511437,0.1304389134657007,0.12268502089686562,0.16302100998622954,0.0,0.07253968440926072,0.0,0.0
2,2014-01-08,"[0.         0.         0.15041132 0.06082737 0.13153347 0.06317037
 0.10473714 0.13071491 0.12243522 0.16421159 0.         0.07195861
 0.        ]",0.9914063759861094,0.9914384542622294,0.0,0.15041132269663718,0.06082736771733218,0.13153346808081662,0.06317036931428249,0.10473714142094553,0.13071491287847203,0.12243521941505442,0.164211590528982,0.0,0.0719586079474775,0.0,0.0
3,2014-01-09,"[0.         0.         0.15052161 0.06074985 0.13159144 0.06312525
 0.10464344 0.13073126 0.12233655 0.16438695 0.         0.07191365
 0.        ]",0.9912281350327358,0.9929540917961625,0.0,0.15052160789777214,0.06074985250615013,0.1315914356790697,0.06312525384949139,0.10464343880061941,0.13073125845254926,0.1223365528982602,0.16438695320093885,0.0,0.07191364671514903,0.0,0.0
4,2014-01-10,"[0.         0.         0.15047193 0.06082709 0.13165125 0.06325062
 0.10465984 0.13067825 0.12211582 0.16446291 0.         0.07188229
 0.        ]",0.9932932382533005,0.9951289893643648,0.0,0.1504719342647203,0.06082708638925451,0.13165124541001086,0.06325062291669792,0.10465984457428286,0.13067824640435924,0.12211581583122828,0.16446290950571474,0.0,0.07188229470373134,0.0,0.0
5,2014-01-13,"[0.         0.         0.15041203 0.06090384 0.13157345 0.06322974
 0.10473071 0.13063497 0.12218494 0.16444198 0.         0.07188835
 0.        ]",0.9922960666460023,0.9934787848551406,0.0,0.15041202528241368,0.06090384250017906,0.13157344792588538,0.06322973646900777,0.10473070725293007,0.13063496969751925,0.12218493916113483,0.16444197901965749,0.0,0.07188835269127251,0.0,0.0
6,2014-01-14,"[0.         0.         0.1503149  0.06109864 0.13143796 0.06326246
 0.10489436 0.13044681 0.12224028 0.16440604 0.         0.07189855
 0.        ]",0.9840404583082768,0.9884896076985058,0.0,0.15031490443864282,0.06109864133107972,0.13143795699722005,0.06326246050114721,0.10489435847506516,0.13044680962862792,0.1222402810705115,0.16440603519848626,0.0,0.07189855235921956,0.0,0.0
7,2014-01-15,"[0.         0.         0.1502876  0.06111819 0.13145372 0.06331678
 0.10487437 0.13046114 0.12219248 0.16443489 0.         0.07186082
 0.        ]",0.9790181005069744,0.9850906148057949,0.0,0.1502875998742992,0.06111819483223493,0.1314537238241641,0.0633167771049983,0.10487437329108983,0.13046113840654422,0.12219247952770416,0.164434892322718,0.0,0.07186082081624717,0.0,0.0
8,2014-01-16,"[0.         0.         0.15026961 0.06109094 0.13143154 0.06330292
 0.10487843 0.13048009 0.12224794 0.16443085 0.         0.07186767
 0.        ]",0.9793422299607102,0.9873058237362434,0.0,0.15026961456700058,0.06109094362643214,0.13143154194044862,0.06330292241062814,0.10487842967877292,0.1304800869906969,0.1222479410475225,0.16443084789300233,0.0,0.07186767184549585,0.0,0.0
9,2014-01-17,"[0.         0.         0.15023537 0.06115039 0.13139547 0.06331704
 0.10492188 0.13043116 0.12225321 0.16442458 0.         0.0718709
 0.        ]",0.9847750017373161,0.9913073261619623,0.0,0.15023536932069897,0.061150393479645085,0.13139546979116432,0.06331704441086786,0.1049218783590989,0.13043116049082726,0.12225321227615821,0.16442457605877558,0.0,0.07187089581276383,0.0,0.0
10,2014-01-21,"[0.         0.         0.15022518 0.06117175 0.13134964 0.06327227
 0.10496575 0.13040086 0.12232542 0.16439662 0.         0.0718925
 0.        ]",0.9855930164020807,0.9927585101589355,0.0,0.15022518405150548,0.06117175414251644,0.1313496375365792,0.06327227434867104,0.1049657520955581,0.13040086158550887,0.12232542100685113,0.16439661631889377,0.0,0.0718924989139161,0.0,0.0
11,2014-01-22,"[0.         0.         0.15011605 0.06130948 0.1311761  0.06325129
 0.10510323 0.13029307 0.12249437 0.16434177 0.         0.07191466
 0.        ]",0.9800721220517229,0.9921792850308387,0.0,0.1501160454118283,0.061309476790150405,0.13117609506829614,0.0632512892244985,0.10510322658312227,0.13029307416551072,0.12249436634690442,0.1643417689541983,0.0,0.07191465745549104,0.0,0.0
12,2014-01-23,"[0.         0.         0.15008594 0.06134242 0.13107845 0.06317804
 0.10521303 0.13021639 0.12262696 0.16428282 0.         0.07197593
 0.        ]",0.9863683174725754,1.0012904292984144,0.0,0.15008594479670545,0.0613424238063244,0.13107845275367366,0.0631780430554098,0.1052130281844397,0.13021639309125418,0.12262695575302904,0.1642828243780017,0.0,0.07197593418116215,0.0,0.0
13,2014-01-24,"[0.         0.         0.15005604 0.06126896 0.13111988 0.06320477
 0.10519233 0.13028321 0.12258793 0.16430429 0.         0.07198259
 0.        ]",0.9909488496198036,1.0032275880012496,0.0,0.15005604310173293,0.06126896316061522,0.131119875183733,0.0632047683473867,0.10519233094389546,0.13028321070980256,0.12258792839889678,0.1643042919708549,0.0,0.07198258818308251,0.0,0.0
14,2014-01-27,"[0.         0.         0.15003862 0.06130406 0.13108291 0.06317064
 0.10523951 0.13024891 0.12263288 0.16428071 0.         0.07200175
 0.        ]",0.9821662084682442,1.0074519817578536,0.0,0.1500386223358566,0.061304057014097635,0.13108291185929982,0.06317064463203655,0.10523950760669054,0.1302489136494059,0.12263288105920984,0.1642807110918448,0.0,0.07200175075155836,0.0,0.0
15,2014-01-28,"[0.         0.         0.1501656  0.06109583 0.1314044  0.06335729
 0.10488716 0.13052756 0.12225789 0.16445153 0.         0.07185274
 0.        ]",0.9717811761647206,0.9885380543674355,0.0,0.15016559968824109,0.06109583276483864,0.13140439972629253,0.06335729158419975,0.1048871634798894,0.13052755683968958,0.12225788646989867,0.1644515329246004,0.0,0.0718527365223501,0.0,0.0
16,2014-01-29,"[0.         0.         0.15026094 0.06107844 0.13143676 0.06324956
 0.10494129 0.13044326 0.12223875 0.16441551 0.         0.07193548
 0.        ]",0.9504249578996017,0.9813866991793306,0.0,0.15026093875959842,0.06107843562847309,0.13143676447813107,0.06324956338867162,0.10494129066373077,0.1304432630131919,0.12223874949166649,0.16441551368978632,0.0,0.07193548088675031,0.0,0.0
17,2014-01-30,"[0.         0.         0.15025721 0.06111208 0.13130209 0.06310375
 0.10513388 0.13028245 0.12243504 0.16431054 0.         0.07206297
 0.        ]",0.9565321739802893,0.9921833532387736,0.0,0.150257205129524,0.06111208491333446,0.13130208916272829,0.06310374761549706,0.1051338812451211,0.1302824455073203,0.12243503526049045,0.16431054386104285,0.0,0.07206296730494154,0.0,0.0
18,2014-01-31,"[0.         0.         0.15031682 0.06100491 0.13152132 0.06326761
 0.10490379 0.13047817 0.12214627 0.16442635 0.         0.07193477
 0.        ]",0.9696798065651125,0.9905991484451235,0.0,0.15031681702054184,0.061004908861115086,0.131521319166166,0.06326760938019009,0.10490378756203389,0.13047816739142154,0.12214626722019845,0.16442634861530184,0.0,0.07193477478303131,0.0,0.0
19,2014-02-03,"[0.         0.         0.15038035 0.06089506 0.13159486 0.06323376
 0.10481349 0.13057811 0.12213026 0.16444453 0.         0.07192958
 0.        ]",0.9569108108365355,0.9795118660430897,0.0,0.15038034998469715,0.06089506020698007,0.13159486053082578,0.06323376093244722,0.10481348738350499,0.13057811121859672,0.12213025645306898,0.1644445328835225,0.0,0.07192958040635655,0.0,0.0
20,2014-02-04,"[0.         0.         0.15059487 0.06066183 0.13199951 0.06335906
 0.10450029 0.13078948 0.12167018 0.1645982  0.         0.07182658
 0.        ]",0.977005283120231,0.9937258470783337,0.0,0.15059486971909358,0.060661831237721515,0.13199950699490245,0.0633590649994312,0.10450028823833263,0.13078948140209462,0.12167018070249178,0.1645981972143258,0.0,0.07182657949160644,0.0,0.0
21,2014-02-05,"[0.         0.         0.15073005 0.06053336 0.13224583 0.06343917
 0.10428496 0.13092909 0.12138869 0.16470464 0.         0.07174421
 0.        ]",0.9534462112637275,0.9746076210253015,0.0,0.15073005136259063,0.06053335892675673,0.1322458260752439,0.06343916987710281,0.1042849579007545,0.13092909421039808,0.12138869350474739,0.1647046431360268,0.0,0.07174420500637893,0.0,0.0
22,2014-02-06,"[0.         0.         0.15075057 0.06052121 0.13235814 0.06349956
 0.10427157 0.13091312 0.12119617 0.16475337 0.         0.07173631
 0.        ]",0.9588824130307771,0.9768332507392875,0.0,0.15075056663976022,0.06052121090665501,0.1323581350427045,0.06349955679139671,0.10427157419715163,0.13091311784604015,0.12119616793229467,0.16475336526117212,0.0,0.0717363053828249,0.0,0.0
23,2014-02-07,"[0.         0.         0.15073699 0.06059449 0.13237376 0.06354692
 0.10429212 0.13085265 0.12110851 0.16477491 0.         0.07171965
 0.        ]",0.9652178477630945,0.9802651010409636,0.0,0.15073698812214464,0.06059448799433261,0.1323737628487431,0.06354692200654861,0.10429211722303329,0.1308526468946474,0.12110851310160274,0.1647749118393,0.0,0.07171964996964764,0.0,0.0
24,2014-02-10,"[0.         0.         0.15080849 0.0603783  0.13241218 0.06344868
 0.10413118 0.13108066 0.12125301 0.16477353 0.         0.07171396
 0.        ]",0.9803504341761851,0.9866277113140003,0.0,0.1508084934197845,0.06037829618634364,0.13241218325003515,0.06344868027984897,0.10413118482656629,0.13108065888019488,0.12125301477432618,0.16477352746327106,0.0,0.07171396091962928,0.0,0.0
25,2014-02-11,"[0.         0.         0.15089151 0.06038319 0.13235558 0.06329364
 0.10414268 0.13104727 0.12141258 0.16470894 0.         0.0717646
 0.        ]",1.001346985542557,1.005525486268335,0.0,0.15089150746878077,0.06038318769263099,0.1323555799368144,0.06329364459315076,0.10414268020342558,0.13104727336896446,0.12141258389308973,0.16470894329258093,0.0,0.07176459955056234,0.0,0.0
26,2014-02-12,"[0.         0.         0.15091862 0.06031459 0.13235892 0.06326328
 0.10408077 0.13112526 0.1214758  0.16470538 0.         0.07175737
 0.        ]",1.0005754731978376,1.0030516159826883,0.0,0.15091862045865403,0.06031458604082283,0.13235892458756893,0.06326327696945407,0.1040807703913216,0.13112526223153045,0.1214758041995857,0.16470538021235906,0.0,0.0717573749087034,0.0,0.0
27,2014-02-13,"[0.         0.         0.1508726  0.06039233 0.13226137 0.06322482
 0.10418479 0.13103457 0.12157125 0.16465899 0.         0.07179927
 0.        ]",1.0047145170537468,1.0100542540433333,0.0,0.1508726046579207,0.06039232942476067,0.13226137107644745,0.06322481780514384,0.10418478521109749,0.13103457178122058,0.12157125400648064,0.1646589916969152,0.0,0.07179927434001356,0.0,0.0
28,2014-02-14,"[0.         0.         0.15068233 0.06003587 0.13265069 0.0643781
 0.10326493 0.13165843 0.12062485 0.16526393 0.         0.07144087
 0.        ]",0.9996640529004205,1.004142800606222,0.0,0.1506823334730467,0.06003586736219643,0.13265069352952047,0.06437809800139253,0.10326492650540126,0.1316584349408724,0.12062484582807344,0.1652639337776378,0.0,0.07144086658185914,0.0,0.0
29,2014-02-18,"[0.         0.         0.15068997 0.05992929 0.13270649 0.06437875
 0.10315207 0.13177899 0.12059207 0.16533546 0.         0.07143692
 0.        ]",1.019622268198626,1.017743312650521,0.0,0.15068996925148498,0.05992928680093494,0.132706487302014,0.06437875018159611,0.10315206554534634,0.13177898827909817,0.1205920740250159,0.1653354601555024,0.0,0.07143691845900707,0.0,0.0
30,2014-02-19,"[0.         0.         0.14663262 0.06332178 0.13277052 0.07012396
 0.10158647 0.12853375 0.11700488 0.16878815 0.         0.07123787
 0.        ]",1.0226111345266917,1.0198290493301927,0.0,0.14663262464420046,0.06332178309894616,0.13277051512358948,0.07012395708586364,0.10158647177059033,0.12853374645262897,0.11700487840140911,0.1687881519081213,0.0,0.07123787151465061,0.0,0.0
