,Date,Weights,Profit,Base Profit,JACK,EAT,MCD,PZZA,HUBB,MRCY,IIN,AVX,PMD,AMS,LH,DGX,cash
51,2014-03-20,"[0.         0.24727321 0.         0.32628199 0.         0.
 0.14846152 0.         0.         0.         0.         0.27798329
 0.        ]",1.1245616599579589,1.118730347289671,0.2472732076252655,0.0,0.32628198904154654,0.0,0.0,0.14846151831851834,0.0,0.0,0.0,0.0,0.27798328501466973,0.0,0.0
52,2014-03-21,"[0.         0.24736733 0.         0.32622636 0.         0.
 0.14843633 0.         0.         0.         0.         0.27796998
 0.        ]",1.1097533661320362,1.1103720821015166,0.24736733012791567,0.0,0.32622635747904294,0.0,0.0,0.14843633176700086,0.0,0.0,0.0,0.0,0.27796998062604056,0.0,0.0
53,2014-03-24,"[0.         0.24752211 0.         0.32614894 0.         0.
 0.14838967 0.         0.         0.         0.         0.27793929
 0.        ]",1.1192309330249806,1.122636241994011,0.24752210909139002,0.0,0.32614893529058997,0.0,0.0,0.14838966640575388,0.0,0.0,0.0,0.0,0.2779392892122661,0.0,0.0
54,2014-03-25,"[0.         0.24828205 0.         0.32585678 0.         0.
 0.14852464 0.         0.         0.         0.         0.27733653
 0.        ]",1.1088678711779862,1.113468166340261,0.24828205347889615,0.0,0.3258567848717414,0.0,0.0,0.1485246357974347,0.0,0.0,0.0,0.0,0.2773365258519278,0.0,0.0
55,2014-03-26,"[0.         0.24929565 0.         0.32538818 0.         0.
 0.14860443 0.         0.         0.         0.         0.27671174
 0.        ]",1.102776494377395,1.111902395940622,0.24929565465858497,0.0,0.32538817637484707,0.0,0.0,0.1486044306984075,0.0,0.0,0.0,0.0,0.27671173826816037,0.0,0.0
56,2014-03-27,"[0.         0.24881129 0.         0.32556099 0.         0.
 0.14854722 0.         0.         0.         0.         0.2770805
 0.        ]",1.1082478432352179,1.1168553842887665,0.2488112885565723,0.0,0.3255609867077593,0.0,0.0,0.14854722128423986,0.0,0.0,0.0,0.0,0.2770805034514285,0.0,0.0
57,2014-03-28,"[0.         0.25005076 0.         0.32501356 0.         0.
 0.1486054  0.         0.         0.         0.         0.27633028
 0.        ]",1.0963731170681836,1.0942024340119414,0.2500507646280514,0.0,0.32501355528042314,0.0,0.0,0.14860539965026803,0.0,0.0,0.0,0.0,0.2763302804412574,0.0,0.0
58,2014-03-31,"[0.         0.25082549 0.         0.32476534 0.         0.
 0.14882513 0.         0.         0.         0.         0.27558404
 0.        ]",1.0945066768448648,1.0953409844360902,0.25082548510713165,0.0,0.3247653428223574,0.0,0.0,0.1488251339526473,0.0,0.0,0.0,0.0,0.2755840381178635,0.0,0.0
59,2014-04-01,"[0.         0.25170832 0.         0.32435707 0.         0.
 0.14819975 0.         0.         0.         0.         0.27573486
 0.        ]",1.1032855224012097,1.1033530896070578,0.25170831786695885,0.0,0.3243570741657532,0.0,0.0,0.14819974988477694,0.0,0.0,0.0,0.0,0.27573485808251097,0.0,0.0
60,2014-04-02,"[0.         0.25111632 0.         0.32423524 0.         0.
 0.14782898 0.         0.         0.         0.         0.27681946
 0.        ]",1.120965932887925,1.1091465527224298,0.2511163239579964,0.0,0.3242352405450597,0.0,0.0,0.14782897840877637,0.0,0.0,0.0,0.0,0.2768194570881676,0.0,0.0
61,2014-04-03,"[0.         0.24988443 0.         0.32478782 0.         0.
 0.14755924 0.         0.         0.         0.         0.27776851
 0.        ]",1.140553892255957,1.1164530463362101,0.2498844255991117,0.0,0.3247878168555896,0.0,0.0,0.14755924271744683,0.0,0.0,0.0,0.0,0.27776851482785175,0.0,0.0
62,2014-04-04,"[0.         0.24932882 0.         0.32493092 0.         0.
 0.14742485 0.         0.         0.         0.         0.27831541
 0.        ]",1.1388946938099345,1.1250956625626534,0.2493288237147847,0.0,0.32493091866100915,0.0,0.0,0.14742485102128997,0.0,0.0,0.0,0.0,0.27831540660291626,0.0,0.0
63,2014-04-07,"[0.         0.24959193 0.         0.32478867 0.         0.
 0.14747709 0.         0.         0.         0.         0.27814231
 0.        ]",1.1485142805986583,1.122366126593366,0.24959193461329346,0.0,0.3247886686725213,0.0,0.0,0.14747709036644968,0.0,0.0,0.0,0.0,0.27814230634773557,0.0,0.0
64,2014-04-08,"[0.         0.25171382 0.         0.32395915 0.         0.
 0.14793954 0.         0.         0.         0.         0.27638748
 0.        ]",1.1309577985258268,1.103348277005859,0.2517138203168196,0.0,0.3239591541238361,0.0,0.0,0.14793954146500318,0.0,0.0,0.0,0.0,0.2763874840943411,0.0,0.0
65,2014-04-09,"[0.         0.25280914 0.         0.32339554 0.         0.
 0.14812337 0.         0.         0.         0.         0.27567195
 0.        ]",1.1111174678195472,1.0856061108669162,0.25280914088711953,0.0,0.32339553980709895,0.0,0.0,0.14812336891351385,0.0,0.0,0.0,0.0,0.27567195039226755,0.0,0.0
66,2014-04-10,"[0.         0.25340503 0.         0.32308929 0.         0.
 0.14823679 0.         0.         0.         0.         0.2752689
 0.        ]",1.125176244267475,1.0971824474624678,0.25340502649324304,0.0,0.32308928555016025,0.0,0.0,0.14823678684964467,0.0,0.0,0.0,0.0,0.27526890110695207,0.0,0.0
