,Date,Weights,Profit,Base Profit,STKL,PYX,ANDE,UVV,PKI,WAT,BIO,COHR,NBIX,TECH,TTNP,BCRX,cash
248,2014-12-30,"[0.         0.         0.         0.07925579 0.17445934 0.
 0.08205404 0.22182359 0.         0.1354949  0.12535346 0.08311332
 0.09844556]",1.1528703696938825,1.0839272492770922,0.0,0.0,0.07925579039446788,0.17445933785588738,0.0,0.08205404159696708,0.22182359036908664,0.0,0.13549490289168886,0.12535346006613657,0.08311331752300216,0.0984455593027634,0.0
249,2014-12-31,"[0.         0.         0.         0.07945669 0.17455307 0.
 0.08209925 0.22205003 0.         0.1355726  0.12483863 0.08298471
 0.09844502]",1.155319680381163,1.0825616891373764,0.0,0.0,0.07945669473053572,0.174553074460271,0.0,0.08209924524314051,0.22205002729643974,0.0,0.13557259519407608,0.1248386315636281,0.08298471378905291,0.09844501772285588,0.0
250,2015-01-02,"[0.         0.         0.         0.0794612  0.17462458 0.
 0.08203581 0.22211266 0.         0.13564051 0.12470429 0.08302564
 0.09839531]",1.152305935891466,1.0810041213605524,0.0,0.0,0.07946120046351354,0.17462458142276466,0.0,0.0820358130688819,0.22211266311401442,0.0,0.1356405133822894,0.12470428645713647,0.08302563668434847,0.0983953054070511,0.0
251,2015-01-05,"[0.         0.         0.         0.08068082 0.17473447 0.
 0.08231698 0.22272294 0.         0.1349587  0.12415435 0.08275345
 0.09767829]",1.1555452280701695,1.0814991804001721,0.0,0.0,0.08068082019461242,0.17473446564807557,0.0,0.08231698398012458,0.2227229426230804,0.0,0.13495870049922334,0.12415435482612965,0.08275344580171962,0.09767828642703437,0.0
252,2015-01-06,"[0.         0.         0.         0.08035593 0.17511826 0.
 0.08244818 0.22295647 0.         0.13510161 0.12380764 0.08268371
 0.09752819]",1.135624043609466,1.0719809051276858,0.0,0.0,0.08035593294436197,0.17511826004981815,0.0,0.08244817905166946,0.2229564721843992,0.0,0.13510161092690448,0.12380764152453327,0.08268371014923204,0.09752819316908155,0.0
253,2015-01-07,"[0.         0.         0.         0.08000144 0.17492242 0.
 0.0821006  0.2223692  0.         0.13531683 0.12448587 0.08316139
 0.09764224]",1.1265362632406746,1.0549624772970294,0.0,0.0,0.08000144253872761,0.17492242409832803,0.0,0.08210060122455301,0.2223692033655153,0.0,0.1353168336225618,0.12448586545830277,0.08316139308892757,0.09764223660308384,0.0
254,2015-01-08,"[0.         0.         0.         0.08027743 0.17507432 0.
 0.08225223 0.22257877 0.         0.13520741 0.12413546 0.08302268
 0.0974517 ]",1.1148678294916938,1.0469064082368669,0.0,0.0,0.08027742571237288,0.17507431945513188,0.0,0.08225222637550199,0.22257877415921126,0.0,0.1352074106206397,0.12413546044370187,0.08302267975128409,0.09745170348215627,0.0
255,2015-01-09,"[0.         0.         0.         0.08039221 0.17508999 0.
 0.08254481 0.22267584 0.         0.13493269 0.12420804 0.08280346
 0.09735296]",1.1610481347387562,1.096718155484558,0.0,0.0,0.08039220628080802,0.17508998769781395,0.0,0.08254481482483839,0.22267584196806842,0.0,0.13493269086660922,0.12420804195329378,0.08280345561935801,0.09735296078921032,0.0
256,2015-01-12,"[0.         0.         0.         0.08075303 0.17533859 0.
 0.08308314 0.22339337 0.         0.13456234 0.12349023 0.08214669
 0.09723261]",1.1595735540565957,1.0961879104117926,0.0,0.0,0.08075303146572878,0.17533859210106045,0.0,0.08308313582642327,0.22339336846890975,0.0,0.13456233985818675,0.12349022988043912,0.08214669172622886,0.09723261067302301,0.0
257,2015-01-13,"[0.         0.         0.         0.08078814 0.17533992 0.
 0.08314278 0.22365053 0.         0.13455789 0.12312077 0.08199748
 0.09740249]",1.1711558760040985,1.1058392300473443,0.0,0.0,0.08078814199756541,0.17533992061573356,0.0,0.08314278164994934,0.22365053228731185,0.0,0.1345578906923212,0.12312076924430042,0.0819974766453716,0.09740248686744667,0.0
258,2015-01-14,"[0.         0.         0.         0.08080045 0.17537106 0.
 0.08314687 0.22371231 0.         0.13455127 0.12303653 0.08199917
 0.09738233]",1.1782244478266481,1.1103216950129438,0.0,0.0,0.08080045486878676,0.1753710647557401,0.0,0.08314687240138645,0.22371231398616848,0.0,0.13455126848416263,0.12303652502671365,0.08199916876337933,0.09738233171366256,0.0
259,2015-01-15,"[0.         0.         0.         0.08068879 0.17534373 0.
 0.08312134 0.22366736 0.         0.13461307 0.12305693 0.08202394
 0.09748485]",1.162375365708401,1.0963468570180825,0.0,0.0,0.08068878993509772,0.175343727186802,0.0,0.08312133861819106,0.22366736202834406,0.0,0.13461306686857857,0.12305692937400212,0.08202393699495886,0.09748484899402544,0.0
260,2015-01-16,"[0.         0.         0.         0.08079606 0.17545102 0.
 0.08316858 0.22384006 0.         0.13459832 0.12277799 0.08194798
 0.09741998]",1.1727094973270025,1.1075070847637076,0.0,0.0,0.08079606268712854,0.17545102425819728,0.0,0.08316858316035401,0.22384005605337148,0.0,0.13459831794211694,0.12277799112435267,0.08194798293690676,0.09741998183757233,0.0
261,2015-01-20,"[0.         0.         0.         0.08089399 0.17569336 0.
 0.08300486 0.22394569 0.         0.13470227 0.12250817 0.08212726
 0.0971244 ]",1.1484537602221785,1.0873308272044924,0.0,0.0,0.08089399476909014,0.1756933635188555,0.0,0.0830048570276719,0.22394568861345585,0.0,0.134702265568452,0.12250817445068357,0.08212726052704454,0.0971243955247467,0.0
