,Date,Weights,Profit,Base Profit,Volume,BCPC,OLN,FMC,GRA,KOPN,MXIM,INTC,XLNX,BCRX,TTNP,TECH,NBIX,cash
0,2014-01-06,"[0.         0.25572833 0.         0.16204578 0.23143084 0.14588511
 0.         0.         0.         0.2049099  0.         0.
 0.        ]",0.9949999704957008,0.9950000000000002,0.9999999701976776,0.2557283341884613,0.0,0.16204577684402466,0.23143084347248077,0.14588510990142822,0.0,0.0,0.0,0.20490990579128265,0.0,0.0,0.0,0.0
1,2014-01-07,"[0.         0.26173878 0.         0.160892   0.23256402 0.14703067
 0.         0.         0.         0.19777453 0.         0.
 0.        ]",1.017655073940182,1.0078121274493903,0.016495431552210157,0.26173877716064453,0.0,0.16089199483394623,0.2325640171766281,0.14703066647052765,0.0,0.0,0.0,0.19777452945709229,0.0,0.0,0.0,0.0
2,2014-01-08,"[0.         0.26199287 0.         0.16142346 0.23274007 0.14592929
 0.         0.         0.         0.1979143  0.         0.
 0.        ]",1.0103727213422793,1.0559819847893699,0.02132959279092339,0.261992871761322,0.0,0.161423459649086,0.23274007439613342,0.14592929184436798,0.0,0.0,0.0,0.19791430234909058,0.0,0.0,0.0,0.0
3,2014-01-09,"[0.         0.26231807 0.         0.1602945  0.22883004 0.15033159
 0.         0.         0.         0.19822583 0.         0.
 0.        ]",1.0061022593169835,1.068877193535362,0.02296083852887389,0.26231807470321655,0.0,0.16029450297355652,0.22883003950119019,0.15033158659934998,0.0,0.0,0.0,0.19822582602500916,0.0,0.0,0.0,0.0
4,2014-01-10,"[0.         0.26211178 0.         0.16013351 0.23070484 0.14890134
 0.         0.         0.         0.19814856 0.         0.
 0.        ]",1.0277332543705846,1.081136673210329,0.005234544563559691,0.2621117830276489,0.0,0.1601335108280182,0.23070484399795532,0.1489013433456421,0.0,0.0,0.0,0.19814856350421906,0.0,0.0,0.0,0.0
5,2014-01-13,"[0.         0.26199695 0.         0.16007659 0.23156719 0.1478906
 0.         0.         0.         0.1984687  0.         0.
 0.        ]",1.0334811776104933,1.0835306266647975,0.028884350582802375,0.26199695467948914,0.0,0.1600765883922577,0.23156718909740448,0.1478905975818634,0.0,0.0,0.0,0.19846870005130768,0.0,0.0,0.0,0.0
6,2014-01-14,"[0.         0.2619967  0.         0.15974373 0.23079287 0.14874616
 0.         0.         0.         0.19872059 0.         0.
 0.        ]",1.0327490767505063,1.0935343277637384,0.01650193923387964,0.26199668645858765,0.0,0.15974372625350952,0.23079286515712738,0.14874616265296936,0.0,0.0,0.0,0.19872058928012848,0.0,0.0,0.0,0.0
7,2014-01-15,"[0.         0.26223457 0.         0.15936123 0.2312237  0.14856248
 0.         0.         0.         0.19861805 0.         0.
 0.        ]",1.0364375909253143,1.0923632039097217,0.0072343296287834535,0.26223456859588623,0.0,0.15936122834682465,0.2312237024307251,0.1485624760389328,0.0,0.0,0.0,0.1986180543899536,0.0,0.0,0.0,0.0
8,2014-01-16,"[0.         0.26176012 0.         0.1585551  0.23218425 0.14867866
 0.         0.         0.         0.19882187 0.         0.
 0.        ]",1.0850821231238499,1.1314523617389673,0.018520527835328853,0.2617601156234741,0.0,0.15855510532855988,0.2321842461824417,0.14867866039276123,0.0,0.0,0.0,0.19882187247276306,0.0,0.0,0.0,0.0
9,2014-01-17,"[0.         0.2613013  0.         0.15904835 0.23078898 0.14960745
 0.         0.         0.         0.19925395 0.         0.
 0.        ]",1.0720066494346794,1.11912468278919,0.0348913910091608,0.26130130887031555,0.0,0.15904834866523743,0.2307889759540558,0.14960744976997375,0.0,0.0,0.0,0.19925394654273987,0.0,0.0,0.0,0.0
10,2014-01-21,"[0.         0.26172143 0.         0.15995504 0.22853145 0.15052229
 0.         0.         0.         0.1992698  0.         0.
 0.        ]",1.0682693720559358,1.1175175329110427,0.03250800654259423,0.2617214322090149,0.0,0.15995503962039948,0.22853145003318787,0.15052229166030884,0.0,0.0,0.0,0.19926980137825012,0.0,0.0,0.0,0.0
11,2014-01-22,"[0.         0.2620889  0.         0.16079916 0.22754571 0.15050389
 0.         0.         0.         0.19906239 0.         0.
 0.        ]",1.0807293918611407,1.1293447550290514,0.006842777667213826,0.2620888948440552,0.0,0.16079916059970856,0.22754570841789246,0.15050388872623444,0.0,0.0,0.0,0.19906239211559296,0.0,0.0,0.0,0.0
12,2014-01-23,"[0.         0.2625113  0.         0.16055591 0.22851434 0.15030344
 0.         0.         0.         0.19811496 0.         0.
 0.        ]",1.084524694121805,1.12864203018257,0.01987101466264684,0.26251131296157837,0.0,0.1605559140443802,0.22851434350013733,0.1503034383058548,0.0,0.0,0.0,0.19811496138572693,0.0,0.0,0.0,0.0
13,2014-01-24,"[0.         0.26267916 0.         0.16068842 0.228779   0.15023603
 0.         0.         0.         0.19761735 0.         0.
 0.        ]",1.0872492549696433,1.1373743266396878,0.010366231486469838,0.26267915964126587,0.0,0.16068841516971588,0.22877900302410126,0.15023602545261383,0.0,0.0,0.0,0.19761735200881958,0.0,0.0,0.0,0.0
14,2014-01-27,"[0.         0.26278725 0.         0.16057207 0.22779077 0.15100802
 0.         0.         0.         0.1978419  0.         0.
 0.        ]",1.0723689179030629,1.1342542165578533,0.02019620493658244,0.26278725266456604,0.0,0.16057206690311432,0.22779077291488647,0.1510080248117447,0.0,0.0,0.0,0.19784189760684967,0.0,0.0,0.0,0.0
15,2014-01-28,"[0.         0.2637835  0.         0.1617967  0.22620751 0.15087035
 0.         0.         0.         0.19734192 0.         0.
 0.        ]",1.0225044171956887,1.100045405578285,0.00892756679522877,0.2637835144996643,0.0,0.1617967039346695,0.22620750963687897,0.15087035298347473,0.0,0.0,0.0,0.1973419189453125,0.0,0.0,0.0,0.0
