,Date,Weights,Profit,Base Profit,OLN,BCPC,FMC,GRA,AVX,IIN,HUBB,MRCY,CTO,FRPH,TRC,CIGI,cash
0,2014-01-06,"[0.08110988 0.10053028 0.         0.1279138  0.         0.16541748
 0.13902684 0.11315975 0.         0.10238696 0.17045501 0.
 0.        ]",0.9999999999908111,0.9999999999917246,0.10053027780101281,0.0,0.12791380124154944,0.0,0.16541748327216937,0.13902683954515346,0.11315974793373085,0.0,0.10238695767728737,0.17045500787774318,0.0,0.0,0.08110988465135355
1,2014-01-07,"[0.         0.10551849 0.         0.13797423 0.         0.18515259
 0.15270589 0.12010598 0.         0.10747018 0.19107264 0.
 0.        ]",1.0096175160409584,1.009289470847494,0.10551848907283856,0.0,0.13797423082078875,0.0,0.18515258979950366,0.15270589128056797,0.12010598116188155,0.0,0.10747017755651653,0.19107264030790308,0.0,0.0,0.0
2,2014-01-08,"[0.         0.10482961 0.         0.13767535 0.         0.18629285
 0.15297632 0.11941117 0.         0.10654527 0.19226942 0.
 0.        ]",1.0061350662334823,1.0026968714507472,0.1048296079717694,0.0,0.13767535261747274,0.0,0.18629285182987068,0.15297632158067198,0.11941117474440968,0.0,0.10654527232030857,0.19226941893549684,0.0,0.0,0.0
3,2014-01-09,"[0.         0.10485497 0.         0.13770264 0.         0.18638127
 0.15293913 0.11933995 0.         0.1064283  0.19235376 0.
 0.        ]",1.0052129084832229,1.0027966802430395,0.1048549656638793,0.0,0.13770263635524402,0.0,0.18638126836086233,0.1529391278862278,0.11933994603800671,0.0,0.10642829512275592,0.19235376057302395,0.0,0.0,0.0
4,2014-01-10,"[0.         0.10487737 0.         0.13770835 0.         0.18640857
 0.15297106 0.11930762 0.         0.10639624 0.19233079 0.
 0.        ]",1.0032516383611565,1.0032820138458678,0.10487737461850004,0.0,0.13770834866224022,0.0,0.18640857220973184,0.15297105687665852,0.11930762219718205,0.0,0.10639623711405403,0.19233078832163333,0.0,0.0,0.0
5,2014-01-13,"[0.         0.10498472 0.         0.13778532 0.         0.18634763
 0.15295297 0.11933148 0.         0.10637567 0.1922222  0.
 0.        ]",1.002647120167765,1.003554195380364,0.10498472089059577,0.0,0.13778532283457942,0.0,0.18634763384954678,0.1529529691951328,0.11933148024542013,0.0,0.10637567343657424,0.19222219954815098,0.0,0.0,0.0
6,2014-01-14,"[0.         0.10512018 0.         0.13788129 0.         0.1862444
 0.1529588  0.11939771 0.         0.10631841 0.19207922 0.
 0.        ]",1.0056979171892504,1.0011462146451389,0.10512017532030157,0.0,0.13788128777386283,0.0,0.1862444008066512,0.15295880474065732,0.11939770595727878,0.0,0.10631840918090568,0.19207921622034269,0.0,0.0,0.0
7,2014-01-15,"[0.         0.10521987 0.         0.13795095 0.         0.18615738
 0.15302708 0.11944219 0.         0.10627774 0.1919248  0.
 0.        ]",0.9918209736740968,0.9944742304649583,0.10521986677901174,0.0,0.13795095377282013,0.0,0.18615737507083277,0.15302707578296698,0.11944219183141672,0.0,0.10627773910112429,0.19192479766182743,0.0,0.0,0.0
8,2014-01-16,"[0.         0.10522034 0.         0.13794781 0.         0.18617979
 0.15293918 0.11944602 0.         0.10627289 0.19199396 0.
 0.        ]",1.0097370626230915,1.0068519407591165,0.10522033649499053,0.0,0.13794780994558667,0.0,0.18617978781642475,0.15293918478052893,0.11944602350249153,0.0,0.1062728933320731,0.19199396412790448,0.0,0.0,0.0
9,2014-01-17,"[0.         0.10522302 0.         0.13794672 0.         0.18620231
 0.15286998 0.11942317 0.         0.10628859 0.1920462  0.
 0.        ]",1.0244029140128774,1.0166521480133708,0.10522302414616364,0.0,0.13794671564867114,0.0,0.18620231289455114,0.15286998433496873,0.11942317154876647,0.0,0.10628859012596363,0.19204620130091526,0.0,0.0,0.0
10,2014-01-21,"[0.         0.10519379 0.         0.13790744 0.         0.18625642
 0.15292827 0.11938539 0.         0.10626255 0.19206614 0.
 0.        ]",1.0201036211433745,1.0184191045675588,0.10519378578159569,0.0,0.1379074435604849,0.0,0.18625641802924015,0.15292826860155867,0.11938539052583022,0.0,0.1062625534690429,0.1920661400322475,0.0,0.0,0.0
11,2014-01-22,"[0.         0.1052642  0.         0.13795026 0.         0.18621102
 0.15299074 0.11940191 0.         0.10622641 0.19195546 0.
 0.        ]",1.0271110133598456,1.0226627055835256,0.10526419610434778,0.0,0.13795026001131688,0.0,0.18621102477884383,0.15299073692061593,0.11940191178051876,0.0,0.10622640729962568,0.1919554631047311,0.0,0.0,0.0
12,2014-01-23,"[0.         0.10527699 0.         0.13796166 0.         0.18619883
 0.15295335 0.11941728 0.         0.10622604 0.19196585 0.
 0.        ]",1.0310248220744003,1.0217655900405629,0.10527699351090744,0.0,0.13796166179822494,0.0,0.18619883499415327,0.1529533474435924,0.11941727777249375,0.0,0.10622603899648828,0.19196584548413984,0.0,0.0,0.0
13,2014-01-24,"[0.         0.10526118 0.         0.13794358 0.         0.18623634
 0.15292414 0.11939235 0.         0.106231   0.19201142 0.
 0.        ]",1.0300105452582267,1.0191098785251713,0.10526117543888672,0.0,0.13794357686630573,0.0,0.18623633760229488,0.15292414027763798,0.11939234731344477,0.0,0.10623100380351282,0.19201141869791716,0.0,0.0,0.0
14,2014-01-27,"[0.         0.10531369 0.         0.13797128 0.         0.18621027
 0.15297555 0.1194003  0.         0.10619883 0.19193007 0.
 0.        ]",1.014006819865069,1.0054313283820306,0.10531369468747485,0.0,0.13797128182525134,0.0,0.18621027363492024,0.1529755542002506,0.1194002993318539,0.0,0.10619882986214853,0.19193006645810054,0.0,0.0,0.0
15,2014-01-28,"[0.         0.10535794 0.         0.13799321 0.         0.18616585
 0.15319584 0.11938592 0.         0.10617044 0.1917308  0.
 0.        ]",1.0052172817997986,0.9952056220317048,0.10535794410621062,0.0,0.13799320761803058,0.0,0.18616584806319042,0.1531958381516442,0.11938592103844264,0.0,0.10617044290250281,0.19173079811997878,0.0,0.0,0.0
16,2014-01-29,"[0.         0.10537724 0.         0.1379957  0.         0.18615868
 0.15330725 0.11938135 0.         0.10613314 0.19164663 0.
 0.        ]",1.0032944183079306,0.9884957509925473,0.10537723780715565,0.0,0.1379957041239502,0.0,0.18615868363569224,0.153307246392188,0.11938135226251546,0.0,0.10613314387237918,0.1916466319061192,0.0,0.0,0.0
17,2014-01-30,"[0.         0.1053242  0.         0.13794151 0.         0.18622842
 0.15346719 0.11929562 0.         0.10615022 0.19159284 0.
 0.        ]",0.9892851392777519,0.987691175066041,0.10532419684733797,0.0,0.13794151375333427,0.0,0.18622841543103966,0.15346719229934555,0.11929561647941475,0.0,0.10615022363136661,0.19159284155816123,0.0,0.0,0.0
18,2014-01-31,"[0.         0.10541329 0.         0.13801997 0.         0.18608881
 0.15352341 0.11937845 0.         0.10614732 0.19142875 0.
 0.        ]",0.982815630181331,0.9824299729509095,0.10541328967939685,0.0,0.13801996873566288,0.0,0.18608881202026542,0.15352341338485095,0.11937844553531925,0.0,0.1061473172424153,0.1914287534020893,0.0,0.0,0.0
19,2014-02-03,"[0.         0.10541133 0.         0.13801903 0.         0.18612136
 0.15345321 0.11936615 0.         0.1061418  0.19148711 0.
 0.        ]",0.9790003836667499,0.9754042999497008,0.10541132929278522,0.0,0.13801903102807633,0.0,0.1861213647660831,0.15345320683515465,0.11936615341336841,0.0,0.10614180350250575,0.1914871111620266,0.0,0.0,0.0
20,2014-02-04,"[0.         0.10551494 0.         0.13810625 0.         0.18599797
 0.15338336 0.1194644  0.         0.10612267 0.19141041 0.
 0.        ]",0.9822227080630733,0.9789483541243864,0.10551494341470792,0.0,0.13810625395236564,0.0,0.1859979673116433,0.15338336243635511,0.11946439721103135,0.0,0.10612267032939535,0.19141040534450135,0.0,0.0,0.0
21,2014-02-05,"[0.         0.10554296 0.         0.13812445 0.         0.185937
 0.15357637 0.11946184 0.         0.10611885 0.19123852 0.
 0.        ]",0.9724241006865858,0.9670774617209,0.1055429574118634,0.0,0.1381244533482743,0.0,0.18593700355434575,0.15357637454673254,0.11946183826470692,0.0,0.10611885217376014,0.19123852070031702,0.0,0.0,0.0
22,2014-02-06,"[0.         0.10550214 0.         0.13809266 0.         0.18599
 0.15354768 0.11943612 0.         0.10611588 0.19131552 0.
 0.        ]",0.9828830888823612,0.9731895205911794,0.10550214338616806,0.0,0.13809265548732522,0.0,0.18598999872450778,0.1535476809138877,0.1194361181364419,0.0,0.10611587844155038,0.1913155249101191,0.0,0.0,0.0
