,Date,Weights,Profit,Base Profit,Volume,IVAC,TRT,ASYS,VECO,TFX,ATRI,MMM,CRY,KOPN,XLNX,INTC,MXIM,cash
0,2014-01-06,"[0.18263015 0.11241897 0.         0.15108433 0.         0.
 0.13807587 0.         0.         0.13722843 0.12389335 0.1546689
 0.        ]",0.9959131581404295,0.9950000000000002,0.817369855940342,0.11241897195577621,0.0,0.15108433365821838,0.0,0.0,0.13807587325572968,0.0,0.0,0.13722842931747437,0.12389335036277771,0.1546688973903656,0.0,0.18263015151023865
1,2014-01-07,"[0.18048243 0.11444903 0.         0.15022895 0.         0.
 0.13930054 0.         0.         0.13700017 0.12393828 0.15460062
 0.        ]",1.0070932784410092,1.0021314727063813,0.004433379511629117,0.11444903165102005,0.0,0.15022894740104675,0.0,0.0,0.13930054008960724,0.0,0.0,0.137000173330307,0.12393827736377716,0.1546006202697754,0.0,0.1804824322462082
2,2014-01-08,"[0.17948438 0.11468422 0.         0.14801571 0.         0.
 0.14064725 0.         0.         0.1373982  0.12540226 0.15436801
 0.        ]",1.0001200766871525,0.9934829845125909,0.02054222590498415,0.11468421667814255,0.0,0.14801570773124695,0.0,0.0,0.14064724743366241,0.0,0.0,0.13739819824695587,0.12540225684642792,0.15436801314353943,0.0,0.17948438227176666
3,2014-01-09,"[0.18108012 0.11356361 0.         0.14832316 0.         0.
 0.1400945  0.         0.         0.13686424 0.12463832 0.15543601
 0.        ]",1.0103634182889274,1.004511305238171,0.013440827082297022,0.11356361210346222,0.0,0.1483231633901596,0.0,0.0,0.14009450376033783,0.0,0.0,0.13686424493789673,0.12463831901550293,0.15543600916862488,0.0,0.18108011782169342
4,2014-01-10,"[0.20504574 0.         0.         0.16662154 0.         0.
 0.1561196  0.         0.         0.15366822 0.14093299 0.17761192
 0.        ]",1.0264125685485141,1.0186583415614632,0.21380885624500529,0.0,0.0,0.16662153601646423,0.0,0.0,0.15611959993839264,0.0,0.0,0.15366822481155396,0.14093299210071564,0.17761191725730896,0.0,0.20504574477672577
5,2014-01-13,"[0.20522203 0.         0.         0.16703945 0.         0.
 0.1553551  0.         0.         0.15375684 0.14068066 0.17794593
 0.        ]",1.0350496737046793,1.0237061652344175,0.021155834333886615,0.0,0.0,0.16703945398330688,0.0,0.0,0.15535509586334229,0.0,0.0,0.15375684201717377,0.14068065583705902,0.17794592678546906,0.0,0.205222025513649
6,2014-01-14,"[0.2037095  0.         0.         0.1648592  0.         0.
 0.15736695 0.         0.         0.15458691 0.1420564  0.17742102
 0.        ]",1.033218967540778,1.0230332628145957,0.024547019411943597,0.0,0.0,0.16485920548439026,0.0,0.0,0.15736694633960724,0.0,0.0,0.15458691120147705,0.142056405544281,0.17742101848125458,0.0,0.20370949804782867
7,2014-01-15,"[0.20244293 0.         0.         0.16338284 0.         0.
 0.15802824 0.         0.         0.15510757 0.1434691  0.17756931
 0.        ]",1.0303494434715657,1.01474615320981,0.004570120157455825,0.0,0.0,0.16338284313678741,0.0,0.0,0.158028244972229,0.0,0.0,0.15510757267475128,0.14346909523010254,0.17756931483745575,0.0,0.202442929148674
8,2014-01-16,"[0.17829181 0.11324211 0.         0.14579287 0.         0.
 0.14047222 0.         0.         0.13812032 0.12716648 0.15691413
 0.        ]",1.0458543586473397,1.0344542706054778,0.20789756962355788,0.11324211210012436,0.0,0.1457928717136383,0.0,0.0,0.14047221839427948,0.0,0.0,0.13812032341957092,0.1271664798259735,0.1569141298532486,0.0,0.17829181253910065
9,2014-01-17,"[0.17788734 0.11331926 0.         0.14701417 0.         0.
 0.13974428 0.         0.         0.13816443 0.12737694 0.15649356
 0.        ]",1.059952674556091,1.0438782496459889,0.011820566031160286,0.1133192628622055,0.0,0.14701417088508606,0.0,0.0,0.13974428176879883,0.0,0.0,0.1381644308567047,0.12737694382667542,0.15649355947971344,0.0,0.17788733541965485
10,2014-01-21,"[0.17774695 0.11325634 0.         0.14660595 0.         0.
 0.13971218 0.         0.         0.13826954 0.12799521 0.15641378
 0.        ]",1.05415926006775,1.0413005996674511,0.016641234843760417,0.11325634270906448,0.0,0.1466059535741806,0.0,0.0,0.13971218466758728,0.0,0.0,0.1382695436477661,0.12799520790576935,0.15641377866268158,0.0,0.1777469515800476
11,2014-01-22,"[0.17571925 0.11593388 0.         0.14575352 0.         0.
 0.1406012  0.         0.         0.1388663  0.12894233 0.15418352
 0.        ]",1.054584526375401,1.0477636848552532,0.014945464251943416,0.11593388020992279,0.0,0.14575351774692535,0.0,0.0,0.14060120284557343,0.0,0.0,0.13886630535125732,0.1289423257112503,0.1541835218667984,0.0,0.1757192462682724
12,2014-01-23,"[0.17440291 0.11702386 0.         0.14535913 0.         0.
 0.1409512  0.         0.         0.1393478  0.12963606 0.15327904
 0.        ]",1.0447890543167124,1.041056566054263,0.017747465880023953,0.11702385544776917,0.0,0.1453591287136078,0.0,0.0,0.14095120131969452,0.0,0.0,0.13934780657291412,0.12963606417179108,0.15327903628349304,0.0,0.17440290749073029
13,2014-01-24,"[0.17362419 0.11777183 0.         0.14512847 0.         0.
 0.14159428 0.         0.         0.1395833  0.12966578 0.15263218
 0.        ]",1.0476582726664954,1.0497674990282644,0.007767881453668904,0.11777182668447495,0.0,0.14512847363948822,0.0,0.0,0.1415942758321762,0.0,0.0,0.1395833045244217,0.1296657770872116,0.15263217687606812,0.0,0.173624187707901
