,Date,Weights,Profit,Base Profit,Volume,CVR,PFIN,SPXC,LECO,AMS,DGX,PMD,LH,CTO,FRPH,TRC,CIGI,cash
0,2014-01-06,"[0.07288716 0.07804054 0.07786077 0.07782459 0.08094612 0.07514077
 0.07619255 0.07850776 0.07325954 0.07160508 0.07850491 0.07880861
 0.08042163]",0.9998146072228127,0.9998000000000002,0.9271128699183464,0.07804054021835327,0.0778607651591301,0.07782458513975143,0.08094611763954163,0.07514077425003052,0.07619255036115646,0.07850775867700577,0.07325953990221024,0.07160507887601852,0.07850491255521774,0.07880861312150955,0.08042163401842117,0.07288715988397598
1,2014-01-07,"[0.         0.0840895  0.08251296 0.08404095 0.0868881  0.08109608
 0.08201876 0.08526541 0.08096543 0.07785578 0.08341378 0.08511864
 0.0867346 ]",1.015164928730523,1.0150727498511112,0.07287364495917993,0.084089495241642,0.08251295983791351,0.08404095470905304,0.08688810467720032,0.08109607547521591,0.08201876282691956,0.08526541292667389,0.08096542954444885,0.07785578072071075,0.08341377973556519,0.08511864393949509,0.0867346003651619,0.0
2,2014-01-08,"[0.         0.08409707 0.08246539 0.0840382  0.08686186 0.08109654
 0.08196954 0.08533549 0.08099708 0.07786547 0.08337808 0.08515383
 0.08674149]",1.0114670095455904,1.011617388307421,0.00939530432389644,0.08409706503152847,0.08246538788080215,0.08403819799423218,0.08686185628175735,0.08109653741121292,0.08196954429149628,0.08533548563718796,0.08099707961082458,0.07786547392606735,0.08337808400392532,0.08515383303165436,0.08674149215221405,0.0
3,2014-01-09,"[0.         0.08410112 0.08240192 0.08398096 0.08687256 0.08107475
 0.08200292 0.08543601 0.08099749 0.07780707 0.08339421 0.08521665
 0.08671436]",1.0215110618534173,1.021490722141216,0.01434019914024616,0.0841011181473732,0.08240191638469696,0.08398096263408661,0.08687255531549454,0.08107475191354752,0.0820029154419899,0.08543600887060165,0.08099748939275742,0.07780706882476807,0.08339420706033707,0.08521664887666702,0.08671435713768005,0.0
4,2014-01-10,"[0.         0.08408807 0.08242935 0.08399455 0.08686078 0.08112771
 0.08200087 0.08537915 0.08100435 0.07781877 0.08337416 0.08518638
 0.08673584]",1.0201049444388504,1.019919999931757,0.010771654935661647,0.08408807218074799,0.08242934942245483,0.0839945450425148,0.0868607759475708,0.08112771064043045,0.08200087398290634,0.08537915349006653,0.08100435137748718,0.07781876623630524,0.08337416499853134,0.08518638461828232,0.08673584461212158,0.0
5,2014-01-13,"[0.         0.08406956 0.08238456 0.08395545 0.08682031 0.08113793
 0.08205234 0.08541787 0.08107043 0.07781684 0.0833768  0.08520191
 0.08669601]",1.0178051162659991,1.0177139471427665,0.011080874750117016,0.08406956493854523,0.08238456398248672,0.08395545184612274,0.08682031184434891,0.08113792538642883,0.08205234259366989,0.08541786670684814,0.0810704305768013,0.07781684398651123,0.08337680250406265,0.08520191162824631,0.08669600635766983,0.0
6,2014-01-14,"[0.         0.08408562 0.08232167 0.08393005 0.08686318 0.08111017
 0.0820427  0.08547391 0.08109396 0.07783309 0.08334165 0.08520302
 0.08670094]",1.0123978580676962,1.012112877538552,0.010094068283308302,0.0840856209397316,0.08232167363166809,0.08393004536628723,0.08686317503452301,0.08111017197370529,0.08204270154237747,0.0854739099740982,0.08109395951032639,0.07783308625221252,0.08334165066480637,0.08520302176475525,0.086700938642025,0.0
7,2014-01-15,"[0.         0.08411229 0.08232988 0.08397449 0.08690773 0.08112121
 0.08201342 0.08542707 0.08105401 0.07783632 0.08330818 0.08514857
 0.08676685]",1.00537064341537,1.005229681809738,0.013926109887687872,0.08411229401826859,0.0823298841714859,0.08397448807954788,0.08690772950649261,0.08112120628356934,0.08201342076063156,0.08542706817388535,0.08105400949716568,0.07783631980419159,0.08330818265676498,0.08514857292175293,0.08676685392856598,0.0
8,2014-01-16,"[0.         0.08413566 0.08226628 0.08395673 0.08696013 0.0811196
 0.08199601 0.08544728 0.08107384 0.07781808 0.08326982 0.08515554
 0.08680102]",1.0296156629972457,1.0288457396003476,0.022297117302356922,0.08413565903902054,0.08226627856492996,0.08395672589540482,0.08696012943983078,0.081119604408741,0.08199600875377655,0.0854472815990448,0.08107384294271469,0.07781808078289032,0.08326981961727142,0.08515553921461105,0.08680102229118347,0.0
9,2014-01-17,"[0.         0.08406283 0.08222915 0.08391262 0.08692653 0.08106272
 0.08206486 0.08554987 0.08112554 0.07783434 0.08328119 0.08521076
 0.08673957]",1.032565154362555,1.0305176304808386,0.02968829164259991,0.08406282961368561,0.08222915232181549,0.08391261845827103,0.08692653477191925,0.08106271922588348,0.08206485956907272,0.08554986864328384,0.08112554252147675,0.07783433794975281,0.08328118920326233,0.08521076291799545,0.08673956990242004,0.0
10,2014-01-21,"[0.         0.08410101 0.08221828 0.0839137  0.08693295 0.08116272
 0.08206067 0.08542601 0.08118083 0.0778615  0.08322486 0.08514851
 0.08676893]",1.0340141517120147,1.0320840504929247,0.017220639787067907,0.08410100638866425,0.08221828192472458,0.08391369879245758,0.0869329497218132,0.0811627209186554,0.08206067234277725,0.08542601019144058,0.08118083328008652,0.0778614953160286,0.08322486281394958,0.08514851331710815,0.08676892518997192,0.0
