,Date,Weights,Profit,Base Profit,Volume,SPAR,OSK,PCAR,F,BIO,COHR,WAT,PKI,MTH,NVR,PHM,BZH,cash
0,2014-01-06,"[0.07692308 0.07692308 0.07692308 0.07692308 0.07692308 0.07692308
 0.07692308 0.07692308 0.07692308 0.07692308 0.07692308 0.07692308
 0.07692308]",0.9953846153846151,0.995,0.9230769230769228,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694,0.07692307692307694
1,2014-01-07,"[0.0766365  0.07675088 0.07753573 0.07802251 0.07762408 0.07629731
 0.07813439 0.07604895 0.07786596 0.07642551 0.07654609 0.07671267
 0.07539942]",0.9991068266646138,0.9990308374406764,3.3152967550729667e-16,0.07675087984429001,0.07753572855236711,0.07802251399873521,0.07762408073732083,0.07629731346776628,0.07813438679435389,0.07604895257962291,0.07786595956173623,0.07642550969744268,0.07654608823394915,0.07671266881168949,0.07539942070779876,0.07663649701292742
2,2014-01-08,"[0.07709761 0.07721251 0.0756793  0.07642574 0.07714666 0.07735784
 0.07725484 0.07762272 0.0769685  0.07695026 0.0777798  0.07682965
 0.07567457]",0.996800933676506,0.9965800298619518,0.008840087359235768,0.07721251119147843,0.07567930225646702,0.07642574215592131,0.07714665590345482,0.07735783811432984,0.07725484042731463,0.07762272338312841,0.0769685026297462,0.07695026005943707,0.07777979659057133,0.07682964955651428,0.07567456611038353,0.07709761162125302
3,2014-01-09,"[0.07723604 0.07723604 0.07846326 0.07719686 0.07659773 0.07805986
 0.07788579 0.07836682 0.07806892 0.07588852 0.07633031 0.07508098
 0.07358887]",0.992732099172264,0.9923587408506458,0.005972393128357048,0.07723604171542722,0.07846325775335737,0.07719686482817052,0.07659772732108484,0.07805986095081972,0.07788579177676969,0.07836681743885682,0.07806892498338655,0.0758885192854985,0.07633030633382697,0.07508097527991955,0.07358887061745505,0.07723604171542722
4,2014-01-10,"[0.07623503 0.07680226 0.0770758  0.07619635 0.07735901 0.07705197
 0.07584524 0.07647021 0.07762671 0.07783633 0.07668809 0.07764173
 0.07717126]",1.001621964201341,1.0019725069010792,0.01384365583665466,0.07680225759709805,0.07707580250467412,0.07619634904583182,0.07735901069727925,0.07705196919260965,0.07584524309394663,0.07647021268727412,0.07762671239043753,0.07783633482029302,0.07668808841824892,0.07764173116482567,0.07717125573570884,0.07623503265177235
5,2014-01-13,"[0.07669458 0.07703443 0.07757683 0.07673351 0.07756666 0.07944819
 0.07611371 0.07655762 0.07744455 0.07555595 0.07662458 0.0761542
 0.0764952 ]",1.0045764503918222,1.0053281340306799,0.005924104943710732,0.07703443377197892,0.07757682526628083,0.07673351252330636,0.0775666558038267,0.07944818907879325,0.07611370845012591,0.07655762138004507,0.0774445542709379,0.0755559486673265,0.07662458047171057,0.07615419767744458,0.07649519666229714,0.07669457597592606
6,2014-01-14,"[0.07672824 0.07526137 0.07936107 0.0763908  0.07845355 0.07809062
 0.07578718 0.07723915 0.07644517 0.07603446 0.07566859 0.07777824
 0.07676157]",1.0070837137110258,1.0082326827458936,0.008721779159475269,0.07526137284078226,0.07936106781311872,0.07639080065366856,0.07845354796919328,0.07809062432496267,0.07578717655814919,0.0772391461700773,0.07644517143263736,0.0760344576658787,0.07566858530768043,0.0777782424526185,0.07676157063172495,0.07672823617950814
7,2014-01-15,"[0.07818751 0.07525694 0.07722406 0.07766945 0.07790092 0.07654346
 0.07714112 0.07762401 0.07697516 0.07599629 0.07748974 0.0763501
 0.07564124]",0.9907358618055405,0.990782528280872,0.0125076247127827,0.07525694098707879,0.07722405630411244,0.07766944525921811,0.07790092160962626,0.07654346382078409,0.07714112260766795,0.0776240052575403,0.0769751611319054,0.07599629167093279,0.07748974347962932,0.07635010471448375,0.07564123593212749,0.07818750722489339
8,2014-01-16,"[0.0759444  0.0777188  0.07852447 0.07624313 0.07622378 0.07683091
 0.07747369 0.07780978 0.07660494 0.07664035 0.07672441 0.07629437
 0.07696698]",1.003461190143359,1.0046679042610773,0.008312536106672696,0.07771879755538416,0.07852446606577815,0.07624313378251979,0.0762237836397263,0.07683090624134417,0.07747368605389839,0.07780977702241616,0.07660493527308677,0.07664035467786963,0.0767244110246516,0.07629436994091655,0.07696698293769492,0.07594439578471329
9,2014-01-17,"[0.07663541 0.07710199 0.07697683 0.07702707 0.07803984 0.07659414
 0.07773846 0.07728253 0.07668898 0.07668633 0.07686945 0.07589327
 0.07646571]",1.0071937822443713,1.0088927613079637,0.006801428740363646,0.07710198577377039,0.07697683455832874,0.0770270697083756,0.07803983948972158,0.0765941386014193,0.07773845676954308,0.07728253048927056,0.07668898486680885,0.07668632508748972,0.07686944580227749,0.07589326710136113,0.07646571380402821,0.07663540794760537
10,2014-01-21,"[0.07656369 0.07795365 0.07680423 0.07679727 0.07706891 0.07556783
 0.07653265 0.07724163 0.07725908 0.0771907  0.07711722 0.0775094
 0.07639377]",1.011896433933853,1.0139436235059285,0.005004586289567391,0.07795364612608452,0.07680422611780778,0.07679726924943339,0.0770689089961963,0.0755678280017282,0.07653264682815906,0.07724162964728601,0.07725907561403489,0.07719069900165433,0.07711721624103439,0.07750940228590265,0.07639376676535628,0.07656368512532223
