,Date,Weights,Profit,Base Profit,SCON,VSAT,MSI,BKTI,VECO,ASYS,TRT,IVAC,FRPH,CTO,CIGI,TRC,cash
10,2014-01-21,"[0.         0.         0.12396267 0.13464387 0.         0.11745689
 0.         0.16696716 0.19993725 0.         0.14521762 0.
 0.11181453]",1.0349725442815239,1.058588708357037,0.0,0.12396267072330694,0.13464386858107902,0.0,0.1174568938752356,0.0,0.16696716207129106,0.19993725067558057,0.0,0.1452176219742166,0.0,0.11181453209929015,0.0
11,2014-01-22,"[0.         0.         0.1239866  0.13442136 0.         0.11681028
 0.         0.16704062 0.20039139 0.         0.14496757 0.
 0.11238219]",1.0417130036394437,1.055694661207999,0.0,0.12398660109045906,0.1344213578531917,0.0,0.11681027971818066,0.0,0.1670406171351236,0.2003913898665934,0.0,0.1449675674317174,0.0,0.11238218690473412,0.0
12,2014-01-23,"[0.         0.         0.12409541 0.13487741 0.         0.11639518
 0.         0.16709875 0.20025857 0.         0.14472475 0.
 0.11254992]",1.0304741710105714,1.0535546514221563,0.0,0.12409540998079466,0.13487741058791394,0.0,0.11639517798450154,0.0,0.16709875147405667,0.20025857430873334,0.0,0.14472475266940196,0.0,0.11254992299459793,0.0
13,2014-01-24,"[0.         0.         0.12458956 0.13712848 0.         0.11521957
 0.         0.16736295 0.19893325 0.         0.14410997 0.
 0.11265622]",1.0502553867856907,1.062875272063984,0.0,0.12458956060845083,0.1371284830808064,0.0,0.11521956763339135,0.0,0.16736294524731682,0.19893325050189625,0.0,0.1441099725048285,0.0,0.11265622042330989,0.0
14,2014-01-27,"[0.         0.         0.12480213 0.13803899 0.         0.11532387
 0.         0.16746898 0.19810156 0.         0.14408308 0.
 0.1121814 ]",1.0374632972584306,1.0524320568424739,0.0,0.12480212510865195,0.13803898976305287,0.0,0.1153238658570641,0.0,0.1674689794966369,0.19810155657211026,0.0,0.14408308304707698,0.0,0.11218140015540688,0.0
15,2014-01-28,"[0.         0.         0.12506855 0.1390923  0.         0.11485245
 0.         0.16761612 0.19748022 0.         0.14382535 0.
 0.11206501]",1.030222090134375,1.038127507074539,0.0,0.12506855482042767,0.1390922966375008,0.0,0.11485244609487552,0.0,0.1676161161448828,0.19748022042354896,0.0,0.14382535321717502,0.0,0.11206501266158932,0.0
16,2014-01-29,"[0.         0.         0.12539359 0.14041877 0.         0.11444772
 0.         0.1677859  0.19661802 0.         0.14355609 0.
 0.11177991]",1.0076398683158587,1.0221680810704679,0.0,0.12539359179832427,0.14041876726835992,0.0,0.1144477198623818,0.0,0.16778590256016943,0.19661801835569617,0.0,0.1435560924429042,0.0,0.11177990771216416,0.0
17,2014-01-30,"[0.         0.         0.12541723 0.14095849 0.         0.11508094
 0.         0.16767512 0.19595186 0.         0.14372381 0.
 0.11119255]",0.9994282300305836,1.0122161151984481,0.0,0.125417232659909,0.14095848703178437,0.0,0.11508094126227683,0.0,0.16767511600191154,0.19595185798430292,0.0,0.14372381093306968,0.0,0.11119255412674574,0.0
18,2014-01-31,"[0.         0.         0.1252325  0.14007875 0.         0.11608483
 0.         0.16754417 0.19607643 0.         0.14428648 0.
 0.11069684]",1.0175174114975443,1.0353726953291795,0.0,0.12523249977826453,0.14007874770469644,0.0,0.11608482591600833,0.0,0.16754417319097567,0.1960764305154271,0.0,0.14428648105393335,0.0,0.11069684184069459,0.0
19,2014-02-03,"[0.         0.         0.12516283 0.13967998 0.         0.11687095
 0.         0.1674696  0.19594198 0.         0.14461865 0.
 0.11025603]",0.9961066874330692,1.0226324549303705,0.0,0.12516282521429256,0.13967997502629328,0.0,0.11687094582396386,0.0,0.167469597794485,0.19594197587439394,0.0,0.14461865247592642,0.0,0.11025602779064499,0.0
20,2014-02-04,"[0.         0.         0.1252846  0.13989106 0.         0.11746306
 0.         0.16749742 0.19541407 0.         0.14489404 0.
 0.10955576]",0.9786577815326047,1.017359130088006,0.0,0.1252845983269105,0.13989105500299948,0.0,0.11746306269074293,0.0,0.16749742174874396,0.19541406619807256,0.0,0.14489403940445422,0.0,0.10955575662807635,0.0
21,2014-02-05,"[0.         0.         0.12552801 0.14050566 0.         0.11679783
 0.         0.16769229 0.19522208 0.         0.14460924 0.
 0.10964491]",0.9683434049779917,0.9981953535409389,0.0,0.12552800505863695,0.1405056557733498,0.0,0.11679782505815037,0.0,0.16769228515225693,0.19522208365983698,0.0,0.14460923674901502,0.0,0.10964490854875397,0.0
22,2014-02-06,"[0.         0.         0.12556934 0.14068021 0.         0.11549256
 0.         0.1677809  0.19578252 0.         0.14401761 0.
 0.11067687]",0.9970575989968566,1.0077027096396407,0.0,0.12556933762392272,0.1406802061322422,0.0,0.11549255863043627,0.0,0.16778090033259557,0.1957825175349347,0.0,0.14401760864328178,0.0,0.11067687110258685,0.0
23,2014-02-07,"[0.         0.         0.12556548 0.14038096 0.         0.1157965
 0.         0.16781827 0.19583068 0.         0.1442048  0.
 0.11040331]",0.9945355994176656,1.0055659455144552,0.0,0.12556547655787237,0.1403809649869825,0.0,0.1157965026964301,0.0,0.16781826532738336,0.19583068009766783,0.0,0.14420479787526558,0.0,0.11040331245839823,0.0
24,2014-02-10,"[0.         0.         0.12601398 0.14240022 0.         0.11425643
 0.         0.16810062 0.19492237 0.         0.14347822 0.
 0.11082817]",0.9840045428059354,1.01412108649566,0.0,0.12601398360844,0.14240021948760104,0.0,0.11425642940952895,0.0,0.16810061897869227,0.19492236833527637,0.0,0.14347821515781847,0.0,0.11082816502264294,0.0
25,2014-02-11,"[0.         0.         0.12563309 0.14070572 0.         0.11663984
 0.         0.16781921 0.19489651 0.         0.14460519 0.
 0.10970044]",0.9940470464313107,1.0220221022321099,0.0,0.12563308997097988,0.14070571515321398,0.0,0.11663983977375263,0.0,0.16781920744869164,0.19489651063285776,0.0,0.1446051935625753,0.0,0.10970044345792876,0.0
26,2014-02-12,"[0.         0.         0.12567153 0.1410007  0.         0.1154752
 0.         0.16787519 0.1953129  0.         0.14409487 0.
 0.11056961]",1.008247014295351,1.0292277601102147,0.0,0.1256715315809522,0.14100069977444984,0.0,0.11547520159281723,0.0,0.16787519040787405,0.19531289526283419,0.0,0.14409487468348303,0.0,0.11056960669758953,0.0
27,2014-02-13,"[0.         0.         0.12575819 0.14137902 0.         0.11491496
 0.         0.16792783 0.1953473  0.         0.14382204 0.
 0.11085066]",0.9952281997471184,1.0215647992715287,0.0,0.1257581859078879,0.14137902147589257,0.0,0.11491495878837345,0.0,0.16792783303324194,0.1953472961050124,0.0,0.14382203970729424,0.0,0.1108506649822976,0.0
28,2014-02-14,"[0.         0.         0.12594072 0.14219173 0.         0.11452725
 0.         0.16797812 0.19489132 0.         0.1435863  0.
 0.11088457]",0.9909340571414016,1.016945825556454,0.0,0.12594071644625512,0.14219172745693998,0.0,0.11452724514963157,0.0,0.1679781207319309,0.19489132183314273,0.0,0.1435862996719801,0.0,0.11088456871011956,0.0
29,2014-02-18,"[0.         0.         0.12586788 0.14207211 0.         0.11440491
 0.         0.16793403 0.19504692 0.         0.14354287 0.
 0.11113129]",1.0081531122685692,1.0365659093805433,0.0,0.12586787597800858,0.14207210950215332,0.0,0.11440490801460365,0.0,0.16793403315083275,0.1950469209522378,0.0,0.14354286649426953,0.0,0.11113128590789441,0.0
30,2014-02-19,"[0.         0.         0.11517067 0.12691686 0.         0.11670869
 0.07183443 0.15448238 0.17974704 0.         0.13785687 0.
 0.09728305]",1.0188280798555134,1.0429689154484152,0.0,0.11517067164689253,0.12691686312337763,0.0,0.11670869291301895,0.07183442710529346,0.15448238270090947,0.17974704032362887,0.0,0.13785687447296355,0.0,0.09728304771391551,0.0
31,2014-02-20,"[0.         0.         0.1145101  0.12546298 0.         0.11796483
 0.07763086 0.15309037 0.17754167 0.         0.13776188 0.
 0.09603732]",1.0220142532571574,1.0488985620437976,0.0,0.11451009973193355,0.12546297740638165,0.0,0.11796483413346398,0.0776308625237959,0.15309036511790833,0.17754166505327795,0.0,0.13776187796001882,0.0,0.09603731807321983,0.0
32,2014-02-21,"[0.         0.         0.11484873 0.12651835 0.         0.11689982
 0.0778215  0.15322566 0.17689222 0.         0.13729259 0.
 0.09650113]",1.0253814827145755,1.0520362263820795,0.0,0.11484872970404468,0.12651834722514052,0.0,0.1168998242196841,0.07782150364220805,0.1532256590293556,0.17689221817534184,0.0,0.13729259133625138,0.0,0.09650112666797382,0.0
33,2014-02-24,"[0.         0.         0.11510139 0.12747525 0.         0.11606069
 0.07767667 0.15338969 0.17651325 0.         0.13687316 0.
 0.0969099 ]",1.0338182761642818,1.0519917859226267,0.0,0.11510138553557461,0.1274752541486177,0.0,0.11606068721891757,0.07767666991253279,0.15338969495495772,0.17651325020542297,0.0,0.13687316190258705,0.0,0.09690989612138963,0.0
34,2014-02-25,"[0.         0.         0.1150382  0.12737716 0.         0.11610845
 0.07769382 0.15332395 0.17661819 0.         0.13686932 0.
 0.09697091]",1.0400832575990548,1.048773982194523,0.0,0.1150382006907185,0.12737715842861205,0.0,0.11610845296592656,0.07769382214831214,0.15332394836850746,0.17661818888110487,0.0,0.13686932273422597,0.0,0.09697090578259236,0.0
35,2014-02-26,"[0.         0.         0.11518009 0.12763856 0.         0.11511363
 0.0770998  0.15334525 0.17722846 0.         0.13642129 0.
 0.09797291]",1.047675127269256,1.0552497723670389,0.0,0.11518009244096215,0.127638563104989,0.0,0.1151136342213931,0.07709979732441033,0.15334524620020185,0.1772284635091446,0.0,0.1364212912167949,0.0,0.09797291198210409,0.0
36,2014-02-27,"[0.         0.         0.11518615 0.12750089 0.         0.1157099
 0.07737592 0.15330044 0.17689655 0.         0.136603   0.
 0.09742716]",1.0301538379333086,1.0466221966039646,0.0,0.1151861480313545,0.12750088686155814,0.0,0.11570989894443395,0.07737591892315696,0.15330043714007788,0.17689655033969964,0.0,0.13660299938376697,0.0,0.09742716037595178,0.0
37,2014-02-28,"[0.         0.         0.1153586  0.12820012 0.         0.11546183
 0.07746565 0.15336945 0.17633502 0.         0.13645633 0.
 0.09735301]",1.0377129547405985,1.0530065237695585,0.0,0.11535859516552294,0.1282001197682406,0.0,0.11546182520620908,0.07746564508243985,0.153369447521688,0.17633502360008707,0.0,0.13645633286584777,0.0,0.09735301078996474,0.0
38,2014-03-03,"[0.         0.         0.11428998 0.12373381 0.         0.11991284
 0.07844738 0.15255743 0.17740743 0.         0.13835324 0.
 0.09529789]",1.047307585887521,1.0698780122552929,0.0,0.11428998252051818,0.12373380845716836,0.0,0.11991283740197227,0.07844737591319344,0.1525574304688345,0.17740743120663127,0.0,0.13835324009217476,0.0,0.09529789393950719,0.0
39,2014-03-04,"[0.         0.         0.11455244 0.12455113 0.         0.1191819
 0.07827367 0.15270909 0.17706909 0.         0.13806106 0.
 0.09560163]",1.035966661470448,1.060714576395915,0.0,0.11455243629978931,0.1245511274044622,0.0,0.11918189581247703,0.07827367061126993,0.15270908588839793,0.17706909233870413,0.0,0.13806106185837727,0.0,0.09560162978652233,0.0
40,2014-03-05,"[0.         0.         0.11407754 0.12254666 0.         0.12118805
 0.07873128 0.15235952 0.17751132 0.         0.13891574 0.
 0.09466989]",1.0562279416340248,1.0817699457728132,0.0,0.11407753870846171,0.1225466634804961,0.0,0.12118805408010981,0.07873127965353799,0.15235951808703554,0.17751131704127687,0.0,0.13891574206946378,0.0,0.09466988687961829,0.0
41,2014-03-06,"[0.         0.         0.11369924 0.12080174 0.         0.12268184
 0.07892189 0.15208318 0.17807831 0.         0.13955896 0.
 0.09417485]",1.0641971901554126,1.091191688900405,0.0,0.11369924279425792,0.12080173695007429,0.0,0.12268183614268376,0.07892188734831473,0.15208317704411872,0.1780783078329674,0.0,0.13955895939339308,0.0,0.09417485249419014,0.0
42,2014-03-07,"[0.         0.         0.11376537 0.12093071 0.         0.12251446
 0.0788759  0.15216375 0.17800424 0.         0.13949435 0.
 0.09425122]",1.0754480587411035,1.1164755369299448,0.0,0.11376537234425615,0.12093071237482407,0.0,0.1225144623225306,0.07887589586032233,0.1521637498165316,0.17800424477313884,0.0,0.13949434688603765,0.0,0.09425121562235875,0.0
43,2014-03-10,"[0.         0.         0.11385891 0.12095094 0.         0.12253695
 0.07887018 0.15223538 0.17783235 0.         0.13950753 0.
 0.09420776]",1.0843085153863856,1.1152562376511606,0.0,0.1138589107301886,0.12095094349070169,0.0,0.1225369529240975,0.07887017563438023,0.1522353757614342,0.1778323532430322,0.0,0.13950753136987115,0.0,0.09420775684629433,0.0
44,2014-03-11,"[0.         0.         0.11423112 0.12246562 0.         0.1210946
 0.07860626 0.15245338 0.17738379 0.         0.13888901 0.
 0.09487622]",1.0770817924572709,1.104604041364822,0.0,0.11423111735035053,0.12246562485545236,0.0,0.1210946005066746,0.07860625602045616,0.15245337793804856,0.17738378550801137,0.0,0.13888901303913878,0.0,0.09487622478186765,0.0
45,2014-03-12,"[0.         0.         0.11544892 0.12732066 0.         0.11626696
 0.07766205 0.15340171 0.17598661 0.         0.13691048 0.
 0.0970026 ]",1.0805911740457594,1.118363817408697,0.0,0.11544892149958928,0.12732065828859593,0.0,0.11626696491555381,0.07766205155904446,0.15340170645268142,0.1759866147759106,0.0,0.13691048263196043,0.0,0.09700259987666413,0.0
46,2014-03-13,"[0.         0.         0.11555076 0.1278082  0.         0.11600259
 0.07772279 0.15347839 0.17569894 0.         0.13675875 0.
 0.09697956]",1.0669768471660828,1.0914664002393435,0.0,0.1155507627349856,0.1278082033532253,0.0,0.11600259379900084,0.07772279485783755,0.1534783857137439,0.17569894369522057,0.0,0.13675875376761817,0.0,0.09697956207836803,0.0
47,2014-03-14,"[0.         0.         0.11559324 0.12804804 0.         0.11482607
 0.07723155 0.15364768 0.1763264  0.         0.13637432 0.
 0.09795269]",1.0832952463067145,1.1142471392385171,0.0,0.11559324319153681,0.1280480380682579,0.0,0.11482606801096139,0.07723155345831864,0.1536476818276994,0.17632640244423733,0.0,0.13637431852250928,0.0,0.09795269447647925,0.0
48,2014-03-17,"[0.         0.         0.11583683 0.12934097 0.         0.1137024
 0.07710635 0.1538173  0.17597209 0.         0.13586989 0.
 0.09835417]",1.0750964845613533,1.101385626516669,0.0,0.11583683087809708,0.12934096724931235,0.0,0.11370240092349788,0.07710634786304661,0.15381730363211518,0.17597209223434485,0.0,0.1358698875069564,0.0,0.09835416971262968,0.0
49,2014-03-18,"[0.         0.         0.11545914 0.12783965 0.         0.11557043
 0.07761929 0.153469   0.17610613 0.         0.13660611 0.
 0.09733026]",1.0782808895538698,1.1185569468626317,0.0,0.11545913548255475,0.1278396478044573,0.0,0.1155704261160905,0.07761929061134663,0.15346900075138672,0.17610613274419595,0.0,0.1366061069284565,0.0,0.09733025956151169,0.0
50,2014-03-19,"[0.         0.         0.1152281  0.12706405 0.         0.11648178
 0.07790046 0.15329364 0.17610926 0.         0.13699318 0.
 0.09692955]",1.087740091193807,1.136943366739457,0.0,0.11522809750171197,0.1270640458099665,0.0,0.11648177843248457,0.07790045533972527,0.15329364497461603,0.17610925600262153,0.0,0.13699317551329968,0.0,0.09692954642557443,0.0
51,2014-03-20,"[0.         0.         0.11505517 0.12606563 0.         0.11654713
 0.07758943 0.15328923 0.17699861 0.         0.13711756 0.
 0.09733725]",1.1061678665785235,1.1417398800422824,0.0,0.11505516537288746,0.12606563265021278,0.0,0.1165471310405107,0.07758942669013716,0.1532892259579251,0.17699860782385243,0.0,0.1371175609747631,0.0,0.09733724948971123,0.0
52,2014-03-21,"[0.         0.         0.11486052 0.12539715 0.         0.11765037
 0.07799234 0.15302554 0.17689135 0.         0.13752248 0.
 0.09666025]",1.1156384718841679,1.141137739199473,0.0,0.11486051870371372,0.12539715403695334,0.0,0.11765036887530693,0.07799234060269573,0.15302553785524908,0.17689134714890115,0.0,0.13752248432085667,0.0,0.09666024845632329,0.0
53,2014-03-24,"[0.         0.         0.11528931 0.1271566  0.         0.11602631
 0.07766601 0.15327204 0.17636809 0.         0.13681464 0.
 0.097407  ]",1.1136901609866516,1.1376058855136346,0.0,0.11528931275877065,0.12715659834624637,0.0,0.11602631286020551,0.07766601019354612,0.15327203862710126,0.17636808944800947,0.0,0.13681463612962796,0.0,0.09740700163649266,0.0
54,2014-03-25,"[0.         0.         0.1148788  0.12545694 0.         0.11725897
 0.07770192 0.15296019 0.17733395 0.         0.13731125 0.
 0.097098  ]",1.1168574491395424,1.1368910336546612,0.0,0.11487879618187483,0.1254569363810948,0.0,0.11725896805998681,0.0777019156475464,0.15296018874781542,0.17733394676372727,0.0,0.13731124605366618,0.0,0.09709800216428825,0.0
55,2014-03-26,"[0.         0.         0.11500466 0.12611635 0.         0.11640588
 0.07750389 0.15305363 0.17734908 0.         0.13696836 0.
 0.09759815]",1.1195240874688908,1.1317348639095342,0.0,0.11500465613021604,0.12611634544407258,0.0,0.11640587856454213,0.07750389171579197,0.1530536289586823,0.1773490845407242,0.0,0.13696835969076607,0.0,0.0975981549552046,0.0
56,2014-03-27,"[0.         0.         0.11498786 0.12608324 0.         0.11675858
 0.07763952 0.15293787 0.17723834 0.         0.13704893 0.
 0.09730566]",1.1192657051081871,1.135615445249463,0.0,0.11498785983664261,0.126083240614571,0.0,0.11675858404483418,0.0776395212283072,0.15293787016637053,0.17723834126815655,0.0,0.13704892703792815,0.0,0.09730565580318982,0.0
57,2014-03-28,"[0.         0.         0.11514758 0.12655417 0.         0.116125
 0.07748736 0.15308894 0.17719218 0.         0.1368439  0.
 0.09756085]",1.0942114094446738,1.1063044129376824,0.0,0.11514758180832571,0.12655417404874097,0.0,0.11612500488352519,0.07748736388786082,0.15308894468521683,0.17719217921089933,0.0,0.13684390136105465,0.0,0.09756085011437651,0.0
58,2014-03-31,"[0.         0.         0.11512675 0.12643407 0.         0.11582754
 0.07730895 0.15312594 0.17754378 0.         0.13674558 0.
 0.09788739]",1.103286469134869,1.1025619702682556,0.0,0.11512674654819856,0.12643406576350166,0.0,0.11582754431701736,0.0773089520120917,0.15312594031407178,0.17754377937528942,0.0,0.13674558147581406,0.0,0.09788739019401535,0.0
59,2014-04-01,"[0.         0.         0.11572458 0.12920177 0.         0.11296686
 0.07672435 0.15358937 0.17694695 0.         0.13554648 0.
 0.09929963]",1.1032304369835948,1.0971652531756497,0.0,0.11572457919614634,0.12920177105298067,0.0,0.11296686368239896,0.07672435362944988,0.1535893745617649,0.17694694707206599,0.0,0.1355464791697913,0.0,0.09929963163540201,0.0
60,2014-04-02,"[0.         0.         0.10838156 0.1073738  0.         0.13609092
 0.08172455 0.14645207 0.18463033 0.         0.14420937 0.
 0.0911374 ]",1.1289949374396546,1.1091376218802056,0.0,0.10838156253891189,0.10737380234734936,0.0,0.13609091918243363,0.08172455271182365,0.14645207041712285,0.18463032795788487,0.0,0.1442093664620693,0.0,0.09113739838240437,0.0
61,2014-04-03,"[0.         0.         0.10859767 0.1054717  0.         0.13665941
 0.08070365 0.14605338 0.18648961 0.         0.14436622 0.
 0.09165836]",1.1429935068975288,1.1247021594834414,0.0,0.10859766766704762,0.1054717006691273,0.0,0.1366594111955451,0.08070364735241375,0.14605337913640468,0.18648960870508488,0.0,0.14436622398917318,0.0,0.09165836128520365,0.0
62,2014-04-04,"[0.         0.         0.10925127 0.10581186 0.         0.13542396
 0.07992633 0.14651992 0.18700665 0.         0.14383838 0.
 0.09222162]",1.146525607155137,1.1257270307552987,0.0,0.10925127073686905,0.10581186070112314,0.0,0.13542396214237468,0.07992632847760647,0.14651991867936592,0.18700665344057377,0.0,0.14383838381099712,0.0,0.09222162201108994,0.0
63,2014-04-07,"[0.         0.         0.11040397 0.10718904 0.         0.13302206
 0.07850834 0.14751558 0.18736777 0.         0.14277763 0.
 0.09321562]",1.1476946102238448,1.1237817914463328,0.0,0.1104039680726106,0.10718903525955373,0.0,0.13302206437330336,0.07850833844693797,0.147515575250841,0.18736776876998526,0.0,0.142777629187533,0.0,0.09321562063923518,0.0
64,2014-04-08,"[0.         0.         0.11121278 0.10735762 0.         0.13179997
 0.07740063 0.14857712 0.18802201 0.         0.14221272 0.
 0.09341716]",1.1098886039843892,1.0905044807458497,0.0,0.11121277782837556,0.10735762226114659,0.0,0.1317999736478561,0.07740062560562569,0.14857711631230067,0.18802201062193755,0.0,0.14221271713997646,0.0,0.09341715658278149,0.0
65,2014-04-09,"[0.         0.         0.11242106 0.10939192 0.         0.12850079
 0.0754149  0.15011274 0.18874888 0.         0.14086862 0.
 0.0945411 ]",1.1014758027168123,1.0760809057229674,0.0,0.11242105579304815,0.10939191854841554,0.0,0.128500788392326,0.07541489994083429,0.15011274128241928,0.18874887706513718,0.0,0.14086862101919448,0.0,0.0945410979586251,0.0
66,2014-04-10,"[0.         0.         0.11325168 0.11190354 0.         0.12654312
 0.07465251 0.15095925 0.18812753 0.         0.13995331 0.
 0.09460905]",1.1055342160399866,1.077892412249182,0.0,0.11325168203015665,0.11190353879335821,0.0,0.12654312413343718,0.07465251385665894,0.1509592517696884,0.18812753497602736,0.0,0.13995330772795173,0.0,0.09460904671272145,0.0
67,2014-04-11,"[0.         0.         0.11352957 0.11268275 0.         0.126112
 0.07441418 0.15129576 0.18789429 0.         0.13968964 0.
 0.09438181]",1.1007420041230283,1.0786326175187886,0.0,0.11352957340888029,0.11268275102858676,0.0,0.12611199919283758,0.0744141820852774,0.15129575684423716,0.18789428874417133,0.0,0.13968963787430858,0.0,0.0943818108217009,0.0
68,2014-04-14,"[0.         0.         0.1135776  0.11223702 0.         0.12736127
 0.07484174 0.15137024 0.18740304 0.         0.1400392  0.
 0.0931699 ]",1.0719212341954067,1.0556717899367984,0.0,0.1135775959843192,0.11223701660527084,0.0,0.12736126878879694,0.07484173668284995,0.1513702413809897,0.18740304140752992,0.0,0.1400392009356294,0.0,0.09316989821461397,0.0
69,2014-04-15,"[0.         0.         0.11361887 0.1121081  0.         0.12818932
 0.07505206 0.15142098 0.18707488 0.         0.14023868 0.
 0.09229712]",1.0701428218908176,1.0565490614675845,0.0,0.1136188654138089,0.11210809823617715,0.0,0.1281893241776444,0.07505205502793778,0.15142098267970808,0.18707487917204912,0.0,0.14023867770829557,0.0,0.09229711758437902,0.0
70,2014-04-16,"[0.         0.         0.11382132 0.11254794 0.         0.12798913
 0.07479402 0.15165028 0.18698719 0.         0.14010164 0.
 0.09210849]",1.0705767183618964,1.0508750343078652,0.0,0.1138213173278482,0.11254793767190155,0.0,0.12798912661662545,0.07479402196930644,0.15165028210046821,0.1869871881519399,0.0,0.14010163555840008,0.0,0.09210849060351022,0.0
71,2014-04-17,"[0.         0.         0.11417741 0.11362881 0.         0.12782595
 0.07467784 0.15196676 0.18636417 0.         0.13991542 0.
 0.09144365]",1.0515187554566978,1.0401392727015961,0.0,0.11417741367074172,0.1136288051255661,0.0,0.12782594644068992,0.0746778365702056,0.15196675707112992,0.1863641718725747,0.0,0.13991541550817216,0.0,0.09144365374091998,0.0
72,2014-04-21,"[0.         0.         0.11406808 0.1123842  0.         0.12718191
 0.07405597 0.15208012 0.18773059 0.         0.13985749 0.
 0.09264164]",1.0779164632602618,1.0529072148735559,0.0,0.11406808379406727,0.11238420302107395,0.0,0.12718190714408728,0.07405597312747234,0.15208011530511895,0.18773058633779072,0.0,0.13985749494855562,0.0,0.09264163632183382,0.0
73,2014-04-22,"[0.         0.         0.1142458  0.1128197  0.         0.12674356
 0.07381445 0.15220727 0.18778265 0.         0.13967243 0.
 0.09271413]",1.0640690715505066,1.0508622322584706,0.0,0.11424580314867924,0.11281969830224266,0.0,0.12674356232230327,0.07381444916416009,0.1522072719078583,0.18778265470656688,0.0,0.1396724319071888,0.0,0.09271412854100083,0.0
74,2014-04-23,"[0.         0.         0.11461942 0.11459799 0.         0.12646546
 0.07393898 0.15235565 0.1865862  0.         0.13939705 0.
 0.09203924]",1.082723056667479,1.0601513031673786,0.0,0.11461942386037001,0.11459799387865555,0.0,0.1264654621332394,0.07393897924994451,0.1523556493030229,0.1865862014669173,0.0,0.13939704984211942,0.0,0.09203924026573083,0.0
