,Date,Weights,Profit,Base Profit,Volume,WLFC,KAMN,HDSN,LAWS,PMD,AMS,LH,DGX,AVX,IIN,HUBB,MRCY,cash
0,2014-01-06,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9954999999999999,0.995,0.8999999999999999,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,2014-01-07,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0104657674851287,1.010273222991852,1.2433803986411363e-16,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,2014-01-08,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0104335015094883,1.0130205090370077,0.012346494761432939,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
3,2014-01-09,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0134483596358042,1.015773413992291,0.011462095851560678,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4,2014-01-10,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0094095146364501,1.0159933801309204,0.01134889063637558,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
5,2014-01-13,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0119866659791599,1.0211272479610247,0.01379281007426707,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
6,2014-01-14,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0189173643637888,1.0274581653382768,0.00713136343466456,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
7,2014-01-15,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0267069088490792,1.0323312737409382,0.011942280457213891,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
8,2014-01-16,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0407203397948435,1.0447961622535635,0.015662636886410532,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
9,2014-01-17,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0423592651376803,1.051917821210488,0.012145264932932723,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
10,2014-01-21,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.044950331392577,1.0530323416448855,0.011784814034508734,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
11,2014-01-22,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.049820959966003,1.0609593469707765,0.004981994676336669,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
12,2014-01-23,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.055084874046715,1.0678656295664628,0.007737621150086965,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
13,2014-01-24,[0.1 0.  0.1 0.  0.  0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0551019415074538,1.0681632856552878,0.01334339126602386,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
