,Date,Weights,Profit,Base Profit,Volume,EAT,PZZA,JACK,MCD,ASYS,TRT,VECO,IVAC,BCPC,FMC,OLN,GRA,cash
0,2014-01-06,"[0.         0.11438321 0.10097802 0.         0.11228061 0.12263103
 0.10435904 0.         0.10098104 0.         0.11122199 0.12668811
 0.10647694]",0.9997999776571989,0.9998000000000002,0.9999999776482582,0.11438320577144623,0.10097801685333252,0.0,0.11228060722351074,0.1226310282945633,0.10435903817415237,0.0,0.10098104178905487,0.0,0.11122199147939682,0.12668810784816742,0.10647694021463394,0.0
1,2014-01-07,"[0.         0.11416042 0.10072196 0.         0.11220281 0.12269673
 0.10447796 0.         0.10126314 0.         0.11100118 0.1268875
 0.10658829]",1.0049101195679497,1.0065631002830602,0.0015546075179685747,0.11416041851043701,0.10072196274995804,0.0,0.11220280826091766,0.12269673496484756,0.10447795689105988,0.0,0.1012631431221962,0.0,0.11100117862224579,0.1268875002861023,0.10658828914165497,0.0
2,2014-01-08,"[0.         0.11418924 0.10070056 0.         0.11209188 0.12268899
 0.10451081 0.         0.10132773 0.         0.11090731 0.12692823
 0.10665525]",0.9962859739772666,0.9965323876705623,0.012097629858462812,0.11418923735618591,0.10070055723190308,0.0,0.11209188401699066,0.12268898636102676,0.10451080650091171,0.0,0.10132773220539093,0.0,0.11090730875730515,0.12692822515964508,0.10665524750947952,0.0
3,2014-01-09,"[0.         0.11429901 0.10085406 0.         0.11212872 0.12272142
 0.10437208 0.         0.10113817 0.         0.11117522 0.12682681
 0.10648447]",1.0041423598132666,1.0062701344434772,0.006672040340593568,0.11429900676012039,0.1008540615439415,0.0,0.11212871968746185,0.12272141873836517,0.10437207669019699,0.0,0.101138174533844,0.0,0.11117522418498993,0.12682680785655975,0.10648447275161743,0.0
4,2014-01-10,"[0.         0.11455893 0.10088243 0.         0.11241097 0.12273777
 0.10409679 0.         0.10096831 0.         0.1114544  0.12666649
 0.10622392]",1.0273347869936762,1.0241400342893576,0.01973151050402492,0.11455892771482468,0.10088242590427399,0.0,0.11241097003221512,0.12273776531219482,0.10409678518772125,0.0,0.10096830874681473,0.0,0.11145440489053726,0.12666648626327515,0.10622391849756241,0.0
5,2014-01-13,"[0.         0.11460251 0.10106842 0.         0.11247328 0.12272087
 0.10390388 0.         0.10081871 0.         0.11172611 0.1266222
 0.106064  ]",1.0307428422933458,1.0285388446491228,0.02738915941777513,0.11460251361131668,0.1010684221982956,0.0,0.11247327923774719,0.1227208748459816,0.1039038822054863,0.0,0.1008187085390091,0.0,0.11172611266374588,0.12662220001220703,0.10606399923563004,0.0
6,2014-01-14,"[0.         0.11457103 0.10103945 0.         0.11232906 0.12272843
 0.10398586 0.         0.1009215  0.         0.11155901 0.12667261
 0.10619307]",1.027438403063882,1.0261092578087752,0.020701417244538202,0.11457103490829468,0.10103944689035416,0.0,0.11232905834913254,0.12272842973470688,0.10398586094379425,0.0,0.10092150419950485,0.0,0.11155901104211807,0.12667261064052582,0.10619307309389114,0.0
7,2014-01-15,"[0.         0.11467782 0.1008857  0.         0.11234652 0.12275585
 0.10402333 0.         0.1009961  0.         0.11141948 0.12664439
 0.10625082]",1.0192263812459887,1.0184375312739,0.007367314773405194,0.11467782407999039,0.10088570415973663,0.0,0.11234651505947113,0.12275584787130356,0.10402332991361618,0.0,0.10099609941244125,0.0,0.11141947656869888,0.12664438784122467,0.1062508150935173,0.0
8,2014-01-16,"[0.         0.11494105 0.1006792  0.         0.11247856 0.12280719
 0.10401938 0.         0.10098815 0.         0.11134887 0.12652731
 0.10621028]",1.0426097263289913,1.0401464481224574,0.009543893074234415,0.11494104564189911,0.1006791964173317,0.0,0.11247856169939041,0.12280718982219696,0.10401938110589981,0.0,0.10098814964294434,0.0,0.11134887486696243,0.1265273094177246,0.10621028393507004,0.0
9,2014-01-17,"[0.         0.11508167 0.10079286 0.         0.112511   0.1228416
 0.10389472 0.         0.10086653 0.         0.11153515 0.12642391
 0.10605258]",1.0504675674354842,1.0486188674486312,0.011769356143887605,0.11508166790008545,0.10079286247491837,0.0,0.11251100152730942,0.12284160405397415,0.10389471799135208,0.0,0.10086653381586075,0.0,0.11153514683246613,0.1264239102602005,0.10605258494615555,0.0
