,Date,Weights,Profit,Base Profit,PHM,MTH,NVR,BZH,JNJ,BMY,PFE,ABT,INTC,KOPN,MXIM,XLNX,cash
10,2014-01-21,"[0.         0.26766097 0.10847382 0.20333986 0.         0.
 0.         0.         0.22741714 0.         0.         0.19310822
 0.        ]",0.9977299961203117,1.001959267213604,0.26766096763191854,0.10847381582394795,0.2033398575391215,0.0,0.0,0.0,0.0,0.2274171416097072,0.0,0.0,0.19310821739530468,0.0,0.0
11,2014-01-22,"[0.         0.26773603 0.10862921 0.20325728 0.         0.
 0.         0.         0.22727136 0.         0.         0.19310612
 0.        ]",0.9995142125871997,1.0033501677086736,0.2677360300606645,0.10862921319634355,0.20325727799796037,0.0,0.0,0.0,0.0,0.2272713565178064,0.0,0.0,0.19310612222722506,0.0,0.0
12,2014-01-23,"[0.         0.26778138 0.10846942 0.20315337 0.         0.
 0.         0.         0.22733508 0.         0.         0.19326075
 0.        ]",0.9824026794008874,0.9958602061966889,0.26778137937050434,0.10846942444957425,0.20315336570772205,0.0,0.0,0.0,0.0,0.22733507821715013,0.0,0.0,0.19326075225504927,0.0,0.0
13,2014-01-24,"[0.         0.26821448 0.1081471  0.20246817 0.         0.
 0.         0.         0.22725838 0.         0.         0.19391187
 0.        ]",0.9853404778281756,0.9988021623622718,0.26821448301703704,0.10814710107332841,0.20246816783760582,0.0,0.0,0.0,0.0,0.22725837537722068,0.0,0.0,0.19391187269480822,0.0,0.0
14,2014-01-27,"[0.         0.26826988 0.10798676 0.20223358 0.         0.
 0.         0.         0.22734855 0.         0.         0.19416124
 0.        ]",0.9892723900787717,0.9971103673697865,0.26826987666854035,0.10798676213719738,0.20223357572216435,0.0,0.0,0.0,0.0,0.22734854588182934,0.0,0.0,0.19416123959026857,0.0,0.0
15,2014-01-28,"[0.         0.26808367 0.10871339 0.20211604 0.         0.
 0.         0.         0.2271447  0.         0.         0.1939422
 0.        ]",0.9757316495501269,0.9771578734878409,0.2680836696927106,0.10871339174381676,0.20211604282548806,0.0,0.0,0.0,0.0,0.2271446983495292,0.0,0.0,0.19394219738845545,0.0,0.0
16,2014-01-29,"[0.         0.26792463 0.10943749 0.20193957 0.         0.
 0.         0.         0.2269186  0.         0.         0.19377971
 0.        ]",0.9807818767070479,0.9761480518171803,0.26792462707281867,0.10943749060748392,0.20193957030710138,0.0,0.0,0.0,0.0,0.22691860172843165,0.0,0.0,0.19377971028416438,0.0,0.0
17,2014-01-30,"[0.         0.26789649 0.10893813 0.20188854 0.         0.
 0.         0.         0.22729928 0.         0.         0.19397756
 0.        ]",0.9971243082650698,0.9822359652882366,0.26789648994261633,0.10893812745500027,0.20188853653150815,0.0,0.0,0.0,0.0,0.22729928212155806,0.0,0.0,0.19397756394931717,0.0,0.0
18,2014-01-31,"[0.         0.26789821 0.10885836 0.20171672 0.         0.
 0.         0.         0.22736798 0.         0.         0.19415874
 0.        ]",1.0205738160903237,0.992419374877936,0.267898210882588,0.10885835933140649,0.2017167188320806,0.0,0.0,0.0,0.0,0.2273679758398059,0.0,0.0,0.1941587351141191,0.0,0.0
19,2014-02-03,"[0.         0.26757304 0.10908448 0.20188911 0.         0.
 0.         0.         0.22751128 0.         0.         0.19394209
 0.        ]",1.007559032457423,0.9801713275949622,0.2675730376813951,0.10908447927531797,0.20188911037425417,0.0,0.0,0.0,0.0,0.22751128340961937,0.0,0.0,0.19394208925941334,0.0,0.0
20,2014-02-04,"[0.         0.26723671 0.10896309 0.20220598 0.         0.
 0.         0.         0.22782052 0.         0.         0.19377369
 0.        ]",1.0342780083446703,0.9930094733230709,0.2672367123265833,0.10896309425997944,0.20220597777896518,0.0,0.0,0.0,0.0,0.22782052142215406,0.0,0.0,0.193773694212318,0.0,0.0
21,2014-02-05,"[0.         0.26707485 0.10944499 0.20187961 0.         0.
 0.         0.         0.22770215 0.         0.         0.1938984
 0.        ]",1.0127969985246885,0.9756121203952927,0.2670748507605518,0.10944498774429617,0.20187960834273083,0.0,0.0,0.0,0.0,0.22770215480474096,0.0,0.0,0.19389839834768013,0.0,0.0
22,2014-02-06,"[0.         0.26673264 0.10969134 0.20180766 0.         0.
 0.         0.         0.22784288 0.         0.         0.19392548
 0.        ]",1.0119848640270528,0.9701759641074599,0.2667326387585321,0.10969133762013093,0.20180766428671085,0.0,0.0,0.0,0.0,0.22784288303226374,0.0,0.0,0.19392547630236243,0.0,0.0
23,2014-02-07,"[0.         0.26670543 0.11023261 0.20179578 0.         0.
 0.         0.         0.22756178 0.         0.         0.1937044
 0.        ]",1.008364906230246,0.9665025587684524,0.2667054298590013,0.11023261343336342,0.2017957784286119,0.0,0.0,0.0,0.0,0.22756177593555058,0.0,0.0,0.19370440234347294,0.0,0.0
24,2014-02-10,"[0.         0.26680415 0.10994358 0.20198835 0.         0.
 0.         0.         0.22761529 0.         0.         0.19364862
 0.        ]",1.0289025374324032,0.9821689144418237,0.26680415121548706,0.10994358471244042,0.20198835423766262,0.0,0.0,0.0,0.0,0.2276152946232842,0.0,0.0,0.19364861521112567,0.0,0.0
25,2014-02-11,"[0.         0.26692073 0.11008831 0.20188351 0.         0.
 0.         0.         0.22747377 0.         0.         0.19363368
 0.        ]",1.0301475232820438,0.9854738388199915,0.2669207334595823,0.11008831260882983,0.20188350533524604,0.0,0.0,0.0,0.0,0.227473767262773,0.0,0.0,0.193633681333569,0.0,0.0
26,2014-02-12,"[0.         0.26736413 0.10999064 0.20164334 0.         0.
 0.         0.         0.22723855 0.         0.         0.19376334
 0.        ]",1.0184540531191104,0.989483496871248,0.2673641281006977,0.10999063644039263,0.20164333705719928,0.0,0.0,0.0,0.0,0.2272385534252694,0.0,0.0,0.1937633449764409,0.0,0.0
27,2014-02-13,"[0.         0.26709628 0.10861667 0.20318761 0.         0.
 0.         0.         0.22812936 0.         0.         0.19297008
 0.        ]",1.029281561132534,0.9979852259595331,0.2670962773862856,0.10861667189062059,0.2031876074197281,0.0,0.0,0.0,0.0,0.22812936315754276,0.0,0.0,0.1929700801458228,0.0,0.0
28,2014-02-14,"[0.         0.26678299 0.1086379  0.20362127 0.         0.
 0.         0.         0.22835878 0.         0.         0.19259906
 0.        ]",1.0273103855198766,0.9947360164336839,0.2667829927577503,0.10863789902021145,0.2036212692850166,0.0,0.0,0.0,0.0,0.22835877540539093,0.0,0.0,0.19259906353163075,0.0,0.0
29,2014-02-18,"[0.         0.26655981 0.10847084 0.20392575 0.         0.
 0.         0.         0.22861817 0.         0.         0.19242543
 0.        ]",1.0433022048033112,1.0079800398944208,0.2665598100809529,0.10847083789187681,0.2039257473019807,0.0,0.0,0.0,0.0,0.22861817259443024,0.0,0.0,0.19242543213075922,0.0,0.0
30,2014-02-19,"[0.         0.27204914 0.         0.23384593 0.         0.
 0.         0.         0.2664016  0.         0.         0.22770333
 0.        ]",1.0558471159024452,1.013560429748675,0.2720491360653131,0.0,0.23384592686785924,0.0,0.0,0.0,0.0,0.26640160380289535,0.0,0.0,0.22770333326393233,0.0,0.0
31,2014-02-20,"[0.         0.26609254 0.         0.23518411 0.         0.
 0.         0.         0.2683982  0.         0.         0.23032515
 0.        ]",1.042756277612165,1.0122451662094007,0.2660925435192901,0.0,0.23518410545220633,0.0,0.0,0.0,0.0,0.26839819981722823,0.0,0.0,0.23032515121127525,0.0,0.0
32,2014-02-21,"[0.         0.26470684 0.         0.23570881 0.         0.
 0.         0.         0.26868912 0.         0.         0.23089523
 0.        ]",1.0432591285865822,1.0109481370394982,0.2647068434885428,0.0,0.2357088093472966,0.0,0.0,0.0,0.0,0.2686891213255596,0.0,0.0,0.23089522583860106,0.0,0.0
33,2014-02-24,"[0.         0.26395888 0.         0.23618004 0.         0.
 0.         0.         0.26895976 0.         0.         0.23090132
 0.        ]",1.050046822735308,1.0199605426143834,0.26395887629383913,0.0,0.2361800411579112,0.0,0.0,0.0,0.0,0.26895976100472446,0.0,0.0,0.23090132154352527,0.0,0.0
34,2014-02-25,"[0.         0.26356813 0.         0.2363421  0.         0.
 0.         0.         0.26905432 0.         0.         0.23103545
 0.        ]",1.0556960737731678,1.0210109200781208,0.2635681328129024,0.0,0.23634209587876098,0.0,0.0,0.0,0.0,0.26905431946418584,0.0,0.0,0.23103545184415086,0.0,0.0
35,2014-02-26,"[0.         0.26340329 0.         0.23694872 0.         0.
 0.         0.         0.26851038 0.         0.         0.23113762
 0.        ]",1.0587649640507042,1.020191008268226,0.2634032864233072,0.0,0.2369487159507149,0.0,0.0,0.0,0.0,0.2685103787429031,0.0,0.0,0.23113761888307482,0.0,0.0
36,2014-02-27,"[0.         0.26273718 0.         0.23786518 0.         0.
 0.         0.         0.26815295 0.         0.         0.23124468
 0.        ]",1.0675814916512538,1.0225077723301166,0.26273718331528,0.0,0.23786518319277167,0.0,0.0,0.0,0.0,0.2681529542859638,0.0,0.0,0.23124467920598465,0.0,0.0
37,2014-02-28,"[0.         0.26191302 0.         0.23852767 0.         0.
 0.         0.         0.2680185  0.         0.         0.2315408
 0.        ]",1.0805781722758738,1.032577368750008,0.2619130214471837,0.0,0.23852767374350925,0.0,0.0,0.0,0.0,0.2680185021696653,0.0,0.0,0.23154080263964166,0.0,0.0
38,2014-03-03,"[0.         0.26171571 0.         0.23887029 0.         0.
 0.         0.         0.26785246 0.         0.         0.23156154
 0.        ]",1.0835120296873002,1.0359776052246212,0.2617157125207882,0.0,0.23887029085353034,0.0,0.0,0.0,0.0,0.26785245584421913,0.0,0.0,0.23156154078146238,0.0,0.0
39,2014-03-04,"[0.         0.26200904 0.         0.23867744 0.         0.
 0.         0.         0.26806244 0.         0.         0.23125108
 0.        ]",1.0763767608493395,1.0235791814184751,0.2620090382564097,0.0,0.238677439642256,0.0,0.0,0.0,0.0,0.26806244184990174,0.0,0.0,0.2312510802514325,0.0,0.0
40,2014-03-05,"[0.         0.26250277 0.         0.2379792  0.         0.
 0.         0.         0.26815128 0.         0.         0.23136675
 0.        ]",1.0919045850151325,1.037286373929792,0.26250277260524246,0.0,0.23797919600790718,0.0,0.0,0.0,0.0,0.268151282015589,0.0,0.0,0.23136674937126125,0.0,0.0
41,2014-03-06,"[0.         0.26249076 0.         0.23759352 0.         0.
 0.         0.         0.26874323 0.         0.         0.2311725
 0.        ]",1.0943411665590148,1.0448851169342224,0.2624907576562899,0.0,0.23759351582036836,0.0,0.0,0.0,0.0,0.26874322906644965,0.0,0.0,0.23117249745689214,0.0,0.0
42,2014-03-07,"[0.         0.26288521 0.         0.23749381 0.         0.
 0.         0.         0.26851022 0.         0.         0.23111076
 0.        ]",1.0795783534613879,1.0404777352248025,0.26288520544113353,0.0,0.23749381479185072,0.0,0.0,0.0,0.0,0.26851021815745363,0.0,0.0,0.2311107616095623,0.0,0.0
43,2014-03-10,"[0.         0.26304681 0.         0.23747295 0.         0.
 0.         0.         0.26844258 0.         0.         0.23103766
 0.        ]",1.0859468862278456,1.0404820034185653,0.2630468082893757,0.0,0.23747294748486317,0.0,0.0,0.0,0.0,0.268442579725123,0.0,0.0,0.23103766450063823,0.0,0.0
44,2014-03-11,"[0.         0.26357816 0.         0.23703267 0.         0.
 0.         0.         0.26863567 0.         0.         0.23075351
 0.        ]",1.0731183026560818,1.0292114650921098,0.26357815555216324,0.0,0.23703267005040385,0.0,0.0,0.0,0.0,0.2686356670401444,0.0,0.0,0.23075350735728853,0.0,0.0
45,2014-03-12,"[0.         0.26425056 0.         0.23663009 0.         0.
 0.         0.         0.26865831 0.         0.         0.23046105
 0.        ]",1.0713063023632816,1.0266796359598738,0.2642505558846949,0.0,0.23663008619013118,0.0,0.0,0.0,0.0,0.2686583074541817,0.0,0.0,0.23046105047099213,0.0,0.0
46,2014-03-13,"[0.         0.26447589 0.         0.23613287 0.         0.
 0.         0.         0.26874637 0.         0.         0.23064487
 0.        ]",1.0579156876055509,1.0170701402738418,0.26447588990575277,0.0,0.2361328712954756,0.0,0.0,0.0,0.0,0.26874636537908125,0.0,0.0,0.23064487341969034,0.0,0.0
47,2014-03-14,"[0.         0.26470908 0.         0.23582909 0.         0.
 0.         0.         0.26897463 0.         0.         0.23048721
 0.        ]",1.0658653360127623,1.0204940171593098,0.2647090764566094,0.0,0.23582909004114735,0.0,0.0,0.0,0.0,0.26897462584471704,0.0,0.0,0.2304872076575263,0.0,0.0
48,2014-03-17,"[0.         0.26531053 0.         0.2354412  0.         0.
 0.         0.         0.26896139 0.         0.         0.23028688
 0.        ]",1.0450931070055998,1.0009924942817272,0.2653105335883885,0.0,0.23544119930118176,0.0,0.0,0.0,0.0,0.26896138943377557,0.0,0.0,0.2302868776766541,0.0,0.0
49,2014-03-18,"[0.         0.26548278 0.         0.23503303 0.         0.
 0.         0.         0.26906867 0.         0.         0.23041552
 0.        ]",1.050459851279279,1.0080990693600103,0.26548277733765646,0.0,0.23503302745152396,0.0,0.0,0.0,0.0,0.26906867097358894,0.0,0.0,0.23041552423723058,0.0,0.0
50,2014-03-19,"[0.         0.26543213 0.         0.23519135 0.         0.
 0.         0.         0.26917238 0.         0.         0.23020414
 0.        ]",1.0558416739409762,1.0082584514152708,0.26543213152991396,0.0,0.2351913462695988,0.0,0.0,0.0,0.0,0.2691723788374536,0.0,0.0,0.23020414336303358,0.0,0.0
51,2014-03-20,"[0.         0.26488129 0.         0.23572964 0.         0.
 0.         0.         0.26902329 0.         0.         0.23036578
 0.        ]",1.0770195428906666,1.023686433170734,0.26488128567028485,0.0,0.23572964435499247,0.0,0.0,0.0,0.0,0.2690232924206693,0.0,0.0,0.23036577755405335,0.0,0.0
52,2014-03-21,"[0.         0.26506828 0.         0.23551563 0.         0.
 0.         0.         0.2689927  0.         0.         0.2304234
 0.        ]",1.060099180725976,1.014381683457539,0.2650682752762149,0.0,0.23551562881016125,0.0,0.0,0.0,0.0,0.26899269755590643,0.0,0.0,0.23042339835771758,0.0,0.0
53,2014-03-24,"[0.         0.26566979 0.         0.23501061 0.         0.
 0.         0.         0.26885473 0.         0.         0.23046486
 0.        ]",1.058402156488602,1.0204262502364985,0.2656697941580411,0.0,0.23501060743526628,0.0,0.0,0.0,0.0,0.268854733563143,0.0,0.0,0.23046486484354964,0.0,0.0
54,2014-03-25,"[0.         0.26599273 0.         0.23498589 0.         0.
 0.         0.         0.26863519 0.         0.         0.23038619
 0.        ]",1.041372512731128,1.0095460432581091,0.26599272599925855,0.0,0.23498588932297257,0.0,0.0,0.0,0.0,0.2686351927715822,0.0,0.0,0.2303861919061867,0.0,0.0
55,2014-03-26,"[0.         0.26590423 0.         0.23520029 0.         0.
 0.         0.         0.26862819 0.         0.         0.23026729
 0.        ]",1.0349877555796723,1.005655984880687,0.2659042260521204,0.0,0.2352002887294186,0.0,0.0,0.0,0.0,0.2686281932269883,0.0,0.0,0.23026729199147272,0.0,0.0
56,2014-03-27,"[0.         0.26623297 0.         0.23494878 0.         0.
 0.         0.         0.26888254 0.         0.         0.22993572
 0.        ]",1.0401626968938067,1.0099323942491585,0.2662329674573307,0.0,0.2349487806206527,0.0,0.0,0.0,0.0,0.26888253538099904,0.0,0.0,0.2299357165410174,0.0,0.0
57,2014-03-28,"[0.         0.26653695 0.         0.23471105 0.         0.
 0.         0.         0.26877539 0.         0.         0.22997662
 0.        ]",1.0271778909148173,1.001962846451741,0.2665369512021351,0.0,0.23471104601358667,0.0,0.0,0.0,0.0,0.268775386835281,0.0,0.0,0.22997661594899715,0.0,0.0
58,2014-03-31,"[0.         0.26662596 0.         0.23440923 0.         0.
 0.         0.         0.26895146 0.         0.         0.23001334
 0.        ]",1.0342821235679236,1.0030555359666744,0.26662596240450515,0.0,0.23440923205392802,0.0,0.0,0.0,0.0,0.26895146286886856,0.0,0.0,0.23001334267269835,0.0,0.0
59,2014-04-01,"[0.         0.2157039  0.09714404 0.14205465 0.         0.
 0.         0.078992   0.16319864 0.09264832 0.07586489 0.13439356
 0.        ]",1.0408582984598145,1.005449782110622,0.21570390301326153,0.09714403818751324,0.1420546493582265,0.0,0.0,0.0,0.07899200049765014,0.16319863550794633,0.09264831936815998,0.07586489171354191,0.13439356235370056,0.0,0.0
60,2014-04-02,"[0.         0.20943938 0.11373932 0.12783352 0.         0.
 0.         0.09380275 0.1404099  0.10985739 0.08313029 0.12178745
 0.        ]",1.0459660782355724,1.0107271284341988,0.2094393765757292,0.1137393237888353,0.12783351949258667,0.0,0.0,0.0,0.09380275092780274,0.14040990018934463,0.10985739379431844,0.08313028762462407,0.12178744760675898,0.0,0.0
61,2014-04-03,"[0.         0.20857573 0.11545152 0.12651655 0.         0.
 0.         0.09549599 0.13769435 0.11182898 0.08397615 0.12046074
 0.        ]",1.0533693755870217,1.0138366894508177,0.2085757251126846,0.11545151658168556,0.12651655244678678,0.0,0.0,0.0,0.09549598825350429,0.13769435367517677,0.11182897684494432,0.08397614890369379,0.12046073818152388,0.0,0.0
62,2014-04-04,"[0.         0.20849742 0.11537909 0.12663095 0.         0.
 0.         0.09559695 0.13748726 0.11195067 0.08395928 0.12049838
 0.        ]",1.0585230556223748,1.0166854125174387,0.20849742040777847,0.11537908946684483,0.12663095429868515,0.0,0.0,0.0,0.09559694626910997,0.13748725728388683,0.11195067260561209,0.08395928229285375,0.12049837737522896,0.0,0.0
63,2014-04-07,"[0.         0.2084791  0.11540946 0.12665371 0.         0.
 0.         0.09537968 0.13767192 0.11190222 0.08376472 0.1207392
 0.        ]",1.0686603008178046,1.0232802071023037,0.20847910461443656,0.11540946440367075,0.12665370684818378,0.0,0.0,0.0,0.09537967664280317,0.13767191631771136,0.11190221578854516,0.08376471824005724,0.12073919714459193,0.0,0.0
64,2014-04-08,"[0.         0.20847653 0.11528295 0.1266885  0.         0.
 0.         0.09541258 0.13760558 0.1120708  0.08359738 0.12086568
 0.        ]",1.0481820203738108,1.0062375120259357,0.20847653376461756,0.11528295102312128,0.12668849903997031,0.0,0.0,0.0,0.09541258307816447,0.1376055833177271,0.11207079695853794,0.08359737596914385,0.12086567684871746,0.0,0.0
65,2014-04-09,"[0.         0.20838062 0.11549214 0.1263933  0.         0.
 0.         0.09560265 0.13753496 0.11216331 0.08398562 0.12044739
 0.        ]",1.0424311871445588,1.0017530496661504,0.2083806186303994,0.11549214115486017,0.1263932982292287,0.0,0.0,0.0,0.09560264870918654,0.13753496371096102,0.11216331473400679,0.08398562399654025,0.12044739083481708,0.0,0.0
66,2014-04-10,"[0.         0.20850514 0.11512569 0.12645018 0.         0.
 0.         0.09597222 0.13718078 0.11251785 0.08380856 0.12043958
 0.        ]",1.046006745728938,1.002927141170416,0.20850513852478483,0.115125687713507,0.1264501781444422,0.0,0.0,0.0,0.09597221676842542,0.13718077711440754,0.11251785384209259,0.0838085648504562,0.1204395830418844,0.0,0.0
67,2014-04-11,"[0.         0.20860528 0.11475539 0.12664955 0.         0.
 0.         0.09614979 0.13714459 0.11243567 0.0838867  0.12037304
 0.        ]",1.0526350206771584,1.0098204890909088,0.208605279407175,0.11475538630339964,0.1266495537613285,0.0,0.0,0.0,0.09614978760988437,0.13714458785225037,0.1124356672341303,0.08388669613159055,0.12037304170024143,0.0,0.0
68,2014-04-14,"[0.         0.20856415 0.11515421 0.12645609 0.         0.
 0.         0.09592489 0.13720329 0.11242082 0.0838859  0.12039067
 0.        ]",1.0250597066243887,0.9862841504748727,0.2085641461984704,0.11515420612290825,0.1264560903973934,0.0,0.0,0.0,0.09592488577275646,0.1372032870123105,0.11242081768237748,0.08388589862332907,0.12039066819045446,0.0,0.0
69,2014-04-15,"[0.         0.20843807 0.11530253 0.12623644 0.         0.
 0.         0.09606203 0.13710357 0.11261797 0.08411728 0.12012212
 0.        ]",1.025673488219495,0.9865384679923898,0.2084380675815681,0.11530252828232569,0.1262364449399708,0.0,0.0,0.0,0.0960620258427905,0.1371035676750639,0.11261796678072963,0.08411727512817764,0.12012212376937359,0.0,0.0
70,2014-04-16,"[0.         0.20822384 0.11565054 0.12610408 0.         0.
 0.         0.09568285 0.13744001 0.11253629 0.08418221 0.12018017
 0.        ]",1.0250622282949675,0.984134760596198,0.20822384035891656,0.11565054400605543,0.12610408072955134,0.0,0.0,0.0,0.09568284892047632,0.13744001433101644,0.11253628656446234,0.08418221132999197,0.12018017375952966,0.0,0.0
71,2014-04-17,"[0.         0.20820545 0.11536541 0.12611603 0.         0.
 0.         0.09603761 0.13720317 0.11281725 0.08416725 0.12008784
 0.        ]",1.0319191085888586,0.9894906587491102,0.20820544548436457,0.11536541431300368,0.12611602662662266,0.0,0.0,0.0,0.09603760539822169,0.1372031696493132,0.11281724651565266,0.08416725448827518,0.12008783752454638,0.0,0.0
72,2014-04-21,"[0.         0.20813996 0.1153351  0.12631969 0.         0.
 0.         0.09565388 0.13768265 0.11239633 0.08431988 0.12015251
 0.        ]",1.028590621114171,0.9871543323831196,0.20813995926017284,0.11533510210827629,0.12631969248264405,0.0,0.0,0.0,0.0956538778206406,0.13768264682379397,0.11239633193785767,0.08431988005760475,0.12015250950900987,0.0,0.0
73,2014-04-22,"[0.         0.20802071 0.11550458 0.12632692 0.         0.
 0.         0.09538968 0.13799367 0.11216177 0.08449767 0.12010499
 0.        ]",1.0264984827060868,0.9881556460593145,0.20802071192851723,0.11550458263635247,0.12632692364208178,0.0,0.0,0.0,0.09538968373523896,0.1379936739071899,0.11216176613974586,0.08449767129668607,0.12010498671418769,0.0,0.0
74,2014-04-23,"[0.         0.20824597 0.11486505 0.1266666  0.         0.
 0.         0.09591729 0.13757611 0.11225384 0.08446762 0.12000752
 0.        ]",1.025899297563129,0.990027722218566,0.208245970066645,0.11486504569380936,0.12666660302931151,0.0,0.0,0.0,0.09591729242666253,0.13757610704430528,0.11225384056378011,0.08446761830102105,0.12000752287446524,0.0,0.0
75,2014-04-24,"[0.         0.20841974 0.11430665 0.12701599 0.         0.
 0.         0.09613857 0.13742868 0.1122412  0.0844266  0.12002257
 0.        ]",1.024306094545836,0.9909479532960758,0.2084197419848466,0.11430665298834801,0.12701598582815188,0.0,0.0,0.0,0.09613856867529476,0.1374286828358566,0.11224119586445332,0.0844266043777675,0.12002256744528132,0.0,0.0
76,2014-04-25,"[0.         0.20833483 0.11483103 0.12656105 0.         0.
 0.         0.09650364 0.13691024 0.11257037 0.08463753 0.11965131
 0.        ]",1.0233011226759592,0.9844396886659259,0.2083348265986281,0.11483103469851806,0.12656105070941945,0.0,0.0,0.0,0.09650363522664117,0.13691024217498632,0.11257036606433408,0.08463753188061086,0.11965131264686191,0.0,0.0
77,2014-04-28,"[0.         0.20828455 0.11481619 0.1265481  0.         0.
 0.         0.09625854 0.13710759 0.11263339 0.0844423  0.11990933
 0.        ]",1.016305200037388,0.9778743428782181,0.20828454819620437,0.11481619273880656,0.12654810415221612,0.0,0.0,0.0,0.09625854395275989,0.13710759255796162,0.11263339325518458,0.08444229517004431,0.11990932997682249,0.0,0.0
78,2014-04-29,"[0.         0.20830048 0.11505712 0.12628937 0.         0.
 0.         0.09654702 0.13673875 0.11284331 0.08448729 0.11973665
 0.        ]",1.003865563163775,0.9730122379096141,0.20830048261505724,0.11505711659790789,0.12628936838590532,0.0,0.0,0.0,0.09654702460968978,0.13673875278199282,0.11284331023538552,0.08448729203420957,0.11973665273985175,0.0,0.0
79,2014-04-30,"[0.         0.20838278 0.11506865 0.12624709 0.         0.
 0.         0.09661998 0.13654203 0.11299876 0.08412298 0.12001772
 0.        ]",1.0025809914124757,0.9692988667821306,0.20838278371075017,0.11506865011728,0.12624708856467742,0.0,0.0,0.0,0.09661998121584131,0.1365420333832835,0.11299876382217398,0.08412297711541107,0.1200177220705825,0.0,0.0
80,2014-05-01,"[0.         0.20831814 0.11519192 0.12619467 0.         0.
 0.         0.09641583 0.13669629 0.11298919 0.08404246 0.12015151
 0.        ]",1.0015438037777795,0.9695011159416531,0.20831813774050664,0.11519191528652109,0.12619466830948803,0.0,0.0,0.0,0.09641582569938367,0.13669629091852478,0.1129891916973881,0.08404245680778669,0.12015151354040086,0.0,0.0
81,2014-05-02,"[0.         0.20826586 0.11497713 0.12633482 0.         0.
 0.         0.09637186 0.13690148 0.11286977 0.08421317 0.12006592
 0.        ]",1.0064263147802717,0.9722855915284702,0.2082658637797709,0.11497712592802616,0.12633482150709702,0.0,0.0,0.0,0.09637185912251864,0.13690147515292475,0.11286976811718168,0.08421316818119748,0.12006591821128353,0.0,0.0
