,Date,Weights,Profit,Base Profit,BKTI,SCON,VSAT,MSI,MCD,EAT,JACK,PZZA,UVV,PYX,ANDE,STKL,cash
13,2014-01-24,"[0.         0.15763899 0.10342125 0.09270526 0.115387   0.
 0.19757937 0.0965828  0.15808081 0.         0.07860452 0.
 0.        ]",1.0685360229964675,1.0318292618449576,0.15763899354273492,0.10342125043838384,0.09270526230887526,0.11538699774222484,0.0,0.1975793663792204,0.09658279876806791,0.15808081044421254,0.0,0.07860452037628038,0.0,0.0,0.0
14,2014-01-27,"[0.         0.15763568 0.10341468 0.09272155 0.11540471 0.
 0.19759861 0.09656165 0.15807199 0.         0.07859114 0.
 0.        ]",1.058561349097974,1.024601897222338,0.1576356761844264,0.10341468068694859,0.09272154769514256,0.1154047094698107,0.0,0.1975986066506059,0.09656165066413845,0.15807198608406403,0.0,0.0785911425648634,0.0,0.0,0.0
15,2014-01-28,"[0.         0.15760513 0.10339282 0.09278206 0.11547333 0.
 0.19768277 0.09647406 0.15809198 0.         0.07849785 0.
 0.        ]",1.044357955014398,1.0112398294392133,0.15760512592644124,0.10339282019987842,0.09278206248014352,0.11547333084824045,0.0,0.19768277297188083,0.09647405717563741,0.1580919787536395,0.0,0.07849785164413871,0.0,0.0,0.0
16,2014-01-29,"[0.         0.15756261 0.1033811  0.09280976 0.11551599 0.
 0.19777004 0.09642302 0.15815047 0.         0.07838702 0.
 0.        ]",1.028246998848027,0.997087966899886,0.15756261152465975,0.10338109930651497,0.09280975519895976,0.11551599465348128,0.0,0.19777003588210815,0.09642301757068113,0.1581504656090534,0.0,0.07838702025454168,0.0,0.0,0.0
17,2014-01-30,"[0.         0.15756544 0.10338152 0.09280431 0.11551191 0.
 0.19776186 0.09642158 0.15813753 0.         0.07841583 0.
 0.        ]",1.021463630733306,0.9957278290191041,0.15756544183854165,0.10338152446981856,0.092804313349469,0.11551190776493962,0.0,0.19776186307043472,0.0964215827149024,0.15813753192202482,0.0,0.07841583486986917,0.0,0.0,0.0
18,2014-01-31,"[0.         0.15757845 0.10340166 0.09272408 0.11546841 0.
 0.19772448 0.09648863 0.15816655 0.         0.07844774 0.
 0.        ]",1.041651277860419,1.0051078988061612,0.15757844805370155,0.10340166060490855,0.0927240810242213,0.11546840772683704,0.0,0.1977244790926648,0.09648863104316449,0.1581665501855728,0.0,0.07844774226892949,0.0,0.0,0.0
19,2014-02-03,"[0.         0.15758452 0.10340422 0.09271713 0.11545522 0.
 0.19771192 0.09651121 0.15816911 0.         0.07844666 0.
 0.        ]",1.0280921954285112,0.9937561811852019,0.15758452450092225,0.10340421566586512,0.09271713084024348,0.11545522116929996,0.0,0.19771192265173726,0.09651121345305243,0.15816911049951682,0.0,0.07844666121936283,0.0,0.0,0.0
20,2014-02-04,"[0.         0.15757096 0.1033991  0.0927305  0.1154897  0.
 0.19774651 0.0964673  0.15818814 0.         0.07840779 0.
 0.        ]",1.0267524000915063,0.9933630631452225,0.1575709635828545,0.10339909771295952,0.09273050217462162,0.11548969656640147,0.0,0.19774650824243292,0.09646730068446072,0.15818813831768858,0.0,0.07840779271858063,0.0,0.0,0.0
21,2014-02-05,"[0.         0.15754866 0.1033885  0.09276546 0.1155225  0.
 0.19779305 0.09642455 0.15820518 0.         0.07835211 0.
 0.        ]",1.0016440895465482,0.972345814221478,0.1575486571765444,0.10338849733997865,0.09276545913320519,0.1155225000579593,0.0,0.19779305365981048,0.09642454562755363,0.1582051819528937,0.0,0.0783521050520546,0.0,0.0,0.0
22,2014-02-06,"[0.         0.15754608 0.10338554 0.09277223 0.11553277 0.
 0.19779898 0.09640075 0.1581954  0.         0.07836824 0.
 0.        ]",1.001453924187918,0.9739953907730609,0.15754607830404257,0.103385544162103,0.09277223324401045,0.11553277027244395,0.0,0.19779897812464217,0.09640075340741018,0.15819539944194858,0.0,0.07836824304339905,0.0,0.0,0.0
23,2014-02-07,"[0.         0.15751925 0.10337226 0.09281386 0.11557687 0.
 0.19786104 0.09634388 0.15821926 0.         0.07829359 0.
 0.        ]",0.9999411247086065,0.9718309078334011,0.15751924661678887,0.10337226009577184,0.09281386067630748,0.11557686815170379,0.0,0.197861038306918,0.09634387699268374,0.1582192624472514,0.0,0.07829358671257486,0.0,0.0,0.0
24,2014-02-10,"[0.         0.15750939 0.10336041 0.09285338 0.11559481 0.
 0.1978924  0.09632115 0.1582146  0.         0.07825385 0.
 0.        ]",1.0121851644314097,0.9826210993358199,0.15750939375388565,0.1033604082082831,0.09285338432719784,0.11559481207185464,0.0,0.1978923984413232,0.09632115058562953,0.1582146044062443,0.0,0.07825384820558175,0.0,0.0,0.0
25,2014-02-11,"[0.         0.15755535 0.10336617 0.09284247 0.11546205 0.
 0.19776673 0.09646341 0.1581202  0.         0.07842361 0.
 0.        ]",1.0328524311446758,1.0073020025514219,0.1575553499180973,0.10336617052086935,0.09284247226175352,0.11546205071164589,0.0,0.1977667331416471,0.09646340651021255,0.15812020193906684,0.0,0.07842361499670739,0.0,0.0,0.0
26,2014-02-12,"[0.         0.1575758  0.10336518 0.09285524 0.1154464  0.
 0.19773184 0.09647779 0.15808137 0.         0.07846638 0.
 0.        ]",1.0439918802493795,1.0086508464689392,0.15757579633848107,0.10336518010593512,0.09285524384734085,0.11544639646294119,0.0,0.19773184141996208,0.09647779169274434,0.15808136997847444,0.0,0.07846638015412098,0.0,0.0,0.0
27,2014-02-13,"[0.         0.15758356 0.10336172 0.09287216 0.1154512  0.
 0.19772371 0.09646522 0.15805752 0.         0.07848491 0.
 0.        ]",1.0376410481522282,1.0036300359164227,0.1575835624277705,0.10336171575115836,0.09287216095700221,0.11545119734516499,0.0,0.19772371439259595,0.09646522272995806,0.15805751726938197,0.0,0.07848490912696793,0.0,0.0,0.0
28,2014-02-14,"[0.         0.15758478 0.1033719  0.09283406 0.11544228 0.
 0.19771101 0.09647419 0.1580723  0.         0.07850949 0.
 0.        ]",1.0297099938594543,0.9947771065296751,0.1575847766272931,0.10337189614021544,0.09283406188837498,0.11544228295103677,0.0,0.1977110059112145,0.09647419052125245,0.1580722975138155,0.0,0.0785094884467974,0.0,0.0,0.0
29,2014-02-18,"[0.         0.15758886 0.1033718  0.09282995 0.11543988 0.
 0.19770833 0.09648283 0.15807349 0.         0.07850486 0.
 0.        ]",1.0542406477387292,1.0113604394734188,0.1575888598627303,0.10337180459660435,0.0928299501403219,0.11543987662486278,0.0,0.1977083323926215,0.09648283246525305,0.15807348764096,0.0,0.07850485627664608,0.0,0.0,0.0
30,2014-02-19,"[0.         0.15625073 0.10205533 0.09677988 0.11866719 0.
 0.201196   0.09113748 0.15788879 0.         0.07602461 0.
 0.        ]",1.0588334067325662,1.0173967043010392,0.15625073033268588,0.10205532990947061,0.09677987977513686,0.11866718780786872,0.0,0.20119599596597781,0.09113747610474182,0.15788878775748205,0.0,0.07602461234663627,0.0,0.0,0.0
31,2014-02-20,"[0.         0.1558507  0.10181895 0.09747062 0.11944521 0.
 0.20213318 0.09007718 0.15786702 0.         0.07533715 0.
 0.        ]",1.0630892248528125,1.0185693850214854,0.1558507016890215,0.10181894719135338,0.0974706213752679,0.11944521129729238,0.0,0.20213317800530559,0.0900771756073576,0.1578670191392055,0.0,0.07533714569519613,0.0,0.0,0.0
32,2014-02-21,"[0.         0.15577518 0.10176993 0.09758679 0.11953357 0.
 0.20229718 0.08993741 0.15779656 0.         0.07530339 0.
 0.        ]",1.0577641193817031,1.0161813679987055,0.1557751809905783,0.10176992730533364,0.09758678504888192,0.11953356632212009,0.0,0.20229718211320324,0.08993741187110613,0.1577965609607639,0.0,0.0753033853880128,0.0,0.0,0.0
33,2014-02-24,"[0.         0.15576049 0.10171895 0.09773623 0.1196194  0.
 0.20237376 0.08980121 0.15770154 0.         0.07528842 0.
 0.        ]",1.0765255768829374,1.0323062544606034,0.1557604864630031,0.1017189460553622,0.09773623386401326,0.11961940185306767,0.0,0.20237376230506918,0.08980120882215041,0.1577015407680911,0.0,0.07528841986924319,0.0,0.0,0.0
34,2014-02-25,"[0.         0.15575518 0.10171112 0.09776272 0.11964209 0.
 0.20239462 0.08977452 0.15768268 0.         0.07527707 0.
 0.        ]",1.0709288971834081,1.027640610846757,0.15575518258856155,0.1017111246483346,0.0977627236468292,0.1196420863781391,0.0,0.2023946197436587,0.08977451619085335,0.15768267717608844,0.0,0.07527706962753504,0.0,0.0,0.0
35,2014-02-26,"[0.         0.15577504 0.10171006 0.09780203 0.11959189 0.
 0.20234396 0.08980435 0.1576072  0.         0.07536547 0.
 0.        ]",1.0737973987158729,1.033323973714238,0.15577504074395068,0.10171005859296799,0.09780203134034256,0.11959188566638224,0.0,0.20234395636125133,0.08980435310261121,0.15760719985828495,0.0,0.07536547433420909,0.0,0.0,0.0
36,2014-02-27,"[0.         0.1558064  0.1017193  0.0978017  0.11954069 0.
 0.20227885 0.08984862 0.15754488 0.         0.07545956 0.
 0.        ]",1.0742933354407878,1.032045506748912,0.15580639946903782,0.1017192980610739,0.09780170403466276,0.11954068848822402,0.0,0.20227885010396146,0.0898486203848505,0.1575448782448126,0.0,0.07545956121337691,0.0,0.0,0.0
37,2014-02-28,"[0.         0.15581282 0.10175554 0.09763937 0.11949474 0.
 0.20225434 0.08994647 0.15763879 0.         0.07545795 0.
 0.        ]",1.0770469321899647,1.031584344984488,0.15581281709138456,0.10175553626617279,0.09763936630669487,0.11949473974052667,0.0,0.2022543356264847,0.08994646637456952,0.15763878530165318,0.0,0.07545795329251379,0.0,0.0,0.0
38,2014-03-03,"[0.         0.15581019 0.10173638 0.09771427 0.11952359 0.
 0.20227003 0.08988527 0.1576027  0.         0.07545756 0.
 0.        ]",1.096674966182181,1.0441540692677238,0.1558101935214699,0.10173638332193623,0.09771426773527758,0.11952358869482577,0.0,0.20227002679616252,0.08988527494232008,0.15760270250711395,0.0,0.07545756248089408,0.0,0.0,0.0
39,2014-03-04,"[0.         0.15581356 0.10170484 0.09782685 0.11956757 0.
 0.20229126 0.08978718 0.15751999 0.         0.07548875 0.
 0.        ]",1.087713221022156,1.0380782226726402,0.15581356475356292,0.10170483854166877,0.09782684871732893,0.1195675672658478,0.0,0.20229126221026592,0.08978718243987371,0.15751998925333827,0.0,0.07548874681811363,0.0,0.0,0.0
40,2014-03-05,"[0.         0.15581497 0.10171572 0.09778355 0.11954667 0.
 0.20228415 0.08983446 0.15754339 0.         0.07547709 0.
 0.        ]",1.1035221829294204,1.0539935209460212,0.15581497401557487,0.1017157202437198,0.09778354598844335,0.11954666637989876,0.0,0.20228415386993912,0.0898344558349181,0.15754339272742407,0.0,0.07547709094008183,0.0,0.0,0.0
41,2014-03-06,"[0.         0.15583656 0.10173048 0.09774271 0.11949    0.
 0.20223189 0.08991159 0.15752788 0.         0.07552888 0.
 0.        ]",1.1098587785154024,1.0628216867658333,0.1558365644298269,0.10173048397394786,0.09774271478634347,0.11948999804067965,0.0,0.20223188913662643,0.08991159064492056,0.1575278766118181,0.0,0.07552888237583706,0.0,0.0,0.0
42,2014-03-07,"[0.         0.15593625 0.1018858  0.09719248 0.11914894 0.
 0.20194722 0.09046955 0.15768969 0.         0.07573008 0.
 0.        ]",1.131089477831599,1.0793009578444592,0.1559362534854771,0.10188579724823582,0.097192477511963,0.11914893570510887,0.0,0.2019472174082663,0.09046955354352482,0.15768968682131543,0.0,0.07573007827610855,0.0,0.0,0.0
43,2014-03-10,"[0.         0.15590917 0.101889   0.09713854 0.11922301 0.
 0.20201113 0.0904174  0.15781843 0.         0.07559331 0.
 0.        ]",1.1202238815555665,1.0677658532579974,0.15590917474268726,0.10188900412831312,0.09713854335509255,0.11922300778116407,0.0,0.2020111299272286,0.09041739920618556,0.15781842682636363,0.0,0.07559331403296538,0.0,0.0,0.0
44,2014-03-11,"[0.         0.15589256 0.10188082 0.09714275 0.11924981 0.
 0.20204393 0.09038757 0.15784724 0.         0.07555533 0.
 0.        ]",1.115754390670644,1.0637626952640606,0.15589256190735726,0.1018808169071086,0.09714275361643455,0.11924980662926749,0.0,0.2020439292738505,0.09038756772485257,0.15784723676088336,0.0,0.07555532718024571,0.0,0.0,0.0
45,2014-03-12,"[0.         0.15590535 0.10188344 0.097162   0.11920386 0.
 0.20200187 0.09042001 0.15780099 0.         0.07562247 0.
 0.        ]",1.1289858529449104,1.080554436231709,0.1559053525905663,0.10188343931947985,0.0971620039542856,0.11920386192279452,0.0,0.2020018740890367,0.09042000619005357,0.15780098746277185,0.0,0.07562247447101164,0.0,0.0,0.0
46,2014-03-13,"[0.         0.15589772 0.10190019 0.09714104 0.11918808 0.
 0.20199231 0.09044703 0.15783155 0.         0.07560207 0.
 0.        ]",1.1013190082106892,1.054663703574647,0.15589772117508283,0.10190019022384282,0.09714103952293884,0.11918808491268447,0.0,0.2019923094266433,0.0904470282876785,0.15783155156595646,0.0,0.07560207488517266,0.0,0.0,0.0
47,2014-03-14,"[0.         0.15591169 0.10189632 0.09718019 0.11915868 0.
 0.20195987 0.09046285 0.15778008 0.         0.07565032 0.
 0.        ]",1.1396776586572048,1.0834124548432538,0.1559116853159115,0.10189632301394015,0.097180194093351,0.1191586847523317,0.0,0.20195986840019742,0.09046285162485052,0.15778007767403235,0.0,0.07565031512538531,0.0,0.0,0.0
48,2014-03-17,"[0.         0.15590128 0.10188419 0.09720773 0.11920412 0.
 0.20199853 0.09040317 0.15778774 0.         0.07561323 0.
 0.        ]",1.1187851978101222,1.066143295502636,0.15590127963206468,0.10188418935652829,0.09720773422024263,0.11920412188423742,0.0,0.20199853357247238,0.09040317064284036,0.15778773652665845,0.0,0.07561323416495583,0.0,0.0,0.0
49,2014-03-18,"[0.         0.15590906 0.10188176 0.09721361 0.11919035 0.
 0.20198713 0.09042218 0.15776752 0.         0.07562839 0.
 0.        ]",1.15334776036894,1.0924032049861903,0.1559090615636028,0.10188175988892412,0.09721360694922644,0.1191903480821306,0.0,0.20198712834241941,0.09042218295111219,0.15776752202113034,0.0,0.07562839020145404,0.0,0.0,0.0
50,2014-03-19,"[0.         0.15595434 0.10190277 0.09717939 0.11908017 0.
 0.20187923 0.09054306 0.15769952 0.         0.07576152 0.
 0.        ]",1.165447592699979,1.1027114435632621,0.15595434354534315,0.10190277165227438,0.09717938561182139,0.11908017155182099,0.0,0.20187922581963438,0.09054306283396768,0.15769952306487484,0.0,0.07576151592026324,0.0,0.0,0.0
51,2014-03-20,"[0.         0.15594695 0.10189214 0.09719328 0.11914434 0.
 0.20192226 0.09047409 0.15772004 0.         0.0757069  0.
 0.        ]",1.1642284211396554,1.0978240402390878,0.15594694750528273,0.1018921377275376,0.09719328236317762,0.11914433934251625,0.0,0.20192226407698013,0.09047408528455064,0.15772004183401786,0.0,0.07570690186593708,0.0,0.0,0.0
52,2014-03-21,"[0.         0.15595023 0.10189198 0.09720421 0.11914266 0.
 0.201912   0.09046464 0.15769985 0.         0.07573444 0.
 0.        ]",1.1454802021842516,1.08227303109598,0.15595022616810547,0.10189197922490181,0.09720421444797958,0.11914265888480788,0.0,0.20191199650299566,0.09046463812207031,0.15769985064237985,0.0,0.0757344360067594,0.0,0.0,0.0
53,2014-03-24,"[0.         0.15593509 0.10189953 0.09714824 0.11915905 0.
 0.20194113 0.09047551 0.15776676 0.         0.0756747  0.
 0.        ]",1.1573161126701006,1.092249174200978,0.1559350858579893,0.10189952520451111,0.09714823918840272,0.11915904603397487,0.0,0.20194113326843777,0.09047551393168284,0.15776675606674506,0.0,0.07567470044825628,0.0,0.0,0.0
54,2014-03-25,"[0.         0.15591975 0.10188779 0.09717981 0.11918779 0.
 0.2019752  0.09043786 0.15777685 0.         0.07563495 0.
 0.        ]",1.1523618516056213,1.0912763887830166,0.1559197450394605,0.1018877884670285,0.0971798128195384,0.11918778826741346,0.0,0.20197520257736343,0.09043785798637584,0.1577768547936344,0.0,0.0756349500491855,0.0,0.0,0.0
55,2014-03-26,"[0.         0.15590099 0.10189277 0.09716233 0.11919483 0.
 0.20199915 0.09044342 0.15782176 0.         0.07558476 0.
 0.        ]",1.1485952074329209,1.0897712757578324,0.1559009947202425,0.10189276710394336,0.09716232670005985,0.1191948280087258,0.0,0.20199915224479786,0.09044341539352173,0.15782175810995971,0.0,0.07558475771874923,0.0,0.0,0.0
56,2014-03-27,"[0.         0.15589115 0.10187488 0.09722136 0.11922941 0.
 0.20202807 0.09038197 0.15779979 0.         0.07557338 0.
 0.        ]",1.1500422304411804,1.093234385437171,0.1558911478166755,0.1018748822638729,0.09722135827253947,0.1192294108151484,0.0,0.20202807079218654,0.09038196504879101,0.15779978723522722,0.0,0.07557337775555899,0.0,0.0,0.0
57,2014-03-28,"[0.         0.1558695  0.101876   0.09721721 0.11923773 0.
 0.20205587 0.09037419 0.15783679 0.         0.07553273 0.
 0.        ]",1.1160845122779446,1.0689475381740856,0.15586949642306375,0.10187599853600904,0.09721720505131225,0.11923773362475154,0.0,0.20205586595463707,0.09037418722501253,0.15783678642633664,0.0,0.07553272675887715,0.0,0.0,0.0
58,2014-03-31,"[0.         0.15582262 0.10184498 0.09728663 0.11934955 0.
 0.20216759 0.09022951 0.15787917 0.         0.07541993 0.
 0.        ]",1.1031835142377917,1.061778138560979,0.15582262181915976,0.10184498185031741,0.09728663405364306,0.11934955417135111,0.0,0.20216759286739489,0.09022951127161706,0.15787917264155724,0.0,0.07541993132495958,0.0,0.0,0.0
59,2014-04-01,"[0.         0.1557939  0.10153486 0.099463   0.11870686 0.
 0.20150509 0.08939695 0.15567651 0.         0.07792283 0.
 0.        ]",1.10573922161994,1.0670859198495888,0.1557938984725983,0.10153485917335806,0.09946299989976116,0.11870685691177157,0.0,0.20150509229746263,0.08939694895492208,0.15567651328878343,0.0,0.07792283100134281,0.0,0.0,0.0
60,2014-04-02,"[0.         0.15557502 0.10129495 0.10008771 0.11961955 0.
 0.20226267 0.08830243 0.15570329 0.         0.07715438 0.
 0.        ]",1.108994807568635,1.0686927093447551,0.1555750188898565,0.10129495031858254,0.10008771047439032,0.11961955281158738,0.0,0.2022626737444654,0.08830243245971457,0.155703285743742,0.0,0.07715437555766126,0.0,0.0,0.0
61,2014-04-03,"[0.         0.15555933 0.10141928 0.099604   0.1194706  0.
 0.20222205 0.08862247 0.1559867  0.         0.07711557 0.
 0.        ]",1.12739097741329,1.083249539697037,0.15555932911083623,0.10141928208574816,0.09960399773873949,0.11947060340960332,0.0,0.20222205251913175,0.08862246928041238,0.15598669831386283,0.0,0.07711556754166589,0.0,0.0,0.0
62,2014-04-04,"[0.         0.15554587 0.10142959 0.099527   0.11947661 0.
 0.20224736 0.08863799 0.15608486 0.         0.07705073 0.
 0.        ]",1.1142433397336293,1.076106734727206,0.1555458670992456,0.10142958773619057,0.09952700223287413,0.11947660529415419,0.0,0.2022473633748468,0.08863799062103772,0.15608485674492525,0.0,0.07705072689672579,0.0,0.0,0.0
63,2014-04-07,"[0.         0.15554409 0.10144231 0.09947692 0.11945784 0.
 0.20223936 0.0886731  0.15612652 0.         0.07703985 0.
 0.        ]",1.1148037707900755,1.077410456055078,0.15554409200523556,0.10144230737556457,0.09947691752709217,0.11945784260057471,0.0,0.2022393595446112,0.08867310228190575,0.15612652487210849,0.0,0.07703985379290756,0.0,0.0,0.0
64,2014-04-08,"[0.         0.15552514 0.10145206 0.09942568 0.11948456 0.
 0.20226985 0.0886543  0.15620089 0.         0.07698752 0.
 0.        ]",1.076872982843253,1.0467197860829631,0.15552514300925419,0.10145205584234247,0.0994256780241516,0.11948456432725263,0.0,0.2022698535563282,0.08865430100899532,0.15620088588311173,0.0,0.07698751834856384,0.0,0.0,0.0
65,2014-04-09,"[0.         0.15551884 0.10146509 0.09936992 0.11947768 0.
 0.20227413 0.08867931 0.15625831 0.         0.07695672 0.
 0.        ]",1.0676872996351345,1.036156373874521,0.15551884168966246,0.10146509221100881,0.09936991886519339,0.11947768099665583,0.0,0.20227413054392607,0.08867930788692166,0.15625831040077237,0.0,0.07695671740585937,0.0,0.0,0.0
66,2014-04-10,"[0.         0.15551266 0.10146639 0.09936121 0.11948468 0.
 0.20228463 0.08867654 0.15628148 0.         0.0769324  0.
 0.        ]",1.072308496908182,1.042620219522112,0.15551266157433682,0.10146639379288891,0.09936121267315652,0.11948468168768192,0.0,0.20228462907486805,0.08867654111277805,0.15628147929415614,0.0,0.07693240079013365,0.0,0.0,0.0
67,2014-04-11,"[0.         0.15551124 0.10145287 0.09939951 0.11950243 0.
 0.2022987  0.08864264 0.15626038 0.         0.07693223 0.
 0.        ]",1.0864531111222064,1.0534083877894693,0.15551124345826514,0.10145287486734207,0.09939951202038483,0.11950242811120822,0.0,0.20229869814859106,0.0886426370630145,0.15626037645128923,0.0,0.07693222987990501,0.0,0.0,0.0
68,2014-04-14,"[0.         0.15550122 0.10148265 0.09928425 0.11948193 0.
 0.20230675 0.08872147 0.1563741  0.         0.07684764 0.
 0.        ]",1.0534193819439388,1.0300459047534118,0.15550122029229183,0.10148264653748428,0.09928425201563403,0.11948193123841958,0.0,0.2023067464447764,0.08872146961373663,0.156374096711477,0.0,0.07684763714618018,0.0,0.0,0.0
69,2014-04-15,"[0.         0.15549187 0.10147936 0.09928932 0.11949672 0.
 0.20231845 0.0886952  0.15638342 0.         0.07684566 0.
 0.        ]",1.0655440332616561,1.0404877848122362,0.15549186590205066,0.10147936424748624,0.09928932152359786,0.11949672383273316,0.0,0.20231845432829387,0.0886951975155625,0.1563834155916425,0.0,0.07684565705863332,0.0,0.0,0.0
70,2014-04-16,"[0.         0.15548258 0.10146787 0.09931606 0.11952595 0.
 0.2023494  0.08865775 0.156392   0.         0.07680839 0.
 0.        ]",1.0599425939374865,1.0389300300887558,0.1554825844635533,0.10146787488110715,0.09931605730238739,0.11952595229045695,0.0,0.20234939907477445,0.08865774659012486,0.1563919988578428,0.0,0.07680838653975305,0.0,0.0,0.0
71,2014-04-17,"[0.         0.15547145 0.10146421 0.0993247  0.11954563 0.
 0.20237139 0.08863371 0.15640516 0.         0.07678375 0.
 0.        ]",1.051281556223412,1.036898006311462,0.15547145088739772,0.10146421021843766,0.09932469668787619,0.11954562543753391,0.0,0.2023713932126087,0.08863370704918967,0.15640516460127296,0.0,0.07678375190568319,0.0,0.0,0.0
72,2014-04-21,"[0.         0.15547369 0.10147058 0.09928801 0.11953623 0.
 0.20236903 0.08865906 0.15642861 0.         0.07677479 0.
 0.        ]",1.056609207173402,1.0340204425377018,0.15547369046869783,0.10147057556128608,0.09928800945593497,0.11953623462141807,0.0,0.2023690346474197,0.08865905656297789,0.1564286063267147,0.0,0.07677479235555083,0.0,0.0,0.0
