,Date,Weights,Profit,Base Profit,UVV,PYX,STKL,ANDE,F,PCAR,SPAR,OSK,LH,AMS,PMD,DGX,cash
210,2014-11-04,"[0.         0.12155602 0.         0.         0.23039478 0.10499412
 0.10859035 0.         0.1059394  0.14094356 0.09651372 0.09106805
 0.        ]",0.9811616884891794,0.9980798309516319,0.12155601920168174,0.0,0.0,0.23039477519500212,0.10499411953525609,0.10859035063604473,0.0,0.10593939895132264,0.14094355985507567,0.09651372269681464,0.09106805392880238,0.0,0.0
211,2014-11-05,"[0.         0.12159899 0.         0.         0.23036903 0.10506272
 0.10855997 0.         0.10590065 0.14096737 0.0965507  0.09099058
 0.        ]",0.9893845291754566,0.9956928929806901,0.12159898793152835,0.0,0.0,0.23036902975497947,0.10506271839867375,0.10855996919809537,0.0,0.10590064761235495,0.14096737261757597,0.0965506956988847,0.09099057878790726,0.0,0.0
212,2014-11-06,"[0.         0.12160734 0.         0.         0.23035745 0.10509257
 0.10854823 0.         0.10589239 0.14097458 0.09655762 0.09096981
 0.        ]",1.007172640984146,1.0068586335388057,0.1216073443518283,0.0,0.0,0.23035744895372764,0.10509257255408404,0.10854822909810243,0.0,0.1058923908227209,0.14097457800019642,0.09655762448323975,0.09096981173610069,0.0,0.0
213,2014-11-07,"[0.         0.12172703 0.         0.         0.23050249 0.10503255
 0.10867125 0.         0.10601956 0.14094028 0.09624199 0.09086486
 0.        ]",0.9901856960067482,0.9998459168757641,0.12172702982859543,0.0,0.0,0.23050249365774347,0.10503254841337543,0.10867124637915923,0.0,0.10601955893259998,0.1409402791608251,0.09624198833649396,0.09086485529120732,0.0,0.0
214,2014-11-10,"[0.         0.12193904 0.         0.         0.23055319 0.10507243
 0.10869247 0.         0.10604795 0.14089177 0.09608753 0.09071562
 0.        ]",0.9629957389314148,0.9976291090525553,0.1219390357879028,0.0,0.0,0.23055319058221688,0.10507242774407301,0.10869246832487892,0.0,0.10604795466016165,0.1408917710151772,0.09608753225656431,0.09071561962902511,0.0,0.0
215,2014-11-11,"[0.         0.12204009 0.         0.         0.23051071 0.10518056
 0.10865345 0.         0.10602744 0.14096505 0.09603981 0.09058287
 0.        ]",0.9522198187214093,0.980396076237641,0.12204009180456706,0.0,0.0,0.2305107097539384,0.10518056164619566,0.10865345423661701,0.0,0.1060274420559869,0.1409650527278081,0.09603981318245292,0.09058287459243404,0.0,0.0
216,2014-11-12,"[0.         0.12210735 0.         0.         0.23054425 0.10516239
 0.10871235 0.         0.10608384 0.14101248 0.09586935 0.09050798
 0.        ]",0.9587842802632991,0.9846457432685614,0.12210735362705605,0.0,0.0,0.23054425016797053,0.10516238949853011,0.10871235323671105,0.0,0.1060838420025728,0.14101248391645632,0.09586934500671536,0.09050798254398769,0.0,0.0
217,2014-11-13,"[0.         0.12220267 0.         0.         0.23040365 0.10538729
 0.1085152  0.         0.10596264 0.14106713 0.09607246 0.09038895
 0.        ]",0.9561835728606944,0.9818422263926581,0.1222026685538578,0.0,0.0,0.23040365078329014,0.10538729050471524,0.10851520305660588,0.0,0.1059626418232791,0.1410671286635341,0.09607246184865119,0.09038895476606659,0.0,0.0
218,2014-11-14,"[0.         0.12213671 0.         0.         0.23055338 0.10519747
 0.10857533 0.         0.10604044 0.14084049 0.09604844 0.09060775
 0.        ]",0.9637119546638114,0.9798246658390767,0.12213671019782246,0.0,0.0,0.23055337870795586,0.10519746904578149,0.10857532612258154,0.0,0.10604044302884234,0.14084048807186886,0.09604843805529979,0.09060774676984755,0.0,0.0
219,2014-11-17,"[0.         0.12214235 0.         0.         0.2304855  0.10528606
 0.10846876 0.         0.10594464 0.14080818 0.09625315 0.09061137
 0.        ]",0.9719091398112087,0.987151892335929,0.1221423472968559,0.0,0.0,0.23048549517738143,0.10528606111601765,0.10846875967975794,0.0,0.10594464034882431,0.14080818054151978,0.0962531468565708,0.09061136898307223,0.0,0.0
