,Date,Weights,Profit,Base Profit,Volume,BKTI,VSAT,MSI,SCON,PHM,BZH,NVR,MTH,OLN,FMC,GRA,BCPC,cash
0,2014-01-06,"[0.0718689  0.08195282 0.07737768 0.07675842 0.0804119  0.07652459
 0.07636424 0.07573653 0.07795794 0.07492795 0.07975101 0.0757489
 0.07461912]",0.9998143886747118,0.9998000000000002,0.9281311184167862,0.08195281773805618,0.07737768441438675,0.07675842195749283,0.08041190356016159,0.07652459293603897,0.07636424154043198,0.07573653012514114,0.07795794308185577,0.07492794841527939,0.07975101470947266,0.07574889808893204,0.0746191218495369,0.071868896484375
1,2014-01-07,"[0.07163231 0.08205684 0.07720963 0.07608065 0.0795058  0.07653919
 0.07587969 0.07595317 0.07845028 0.07535144 0.07939262 0.0761755
 0.07577288]",1.0028996326848065,1.003064977463702,0.005425319903760864,0.08205683529376984,0.07720962911844254,0.07608065009117126,0.0795058012008667,0.07653918862342834,0.07587968558073044,0.0759531706571579,0.0784502774477005,0.07535143941640854,0.07939261943101883,0.0761755034327507,0.07577288150787354,0.07163231074810028
2,2014-01-08,"[0.07165171 0.08237276 0.07725097 0.07597903 0.07958651 0.07649492
 0.07588945 0.07614625 0.07841621 0.07526855 0.07937887 0.07588878
 0.07567601]",1.02268752142914,1.0238622863345002,0.0058613101611392875,0.0823727622628212,0.07725097239017487,0.07597903162240982,0.07958651334047318,0.07649492472410202,0.07588944584131241,0.07614625245332718,0.07841620594263077,0.07526855170726776,0.0793788731098175,0.07588878273963928,0.07567600905895233,0.07165171205997467
3,2014-01-09,"[0.07163704 0.08229112 0.07712644 0.07608818 0.0794378  0.07651371
 0.07586387 0.07603734 0.07843747 0.07533681 0.07942505 0.07606495
 0.07574022]",1.0045216500775171,1.003148763273107,0.04470590987247756,0.0822911188006401,0.07712643593549728,0.07608817517757416,0.07943779975175858,0.07651370763778687,0.07586386799812317,0.07603733986616135,0.07843746989965439,0.07533681392669678,0.07942505180835724,0.07606495171785355,0.07574021816253662,0.07163704186677933
4,2014-01-10,"[0.07159112 0.0823883  0.07721821 0.07598791 0.07950741 0.07654144
 0.07589824 0.07608839 0.07847797 0.07528456 0.07938939 0.07591023
 0.07571682]",1.0200334230571222,1.0201245402717392,0.02354698752099698,0.08238830417394638,0.07721821218729019,0.07598791271448135,0.07950741052627563,0.07654143869876862,0.07589823752641678,0.07608839124441147,0.07847797125577927,0.07528455555438995,0.07938938587903976,0.07591022551059723,0.07571681588888168,0.07159111648797989
5,2014-01-13,"[0.07161874 0.08236518 0.07713271 0.07605747 0.07943884 0.07654639
 0.07590111 0.07605286 0.07846545 0.07531583 0.07940941 0.07595929
 0.07573673]",1.0090730716082463,1.0070240375332509,0.014836045461546562,0.08236517757177353,0.0771327093243599,0.07605747133493423,0.07943884283304214,0.07654638588428497,0.07590111345052719,0.07605285942554474,0.07846544682979584,0.07531582564115524,0.0794094055891037,0.07595928758382797,0.07573673129081726,0.07161874324083328
6,2014-01-14,"[0.07163235 0.08235527 0.07716152 0.0760511  0.07952403 0.07652253
 0.07590244 0.07602749 0.07849691 0.07529368 0.07943204 0.07593609
 0.07566456]",1.0050129712057658,1.0027645340496711,0.014906832956468842,0.08235526829957962,0.0771615207195282,0.07605110108852386,0.07952403277158737,0.07652252912521362,0.07590243965387344,0.07602749019861221,0.07849691063165665,0.07529367506504059,0.07943204045295715,0.07593609392642975,0.07566456496715546,0.07163234800100327
7,2014-01-15,"[0.07161479 0.08235649 0.07710402 0.07606211 0.0794604  0.07653721
 0.0758656  0.0760598  0.07849908 0.07530829 0.07942856 0.07600106
 0.07570262]",0.9956617381572315,0.9918080041640844,0.005783684504926009,0.08235649019479752,0.07710402458906174,0.07606211304664612,0.07946039736270905,0.07653720676898956,0.07586559653282166,0.07605979591608047,0.07849907875061035,0.07530828565359116,0.07942856103181839,0.07600105553865433,0.07570261508226395,0.07161479443311691
8,2014-01-16,"[0.07161142 0.08234158 0.07710773 0.07607741 0.07948292 0.07653148
 0.07586827 0.07599962 0.07850134 0.07530447 0.07943969 0.07601558
 0.07571846]",1.009140903479711,1.0065052606339162,0.01589242843628011,0.08234158158302307,0.07710772752761841,0.0760774090886116,0.07948292046785355,0.07653147727251053,0.07586827129125595,0.07599961757659912,0.07850134372711182,0.07530447095632553,0.0794396921992302,0.07601558417081833,0.0757184624671936,0.0716114193201065
9,2014-01-17,"[0.07157346 0.08236834 0.07720037 0.07597087 0.07950249 0.07653133
 0.07585145 0.07611319 0.07847695 0.07532305 0.07939911 0.0759728
 0.07571661]",1.0160394018670937,1.0149100879969823,0.006743698511999869,0.08236834406852722,0.07720036804676056,0.07597087323665619,0.07950249314308167,0.07653132826089859,0.0758514478802681,0.07611319422721863,0.07847695052623749,0.07532305270433426,0.07939910888671875,0.07597280293703079,0.07571660727262497,0.07157345861196518
