,Date,Weights,Profit,Base Profit,Volume,PHM,BZH,MTH,NVR,CIGI,TRC,FRPH,CTO,SUP,DORM,STRT,MOD,cash
0,2014-01-06,"[0.         0.         0.12072447 0.         0.         0.15915233
 0.12447373 0.         0.14285925 0.         0.15713422 0.14883664
 0.1468194 ]",0.9950000368803739,0.9950000000000002,1.000000037252903,0.0,0.12072446942329407,0.0,0.0,0.1591523289680481,0.12447372823953629,0.0,0.14285925030708313,0.0,0.15713422000408173,0.1488366425037384,0.14681939780712128,0.0
1,2014-01-07,"[0.         0.         0.12080812 0.         0.         0.15959054
 0.1246216  0.         0.14229508 0.         0.15716133 0.14861353
 0.14690985]",0.9974034277882549,0.9956395544685201,0.0015667185218647237,0.0,0.12080811709165573,0.0,0.0,0.15959054231643677,0.12462159991264343,0.0,0.14229507744312286,0.0,0.15716132521629333,0.14861352741718292,0.14690984785556793,0.0
2,2014-01-08,"[0.         0.         0.12079287 0.         0.         0.15962708
 0.12464859 0.         0.14217544 0.         0.15722911 0.14856406
 0.14696293]",0.9852096783300117,0.9863220207317974,0.012022264196973227,0.0,0.12079287320375443,0.0,0.0,0.15962707996368408,0.12464859336614609,0.0,0.14217543601989746,0.0,0.15722911059856415,0.14856405556201935,0.14696292579174042,0.0
3,2014-01-09,"[0.         0.         0.12085507 0.         0.         0.15956931
 0.12461984 0.         0.14223345 0.         0.15724307 0.1484794
 0.14699982]",0.9865832082523526,0.9828734892993953,0.0095287346892613,0.0,0.12085507065057755,0.0,0.0,0.15956930816173553,0.12461984157562256,0.0,0.1422334462404251,0.0,0.15724307298660278,0.1484794020652771,0.14699982106685638,0.0
4,2014-01-10,"[0.         0.         0.1207553  0.         0.         0.15968096
 0.12457477 0.         0.14222929 0.         0.15735622 0.14851937
 0.1468841 ]",0.9878660445776257,0.9864083196261518,0.013606912706252642,0.0,0.12075529992580414,0.0,0.0,0.15968096256256104,0.12457477301359177,0.0,0.14222928881645203,0.0,0.15735621750354767,0.148519366979599,0.14688409864902496,0.0
5,2014-01-13,"[0.         0.         0.12070928 0.         0.         0.15966661
 0.12462344 0.         0.1420765  0.         0.15739267 0.14858183
 0.14694971]",0.982060609617647,0.979476397562965,0.007765796828895997,0.0,0.12070927768945694,0.0,0.0,0.15966661274433136,0.12462344020605087,0.0,0.1420765072107315,0.0,0.15739266574382782,0.1485818326473236,0.14694970846176147,0.0
6,2014-01-14,"[0.         0.         0.1209355  0.         0.         0.15965502
 0.12486067 0.         0.14192352 0.         0.1571634  0.14832303
 0.14713891]",0.9721359100852864,0.9739304299596772,0.005306815680969299,0.0,0.12093549966812134,0.0,0.0,0.15965501964092255,0.12486066669225693,0.0,0.14192351698875427,0.0,0.15716339647769928,0.14832302927970886,0.14713890850543976,0.0
7,2014-01-15,"[0.         0.         0.12084796 0.         0.         0.15968734
 0.12479378 0.         0.14184834 0.         0.15733485 0.14840321
 0.14708456]",0.9672716840537912,0.961578467647183,0.008772571289619679,0.0,0.12084795534610748,0.0,0.0,0.159687340259552,0.12479377537965775,0.0,0.1418483406305313,0.0,0.1573348492383957,0.14840321242809296,0.1470845639705658,0.0
8,2014-01-16,"[0.         0.         0.12075752 0.         0.         0.15973927
 0.12476981 0.         0.14189589 0.         0.15735179 0.14845845
 0.14702724]",0.9645638994217539,0.9642426938674862,0.012595189011288225,0.0,0.12075752019882202,0.0,0.0,0.15973927080631256,0.12476981431245804,0.0,0.14189589023590088,0.0,0.1573517918586731,0.14845845103263855,0.14702723920345306,0.0
9,2014-01-17,"[0.         0.         0.12078901 0.         0.         0.15961061
 0.1247621  0.         0.14199089 0.         0.15727977 0.14847712
 0.14709057]",0.9679739370827325,0.9685497300031227,0.009904968035909846,0.0,0.12078900635242462,0.0,0.0,0.15961061418056488,0.12476209551095963,0.0,0.14199088513851166,0.0,0.15727977454662323,0.14847712218761444,0.14709056913852692,0.0
