,Date,Weights,Profit,Base Profit,Volume,ENSV,CLB,HLX,RES,MMM,ATRI,CRY,TFX,STKL,PYX,UVV,ANDE,cash
0,2014-01-06,"[0.08431839 0.08043012 0.08562821 0.         0.09431892 0.08825117
 0.08762133 0.         0.09293797 0.11858431 0.08844879 0.08272538
 0.09673541]",0.9999999999908432,0.9999999999917251,0.9156816142172454,0.08043012257273492,0.08562821167499067,0.0,0.09431892471834334,0.08825116849370447,0.08762132681457069,0.0,0.09293796887131062,0.11858431425394644,0.08844879411643557,0.08272537626536612,0.09673540643584241,0.08431838578275488
1,2014-01-07,"[0.         0.08679021 0.0927786  0.         0.10328879 0.09591035
 0.0951075  0.         0.10154474 0.13278736 0.09628361 0.08934403
 0.10616482]",1.0077540768987352,1.006011068502694,0.08431838578198256,0.08679020571381171,0.09277860231107252,0.0,0.1032887925523898,0.09591035079458225,0.09510749988339344,0.0,0.10154473607576402,0.13278735627990046,0.09628360760789756,0.08934402698827176,0.10616482179291638,0.0
2,2014-01-08,"[0.         0.08660406 0.09244466 0.         0.10360109 0.09577145
 0.09487627 0.         0.10140215 0.13326741 0.09653608 0.08914989
 0.10634694]",0.9993062204005011,0.999210409210256,0.013115263849378354,0.08660405869848764,0.09244465875451734,0.0,0.10360109351378033,0.09577145292612017,0.09487626743006532,0.0,0.10140215266844156,0.13326740557967423,0.09653607699187187,0.08914988970311126,0.10634694373393028,0.0
3,2014-01-09,"[0.         0.08690196 0.09261732 0.         0.10331947 0.09581084
 0.09523788 0.         0.1015103  0.13340609 0.09586922 0.08910444
 0.10622249]",0.999385480731778,0.9988748590070249,0.012769356777266065,0.08690196082640021,0.09261731795208919,0.0,0.10331947136465605,0.0958108426695036,0.09523787510677353,0.0,0.1015102954585762,0.13340608862030484,0.09586921923764669,0.08910443654452978,0.1062224922195199,0.0
4,2014-01-10,"[0.         0.086423   0.09257002 0.         0.1035742  0.09584575
 0.09490483 0.         0.10148534 0.13387046 0.09590267 0.08909865
 0.10632506]",1.0090863985217982,1.003199532567406,0.01048551095734133,0.08642300345355794,0.09257002042562588,0.0,0.10357420267293438,0.09584575245510361,0.09490482737290577,0.0,0.10148534496254781,0.1338704646238954,0.09590266970608247,0.08909865182713222,0.10632506250021452,0.0
5,2014-01-13,"[0.         0.08702638 0.09255415 0.         0.10323332 0.09573812
 0.09493899 0.         0.10134703 0.13420063 0.0959884  0.08902073
 0.10595224]",1.010346321196639,1.005242153243566,0.02144619995726221,0.08702637754984865,0.09255414838983982,0.0,0.10323332216115225,0.0957381239981528,0.09493899025772022,0.0,0.10134703128600014,0.13420062996135357,0.09598840437950636,0.08902072719515246,0.10595224482127366,0.0
6,2014-01-14,"[0.         0.0861007  0.09257687 0.         0.10354021 0.09583652
 0.09500233 0.         0.1015562  0.13388677 0.09633821 0.08894419
 0.10621801]",1.00720066288891,1.0040959113709325,0.009749991995642398,0.08610070061516088,0.09257687103098342,0.0,0.10354020851704168,0.09583651555862469,0.09500232984905582,0.0,0.10155619784436354,0.1338867660687325,0.09633821244706722,0.08894418870547002,0.1062180093635002,0.0
7,2014-01-15,"[0.         0.08660673 0.09276092 0.         0.10378207 0.09584484
 0.09506272 0.         0.10138269 0.13340202 0.09624373 0.08899937
 0.10591491]",1.0039998962310828,1.000211074300917,0.011447923435339217,0.08660673207797233,0.09276092376871681,0.0,0.10378207080945384,0.09584484262129804,0.09506271856904028,0.0,0.10138269261132517,0.1334020190338189,0.09624372552078658,0.08899936710651593,0.10591490788107215,0.0
8,2014-01-16,"[0.         0.08695857 0.09263471 0.         0.10357524 0.09584996
 0.09487537 0.         0.10141943 0.13319552 0.09638914 0.08902835
 0.10607371]",1.0023337581367298,1.0000440384920912,0.011927920695148081,0.0869585660935335,0.09263470608622994,0.0,0.10357524284381381,0.09584996441591008,0.09487536985736594,0.0,0.10141943028940115,0.13319552375148697,0.09638913706740536,0.08902834680397391,0.10607371279087922,0.0
9,2014-01-17,"[0.         0.08629478 0.09266365 0.         0.10391761 0.09605759
 0.0948164  0.         0.10149121 0.13301739 0.09625567 0.08904195
 0.10644376]",1.0099556345634162,1.0054740990332292,0.01481007739894269,0.0862947754355554,0.09266365321080226,0.0,0.1039176108741995,0.09605759294680352,0.09481639558223531,0.0,0.1014912060634893,0.13301738867378532,0.09625567067850552,0.08904195052571921,0.10644375600890466,0.0
10,2014-01-21,"[0.         0.08669374 0.09243598 0.         0.10356129 0.09581187
 0.0946765  0.         0.10130066 0.1336039  0.09658928 0.08901511
 0.10631166]",1.0222903014525437,1.0160014913445143,0.0093001853811637,0.08669373805776923,0.09243598145255245,0.0,0.10356128954489072,0.09581186868518779,0.09467649880972959,0.0,0.1013006633078988,0.1336039016928983,0.09658928445376012,0.08901511043962007,0.10631166355569292,0.0
11,2014-01-22,"[0.         0.08727415 0.09239262 0.         0.103498   0.09575763
 0.09459897 0.         0.10143517 0.13326509 0.09643613 0.08893328
 0.10640897]",1.0240139982348684,1.0219305967087602,0.013514394441990724,0.08727414908041697,0.09239261879613539,0.0,0.1034979951846518,0.09575762534586929,0.09459896567997338,0.0,0.10143517476580599,0.13326508572442047,0.09643613180446678,0.08893328366004273,0.10640896995821726,0.0
