,Date,Weights,Profit,Base Profit,Volume,PFIN,LECO,SPXC,CVR,NBIX,TECH,BCRX,TTNP,OSK,F,PCAR,SPAR,cash
0,2014-01-06,"[0.07189993 0.0915172  0.07935379 0.08982251 0.08357747 0.
 0.09779574 0.07778224 0.07572567 0.08508752 0.07756286 0.08070414
 0.08917096]",1.0000000074412996,0.9999999999900002,0.9281000792980194,0.09151719510555267,0.07935379445552826,0.08982250839471817,0.0835774689912796,0.0,0.09779573976993561,0.07778223603963852,0.07572566717863083,0.08508751541376114,0.0775628611445427,0.08070413768291473,0.08917095512151718,0.07189992815256119
1,2014-01-07,"[0.07210977 0.09143057 0.07928197 0.08988094 0.08366572 0.
 0.09752584 0.07776961 0.07565528 0.08512917 0.07776347 0.08067308
 0.08911457]",1.0143235195372022,1.0155603128160653,0.0009877439214821316,0.09143057465553284,0.07928197085857391,0.08988093584775925,0.08366572111845016,0.0,0.09752583503723145,0.07776961475610733,0.07565528154373169,0.08512917160987854,0.07776346802711487,0.08067307621240616,0.08911456912755966,0.07210976630449295
2,2014-01-08,"[0.07214737 0.09142242 0.07922106 0.08992822 0.08374847 0.
 0.0974559  0.07778475 0.07561666 0.08512736 0.0778125  0.08063726
 0.08909803]",1.0159891581439677,1.0692701733210266,0.009683954936582858,0.0914224162697792,0.07922106236219406,0.08992821723222733,0.0837484747171402,0.0,0.09745589643716812,0.07778475433588028,0.07561665773391724,0.08512736111879349,0.07781250029802322,0.08063726127147675,0.08909802883863449,0.07214736938476562
3,2014-01-09,"[0.07203006 0.09154195 0.07919023 0.08992038 0.08383149 0.
 0.09760077 0.07774339 0.07560673 0.08510284 0.07768039 0.08073758
 0.0890142 ]",1.0181523287818364,1.0909632552561175,0.010890033730634375,0.09154195338487625,0.07919023185968399,0.08992037922143936,0.08383148908615112,0.0,0.09760076552629471,0.07774338871240616,0.07560673356056213,0.08510284125804901,0.07768039405345917,0.08073757588863373,0.0890142023563385,0.07203005999326706
4,2014-01-10,"[0.07200877 0.09146894 0.07928147 0.08990832 0.08377852 0.
 0.09759842 0.07772764 0.07565685 0.08510555 0.07768192 0.08069111
 0.0890925 ]",1.0324036984920062,1.10587190977308,0.009550146558570536,0.0914689376950264,0.07928147166967392,0.08990832418203354,0.08377852290868759,0.0,0.09759841859340668,0.07772763818502426,0.07565685361623764,0.0851055458188057,0.07768192142248154,0.08069110661745071,0.08909250050783157,0.07200877368450165
5,2014-01-13,"[0.0720203  0.09139675 0.07937662 0.08988933 0.0837522  0.
 0.09755695 0.07769248 0.07570329 0.08510175 0.07769106 0.08061466
 0.0892046 ]",1.0369257815329382,1.1143096531208805,0.014118011112473473,0.0913967490196228,0.07937662303447723,0.08988933265209198,0.08375220000743866,0.0,0.0975569486618042,0.07769247889518738,0.07570329308509827,0.08510174602270126,0.07769106328487396,0.08061466366052628,0.08920460194349289,0.07202029973268509
6,2014-01-14,"[0.07201972 0.09137301 0.07949985 0.08978932 0.08358969 0.
 0.09762569 0.07766309 0.07576995 0.08510548 0.07764024 0.08065703
 0.08926698]",1.0415818264777685,1.1253436401015737,0.013192240805029667,0.091373011469841,0.07949984818696976,0.08978931605815887,0.08358968794345856,0.0,0.09762568771839142,0.07766309380531311,0.07576994597911835,0.08510547876358032,0.07764023542404175,0.08065702766180038,0.08926697820425034,0.07201971858739853
7,2014-01-15,"[0.07199884 0.09130666 0.07964276 0.08971316 0.08345284 0.
 0.09766729 0.07764059 0.07584248 0.08511461 0.07760774 0.08065104
 0.089362  ]",1.0286142104885545,1.1112688123162795,0.018313386735052204,0.0913066565990448,0.07964275777339935,0.08971316367387772,0.08345284312963486,0.0,0.09766729176044464,0.0776405856013298,0.07584248483181,0.08511461317539215,0.07760773599147797,0.08065103739500046,0.0893620029091835,0.07199884206056595
8,2014-01-16,"[0.07197163 0.09123395 0.07973245 0.08971289 0.0834461  0.
 0.09765404 0.0776088  0.07588762 0.08511078 0.0776039  0.08058799
 0.08944984]",1.0673294701135858,1.1582878146581643,0.019244576666402946,0.09123394638299942,0.07973244786262512,0.08971288800239563,0.08344610035419464,0.0,0.09765404462814331,0.07760880142450333,0.07588762044906616,0.08511078357696533,0.07760389894247055,0.08058799058198929,0.08944983780384064,0.07197163254022598
9,2014-01-17,"[0.07196768 0.0912309  0.07981616 0.08965168 0.08337358 0.
 0.09767236 0.07757394 0.07593169 0.08511759 0.07756709 0.08057228
 0.08952504]",1.0590046716780381,1.143907747556501,0.03854080551368677,0.09123089909553528,0.07981616258621216,0.0896516814827919,0.08337358385324478,0.0,0.09767235815525055,0.07757394015789032,0.07593169063329697,0.08511759340763092,0.07756708562374115,0.08057227730751038,0.08952504396438599,0.07196767628192902
10,2014-01-21,"[0.07195723 0.09127168 0.0797813  0.08966035 0.08339453 0.
 0.09768566 0.07757657 0.07591766 0.08511823 0.07755353 0.08058839
 0.08949485]",1.0617438452909616,1.1496895975774601,0.02063378934606817,0.09127168357372284,0.07978130131959915,0.08966035395860672,0.08339452743530273,0.0,0.09768565744161606,0.07757657021284103,0.07591766119003296,0.08511823415756226,0.07755353301763535,0.08058838546276093,0.08949484676122665,0.07195723056793213
