,Date,Weights,Profit,Base Profit,CIA,AAME,FFG,GL,CIGI,FRPH,CTO,TRC,NBIX,BCRX,TECH,TTNP,cash
10,2014-06-17,"[0.         0.18601159 0.12814087 0.20470587 0.         0.
 0.         0.         0.20976014 0.20110149 0.         0.
 0.07028005]",1.0297354626766593,1.027238766549069,0.18601158858423877,0.12814087104068336,0.20470586708451646,0.0,0.0,0.0,0.0,0.20976013659760043,0.20110148693552213,0.0,0.0,0.07028004975743894,0.0
11,2014-06-18,"[0.         0.16946114 0.12092804 0.17849305 0.08804166 0.
 0.         0.         0.1818593  0.17600215 0.         0.
 0.08521467]",1.0440824041812218,1.032309763854181,0.16946113927006248,0.12092803643414837,0.17849304688241724,0.08804166157729555,0.0,0.0,0.0,0.18185929684420085,0.1760021507995262,0.0,0.0,0.08521466819234937,0.0
12,2014-06-19,"[0.         0.16026547 0.11382865 0.16755799 0.12216704 0.
 0.         0.         0.16996113 0.16718821 0.         0.
 0.09903151]",1.0580201856774998,1.0450151799773992,0.1602654738858605,0.11382864856692526,0.16755799252879108,0.12216703999617165,0.0,0.0,0.0,0.169961125730501,0.16718821131153067,0.0,0.0,0.09903150798021984,0.0
13,2014-06-20,"[0.         0.17100198 0.11661597 0.18202182 0.08509367 0.
 0.         0.         0.18518774 0.18035496 0.         0.
 0.07972387]",1.0673553592909808,1.046829411198345,0.1710019760573498,0.11661597095466243,0.18202181528651667,0.08509367127581584,0.0,0.0,0.0,0.1851877363057031,0.18035496392458436,0.0,0.0,0.07972386619536789,0.0
14,2014-06-23,"[0.         0.16669532 0.08159825 0.17782657 0.11959515 0.
 0.         0.         0.18057755 0.17686289 0.         0.
 0.09684427]",1.0711736643588692,1.052226900447019,0.16669531793194836,0.08159825179679521,0.1778265744144929,0.11959515152817835,0.0,0.0,0.0,0.180577550563132,0.17686288833158784,0.0,0.0,0.09684426543386522,0.0
15,2014-06-24,"[0.         0.15420341 0.09969096 0.16150079 0.14651441 0.
 0.         0.         0.16350836 0.16201725 0.         0.
 0.11256482]",1.0727129233735822,1.0540762569368964,0.1542034074199974,0.09969096463776228,0.16150079358289482,0.14651441301832538,0.0,0.0,0.0,0.16350835922012083,0.16201724514640312,0.0,0.0,0.11256481697449629,0.0
16,2014-06-25,"[0.         0.15432994 0.09884307 0.1624376  0.14464577 0.
 0.         0.         0.16437309 0.16276455 0.         0.
 0.11260597]",1.0657311151171105,1.048552032876499,0.1543299434334773,0.0988430675667692,0.1624376043184991,0.1446457680241962,0.0,0.0,0.0,0.1643730911401066,0.1627645527022519,0.0,0.0,0.1126059728146997,0.0
17,2014-06-26,"[0.         0.15602053 0.09278054 0.16408429 0.14579267 0.
 0.         0.         0.16596866 0.16427039 0.         0.
 0.11108293]",1.0612753992494712,1.0433898737617047,0.15602052598733032,0.09278053844465915,0.16408429036686834,0.1457926684762031,0.0,0.0,0.0,0.16596865852348025,0.1642703883880403,0.0,0.0,0.1110829298134186,0.0
18,2014-06-27,"[0.         0.15937477 0.10973455 0.16498195 0.13019345 0.
 0.         0.         0.16683802 0.16425105 0.         0.
 0.10462621]",1.0557573858812042,1.0427203468822066,0.1593747749054171,0.10973454592128325,0.16498195146536607,0.13019345184438483,0.0,0.0,0.0,0.16683802386436727,0.16425104604851984,0.0,0.0,0.10462620595066154,0.0
19,2014-06-30,"[0.         0.18712915 0.14839415 0.18863588 0.         0.
 0.         0.         0.19372235 0.18625546 0.         0.
 0.09586302]",1.0542216676347602,1.0433044502582776,0.1871291460419946,0.14839415029938513,0.18863588339096646,0.0,0.0,0.0,0.0,0.19372234689781298,0.18625545687736245,0.0,0.0,0.09586301649247853,0.0
20,2014-07-01,"[0.         0.18889738 0.14762798 0.1925317  0.         0.
 0.         0.         0.20109136 0.18739787 0.         0.
 0.08245372]",1.0695590903031602,1.0549812729487618,0.18889737996369224,0.147627980158073,0.19253169936892986,0.0,0.0,0.0,0.0,0.20109135559201688,0.18739786636832453,0.0,0.0,0.08245371854896356,0.0
21,2014-07-02,"[0.         0.1701753  0.15070286 0.17382472 0.06613804 0.
 0.         0.         0.17788368 0.17441853 0.         0.
 0.08685687]",1.0815055711782169,1.0646522267312488,0.1701753007107106,0.15070285931833344,0.17382471939104133,0.06613803610755076,0.0,0.0,0.0,0.17788368449406722,0.17441852822935228,0.0,0.0,0.08685687174894434,0.0
22,2014-07-03,"[0.         0.18565297 0.16553695 0.18673331 0.         0.
 0.         0.         0.19097988 0.18397785 0.         0.
 0.08711905]",1.0871150690317193,1.0698444920067651,0.18565296741409942,0.16553695157783938,0.18673330888974157,0.0,0.0,0.0,0.0,0.19097987927007942,0.18397784761440875,0.0,0.0,0.08711904523383146,0.0
23,2014-07-07,"[0.         0.18764234 0.17051252 0.18718864 0.         0.
 0.         0.         0.1916347  0.17860565 0.         0.
 0.08441615]",1.0866634047552284,1.0696625965149684,0.18764234188733847,0.1705125218644409,0.18718864006163796,0.0,0.0,0.0,0.0,0.19163469966857544,0.17860565109668478,0.0,0.0,0.08441614542132247,0.0
24,2014-07-08,"[0.         0.1901176  0.16613018 0.19056633 0.         0.
 0.         0.         0.1981476  0.18001422 0.         0.
 0.07502407]",1.081029489060999,1.063667947821402,0.19011760030578656,0.16613018415396127,0.19056632968927417,0.0,0.0,0.0,0.0,0.19814759599304263,0.18001421589159927,0.0,0.0,0.07502407396633608,0.0
25,2014-07-09,"[0.         0.1846114  0.15605055 0.18509725 0.         0.
 0.         0.         0.18893142 0.18342766 0.         0.
 0.10188171]",1.0780599379396494,1.0649877315846277,0.18461140061500048,0.15605055368125306,0.18509725156103857,0.0,0.0,0.0,0.0,0.18893141958933884,0.18342766372987895,0.0,0.0,0.10188171082349,0.0
26,2014-07-10,"[0.         0.18591692 0.14897103 0.18665056 0.         0.
 0.         0.         0.19076379 0.18601521 0.         0.
 0.1016825 ]",1.0663556211131329,1.052781528937011,0.18591692033461266,0.14897103015163826,0.1866505552623993,0.0,0.0,0.0,0.0,0.19076378530308047,0.18601520818504577,0.0,0.0,0.1016825007632236,0.0
27,2014-07-11,"[0.         0.17112467 0.15174828 0.17175191 0.06431083 0.
 0.         0.         0.1743385  0.17207043 0.         0.
 0.09465538]",1.0449044379705894,1.0383994128917082,0.1711246671012127,0.15174828147651168,0.17175191330907666,0.06431083148376186,0.0,0.0,0.0,0.1743385008000169,0.1720704283810931,0.0,0.0,0.09465537744832704,0.0
28,2014-07-14,"[0.         0.18746166 0.14946414 0.18798868 0.         0.
 0.         0.         0.19508815 0.18795972 0.         0.
 0.09203765]",1.0441971381088497,1.0442614644800832,0.18746166280242899,0.14946414254096982,0.18798868310173944,0.0,0.0,0.0,0.0,0.19508814595910615,0.18795971812782342,0.0,0.0,0.09203764746793215,0.0
29,2014-07-15,"[0.         0.18572687 0.15540315 0.18706815 0.         0.
 0.         0.         0.19100979 0.18738167 0.         0.
 0.09341036]",1.0595052443547537,1.0555061230786968,0.1857268655267192,0.15540315304249805,0.18706815496967644,0.0,0.0,0.0,0.0,0.19100979328016726,0.18738166970986958,0.0,0.0,0.09341036347106947,0.0
30,2014-07-16,"[0.         0.18495477 0.15827526 0.18677214 0.         0.
 0.         0.         0.19043448 0.18722938 0.         0.
 0.09233397]",1.0533460657007878,1.0508877775123053,0.18495476735963126,0.158275258478052,0.18677214218783536,0.0,0.0,0.0,0.0,0.1904344806301839,0.18722937677776955,0.0,0.0,0.09233397456652793,0.0
31,2014-07-17,"[0.         0.18494415 0.15658682 0.18576193 0.         0.
 0.         0.         0.18866114 0.18441816 0.         0.
 0.09962779]",1.038362173835079,1.0406303718751904,0.18494415265002365,0.1565868206305,0.18576193351290268,0.0,0.0,0.0,0.0,0.18866114366010261,0.18441816042863807,0.0,0.0,0.09962778911783292,0.0
32,2014-07-18,"[0.         0.17219117 0.1497807  0.17226821 0.0634328  0.
 0.         0.         0.17440142 0.17118176 0.         0.
 0.09674394]",1.0093608775408955,1.0198255021684042,0.17219117422073205,0.14978070334334073,0.17226820883874985,0.06343279588755975,0.0,0.0,0.0,0.1744014183987479,0.17118175634261448,0.0,0.0,0.09674394296825531,0.0
33,2014-07-21,"[0.         0.1866675  0.13778033 0.18905763 0.         0.
 0.         0.         0.19364688 0.18838894 0.         0.
 0.10445873]",1.0020415275033483,1.0134491384545257,0.1866674967873966,0.13778032974527085,0.18905762768939835,0.0,0.0,0.0,0.0,0.19364687501329328,0.1883889371202323,0.0,0.0,0.10445873364440866,0.0
34,2014-07-22,"[0.         0.18841145 0.15442465 0.18832651 0.         0.
 0.         0.         0.19801759 0.18894917 0.         0.
 0.08187063]",1.019507413548797,1.0259117525298773,0.18841144546313845,0.15442465045592255,0.1883265052801971,0.0,0.0,0.0,0.0,0.19801759314543077,0.1889491717281135,0.0,0.0,0.08187063392719768,0.0
35,2014-07-23,"[0.         0.18621527 0.15578805 0.18633505 0.         0.
 0.         0.         0.1917036  0.1858878  0.         0.
 0.09407022]",1.009983826462941,1.02088572942465,0.18621527440981575,0.15578805345987895,0.18633505144850188,0.0,0.0,0.0,0.0,0.19170360030240396,0.18588779551292275,0.0,0.0,0.09407022486647672,0.0
36,2014-07-24,"[0.         0.185694   0.15893848 0.18616822 0.         0.
 0.         0.         0.19035277 0.18595351 0.         0.
 0.09289302]",1.0106409757615114,1.0260331932582725,0.18569400009558093,0.15893847700844319,0.1861682197480492,0.0,0.0,0.0,0.0,0.19035277297849906,0.1859535077290254,0.0,0.0,0.09289302244040216,0.0
37,2014-07-25,"[0.         0.18529016 0.16247368 0.18721048 0.         0.
 0.         0.         0.19215889 0.18769349 0.         0.
 0.08517329]",1.0137813339455153,1.0319116738672283,0.1852901610971775,0.16247367699478804,0.18721048469997284,0.0,0.0,0.0,0.0,0.1921588919938247,0.18769349060187207,0.0,0.0,0.08517329461236475,0.0
38,2014-07-28,"[0.         0.15237548 0.14287407 0.1646652  0.         0.
 0.         0.         0.18927211 0.15146805 0.08431554 0.11502955
 0.        ]",0.9988231037673891,1.0220455356506661,0.15237547616077698,0.14287406887109866,0.1646651993366183,0.0,0.0,0.0,0.0,0.18927211202268165,0.15146804555731744,0.08431554443214598,0.11502955361936097,0.0,0.0
39,2014-07-29,"[0.         0.16288188 0.13974041 0.16602356 0.         0.
 0.         0.         0.18976461 0.15252496 0.07749157 0.11157301
 0.        ]",0.9996906647028292,1.0227986580758943,0.16288187562362147,0.13974040699566154,0.16602355735898242,0.0,0.0,0.0,0.0,0.18976461446343057,0.15252496452426406,0.07749156974063372,0.11157301129340637,0.0,0.0
40,2014-07-30,"[0.         0.16333578 0.13831359 0.16569153 0.         0.
 0.         0.         0.18939018 0.15250426 0.07641538 0.11434929
 0.        ]",1.0034202083090364,1.0300882454693563,0.16333577751091516,0.13831358752919545,0.16569153298729827,0.0,0.0,0.0,0.0,0.18939018370867913,0.15250425585297803,0.07641537632949487,0.11434928608143931,0.0,0.0
41,2014-07-31,"[0.         0.13939036 0.12739336 0.1633561  0.         0.
 0.         0.         0.18793176 0.14512997 0.10716103 0.12963742
 0.        ]",1.019382757563934,1.0372557718372641,0.13939036245866543,0.12739335676626856,0.16335609582201277,0.0,0.0,0.0,0.0,0.1879317588288169,0.1451299727177594,0.10716103332585593,0.12963742008062104,0.0,0.0
42,2014-08-01,"[0.         0.11481263 0.11362282 0.14033322 0.         0.
 0.06472299 0.         0.16850922 0.11473103 0.13319689 0.15007119
 0.        ]",1.0193526247097129,1.036470115438148,0.11481262715216979,0.11362282439528378,0.1403332247282547,0.0,0.0,0.0647229946470932,0.0,0.16850922331503196,0.11473102631353986,0.13319689036212717,0.1500711890864995,0.0,0.0
43,2014-08-04,"[0.         0.11222327 0.10051698 0.14481715 0.         0.
 0.07555634 0.         0.16499891 0.12617148 0.13366595 0.14204992
 0.        ]",1.0128727603238636,1.0315053944407238,0.11222326788832289,0.10051697585051209,0.14481714860249606,0.0,0.0,0.07555634180139187,0.0,0.16499891350650808,0.1261714840526528,0.133665950365327,0.1420499179327895,0.0,0.0
44,2014-08-05,"[0.         0.11372152 0.09818455 0.14620605 0.         0.
 0.07508471 0.         0.16713139 0.12793073 0.13109765 0.1406434
 0.        ]",1.0148176891301115,1.031871198662323,0.11372151892572473,0.09818454900941767,0.14620605347888593,0.0,0.0,0.07508471281424518,0.0,0.1671313875735693,0.1279307289569508,0.13109765124752212,0.14064339799368417,0.0,0.0
45,2014-08-06,"[0.         0.15327694 0.14185856 0.16015233 0.         0.
 0.         0.         0.18660632 0.1366623  0.09467554 0.12676802
 0.        ]",1.018783434738072,1.0340814859383598,0.15327693878726903,0.1418585611154523,0.1601523320381227,0.0,0.0,0.0,0.0,0.1866063186881337,0.13666229520844048,0.09467553820113007,0.12676801596145185,0.0,0.0
46,2014-08-07,"[0.         0.11990495 0.09728564 0.12884405 0.         0.
 0.08377407 0.         0.15541784 0.1013039  0.15253853 0.16093102
 0.        ]",1.03004639987839,1.0438803868389257,0.11990494616219054,0.09728564012028672,0.1288440525673604,0.0,0.0,0.08377406762004101,0.0,0.15541783774398582,0.10130389828803599,0.15253853305019588,0.16093102444790366,0.0,0.0
47,2014-08-08,"[0.         0.13087358 0.12467216 0.147656   0.         0.
 0.         0.         0.18177474 0.11915243 0.13434837 0.16152271
 0.        ]",1.0355856209793644,1.04716953519625,0.13087358091224127,0.12467215593885687,0.14765599881109803,0.0,0.0,0.0,0.0,0.18177474292828855,0.11915243464723899,0.13434837202063996,0.16152271474163635,0.0,0.0
48,2014-08-11,"[0.         0.12886456 0.12732672 0.15065429 0.         0.
 0.         0.         0.18511289 0.12357888 0.12627704 0.15818562
 0.        ]",1.0272735022318904,1.0320913559181617,0.12886455842934436,0.12732671875899,0.15065428876260165,0.0,0.0,0.0,0.0,0.18511289112376209,0.12357887664941689,0.1262770418681174,0.15818562440776754,0.0,0.0
49,2014-08-12,"[0.         0.13138414 0.14076208 0.15214362 0.         0.
 0.         0.         0.18517394 0.13671982 0.10732894 0.14648747
 0.        ]",1.0595284819347062,1.0595288361876551,0.13138414012242478,0.1407620766683443,0.15214362074410778,0.0,0.0,0.0,0.0,0.18517393841844498,0.13671982119388779,0.10732893678314155,0.14648746606964883,0.0,0.0
50,2014-08-13,"[0.         0.12492296 0.14012783 0.15208659 0.         0.
 0.         0.         0.18470211 0.13608749 0.1116476  0.15042541
 0.        ]",1.0555109799288116,1.0518120614373503,0.12492296362834958,0.14012783161378486,0.15208659465287586,0.0,0.0,0.0,0.0,0.18470211177568013,0.13608748929997574,0.11164760056017309,0.1504254084691606,0.0,0.0
51,2014-08-14,"[0.         0.1391355  0.14242303 0.15511771 0.         0.
 0.         0.         0.18627412 0.14007091 0.09818094 0.13879779
 0.        ]",1.0535593541556172,1.0556714610448634,0.13913549816942394,0.1424230343349349,0.1551177103245802,0.0,0.0,0.0,0.0,0.18627412147216502,0.14007090528150595,0.09818094040510336,0.1387977900122867,0.0,0.0
52,2014-08-15,"[0.         0.13638471 0.13784544 0.15394675 0.         0.
 0.         0.         0.18634893 0.13245645 0.10730945 0.14570828
 0.        ]",1.0619924743009634,1.061845564246514,0.13638470798519936,0.13784543843581828,0.15394674912274897,0.0,0.0,0.0,0.0,0.18634892537029127,0.13245644737572515,0.10730945437934608,0.14570827733087088,0.0,0.0
53,2014-08-18,"[0.         0.13825926 0.13691555 0.1519954  0.         0.
 0.         0.         0.1853421  0.12900569 0.11121636 0.14726564
 0.        ]",1.0696812909845663,1.0658175087965012,0.13825925607196876,0.13691554948297965,0.15199539853775226,0.0,0.0,0.0,0.0,0.18534210214837127,0.1290056891700973,0.11121636135269274,0.14726564323613806,0.0,0.0
54,2014-08-19,"[0.         0.1400633  0.13079446 0.15161503 0.         0.
 0.         0.         0.18686141 0.1192692  0.12003189 0.15136471
 0.        ]",1.0738057563560361,1.0801700399398546,0.1400632982086505,0.13079446117865945,0.15161503155481884,0.0,0.0,0.0,0.0,0.18686140524164344,0.11926920399983253,0.12003189416833962,0.15136470564805568,0.0,0.0
55,2014-08-20,"[0.         0.1603816  0.13235915 0.16229964 0.         0.
 0.         0.         0.19186835 0.11599303 0.11076334 0.12633489
 0.        ]",1.0795121927728222,1.0790493054159462,0.1603815971110102,0.1323591516654991,0.16229964356960197,0.0,0.0,0.0,0.0,0.19186835258406512,0.1159930282088912,0.11076333891154087,0.12633488794939166,0.0,0.0
56,2014-08-21,"[0.         0.15789209 0.12356291 0.15897658 0.         0.
 0.         0.         0.19091803 0.10653592 0.12521969 0.13689479
 0.        ]",1.068253324201925,1.0803994229023284,0.15789208652805617,0.12356290906519546,0.15897657886362745,0.0,0.0,0.0,0.0,0.19091802647988285,0.10653592148394651,0.1252196867068214,0.13689479087247025,0.0,0.0
57,2014-08-22,"[0.         0.14698772 0.11857484 0.15475749 0.         0.
 0.         0.         0.18855581 0.10488834 0.13450436 0.15173145
 0.        ]",1.06302404667961,1.0740920658036113,0.14698771661154897,0.11857483880766935,0.15475749489356388,0.0,0.0,0.0,0.0,0.1885558136629946,0.10488833569529948,0.13450435526695548,0.15173144506196845,0.0,0.0
58,2014-08-25,"[0.         0.17338329 0.13044956 0.18085046 0.         0.
 0.         0.         0.19987269 0.15090709 0.08506986 0.07946705
 0.        ]",1.0631198903439403,1.0709735533991116,0.17338329179338,0.130449560295878,0.18085045500182845,0.0,0.0,0.0,0.0,0.19987268977140749,0.15090709178750192,0.08506985730625792,0.07946705404374628,0.0,0.0
59,2014-08-26,"[0.         0.17491909 0.13256431 0.18111552 0.         0.
 0.         0.         0.19871804 0.15228794 0.08137574 0.07901936
 0.        ]",1.0692697575661314,1.0702769299656916,0.17491909354509738,0.13256430667102728,0.18111551890395258,0.0,0.0,0.0,0.0,0.19871803744786343,0.1522879414339936,0.08137573755026563,0.07901936444780003,0.0,0.0
60,2014-08-27,"[0.         0.19047743 0.14423678 0.19971369 0.         0.
 0.         0.         0.21085861 0.18278047 0.07193302 0.
 0.        ]",1.0746785968650685,1.078128935046678,0.19047742889653388,0.1442367802063384,0.1997136942255447,0.0,0.0,0.0,0.0,0.21085861077272544,0.18278047014255025,0.07193301575630744,0.0,0.0,0.0
61,2014-08-28,"[0.         0.1714491  0.11447644 0.18146534 0.07947401 0.
 0.         0.         0.18593921 0.17682354 0.         0.
 0.09037236]",1.092289726877172,1.0833903946135113,0.1714490970615534,0.11447644472055335,0.18146533681254046,0.07947400667422222,0.0,0.0,0.0,0.18593921278045325,0.17682354031551611,0.0,0.0,0.09037236163516126,0.0
62,2014-08-29,"[0.         0.16797161 0.11408098 0.17662609 0.0903287  0.
 0.         0.         0.17961064 0.17458062 0.         0.
 0.09680137]",1.079585969384445,1.0756432314886433,0.16797161231907717,0.11408097959010843,0.1766260892276099,0.0903286975526071,0.0,0.0,0.0,0.17961063599515395,0.17458061739928366,0.0,0.0,0.09680136791615973,0.0
63,2014-09-02,"[0.         0.17504439 0.11238775 0.18444789 0.06854454 0.
 0.         0.         0.18816386 0.17884386 0.         0.
 0.09256771]",1.0759964372336783,1.0814319229180371,0.17504439110213788,0.11238775168861288,0.18444789310173137,0.0685445408922218,0.0,0.0,0.0,0.1881638606303652,0.178843856413013,0.0,0.0,0.09256770617191787,0.0
64,2014-09-03,"[0.         0.16515036 0.10364191 0.17332749 0.10523143 0.
 0.         0.         0.17627845 0.17032274 0.         0.
 0.10604761]",1.0866210986546703,1.082767527107117,0.16515036325199484,0.10364191215674544,0.17332749140179812,0.10523143098654819,0.0,0.0,0.0,0.17627845163864128,0.1703227397149869,0.0,0.0,0.10604761084928507,0.0
65,2014-09-04,"[0.         0.15432644 0.0911664  0.15980197 0.11438079 0.
 0.         0.         0.16210975 0.15724998 0.05140992 0.
 0.10955474]",1.0934835622772807,1.0872512533054488,0.15432644466006815,0.09116639902394662,0.15980196924592588,0.1143807887288085,0.0,0.0,0.0,0.1621097549062441,0.15724998113392302,0.05140992299363482,0.0,0.10955473930744876,0.0
66,2014-09-05,"[0.         0.15724788 0.09692679 0.1636596  0.10031181 0.
 0.         0.         0.16608169 0.16074136 0.05252096 0.
 0.10250993]",1.0787341473328633,1.0775438970643694,0.15724788076086216,0.09692678587896468,0.16365959565480015,0.10031180707794801,0.0,0.0,0.0,0.16608168770135326,0.16074135773966836,0.052520955643619215,0.0,0.10250992954278437,0.0
67,2014-09-08,"[0.         0.16809052 0.10504363 0.17414573 0.10020108 0.
 0.         0.         0.17666623 0.17081793 0.         0.
 0.10503488]",1.0625356748682946,1.0633739440334458,0.1680905205930402,0.10504362896194656,0.17414572898724517,0.10020107593973061,0.0,0.0,0.0,0.1766662315746901,0.1708179338165594,0.0,0.0,0.10503488012678797,0.0
68,2014-09-09,"[0.         0.1693231  0.10270108 0.17511699 0.09735724 0.
 0.         0.         0.1776862  0.17227087 0.         0.
 0.10554453]",1.0635068802541618,1.0608552926639125,0.16932309944056753,0.10270107554595098,0.17511698976638843,0.09735723532666246,0.0,0.0,0.0,0.17768620062315962,0.17227086667431107,0.0,0.0,0.10554453262296,0.0
69,2014-09-10,"[0.         0.1666636  0.08650838 0.17230747 0.11626057 0.
 0.         0.         0.17484337 0.16937576 0.         0.
 0.11404085]",1.0684965820770196,1.0615032555836657,0.16666359708669665,0.08650838347898507,0.17230746960648946,0.11626057152144255,0.0,0.0,0.0,0.1748433725713612,0.16937575695625434,0.0,0.0,0.11404084877877058,0.0
70,2014-09-11,"[0.         0.16759589 0.06466428 0.17332215 0.12937571 0.
 0.         0.         0.17598603 0.17061952 0.         0.
 0.11843643]",1.0603640322376864,1.0521843276882716,0.16759589244787326,0.06466427758658902,0.1733221470946308,0.12937570785633148,0.0,0.0,0.0,0.17598602674018765,0.1706195168170475,0.0,0.0,0.11843643145734026,0.0
71,2014-09-12,"[0.         0.17085166 0.09028771 0.17590764 0.09751458 0.
 0.         0.         0.17861222 0.17236176 0.         0.
 0.11446443]",1.0711243583275272,1.0614915513471463,0.1708516608089293,0.09028770536857343,0.17590764207983553,0.09751457896790328,0.0,0.0,0.0,0.1786122186956385,0.17236176454731053,0.0,0.0,0.11446442953180959,0.0
72,2014-09-15,"[0.         0.17162727 0.0938406  0.17482318 0.09573982 0.
 0.         0.         0.17748614 0.17105777 0.         0.
 0.11542521]",1.0743535261884263,1.0594216863860935,0.17162726784052254,0.09384059972338317,0.1748231789897351,0.09573982359932416,0.0,0.0,0.0,0.17748614324723905,0.17105777487169502,0.0,0.0,0.11542521172810098,0.0
73,2014-09-16,"[0.         0.16610391 0.08137557 0.16866658 0.12680563 0.
 0.         0.         0.17100585 0.16668966 0.         0.
 0.1193528 ]",1.059448665030505,1.0495299666382727,0.16610391041702735,0.08137556529705059,0.1686665814985943,0.1268056345362542,0.0,0.0,0.0,0.17100584577897,0.16668966313014277,0.0,0.0,0.11935279934196073,0.0
74,2014-09-17,"[0.         0.18717882 0.15810527 0.18606388 0.         0.
 0.         0.         0.19189614 0.184283   0.         0.
 0.09247289]",1.0388069792252965,1.0342399846772001,0.18717881704490294,0.15810527073615535,0.1860638840641151,0.0,0.0,0.0,0.0,0.1918961378529247,0.18428299981122828,0.0,0.0,0.09247289049067364,0.0
75,2014-09-18,"[0.         0.18489505 0.16605513 0.18477111 0.         0.
 0.         0.         0.18986878 0.18380248 0.         0.
 0.09060746]",1.0400675976187599,1.0349889335168905,0.18489504519447397,0.16605513056741988,0.18477111078516037,0.0,0.0,0.0,0.0,0.18986877593277848,0.1838024771038171,0.0,0.0,0.09060746041635019,0.0
76,2014-09-19,"[0.         0.16727078 0.09393627 0.17491358 0.10437373 0.
 0.         0.         0.17802489 0.17370451 0.         0.
 0.10777624]",1.0450521510846458,1.0337653349237919,0.16727077799360354,0.09393627486588994,0.17491357592610457,0.10437373253936083,0.0,0.0,0.0,0.1780248931271985,0.17370450877466787,0.0,0.0,0.10777623677317452,0.0
77,2014-09-22,"[0.         0.16693446 0.11657483 0.17062077 0.09352876 0.
 0.         0.         0.17298715 0.17009691 0.         0.
 0.10925712]",1.04995641970518,1.0338515568230116,0.16693446487169517,0.11657483235152671,0.17062076827432604,0.09352876148747395,0.0,0.0,0.0,0.1729871469773833,0.17009690671649622,0.0,0.0,0.10925711932109844,0.0
