,Date,Weights,Profit,Base Profit,STRM,EBIX,UIS,JKHY,FLEX,IEC,CTS,SANM,PKI,COHR,BIO,WAT,cash
0,2014-01-06,"[0.09828355 0.16252824 0.18371457 0.         0.         0.
 0.         0.         0.15174285 0.13063892 0.         0.16211294
 0.11097893]",0.9999999999909829,0.9999999999917246,0.16252823618761172,0.1837145659391584,0.0,0.0,0.0,0.0,0.0,0.15174284614488986,0.13063892276113553,0.0,0.1621129440908461,0.11097893431146921,0.0982835505648891
1,2014-01-07,"[0.         0.18212412 0.20873699 0.         0.         0.
 0.         0.         0.16886081 0.14121931 0.         0.1808818
 0.11817696]",1.0041687967082968,1.0044476843407464,0.18212412132704173,0.20873699258899608,0.0,0.0,0.0,0.0,0.0,0.16886081120971352,0.14121931265164211,0.0,0.18088180437052287,0.11817695785208367,0.0
2,2014-01-08,"[0.         0.18243655 0.21114233 0.         0.         0.
 0.         0.         0.1676879  0.14071873 0.         0.18069695
 0.11731754]",0.9993346170705534,1.0056743160602148,0.18243654783880434,0.21114232840842204,0.0,0.0,0.0,0.0,0.0,0.16768790424800087,0.14071873180785333,0.0,0.1806969472661919,0.11731754043072744,0.0
3,2014-01-09,"[0.         0.18233216 0.21281925 0.         0.         0.
 0.         0.         0.16580845 0.14128629 0.         0.18005556
 0.11769829]",1.0141132424265575,1.0117397450653463,0.1823321579459876,0.21281924905123684,0.0,0.0,0.0,0.0,0.0,0.16580845174133832,0.14128629189103986,0.0,0.1800555633335608,0.11769828603683659,0.0
4,2014-01-10,"[0.         0.18221366 0.21455417 0.         0.         0.
 0.         0.         0.16341529 0.14216589 0.         0.17928645
 0.11836454]",1.026134982313088,1.0166226255115536,0.18221365564861625,0.21455417123736847,0.0,0.0,0.0,0.0,0.0,0.16341528875652436,0.14216588818422757,0.0,0.1792864519671671,0.1183645442060963,0.0
5,2014-01-13,"[0.         0.1820005  0.21730995 0.         0.         0.
 0.         0.         0.15939433 0.1438605  0.         0.17779463
 0.11964009]",1.0268530998261287,1.0150570804365613,0.18200050378418114,0.21730995082973947,0.0,0.0,0.0,0.0,0.0,0.15939433198292505,0.1438604978428364,0.0,0.17779462577679367,0.11964008978352422,0.0
6,2014-01-14,"[0.         0.16749784 0.20370865 0.         0.         0.
 0.07956035 0.         0.14101569 0.13535476 0.         0.16037622
 0.1124865 ]",1.01369402983337,1.0036695485955196,0.16749783967066856,0.2037086489899767,0.0,0.0,0.0,0.07956034627645468,0.0,0.14101569322221444,0.1353547568140032,0.0,0.16037621955240627,0.11248649547427628,0.0
7,2014-01-15,"[0.         0.16622277 0.20578631 0.         0.         0.
 0.09500283 0.         0.12967664 0.14088253 0.         0.14649023
 0.11593868]",1.0045613218298561,0.9958094753542441,0.16622277478191863,0.20578631409176057,0.0,0.0,0.0,0.09500282959933584,0.0,0.12967663882170627,0.1408825319951225,0.0,0.14649022699285028,0.11593868371730594,0.0
8,2014-01-16,"[0.         0.16711888 0.20954826 0.         0.         0.
 0.11045572 0.         0.11901948 0.15177512 0.         0.12363407
 0.11844847]",1.0183078960336298,1.0086823239216338,0.16711887866539046,0.20954826436922996,0.0,0.0,0.0,0.11045572368272956,0.0,0.11901948033125091,0.1517751173525441,0.0,0.12363406714095357,0.11844846845790133,0.0
9,2014-01-17,"[0.         0.1641377  0.21133051 0.         0.         0.
 0.10377769 0.         0.11746391 0.15711882 0.         0.12613989
 0.12003147]",1.0162737268738187,1.0103847295813853,0.16413769839798445,0.21133051130278072,0.0,0.0,0.0,0.10377768866083086,0.0,0.11746391144894418,0.15711882192413604,0.0,0.12613989483047175,0.1200314734348521,0.0
10,2014-01-21,"[0.         0.19329076 0.18614071 0.         0.         0.
 0.         0.         0.19042275 0.13165863 0.12101923 0.17746792
 0.        ]",1.0209181416952249,1.0111344797159199,0.19329076124191671,0.18614071040038851,0.0,0.0,0.0,0.0,0.0,0.19042274685557994,0.1316586313085894,0.1210192299684356,0.17746792022508975,0.0,0.0
11,2014-01-22,"[0.         0.19502834 0.17261692 0.         0.         0.
 0.         0.         0.20163753 0.12548809 0.12578654 0.17944258
 0.        ]",1.0246757625772398,1.0106449571451255,0.1950283424504457,0.17261691813268548,0.0,0.0,0.0,0.0,0.0,0.2016375302541162,0.12548808731321137,0.12578654377553775,0.17944257807400335,0.0,0.0
12,2014-01-23,"[0.         0.19101394 0.17152021 0.         0.         0.
 0.         0.         0.20203364 0.12536637 0.12463014 0.18543569
 0.        ]",1.022416774761211,1.0110201970653747,0.1910139438347938,0.1715202110694932,0.0,0.0,0.0,0.0,0.0,0.20203363795044532,0.125366369639233,0.12463014420300758,0.18543569330302706,0.0,0.0
13,2014-01-24,"[0.         0.188014   0.17422105 0.         0.         0.
 0.         0.         0.2005447  0.12622687 0.12223617 0.18875722
 0.        ]",1.026723617616973,1.0092052893194503,0.18801399734092572,0.1742210500252053,0.0,0.0,0.0,0.0,0.0,0.20054470263092317,0.12622686602775388,0.12223616855391162,0.1887572154212803,0.0,0.0
14,2014-01-27,"[0.         0.18650561 0.17880379 0.         0.         0.
 0.         0.         0.1980903  0.12784888 0.1188063  0.18994512
 0.        ]",1.0103709704367638,1.000774315701496,0.18650561267302157,0.1788037910005362,0.0,0.0,0.0,0.0,0.0,0.19809030076210696,0.12784887993234875,0.11880629881571307,0.1899451168162734,0.0,0.0
15,2014-01-28,"[0.         0.18590477 0.18493077 0.         0.         0.
 0.         0.         0.19456879 0.13020106 0.11441048 0.18998413
 0.        ]",0.993355648157843,0.9896970967698807,0.1859047651613183,0.18493077437532546,0.0,0.0,0.0,0.0,0.0,0.19456878612494197,0.13020106230886133,0.11441048427963381,0.1899841277499192,0.0,0.0
16,2014-01-29,"[0.         0.18565781 0.18850205 0.         0.         0.
 0.         0.         0.19239211 0.13147903 0.11203751 0.18993149
 0.        ]",0.9950345086558211,0.9882438334881465,0.18565780629958797,0.18850204617957705,0.0,0.0,0.0,0.0,0.0,0.1923921145579666,0.13147903113268467,0.1120375105785453,0.18993149125163847,0.0,0.0
17,2014-01-30,"[0.         0.18541959 0.18842482 0.         0.         0.
 0.         0.         0.19236242 0.13120865 0.11230346 0.19028105
 0.        ]",0.9926231084801531,0.9886327932329678,0.18541959430661936,0.1884248241617421,0.0,0.0,0.0,0.0,0.0,0.19236241756447653,0.13120865032774687,0.11230345987250512,0.19028105376690999,0.0,0.0
18,2014-01-31,"[0.         0.18536346 0.19087317 0.         0.         0.
 0.         0.         0.19082507 0.13220229 0.11059246 0.19014354
 0.        ]",0.9845023726687083,0.9915518086049067,0.18536346418629343,0.19087317053954975,0.0,0.0,0.0,0.0,0.0,0.190825067614628,0.13220229190546587,0.11059246313381559,0.1901435426202474,0.0,0.0
19,2014-02-03,"[0.         0.18519626 0.19083503 0.         0.         0.
 0.         0.         0.19071848 0.13191567 0.11090299 0.19043157
 0.        ]",0.9951170173963851,1.0006695967009707,0.18519626226381344,0.19083503201551286,0.0,0.0,0.0,0.0,0.0,0.1907184827238833,0.1319156713520644,0.11090298517024683,0.19043156647447934,0.0,0.0
20,2014-02-04,"[0.         0.18507599 0.19103985 0.         0.         0.
 0.         0.         0.19051543 0.13190721 0.11088053 0.19058099
 0.        ]",0.9951153339619772,0.9981430948298304,0.1850759915921933,0.1910398546794905,0.0,0.0,0.0,0.0,0.0,0.19051542654019182,0.13190721080992115,0.11088053010473724,0.19058098627346598,0.0,0.0
21,2014-02-05,"[0.         0.16834151 0.1766676  0.         0.         0.
 0.         0.         0.17127982 0.12116647 0.09864322 0.17291985
 0.09098154]",0.9889947480187168,0.9829249245743575,0.16834150901086395,0.17666759999840256,0.0,0.0,0.0,0.0,0.0,0.17127981539924567,0.1211664660494004,0.0986432199388794,0.17291985328521817,0.09098153631798975,0.0
22,2014-02-06,"[0.         0.16642605 0.17579283 0.         0.         0.
 0.         0.         0.1684854  0.12079341 0.09744149 0.17072524
 0.10033558]",0.9820328477748459,0.9777294543038493,0.16642604847794884,0.17579282772674154,0.0,0.0,0.0,0.0,0.0,0.16848540200081769,0.12079340622321935,0.09744149217625805,0.17072524157460023,0.10033558182041429,0.0
23,2014-02-07,"[0.         0.1661579  0.17553656 0.         0.         0.
 0.         0.         0.16828495 0.12071555 0.09753476 0.17049415
 0.10127612]",0.9929892564549236,0.9810714371002439,0.16615790143727754,0.1755365635447484,0.0,0.0,0.0,0.0,0.0,0.16828494953644027,0.12071554912123535,0.0975347633199069,0.17049415045740857,0.10127612258298282,0.0
24,2014-02-10,"[0.         0.16612789 0.17571674 0.         0.         0.
 0.         0.         0.168113   0.12079183 0.09737557 0.17044793
 0.10142704]",1.001435517803853,0.9889389193912387,0.1661278893989418,0.1757167439432785,0.0,0.0,0.0,0.0,0.0,0.16811299913423672,0.12079182730320849,0.09737556657298956,0.1704479292926778,0.10142704435466737,0.0
25,2014-02-11,"[0.         0.16619098 0.17582566 0.         0.         0.
 0.         0.         0.16799181 0.12087013 0.09715938 0.17038845
 0.10157359]",1.0078890003313294,0.9993445272247712,0.16619098016049474,0.17582566322145776,0.0,0.0,0.0,0.0,0.0,0.16799180684851311,0.1208701252649843,0.09715938047220891,0.17038845452058174,0.1015735895117595,0.0
26,2014-02-12,"[0.         0.16770683 0.18047188 0.         0.         0.
 0.         0.         0.16395694 0.1233472  0.09151438 0.16852314
 0.10447963]",1.0168921309213075,1.0040993248089132,0.1677068309730468,0.1804718776329566,0.0,0.0,0.0,0.0,0.0,0.16395693597947833,0.12334720144368196,0.09151438199104313,0.16852313834864519,0.10447963363114796,0.0
27,2014-02-13,"[0.         0.16871695 0.18050197 0.         0.         0.
 0.         0.         0.16366926 0.12363823 0.09043033 0.16752617
 0.10551709]",1.0248966832575523,1.0105116411148825,0.16871695488709595,0.18050197185914152,0.0,0.0,0.0,0.0,0.0,0.16366925844403676,0.12363822703571045,0.09043032526504717,0.16752617372548764,0.10551708878348041,0.0
28,2014-02-14,"[0.         0.16902013 0.18065588 0.         0.         0.
 0.         0.         0.16357917 0.12383321 0.08992056 0.16698682
 0.10600422]",1.0235703767793929,1.0123083857091737,0.16902013474796584,0.18065588209635564,0.0,0.0,0.0,0.0,0.0,0.16357917371647954,0.12383321452897061,0.08992055939012114,0.16698681503874382,0.1060042204813633,0.0
29,2014-02-18,"[0.         0.16907352 0.18024369 0.         0.         0.
 0.         0.         0.16393098 0.12366579 0.09019386 0.16694313
 0.10594903]",1.0345795307811605,1.0210072670905657,0.1690735181992028,0.18024369113353467,0.0,0.0,0.0,0.0,0.0,0.16393097557982386,0.12366579068931897,0.0901938608081093,0.1669431326315961,0.10594903095841447,0.0
30,2014-02-19,"[0.         0.16736443 0.17363943 0.         0.         0.
 0.         0.         0.16983376 0.12035403 0.09701768 0.16893207
 0.10285861]",1.0380194218504486,1.0286754181751392,0.1673644304141831,0.17363943143330524,0.0,0.0,0.0,0.0,0.0,0.16983375739986503,0.12035402571050628,0.097017675367212,0.16893207097755947,0.1028586086973688,0.0
31,2014-02-20,"[0.         0.16680423 0.17222177 0.         0.         0.
 0.         0.         0.17124249 0.11981467 0.09828685 0.16942507
 0.10220492]",1.0353997662625445,1.0278897485598202,0.1668042306168175,0.17222177092532745,0.0,0.0,0.0,0.0,0.0,0.1712424911536223,0.11981467317661289,0.09828684521881209,0.16942507340526278,0.10220491550354498,0.0
32,2014-02-21,"[0.         0.16670451 0.17288576 0.         0.         0.
 0.         0.         0.17088451 0.12015763 0.09766958 0.16930181
 0.1023962 ]",1.0561250915861622,1.037164399560443,0.16670451324600294,0.1728857556422292,0.0,0.0,0.0,0.0,0.0,0.17088451488266884,0.12015762823133048,0.09766958248669405,0.16930180725632435,0.10239619825474998,0.0
33,2014-02-24,"[0.         0.1666584  0.172467   0.         0.         0.
 0.         0.         0.17119879 0.11996021 0.09805666 0.16940424
 0.1022547 ]",1.0690888756854227,1.0494398974632297,0.16665840294290102,0.17246699855255232,0.0,0.0,0.0,0.0,0.0,0.17119879156791054,0.11996020919825684,0.0980566610683188,0.16940424057856754,0.10225469609149297,0.0
34,2014-02-25,"[0.         0.16664399 0.17055859 0.         0.         0.
 0.         0.         0.17255738 0.11918881 0.09953205 0.16970537
 0.1018138 ]",1.0574021495121186,1.0450747822900468,0.16664399344322264,0.1705585949892375,0.0,0.0,0.0,0.0,0.0,0.1725573809362371,0.11918880919528582,0.09953205170666009,0.16970536650053758,0.10181380322881929,0.0
35,2014-02-26,"[0.         0.16667398 0.17007577 0.         0.         0.
 0.         0.         0.17287997 0.11906644 0.09977308 0.16976007
 0.10177068]",1.0508903059045982,1.0467961860603907,0.16667398121474972,0.1700757691141063,0.0,0.0,0.0,0.0,0.0,0.1728799736855348,0.11906644429091222,0.09977308190376662,0.1697600745551668,0.10177067523576361,0.0
