,Date,Weights,Profit,Base Profit,Volume,PCAR,OSK,F,SPAR,FFG,AAME,GL,CIA,SPXC,LECO,PFIN,CVR,cash
0,2014-01-06,"[0.10242447 0.10637519 0.         0.13395091 0.         0.11447514
 0.         0.         0.11667116 0.10186724 0.10895822 0.10280071
 0.11247696]",0.9999999999910243,0.9999999999917251,0.8975755310307232,0.10637518827628961,0.0,0.13395091258080294,0.0,0.11447514251683429,0.0,0.0,0.11667115586082695,0.1018672441933105,0.10895821898345821,0.10280070893944185,0.1124769596797589,0.10242446896927673
1,2014-01-07,"[0.         0.11719551 0.         0.15186156 0.         0.12665594
 0.         0.         0.12944121 0.11241594 0.12020728 0.11556817
 0.12665437]",1.00769166983897,1.0058590415136537,0.10242446896835739,0.11719551134370096,0.0,0.15186156237773643,0.0,0.12665594322485935,0.0,0.0,0.12944121372186448,0.11241594463139755,0.12020728377533982,0.11556817035750115,0.12665437056760023,0.0
2,2014-01-08,"[0.         0.11711071 0.         0.15293647 0.         0.12602322
 0.         0.         0.12875396 0.11254673 0.11975487 0.11592753
 0.12694652]",1.0044057732742404,1.0019137998194798,0.008813547978459532,0.11711070774693293,0.0,0.15293647373429417,0.0,0.12602321623416504,0.0,0.0,0.12875395788858562,0.11254672782115946,0.11975487097702896,0.11592752873227072,0.12694651686556316,0.0
3,2014-01-09,"[0.         0.11691274 0.         0.15294432 0.         0.12614765
 0.         0.         0.12889703 0.11239073 0.11949443 0.1161744
 0.12703869]",1.0039932404392435,1.0042864158234794,0.009741529821426216,0.11691274409416054,0.0,0.15294432075660144,0.0,0.1261476521566706,0.0,0.0,0.12889702915233275,0.11239073122031927,0.11949442935085562,0.11617440230544869,0.12703869096361114,0.0
4,2014-01-10,"[0.         0.11702225 0.         0.15249194 0.         0.12626414
 0.         0.         0.12888723 0.11240442 0.11981289 0.11581848
 0.12729865]",1.0094991001492162,1.008491877473873,0.012544735739844088,0.11702225071211807,0.0,0.15249193660897256,0.0,0.12626413644761317,0.0,0.0,0.1288872341028458,0.11240442062027356,0.11981288882971144,0.11581848317530212,0.1272986495031633,0.0
5,2014-01-13,"[0.         0.11700839 0.         0.15270885 0.         0.12651291
 0.         0.         0.12951999 0.11216906 0.11970696 0.11582093
 0.12655292]",1.0102833335662569,1.0105652589492073,0.007163687341462473,0.117008386619156,0.0,0.15270884501516596,0.0,0.12651291421762936,0.0,0.0,0.1295199851367008,0.1121690551407421,0.11970696412930674,0.1158209287817015,0.12655292095959758,0.0
6,2014-01-14,"[0.         0.1169744  0.         0.15229773 0.         0.12704687
 0.         0.         0.12993563 0.11148065 0.12013428 0.11470216
 0.12742828]",1.0061496428913936,1.007334274614026,0.01114532121429631,0.11697439850709836,0.0,0.15229773188911797,0.0,0.12704686761444509,0.0,0.0,0.12993563359644988,0.11148064614805164,0.12013427864317192,0.1147021617791225,0.12742828182254254,0.0
7,2014-01-15,"[0.         0.11690041 0.         0.15228389 0.         0.12691111
 0.         0.         0.13065819 0.11130806 0.12050256 0.11460636
 0.1268294 ]",0.9892629310458819,0.9941889695304423,0.014163039419136844,0.11690041078996057,0.0,0.15228389060619368,0.0,0.12691111353207213,0.0,0.0,0.13065819220479777,0.11130806382863334,0.12050256456702711,0.1146063642823699,0.12682940018894537,0.0
8,2014-01-16,"[0.         0.11706504 0.         0.15183573 0.         0.12725969
 0.         0.         0.131271   0.11103262 0.12077647 0.11467188
 0.12608757]",1.0202393941827568,1.0140785540198771,0.021412907825262298,0.11706504320333477,0.0,0.15183572595614378,0.0,0.12725968943045968,0.0,0.0,0.131271000260255,0.11103261942643533,0.12077646566522582,0.11467188279172316,0.1260875732664224,0.0
9,2014-01-17,"[0.         0.11671398 0.         0.15091255 0.         0.12724872
 0.         0.         0.1309275  0.11055803 0.12052542 0.11369541
 0.12941839]",1.0201572471467728,1.0146018386910227,0.03214819966585617,0.11671397798810237,0.0,0.15091254722893085,0.0,0.12724872424211564,0.0,0.0,0.13092750442956144,0.11055802919449591,0.12052541695409077,0.11369540899361882,0.12941839096908403,0.0
10,2014-01-21,"[0.         0.11691135 0.         0.1514733  0.         0.12740519
 0.         0.         0.13065655 0.1110007  0.12057771 0.11457573
 0.12739947]",1.010660809666161,1.0126824065757085,0.01206983705813584,0.11691134874142796,0.0,0.1514732974665563,0.0,0.1274051904880543,0.0,0.0,0.13065655241088792,0.11100069509384046,0.12057771119199583,0.11457573367501579,0.12739947093222154,0.0
11,2014-01-22,"[0.         0.11702732 0.         0.15161065 0.         0.12646474
 0.         0.         0.1303144  0.11108002 0.12045681 0.11497605
 0.12807001]",1.0192749144009368,1.018883821846214,0.014274226681996774,0.11702732451439496,0.0,0.15161065017103587,0.0,0.12646473670715253,0.0,0.0,0.130314395274165,0.11108002235574163,0.1204568130834409,0.11497604584426198,0.12807001204980695,0.0
12,2014-01-23,"[0.         0.11691994 0.         0.15096559 0.         0.12736584
 0.         0.         0.13080045 0.11093916 0.12047223 0.11494457
 0.12759222]",1.0217721805778948,1.018784628659777,0.0062161555273388845,0.11691994179089278,0.0,0.15096558963426848,0.0,0.1273658362108314,0.0,0.0,0.13080044625396267,0.11093916150974749,0.12047223110189499,0.11494457226675064,0.1275922212316516,0.0
