,Date,Weights,Profit,Base Profit,Volume,CVR,PFIN,SPXC,LECO,AMS,DGX,PMD,LH,CTO,FRPH,TRC,CIGI,cash
0,2014-01-06,"[0.07330428 0.07592266 0.0766786  0.08007894 0.07759207 0.08047761
 0.07759522 0.07202921 0.07501516 0.07549227 0.07784355 0.07859016
 0.07938024]",0.999814638512999,0.9998000000000002,0.9266956970095634,0.0759226605296135,0.07667859643697739,0.08007894456386566,0.07759207487106323,0.08047761023044586,0.07759521901607513,0.07202921062707901,0.07501515746116638,0.07549227029085159,0.0778435543179512,0.07859016209840775,0.07938023656606674,0.07330428063869476
1,2014-01-07,"[0.07311594 0.07717938 0.07775778 0.07967938 0.0760416  0.07952213
 0.07616095 0.07523257 0.07463413 0.07587186 0.0768066  0.0776407
 0.08035696]",1.0140431530243057,1.0150727498511112,0.013600275530190577,0.07717937976121902,0.07775777578353882,0.07967937737703323,0.07604160159826279,0.07952213287353516,0.07616095244884491,0.07523257285356522,0.0746341347694397,0.07587186247110367,0.07680659741163254,0.07764070481061935,0.08035695552825928,0.07311594486236572
2,2014-01-08,"[0.07326189 0.07724514 0.07782585 0.07950587 0.07594378 0.07933761
 0.07630784 0.07530983 0.07449118 0.07586329 0.07687303 0.07772729
 0.08030738]",1.0108458137465772,1.011617388307421,0.008484487651661625,0.07724513858556747,0.07782585173845291,0.07950586825609207,0.07594378292560577,0.07933761179447174,0.07630784064531326,0.07530982792377472,0.07449118047952652,0.0758632943034172,0.07687303423881531,0.0777272880077362,0.08030737936496735,0.07326188683509827
3,2014-01-09,"[0.07318184 0.07715765 0.07792874 0.07950123 0.07596144 0.07921343
 0.07633562 0.07525858 0.07444495 0.07581986 0.07686642 0.07790513
 0.0804251 ]",1.0199825086955658,1.021490722141216,0.013845860331663727,0.0771576538681984,0.07792874425649643,0.07950122654438019,0.07596144080162048,0.07921342551708221,0.07633562386035919,0.07525857537984848,0.07444494962692261,0.07581985741853714,0.07686641812324524,0.07790512591600418,0.08042509853839874,0.07318183779716492
4,2014-01-10,"[0.07334343 0.07714473 0.07781176 0.07911278 0.07591595 0.07918939
 0.07651417 0.07528375 0.07451317 0.07597648 0.07692534 0.07797778
 0.08029126]",1.0185427011379913,1.019919999931757,0.009516049404087124,0.07714472711086273,0.07781175523996353,0.07911277562379837,0.07591594755649567,0.07918938994407654,0.07651416957378387,0.07528375089168549,0.07451317459344864,0.07597648352384567,0.07692533731460571,0.07797777652740479,0.0802912563085556,0.0733434334397316
5,2014-01-13,"[0.0733621  0.07716864 0.07777652 0.07886669 0.07587173 0.07906006
 0.07664243 0.07524087 0.07456492 0.07604399 0.07700167 0.07813654
 0.08026385]",1.0163525246814238,1.0177139471427665,0.01053510682371289,0.07716864347457886,0.07777652144432068,0.07886669039726257,0.07587172836065292,0.07906005531549454,0.07664243131875992,0.07524086534976959,0.07456491887569427,0.0760439932346344,0.0770016685128212,0.07813654094934464,0.08026384562253952,0.07336209714412689
6,2014-01-14,"[0.07340442 0.0771847  0.07772709 0.0789172  0.07589837 0.07907071
 0.07667105 0.0750736  0.07450666 0.07603799 0.07713275 0.07813556
 0.08023993]",1.0114943708811626,1.012112877538552,0.009332122178993906,0.07718469947576523,0.07772708684206009,0.07891719788312912,0.07589837163686752,0.07907070964574814,0.0766710489988327,0.07507359981536865,0.07450666278600693,0.07603798806667328,0.07713274657726288,0.07813555747270584,0.0802399292588234,0.07340442389249802
7,2014-01-15,"[0.07360764 0.07714999 0.07748049 0.07862534 0.07593908 0.07913674
 0.07689121 0.07482918 0.0745914  0.07617906 0.07736602 0.07817092
 0.08003289]",1.0053450708887786,1.005229681809738,0.013289689424221445,0.07714998722076416,0.0774804949760437,0.07862534373998642,0.07593908160924911,0.07913674414157867,0.0768912136554718,0.07482918351888657,0.07459139823913574,0.07617905735969543,0.07736602425575256,0.07817091792821884,0.08003289252519608,0.07360763847827911
8,2014-01-16,"[0.07362788 0.07717872 0.07745317 0.07875139 0.07598042 0.07921017
 0.07684015 0.07486219 0.07452912 0.07615513 0.07731358 0.07807342
 0.08002464]",1.027635481397707,1.0288457396003476,0.020349537072675936,0.0771787241101265,0.07745317369699478,0.07875138521194458,0.07598042488098145,0.07921016961336136,0.07684014737606049,0.07486218959093094,0.07452911883592606,0.07615513354539871,0.07731357961893082,0.0780734196305275,0.08002463728189468,0.07362788170576096
9,2014-01-17,"[0.07342223 0.07710756 0.07772334 0.07893877 0.07595168 0.07903396
 0.07671967 0.07503039 0.07437818 0.0760598  0.07716208 0.07818291
 0.08028945]",1.0302932049489628,1.0305176304808386,0.027404789526673322,0.07710755616426468,0.07772333920001984,0.07893877476453781,0.07595168054103851,0.07903396338224411,0.07671967148780823,0.07503039389848709,0.07437817752361298,0.07605980336666107,0.07716207951307297,0.07818290591239929,0.08028944581747055,0.07342223078012466
