,Date,Weights,Profit,Base Profit,BKTI,MSI,VSAT,SCON,TRT,IVAC,VECO,ASYS,AAME,FFG,GL,CIA,cash
24,2014-02-10,"[0.         0.         0.         0.         0.         0.25869108
 0.         0.         0.         0.         0.28556021 0.45574872
 0.        ]",0.922808851316717,0.9980139284822804,0.0,0.0,0.0,0.0,0.2586910771321449,0.0,0.0,0.0,0.0,0.2855602071479505,0.45574871571990466,0.0,0.0
25,2014-02-11,"[0.         0.         0.         0.         0.         0.2578789
 0.         0.         0.         0.         0.28592753 0.45619357
 0.        ]",0.9403656133820936,1.0112611597686951,0.0,0.0,0.0,0.0,0.2578789000551782,0.0,0.0,0.0,0.0,0.2859275324738875,0.4561935674709343,0.0,0.0
26,2014-02-12,"[0.         0.         0.         0.         0.         0.25769205
 0.         0.         0.         0.         0.28565441 0.45665354
 0.        ]",0.9483075079619415,1.0175377912895556,0.0,0.0,0.0,0.0,0.25769204981635463,0.0,0.0,0.0,0.0,0.2856544115108801,0.45665353867276537,0.0,0.0
27,2014-02-13,"[0.         0.         0.         0.         0.         0.25803086
 0.         0.         0.         0.         0.28545987 0.45650927
 0.        ]",0.9392284013766974,1.0086886275657332,0.0,0.0,0.0,0.0,0.25803086049626445,0.0,0.0,0.0,0.0,0.2854598684944243,0.45650927100931127,0.0,0.0
28,2014-02-14,"[0.         0.         0.         0.         0.         0.25748716
 0.         0.         0.         0.         0.28523407 0.45727878
 0.        ]",0.9280819600755195,1.000376011671852,0.0,0.0,0.0,0.0,0.25748715546382833,0.0,0.0,0.0,0.0,0.28523406684026564,0.45727877769590614,0.0,0.0
29,2014-02-18,"[0.         0.         0.         0.         0.         0.25723116
 0.         0.         0.         0.         0.28510087 0.45766797
 0.        ]",0.9387304603621722,1.020374513947026,0.0,0.0,0.0,0.0,0.2572311592715221,0.0,0.0,0.0,0.0,0.28510086712299504,0.45766797360548284,0.0,0.0
30,2014-02-19,"[0.         0.         0.         0.         0.         0.24933313
 0.         0.         0.         0.         0.29262651 0.45804036
 0.        ]",0.939089676110021,1.0250531722196172,0.0,0.0,0.0,0.0,0.24933312631329713,0.0,0.0,0.0,0.0,0.2926265091868236,0.4580403644998792,0.0,0.0
31,2014-02-20,"[0.         0.         0.         0.         0.         0.24847277
 0.         0.         0.         0.         0.29517273 0.45635451
 0.        ]",0.9442648305359758,1.0321950443083636,0.0,0.0,0.0,0.0,0.248472765450931,0.0,0.0,0.0,0.0,0.2951727255216791,0.45635450902739,0.0,0.0
32,2014-02-21,"[0.         0.         0.         0.         0.         0.24999249
 0.         0.         0.         0.         0.29605151 0.453956
 0.        ]",0.940589260330654,1.0340848163681868,0.0,0.0,0.0,0.0,0.24999248818336686,0.0,0.0,0.0,0.0,0.2960515137547354,0.4539559980618979,0.0,0.0
33,2014-02-24,"[0.         0.         0.         0.         0.         0.25089501
 0.         0.         0.         0.         0.2968604  0.45224459
 0.        ]",0.9644507502995955,1.0358577877488155,0.0,0.0,0.0,0.0,0.2508950094596249,0.0,0.0,0.0,0.0,0.2968603992900236,0.4522445912503515,0.0,0.0
34,2014-02-25,"[0.         0.         0.         0.         0.         0.25019578
 0.         0.         0.         0.         0.29786908 0.45193513
 0.        ]",0.9642050551739224,1.0344467085616014,0.0,0.0,0.0,0.0,0.2501957814438998,0.0,0.0,0.0,0.0,0.2978690839242608,0.4519351346318394,0.0,0.0
35,2014-02-26,"[0.         0.         0.         0.         0.         0.25186054
 0.         0.         0.         0.         0.29813293 0.45000653
 0.        ]",0.9649758999235296,1.0400844222125964,0.0,0.0,0.0,0.0,0.2518605399364866,0.0,0.0,0.0,0.0,0.29813293144984765,0.4500065286136658,0.0,0.0
36,2014-02-27,"[0.         0.         0.         0.         0.         0.25166506
 0.         0.         0.         0.         0.298591   0.44974394
 0.        ]",0.9590770076309,1.0345143377694628,0.0,0.0,0.0,0.0,0.25166506063908195,0.0,0.0,0.0,0.0,0.2985910007417035,0.44974393861921447,0.0,0.0
37,2014-02-28,"[0.         0.         0.         0.         0.         0.25176048
 0.         0.         0.         0.         0.29898051 0.449259
 0.        ]",0.9697644156929895,1.0409959032453386,0.0,0.0,0.0,0.0,0.2517604845507702,0.0,0.0,0.0,0.0,0.2989805115542958,0.44925900389493406,0.0,0.0
38,2014-03-03,"[0.         0.         0.         0.         0.         0.2514587
 0.         0.         0.         0.         0.30077579 0.4477655
 0.        ]",0.9783431547700866,1.058425349333049,0.0,0.0,0.0,0.0,0.25145870402755915,0.0,0.0,0.0,0.0,0.3007757943361433,0.44776550163629764,0.0,0.0
39,2014-03-04,"[0.         0.         0.         0.         0.         0.25161059
 0.         0.         0.         0.         0.30110671 0.44728269
 0.        ]",0.9772215568849304,1.0509968154255824,0.0,0.0,0.0,0.0,0.25161059488988047,0.0,0.0,0.0,0.0,0.3011067110399724,0.4472826940701472,0.0,0.0
40,2014-03-05,"[0.         0.         0.         0.         0.         0.25096275
 0.         0.         0.         0.         0.30223687 0.44680039
 0.        ]",0.9875200198407263,1.0712868941950635,0.0,0.0,0.0,0.0,0.25096274871088786,0.0,0.0,0.0,0.0,0.3022368655685127,0.4468003857205994,0.0,0.0
41,2014-03-06,"[0.         0.         0.         0.         0.         0.25200203
 0.         0.         0.         0.         0.30376655 0.44423142
 0.        ]",0.9877512807295058,1.080992438847402,0.0,0.0,0.0,0.0,0.25200202614658973,0.0,0.0,0.0,0.0,0.30376655447170264,0.44423141938170757,0.0,0.0
42,2014-03-07,"[0.         0.         0.         0.         0.         0.25223131
 0.         0.         0.         0.         0.30262163 0.44514706
 0.        ]",1.0012908755691277,1.102478756316444,0.0,0.0,0.0,0.0,0.2522313138391706,0.0,0.0,0.0,0.0,0.30262162599151926,0.44514706016931005,0.0,0.0
43,2014-03-10,"[0.         0.         0.         0.         0.         0.25011819
 0.         0.         0.         0.         0.30353654 0.44634527
 0.        ]",1.0087589203211387,1.1018803980066845,0.0,0.0,0.0,0.0,0.2501181924501872,0.0,0.0,0.0,0.0,0.3035365395552436,0.44634526799456925,0.0,0.0
44,2014-03-11,"[0.         0.         0.         0.         0.         0.25010243
 0.         0.         0.         0.         0.30400162 0.44589595
 0.        ]",0.9982886475818652,1.0942213816234583,0.0,0.0,0.0,0.0,0.25010242849100134,0.0,0.0,0.0,0.0,0.30400162385116636,0.44589594765783225,0.0,0.0
45,2014-03-12,"[0.         0.         0.         0.         0.         0.25074273
 0.         0.         0.         0.         0.30261503 0.44664224
 0.        ]",1.0105658343758759,1.1101993119221503,0.0,0.0,0.0,0.0,0.25074272795591007,0.0,0.0,0.0,0.0,0.3026150278938556,0.44664224415023424,0.0,0.0
46,2014-03-13,"[0.         0.         0.         0.         0.         0.24929401
 0.         0.         0.         0.         0.30210357 0.44860242
 0.        ]",0.991876529012622,1.0764439316916123,0.0,0.0,0.0,0.0,0.24929400866104004,0.0,0.0,0.0,0.0,0.3021035713893735,0.44860241994958644,0.0,0.0
47,2014-03-14,"[0.         0.         0.         0.         0.         0.25183019
 0.         0.         0.         0.         0.30126603 0.44690377
 0.        ]",0.9990527989531398,1.1030638509247683,0.0,0.0,0.0,0.0,0.2518301920570173,0.0,0.0,0.0,0.0,0.3012660349551433,0.4469037729878394,0.0,0.0
48,2014-03-17,"[0.         0.         0.         0.         0.         0.2514497
 0.         0.         0.         0.         0.30027059 0.44827971
 0.        ]",1.010500949168708,1.0858769360149205,0.0,0.0,0.0,0.0,0.2514497000512806,0.0,0.0,0.0,0.0,0.30027058756160424,0.4482797123871153,0.0,0.0
49,2014-03-18,"[0.         0.         0.         0.         0.         0.25081346
 0.         0.         0.         0.         0.30091207 0.44827447
 0.        ]",0.995407611396447,1.1001158100576756,0.0,0.0,0.0,0.0,0.2508134557329372,0.0,0.0,0.0,0.0,0.3009120734942602,0.4482744707728026,0.0,0.0
50,2014-03-19,"[0.         0.         0.         0.         0.         0.2510378
 0.         0.         0.         0.         0.30042593 0.44853627
 0.        ]",0.9933519883576881,1.1167435227667086,0.0,0.0,0.0,0.0,0.2510378026800617,0.0,0.0,0.0,0.0,0.30042592581021876,0.44853627150971936,0.0,0.0
51,2014-03-20,"[0.         0.         0.         0.         0.         0.25028552
 0.         0.         0.         0.         0.3006715  0.44904297
 0.        ]",1.0070630994375018,1.1228516190654874,0.0,0.0,0.0,0.0,0.25028552162627876,0.0,0.0,0.0,0.0,0.30067150460541053,0.4490429737683107,0.0,0.0
52,2014-03-21,"[0.         0.         0.         0.         0.         0.24730697
 0.         0.         0.         0.         0.30125641 0.45143662
 0.        ]",1.0217708988700298,1.1223532071727822,0.0,0.0,0.0,0.0,0.24730696785321357,0.0,0.0,0.0,0.0,0.30125641174340145,0.451436620403385,0.0,0.0
53,2014-03-24,"[0.         0.         0.         0.         0.         0.24616162
 0.         0.         0.         0.         0.30154814 0.45229023
 0.        ]",1.0162481465069106,1.1186819474295169,0.0,0.0,0.0,0.0,0.24616162395610636,0.0,0.0,0.0,0.0,0.30154814164196364,0.45229023440192995,0.0,0.0
54,2014-03-25,"[0.         0.         0.         0.         0.         0.24923195
 0.         0.         0.         0.         0.30252844 0.44823961
 0.        ]",1.017719408990538,1.11778101506076,0.0,0.0,0.0,0.0,0.249231945873788,0.0,0.0,0.0,0.0,0.3025284394797027,0.4482396146465093,0.0,0.0
55,2014-03-26,"[0.         0.         0.         0.         0.         0.24916472
 0.         0.         0.         0.         0.30321633 0.44761894
 0.        ]",1.0156974199617432,1.1139602218801543,0.0,0.0,0.0,0.0,0.24916472154246175,0.0,0.0,0.0,0.0,0.3032163342793968,0.4476189441781415,0.0,0.0
56,2014-03-27,"[0.         0.         0.         0.         0.         0.25017603
 0.         0.         0.         0.         0.30390493 0.44591904
 0.        ]",1.010525856569712,1.1107621177223055,0.0,0.0,0.0,0.0,0.25017603434042035,0.0,0.0,0.0,0.0,0.3039049283381717,0.4459190373214079,0.0,0.0
57,2014-03-28,"[0.         0.         0.         0.         0.         0.24899139
 0.         0.         0.         0.         0.30392122 0.44708739
 0.        ]",0.994906498689284,1.0828012393832218,0.0,0.0,0.0,0.0,0.2489913911809939,0.0,0.0,0.0,0.0,0.3039212212547135,0.44708738756429256,0.0,0.0
58,2014-03-31,"[0.         0.         0.         0.         0.         0.24797552
 0.         0.         0.         0.         0.30468561 0.44733887
 0.        ]",0.9958386380850623,1.0784752599003173,0.0,0.0,0.0,0.0,0.24797551695892045,0.0,0.0,0.0,0.0,0.3046856123224609,0.44733887071861866,0.0,0.0
59,2014-04-01,"[0.         0.         0.         0.         0.         0.24647097
 0.         0.         0.         0.         0.30360271 0.44992632
 0.        ]",0.9942911034564093,1.0755642499594475,0.0,0.0,0.0,0.0,0.24647096574440186,0.0,0.0,0.0,0.0,0.3036027129480949,0.4499263213075034,0.0,0.0
60,2014-04-02,"[0.         0.         0.         0.         0.         0.22534961
 0.         0.         0.         0.         0.29990717 0.47474323
 0.        ]",1.000315701165506,1.087058057592761,0.0,0.0,0.0,0.0,0.22534960764743872,0.0,0.0,0.0,0.0,0.29990716609209983,0.4747432262604615,0.0,0.0
61,2014-04-03,"[0.         0.         0.         0.         0.         0.21901089
 0.         0.         0.         0.         0.30053987 0.48044924
 0.        ]",1.0061013579883575,1.0963544742249565,0.0,0.0,0.0,0.0,0.21901089045439098,0.0,0.0,0.0,0.0,0.30053986663074633,0.48044924291486263,0.0,0.0
62,2014-04-04,"[0.         0.         0.         0.         0.         0.21806483
 0.         0.         0.         0.         0.30182569 0.48010948
 0.        ]",1.008406624812415,1.099819682623745,0.0,0.0,0.0,0.0,0.21806483073449678,0.0,0.0,0.0,0.0,0.3018256929333937,0.48010947633210943,0.0,0.0
63,2014-04-07,"[0.         0.         0.         0.         0.         0.1543931
 0.         0.14578564 0.         0.         0.21267333 0.3383459
 0.14880203]",1.0140435021865442,1.0969801402665968,0.0,0.0,0.0,0.0,0.15439309589932976,0.0,0.14578564381258252,0.0,0.0,0.21267333270244412,0.3383459009500621,0.14880202663558137,0.0
64,2014-04-08,"[0.         0.         0.         0.         0.         0.
 0.         0.21227568 0.         0.         0.22623891 0.34471051
 0.2167749 ]",0.9753224057644891,1.061071667732172,0.0,0.0,0.0,0.0,0.0,0.0,0.2122756812892332,0.0,0.0,0.2262389149096195,0.34471050849245555,0.2167748953086918,0.0
65,2014-04-09,"[0.         0.         0.         0.         0.         0.
 0.         0.21581959 0.         0.         0.22035518 0.33755004
 0.22627519]",0.9778626558087293,1.0489036656849895,0.0,0.0,0.0,0.0,0.0,0.0,0.21581958930386644,0.0,0.0,0.2203551823809756,0.3375500412022427,0.2262751871129153,0.0
66,2014-04-10,"[0.         0.         0.         0.         0.         0.
 0.         0.21701203 0.         0.         0.21818004 0.33486737
 0.22994055]",0.9904858393745357,1.0480399895841692,0.0,0.0,0.0,0.0,0.0,0.0,0.21701202844723427,0.0,0.0,0.21818004344446848,0.33486737401823324,0.22994055409006392,0.0
67,2014-04-11,"[0.         0.         0.         0.         0.         0.
 0.         0.21899691 0.         0.         0.21646439 0.33220832
 0.23233038]",0.9925180573072104,1.0503264586025984,0.0,0.0,0.0,0.0,0.0,0.0,0.21899690684220777,0.0,0.0,0.21646438931255638,0.33220831921421606,0.2323303846310198,0.0
68,2014-04-14,"[0.         0.         0.         0.         0.         0.
 0.         0.2304323  0.         0.         0.20756995 0.32185229
 0.24014546]",0.9544086718095353,1.026590434083574,0.0,0.0,0.0,0.0,0.0,0.0,0.2304322979435226,0.0,0.0,0.2075699480282048,0.3218522942984281,0.24014545972984452,0.0
69,2014-04-15,"[0.         0.         0.         0.         0.         0.
 0.         0.23234218 0.         0.         0.20673513 0.3189767
 0.24194599]",0.9656954738562205,1.0300795179214886,0.0,0.0,0.0,0.0,0.0,0.0,0.2323421817884702,0.0,0.0,0.20673513339663468,0.3189766986470945,0.2419459861678006,0.0
70,2014-04-16,"[0.         0.         0.         0.         0.         0.
 0.         0.2348704  0.         0.         0.20477345 0.31638626
 0.24396989]",0.9617343246163702,1.0226864847257677,0.0,0.0,0.0,0.0,0.0,0.0,0.23487040427140335,0.0,0.0,0.20477345191355878,0.3163862560238156,0.24396988779122228,0.0
71,2014-04-17,"[0.         0.         0.         0.         0.         0.
 0.         0.2320768  0.         0.         0.20666866 0.31827717
 0.24297736]",0.9693501613505594,1.0136471850529412,0.0,0.0,0.0,0.0,0.0,0.0,0.23207680308240486,0.0,0.0,0.20666866422939123,0.3182771691478662,0.24297736354033767,0.0
72,2014-04-21,"[0.         0.         0.         0.         0.         0.
 0.         0.2330667  0.         0.         0.20633788 0.31796281
 0.24263261]",0.9616829589085802,1.0236856948396293,0.0,0.0,0.0,0.0,0.0,0.0,0.23306669791683035,0.0,0.0,0.20633788401411035,0.317962806384992,0.24263261168406738,0.0
73,2014-04-22,"[0.         0.         0.         0.         0.         0.
 0.         0.22972991 0.         0.         0.20897745 0.32086645
 0.2404262 ]",0.9814780836872444,1.0216166202079364,0.0,0.0,0.0,0.0,0.0,0.0,0.22972990809512003,0.0,0.0,0.20897744583970157,0.32086645083242976,0.24042619523274864,0.0
74,2014-04-23,"[0.         0.         0.         0.         0.         0.
 0.         0.22438507 0.         0.         0.21314876 0.3248393
 0.23762687]",0.9858284302045416,1.0338272667532795,0.0,0.0,0.0,0.0,0.0,0.0,0.2243850727729916,0.0,0.0,0.21314875506630224,0.3248393001213696,0.23762687203933644,0.0
75,2014-04-24,"[0.         0.         0.         0.         0.         0.
 0.         0.21832158 0.         0.         0.21794108 0.3296903
 0.23404704]",1.0020982403338277,1.0354266105530758,0.0,0.0,0.0,0.0,0.0,0.0,0.21832158223036777,0.0,0.0,0.21794108133868104,0.3296902988936002,0.23404703753735095,0.0
76,2014-04-25,"[0.         0.         0.         0.         0.         0.
 0.         0.22692679 0.         0.         0.2102704  0.32353737
 0.23926544]",0.9912655676994991,1.0251091137614008,0.0,0.0,0.0,0.0,0.0,0.0,0.22692679205357388,0.0,0.0,0.2102703981835758,0.3235373703558821,0.2392654394069682,0.0
77,2014-04-28,"[0.         0.         0.         0.         0.         0.
 0.         0.23178447 0.         0.         0.20637333 0.31910518
 0.24273703]",0.9737923456870128,1.0209133023488746,0.0,0.0,0.0,0.0,0.0,0.0,0.2317844658877599,0.0,0.0,0.20637332511768,0.31910518381654235,0.24273702517801787,0.0
78,2014-04-29,"[0.         0.         0.         0.         0.         0.
 0.         0.23775971 0.         0.         0.20171996 0.31359849
 0.24692184]",0.9632334809038855,1.0047114009639286,0.0,0.0,0.0,0.0,0.0,0.0,0.23775970792929618,0.0,0.0,0.20171996196738115,0.3135984870302969,0.24692184307302575,0.0
79,2014-04-30,"[0.         0.         0.         0.         0.         0.
 0.         0.23653763 0.         0.         0.20395643 0.31389793
 0.245608  ]",0.9586420474039808,1.003246730789678,0.0,0.0,0.0,0.0,0.0,0.0,0.2365376291924802,0.0,0.0,0.2039564349886242,0.3138979309727429,0.24560800484615275,0.0
80,2014-05-01,"[0.         0.         0.         0.         0.         0.
 0.         0.23717424 0.         0.         0.2020607  0.31354648
 0.24721858]",0.9566316127755713,0.9960231962777779,0.0,0.0,0.0,0.0,0.0,0.0,0.2371742375693664,0.0,0.0,0.20206070236025223,0.31354647900244775,0.2472185810679336,0.0
81,2014-05-02,"[0.         0.         0.         0.         0.         0.
 0.         0.23881337 0.         0.         0.20143871 0.31204368
 0.24770424]",0.9598216951194516,0.999495349433685,0.0,0.0,0.0,0.0,0.0,0.0,0.23881336638276066,0.0,0.0,0.20143871419102144,0.3120436834318823,0.2477042359943355,0.0
82,2014-05-05,"[0.         0.         0.         0.         0.         0.
 0.         0.24276515 0.         0.         0.19848675 0.30839925
 0.25034885]",0.9531192361816826,0.9940332997812507,0.0,0.0,0.0,0.0,0.0,0.0,0.24276514680893777,0.0,0.0,0.19848675101132268,0.3083992487673258,0.2503488534124138,0.0
83,2014-05-06,"[0.         0.         0.         0.         0.         0.
 0.         0.24593179 0.         0.         0.1969528  0.30526013
 0.25185528]",0.9444101273732919,0.9989077684903811,0.0,0.0,0.0,0.0,0.0,0.0,0.24593179427616346,0.0,0.0,0.19695279675508953,0.30526013183283324,0.25185527713591377,0.0
84,2014-05-07,"[0.         0.         0.         0.         0.         0.
 0.         0.24873089 0.         0.         0.19525697 0.30249859
 0.25351355]",0.9472594703241216,1.0066584468853568,0.0,0.0,0.0,0.0,0.0,0.0,0.24873089433646853,0.0,0.0,0.1952569688186542,0.30249858891129905,0.2535135479335781,0.0
85,2014-05-08,"[0.         0.         0.         0.         0.         0.
 0.         0.25041526 0.         0.         0.19498228 0.30023835
 0.25436412]",0.9323727121972926,1.00009048345888,0.0,0.0,0.0,0.0,0.0,0.0,0.2504152612630212,0.0,0.0,0.19498227818454938,0.3002383450358273,0.2543641155166022,0.0
86,2014-05-09,"[0.         0.         0.         0.         0.         0.
 0.         0.25257694 0.         0.         0.19407864 0.29795093
 0.2553935 ]",0.9260764574688489,0.9801952580347285,0.0,0.0,0.0,0.0,0.0,0.0,0.25257694058076385,0.0,0.0,0.19407863597837252,0.2979509260781842,0.2553934973626793,0.0
87,2014-05-12,"[0.         0.         0.         0.         0.         0.
 0.         0.25410837 0.         0.         0.19146219 0.29637971
 0.25804972]",0.9234007360727882,0.9793979598075359,0.0,0.0,0.0,0.0,0.0,0.0,0.2541083739318875,0.0,0.0,0.19146218708784873,0.2963797142038753,0.25804972477638843,0.0
88,2014-05-13,"[0.         0.         0.         0.         0.         0.
 0.         0.24962184 0.         0.         0.19540479 0.29989811
 0.25507527]",0.9415289993614002,0.9903621210977182,0.0,0.0,0.0,0.0,0.0,0.0,0.2496218386217621,0.0,0.0,0.19540478730874458,0.2998981080763653,0.25507526599312796,0.0
89,2014-05-14,"[0.         0.         0.         0.         0.         0.
 0.         0.24329242 0.         0.         0.20072051 0.30497663
 0.25101044]",0.9577931213938579,0.9970548799818668,0.0,0.0,0.0,0.0,0.0,0.0,0.24329241830741208,0.0,0.0,0.20072050519385196,0.3049766321474749,0.25101044435126113,0.0
90,2014-05-15,"[0.         0.         0.         0.         0.         0.
 0.         0.18652521 0.         0.         0.25393256 0.35781943
 0.20172281]",0.9398592687561761,0.994071159032349,0.0,0.0,0.0,0.0,0.0,0.0,0.18652520846169263,0.0,0.0,0.2539325553397367,0.3578194275628101,0.20172280863576061,0.0
