,Date,Weights,Profit,Base Profit,AVX,IIN,HUBB,MRCY,JPM,TCF,C,UMBF,KAMN,HDSN,LAWS,WLFC,cash
19,2014-02-03,"[0.         0.16101923 0.23158155 0.24920794 0.         0.
 0.         0.         0.19601068 0.         0.         0.
 0.16218061]",1.0365500082352705,1.0035129272163466,0.1610192281882956,0.23158154625224298,0.24920793550274956,0.0,0.0,0.0,0.0,0.19601068461670126,0.0,0.0,0.0,0.16218060544001056,0.0
20,2014-02-04,"[0.         0.1610878  0.23155659 0.24911718 0.         0.
 0.         0.         0.19600601 0.         0.         0.
 0.16223241]",1.037380789025936,1.0010086600696468,0.16108780379497897,0.23155659466207312,0.24911717653515267,0.0,0.0,0.0,0.0,0.19600601474084045,0.0,0.0,0.0,0.16223241026695487,0.0
21,2014-02-05,"[0.         0.16110649 0.2315158  0.24914446 0.         0.
 0.         0.         0.19597518 0.         0.         0.
 0.16225807]",1.0281251664600861,0.987631369026709,0.16110648897571414,0.2315158043191022,0.24914445849587252,0.0,0.0,0.0,0.0,0.19597518121873425,0.0,0.0,0.0,0.1622580669905769,0.0
22,2014-02-06,"[0.         0.16137915 0.23151533 0.24858485 0.         0.
 0.         0.         0.19592146 0.         0.         0.
 0.16259921]",1.046393184324519,1.0004621904656128,0.16137914824637195,0.23151533103116181,0.24858484704658745,0.0,0.0,0.0,0.0,0.19592146460008278,0.0,0.0,0.0,0.16259920907579586,0.0
23,2014-02-07,"[0.         0.16141988 0.23151145 0.24849513 0.         0.
 0.         0.         0.19594906 0.         0.         0.
 0.16262448]",1.029492527182624,0.9896555142881085,0.161419877939179,0.23151145179584584,0.24849513410251475,0.0,0.0,0.0,0.0,0.1959490566562691,0.0,0.0,0.0,0.16262447950619136,0.0
24,2014-02-10,"[0.         0.16149544 0.2315323  0.24823435 0.         0.
 0.         0.         0.19596344 0.         0.         0.
 0.16277446]",1.058234446880089,1.0075227590723228,0.16149544263077087,0.23153230442249942,0.2482343527771946,0.0,0.0,0.0,0.0,0.19596343560574775,0.0,0.0,0.0,0.16277446456378733,0.0
25,2014-02-11,"[0.         0.16150415 0.23156084 0.24811033 0.         0.
 0.         0.         0.19597223 0.         0.         0.
 0.16285244]",1.0383447626465192,0.9984245894924476,0.16150414809246016,0.2315608445890484,0.2481103333930049,0.0,0.0,0.0,0.0,0.19597223494961605,0.0,0.0,0.0,0.16285243897587054,0.0
26,2014-02-12,"[0.         0.16099911 0.23154141 0.24918992 0.         0.
 0.         0.         0.196121   0.         0.         0.
 0.16214855]",1.0551410266547048,1.004459408505817,0.16099911296015995,0.23154141211719384,0.24918992325871553,0.0,0.0,0.0,0.0,0.19612099812619782,0.0,0.0,0.0,0.16214855353773278,0.0
27,2014-02-13,"[0.         0.16140514 0.23151012 0.24845642 0.         0.
 0.         0.         0.19601915 0.         0.         0.
 0.16260917]",1.0619957021377306,1.0093722569348649,0.16140514041206022,0.23151011581418476,0.24845642157778805,0.0,0.0,0.0,0.0,0.1960191487495939,0.0,0.0,0.0,0.16260917344637318,0.0
28,2014-02-14,"[0.         0.16107428 0.23152094 0.24906139 0.         0.
 0.         0.         0.19613451 0.         0.         0.
 0.16220888]",1.0420396207593399,1.006237189203641,0.16107428375592037,0.23152093893535805,0.249061389260805,0.0,0.0,0.0,0.0,0.1961345077317069,0.0,0.0,0.0,0.16220888031620967,0.0
29,2014-02-18,"[0.         0.16102937 0.23149754 0.24921756 0.         0.
 0.         0.         0.19615202 0.         0.         0.
 0.16210351]",1.0457850074935973,1.0165818320120916,0.16102936687099856,0.2314975401854356,0.24921755658037234,0.0,0.0,0.0,0.0,0.19615202255433575,0.0,0.0,0.0,0.1621035138088579,0.0
30,2014-02-19,"[0.         0.15487165 0.23584736 0.24665808 0.         0.
 0.         0.         0.1989911  0.         0.         0.
 0.16363181]",1.0544652176910778,1.0132867819040785,0.15487165242208312,0.23584736018737368,0.24665807646208182,0.0,0.0,0.0,0.0,0.19899110348201657,0.0,0.0,0.0,0.16363180744644493,0.0
31,2014-02-20,"[0.         0.15400838 0.23679082 0.24584211 0.         0.
 0.         0.         0.1994338  0.         0.         0.
 0.1639249 ]",1.0477544882785033,1.0118148270665108,0.15400837615698124,0.23679082029088427,0.24584210543422044,0.0,0.0,0.0,0.0,0.1994338013403272,0.0,0.0,0.0,0.16392489677758693,0.0
32,2014-02-21,"[0.         0.15383764 0.23699724 0.24572311 0.         0.
 0.         0.         0.19952757 0.         0.         0.
 0.16391443]",1.0604622203228202,1.0117557400601618,0.15383763824293453,0.23699724042140047,0.24572311475733752,0.0,0.0,0.0,0.0,0.19952757293829732,0.0,0.0,0.0,0.1639144336400302,0.0
33,2014-02-24,"[0.         0.15348079 0.23728865 0.24521344 0.         0.
 0.         0.         0.1999194  0.         0.         0.
 0.16409772]",1.0727392466372023,1.0106052065901237,0.15348079466023268,0.23728864851988754,0.24521344003058182,0.0,0.0,0.0,0.0,0.19991940057490676,0.0,0.0,0.0,0.16409771621439123,0.0
34,2014-02-25,"[0.         0.15371314 0.23715203 0.24546336 0.         0.
 0.         0.         0.19969848 0.         0.         0.
 0.16397298]",1.0520007410884664,1.0049154146034032,0.15371314471819797,0.23715202887726927,0.2454633632674878,0.0,0.0,0.0,0.0,0.1996984839305222,0.0,0.0,0.0,0.16397297920652273,0.0
35,2014-02-26,"[0.         0.15345921 0.23740271 0.2449329  0.         0.
 0.         0.         0.19998376 0.         0.         0.
 0.16422141]",1.0884350231793944,1.018643959908234,0.15345921393833117,0.2374027134162593,0.24493290392619865,0.0,0.0,0.0,0.0,0.19998376251658784,0.0,0.0,0.0,0.16422140620262307,0.0
36,2014-02-27,"[0.         0.15339166 0.23748065 0.24475665 0.         0.
 0.         0.         0.20013059 0.         0.         0.
 0.16424045]",1.0814427468115566,1.0102525226125108,0.15339166069708557,0.23748065235169274,0.24475664788158144,0.0,0.0,0.0,0.0,0.2001305918956928,0.0,0.0,0.0,0.16424044717394742,0.0
37,2014-02-28,"[0.         0.15365625 0.23728645 0.24507547 0.         0.
 0.         0.         0.19989216 0.         0.         0.
 0.16408967]",1.084000285531971,1.0117728322256225,0.1536562457472389,0.23728644830779927,0.24507546868963392,0.0,0.0,0.0,0.0,0.19989216346539365,0.0,0.0,0.0,0.16408967378993436,0.0
38,2014-03-03,"[0.         0.1535667  0.23730602 0.24518283 0.         0.
 0.         0.         0.19987371 0.         0.         0.
 0.16407074]",1.080928950212786,1.0137055910040573,0.1535666981021204,0.2373060240499588,0.24518283151257733,0.0,0.0,0.0,0.0,0.19987370963132825,0.0,0.0,0.0,0.1640707367040152,0.0
39,2014-03-04,"[0.         0.15352881 0.23734342 0.2451633  0.         0.
 0.         0.         0.19993616 0.         0.         0.
 0.16402832]",1.0828692268253195,1.0137361209249676,0.15352881287321213,0.23734341528074995,0.24516329514026217,0.0,0.0,0.0,0.0,0.19993616075088522,0.0,0.0,0.0,0.16402831595489045,0.0
40,2014-03-05,"[0.         0.15350172 0.23739155 0.24506783 0.         0.
 0.         0.         0.19995781 0.         0.         0.
 0.16408109]",1.1125006047672439,1.0270401441445431,0.15350171695137402,0.23739155028208772,0.2450678348653426,0.0,0.0,0.0,0.0,0.19995781097256243,0.0,0.0,0.0,0.16408108692863335,0.0
41,2014-03-06,"[0.         0.15351212 0.2374105  0.24499584 0.         0.
 0.         0.         0.19999182 0.         0.         0.
 0.16408971]",1.121916914526014,1.0351136989518954,0.15351212304767986,0.23741049709153378,0.2449958444376865,0.0,0.0,0.0,0.0,0.19999182469308247,0.0,0.0,0.0,0.16408971073001738,0.0
42,2014-03-07,"[0.         0.15357075 0.23739767 0.2449662  0.         0.
 0.         0.         0.19993029 0.         0.         0.
 0.1641351 ]",1.1139514346847075,1.0365799125598627,0.15357074515685337,0.23739766735262452,0.24496619733708863,0.0,0.0,0.0,0.0,0.19993029023522466,0.0,0.0,0.0,0.16413509991820893,0.0
43,2014-03-10,"[0.         0.15350453 0.23743611 0.24488807 0.         0.
 0.         0.         0.20005091 0.         0.         0.
 0.16412039]",1.123682853489731,1.0420382377667652,0.15350452771779008,0.23743611020755348,0.24488807101684298,0.0,0.0,0.0,0.0,0.200050905995667,0.0,0.0,0.0,0.1641203850621465,0.0
44,2014-03-11,"[0.         0.15328202 0.23760628 0.24456719 0.         0.
 0.         0.         0.20034363 0.         0.         0.
 0.16420088]",1.1371495337428987,1.0457724996686766,0.15328201641626424,0.23760628148561808,0.24456719237567787,0.0,0.0,0.0,0.0,0.200343634021586,0.0,0.0,0.0,0.1642008757008537,0.0
45,2014-03-12,"[0.         0.15337393 0.23754543 0.2447323  0.         0.
 0.         0.         0.20020979 0.         0.         0.
 0.16413855]",1.1284407763855695,1.0469832433326682,0.1533739304089204,0.2375454317428556,0.24473229915738537,0.0,0.0,0.0,0.0,0.2002097922717899,0.0,0.0,0.0,0.16413854641904865,0.0
46,2014-03-13,"[0.         0.15346717 0.23750292 0.24472738 0.         0.
 0.         0.         0.20017066 0.         0.         0.
 0.16413187]",1.1209626417595187,1.0366182582316024,0.15346717236826196,0.2375029162258499,0.24472738175528594,0.0,0.0,0.0,0.0,0.20017065882868734,0.0,0.0,0.0,0.16413187082191483,0.0
47,2014-03-14,"[0.         0.1537023  0.23732996 0.24501719 0.         0.
 0.         0.         0.19991235 0.         0.         0.
 0.16403821]",1.1283518431513513,1.0434551485034318,0.15370230219366016,0.23732995940096843,0.24501718556408475,0.0,0.0,0.0,0.0,0.19991234566158228,0.0,0.0,0.0,0.16403820717970427,0.0
48,2014-03-17,"[0.         0.15385311 0.2372471  0.2449973  0.         0.
 0.         0.         0.19985224 0.         0.         0.
 0.16405025]",1.0991929780521268,1.0224541864517227,0.15385310703833618,0.23724709715762565,0.24499729775424064,0.0,0.0,0.0,0.0,0.1998522432739658,0.0,0.0,0.0,0.16405025477583174,0.0
49,2014-03-18,"[0.         0.15415599 0.23700769 0.24538059 0.         0.
 0.         0.         0.1995294  0.         0.         0.
 0.16392633]",1.106835680243535,1.0305896760136608,0.15415599189659224,0.23700768916745538,0.2453805889810273,0.0,0.0,0.0,0.0,0.19952940316764375,0.0,0.0,0.0,0.16392632678728122,0.0
50,2014-03-19,"[0.         0.15409645 0.23701064 0.24544035 0.         0.
 0.         0.         0.19959269 0.         0.         0.
 0.16385987]",1.120277044313156,1.0366250848236997,0.15409645140943298,0.23701064352666762,0.24544034698547013,0.0,0.0,0.0,0.0,0.1995926877452449,0.0,0.0,0.0,0.16385987033318442,0.0
51,2014-03-20,"[0.         0.15449359 0.23683809 0.24558821 0.         0.
 0.         0.         0.19890281 0.         0.         0.
 0.1641773 ]",1.1224053163074652,1.0566793756310517,0.15449358572036623,0.2368380932548444,0.24558821096059752,0.0,0.0,0.0,0.0,0.1989028116298517,0.0,0.0,0.0,0.1641772984343401,0.0
52,2014-03-21,"[0.         0.15435531 0.23692077 0.2455814  0.         0.
 0.         0.         0.19893305 0.         0.         0.
 0.16420947]",1.125056671358549,1.0636811070647305,0.1543553051976354,0.23692077470900408,0.24558139921924302,0.0,0.0,0.0,0.0,0.1989330539150384,0.0,0.0,0.0,0.16420946695907915,0.0
53,2014-03-24,"[0.         0.1543584  0.23695432 0.24551779 0.         0.
 0.         0.         0.19894544 0.         0.         0.
 0.16422406]",1.1373552131524833,1.0717645851802604,0.15435840100689455,0.2369543174384201,0.24551778674145697,0.0,0.0,0.0,0.0,0.19894543727553152,0.0,0.0,0.0,0.16422405753769687,0.0
54,2014-03-25,"[0.         0.15456831 0.23671728 0.24597726 0.         0.
 0.         0.         0.19872038 0.         0.         0.
 0.16401676]",1.1321733693773592,1.068034520810294,0.15456831462674475,0.23671727759682518,0.24597726036662834,0.0,0.0,0.0,0.0,0.19872038382480764,0.0,0.0,0.0,0.16401676358499406,0.0
55,2014-03-26,"[0.         0.15458525 0.23677472 0.24571458 0.         0.
 0.         0.         0.19874221 0.         0.         0.
 0.16418325]",1.1321490252315431,1.0693935779055022,0.15458524912270527,0.2367747153192799,0.2457145797054649,0.0,0.0,0.0,0.0,0.19874220849349405,0.0,0.0,0.0,0.1641832473590558,0.0
56,2014-03-27,"[0.         0.1545257  0.23683304 0.24558575 0.         0.
 0.         0.         0.19884533 0.         0.         0.
 0.16421018]",1.137656984228172,1.0702642480580207,0.15452570199363216,0.23683303838781017,0.24558575172477468,0.0,0.0,0.0,0.0,0.19884532609072259,0.0,0.0,0.0,0.1642101818030604,0.0
57,2014-03-28,"[0.         0.15449722 0.2369046  0.24538035 0.         0.
 0.         0.         0.19890042 0.         0.         0.
 0.16431741]",1.1040022732257884,1.046926410710243,0.1544972178352289,0.23690460013129577,0.24538034553806212,0.0,0.0,0.0,0.0,0.19890042449556067,0.0,0.0,0.0,0.1643174119998526,0.0
58,2014-03-31,"[0.         0.15465662 0.23675703 0.2456622  0.         0.
 0.         0.         0.19867096 0.         0.         0.
 0.16425318]",1.1035692601338565,1.0473974609791226,0.15465662125810606,0.23675703005939494,0.24566220489073862,0.0,0.0,0.0,0.0,0.19867096372717963,0.0,0.0,0.0,0.16425318006458084,0.0
59,2014-04-01,"[0.         0.15466357 0.23677252 0.24557371 0.         0.
 0.         0.         0.19871794 0.         0.         0.
 0.16427227]",1.110612247407535,1.0493526895355454,0.154663568074977,0.23677251710282982,0.24557370694485312,0.0,0.0,0.0,0.0,0.19871793964698256,0.0,0.0,0.0,0.1642722682303574,0.0
60,2014-04-02,"[0.         0.12499376 0.22422928 0.21476481 0.         0.
 0.         0.         0.17347548 0.         0.12035045 0.
 0.14218622]",1.1185892458920397,1.0576735025607207,0.12499376127890081,0.22422928091236116,0.21476480562664535,0.0,0.0,0.0,0.0,0.17347548233106427,0.0,0.12035044575080142,0.0,0.14218622410022697,0.0
61,2014-04-03,"[0.         0.12175148 0.22301151 0.21081031 0.         0.
 0.         0.         0.16898596 0.         0.13487744 0.
 0.1405633 ]",1.1259530001341431,1.0638241499607115,0.12175148189504656,0.22301150923887655,0.21081030688398175,0.0,0.0,0.0,0.0,0.16898596243503466,0.0,0.1348774409364246,0.0,0.1405632986106358,0.0
62,2014-04-04,"[0.         0.12137758 0.22273619 0.21067847 0.         0.
 0.         0.         0.16848991 0.         0.13625407 0.
 0.14046379]",1.1449181109954474,1.0725480174928934,0.12137757889592302,0.2227361907068481,0.21067846623042877,0.0,0.0,0.0,0.0,0.16848990952088574,0.0,0.13625406614681088,0.0,0.14046378849910338,0.0
63,2014-04-07,"[0.         0.12154465 0.2226361  0.21128261 0.         0.
 0.         0.         0.1685087  0.         0.1355916  0.
 0.14043633]",1.1329219035331133,1.0762448196551124,0.12154465174992977,0.22263610420289454,0.2112826094086808,0.0,0.0,0.0,0.0,0.16850869715255065,0.0,0.13559160290927766,0.0,0.1404363345766667,0.0
64,2014-04-08,"[0.         0.12237195 0.22281123 0.21281461 0.         0.
 0.         0.         0.16794859 0.         0.13360021 0.
 0.14045341]",1.0999746726969177,1.05465845810277,0.12237195010193809,0.22281122876617665,0.2128146074711414,0.0,0.0,0.0,0.0,0.167948593562622,0.0,0.133600214469715,0.0,0.14045340562840689,0.0
65,2014-04-09,"[0.         0.1229419  0.22284515 0.2139797  0.         0.
 0.         0.         0.16758854 0.         0.13219015 0.
 0.14045456]",1.1032335867337706,1.0484900708023845,0.12294190357457464,0.22284514866187588,0.21397970041319278,0.0,0.0,0.0,0.0,0.16758853962014789,0.0,0.13219014928077724,0.0,0.1404545584494316,0.0
66,2014-04-10,"[0.         0.12299541 0.22289083 0.21445647 0.         0.
 0.         0.         0.16726757 0.         0.13162243 0.
 0.14076729]",1.1165892704658789,1.055346141645874,0.12299541494405368,0.22289082780210387,0.2144564669155372,0.0,0.0,0.0,0.0,0.16726756822286018,0.0,0.1316224333810728,0.0,0.1407672887343722,0.0
67,2014-04-11,"[0.         0.12312831 0.22290137 0.2148579  0.         0.
 0.         0.         0.16703524 0.         0.13118225 0.
 0.14089493]",1.1183401846329672,1.0577610825634993,0.1231283114295017,0.22290137107795224,0.21485789666091018,0.0,0.0,0.0,0.0,0.16703524314088114,0.0,0.13118224728337616,0.0,0.1408949304073786,0.0
68,2014-04-14,"[0.         0.1236048  0.22280127 0.2153914  0.         0.
 0.         0.         0.16698467 0.         0.13040707 0.
 0.1408108 ]",1.1000772694009069,1.0364616410331082,0.12360479985222067,0.22280126799962324,0.21539139648489883,0.0,0.0,0.0,0.0,0.16698466547056687,0.0,0.13040706766344637,0.0,0.14081080252924394,0.0
69,2014-04-15,"[0.         0.12382394 0.22269295 0.2156156  0.         0.
 0.         0.         0.16707958 0.         0.12990613 0.
 0.1408818 ]",1.1034248890828557,1.044631107675947,0.12382393769318656,0.2226929494056422,0.21561560074735306,0.0,0.0,0.0,0.0,0.1670795788391928,0.0,0.12990612920050493,0.0,0.14088180411412038,0.0
70,2014-04-16,"[0.         0.12399385 0.22261865 0.2162255  0.         0.
 0.         0.         0.1668767  0.         0.1293925  0.
 0.1408928 ]",1.1033949531762723,1.0401674760797628,0.12399384930930996,0.22261865208531392,0.2162254965568821,0.0,0.0,0.0,0.0,0.16687669691329524,0.0,0.1293925031321982,0.0,0.14089280200300075,0.0
71,2014-04-17,"[0.         0.12414768 0.2225433  0.2164515  0.         0.
 0.         0.         0.16686809 0.         0.12911375 0.
 0.14087568]",1.11343971776144,1.0474192324317986,0.12414768208642793,0.222543304012934,0.21645149605589045,0.0,0.0,0.0,0.0,0.16686808622297097,0.0,0.1291137510200058,0.0,0.14087568060177083,0.0
72,2014-04-21,"[0.         0.12428549 0.22258612 0.21688368 0.         0.
 0.         0.         0.16658468 0.         0.12880238 0.
 0.14085764]",1.1148328616656737,1.045739588046544,0.12428549282650912,0.22258612345397172,0.21688368334009633,0.0,0.0,0.0,0.0,0.1665846834316653,0.0,0.12880237861382937,0.0,0.14085763833392806,0.0
73,2014-04-22,"[0.         0.12442893 0.2225999  0.21730674 0.         0.
 0.         0.         0.16637278 0.         0.1284954  0.
 0.14079625]",1.12471568555511,1.051812082446159,0.12442893372416287,0.22259990033060156,0.217306738382008,0.0,0.0,0.0,0.0,0.1663727826450202,0.0,0.1284953973691668,0.0,0.14079624754904058,0.0
74,2014-04-23,"[0.         0.11379755 0.20337706 0.19848203 0.         0.
 0.         0.08634928 0.15197869 0.         0.11735    0.
 0.12866539]",1.1520997522699914,1.061118798176148,0.11379755243093002,0.20337705869801576,0.19848202791461222,0.0,0.0,0.0,0.08634928130816277,0.15197868662186273,0.0,0.11735000248069324,0.0,0.12866539054572323,0.0
75,2014-04-24,"[0.         0.11140452 0.20012075 0.19325444 0.         0.
 0.         0.09539707 0.15177008 0.         0.11815602 0.
 0.12989712]",1.2246598376498876,1.093500844070353,0.11140452203146796,0.2001207544289103,0.1932544386612028,0.0,0.0,0.0,0.09539706611327912,0.15177008151024218,0.0,0.11815601505519291,0.0,0.12989712219970487,0.0
76,2014-04-25,"[0.         0.11117625 0.19949055 0.19224468 0.         0.
 0.         0.09639882 0.15191165 0.         0.1184743  0.
 0.13030375]",1.2331607985723068,1.0962495736026536,0.1111762545294544,0.19949055041037722,0.19224467602536202,0.0,0.0,0.0,0.09639881565809981,0.15191165359026765,0.0,0.11847430094767848,0.0,0.13030374883876034,0.0
77,2014-04-28,"[0.         0.11139867 0.19949872 0.19268929 0.         0.
 0.         0.0964416  0.15162541 0.         0.11823585 0.
 0.13011047]",1.2188732964008195,1.0833538667507006,0.11139866628310757,0.19949872497193244,0.1926892878996858,0.0,0.0,0.0,0.09644159897061193,0.15162540513644218,0.0,0.11823584962056108,0.0,0.13011046711765914,0.0
78,2014-04-29,"[0.         0.11152574 0.19934717 0.19281411 0.         0.
 0.         0.09654516 0.15151211 0.         0.11800049 0.
 0.13025522]",1.2284248245349612,1.0834152523092588,0.11152574323816786,0.19934716556491744,0.19281411118582956,0.0,0.0,0.0,0.09654516376798969,0.1515121107164043,0.0,0.11800048793463902,0.0,0.13025521759205222,0.0
79,2014-04-30,"[0.         0.11150865 0.19931815 0.19291785 0.         0.
 0.         0.09635381 0.15176586 0.         0.11820765 0.
 0.12992803]",1.2188535203553321,1.0777801119896537,0.11150864962435991,0.19931815009319553,0.19291784603067885,0.0,0.0,0.0,0.096353814346722,0.15176585740200368,0.0,0.11820765052351813,0.0,0.12992803197952196,0.0
80,2014-05-01,"[0.         0.11152253 0.19916562 0.19280195 0.         0.
 0.         0.0961791  0.15191899 0.         0.11855583 0.
 0.12985598]",1.2144251531231591,1.08224379448179,0.1115225338588649,0.19916561901830848,0.1928019529499004,0.0,0.0,0.0,0.0961790955083714,0.15191898792914674,0.0,0.11855582647218126,0.0,0.12985598426322686,0.0
81,2014-05-02,"[0.         0.11161961 0.19938794 0.19291931 0.         0.
 0.         0.09613426 0.15187697 0.         0.11850744 0.
 0.12955448]",1.2295652083962778,1.0967376339889292,0.11161960551232007,0.1993879411543146,0.19291931054979555,0.0,0.0,0.0,0.09613425659128357,0.15187696975369627,0.0,0.11850744078561196,0.0,0.12955447565297806,0.0
82,2014-05-05,"[0.         0.11170244 0.19915809 0.19287489 0.         0.
 0.         0.09616375 0.15198026 0.         0.11845009 0.
 0.12967047]",1.2239442040319342,1.085529975645681,0.11170244257788946,0.19915809165534953,0.192874889376077,0.0,0.0,0.0,0.09616375407060808,0.15198026383899785,0.0,0.11845008775838853,0.0,0.12967047072268956,0.0
