,Date,Weights,Profit,Base Profit,Volume,GRA,BCPC,FMC,OLN,DGX,LH,AMS,PMD,MSI,SCON,BKTI,VSAT,cash
0,2014-01-06,"[0.         0.08335994 0.08349256 0.08510819 0.08280691 0.08299836
 0.08359937 0.08099712 0.08148654 0.08212622 0.08246221 0.08591764
 0.08564495]",0.9998000074476003,0.9998000000000002,1.0000000074505806,0.08335994184017181,0.08349256217479706,0.0851081907749176,0.08280690759420395,0.0829983577132225,0.08359936624765396,0.08099712431430817,0.0814865380525589,0.08212621510028839,0.08246221393346786,0.0859176367521286,0.08564495295286179,0.0
1,2014-01-07,"[0.         0.08302516 0.08310107 0.0848789  0.08342525 0.08311897
 0.08402956 0.08112304 0.08166065 0.0817859  0.08252455 0.08587141
 0.08545555]",1.0112886793619906,1.0113556554495897,0.003062395526208363,0.08302516490221024,0.0831010714173317,0.08487889915704727,0.08342525362968445,0.0831189677119255,0.08402956277132034,0.08112303912639618,0.08166065067052841,0.0817859023809433,0.08252454549074173,0.08587141335010529,0.08545555174350739,0.0
2,2014-01-08,"[0.         0.08299351 0.08306064 0.08490247 0.08341555 0.08318776
 0.08401084 0.08101711 0.08152764 0.08181318 0.0827774  0.08579793
 0.08549598]",1.03425781784915,1.0347310233486535,0.008057554932493036,0.0829935148358345,0.08306063711643219,0.08490246534347534,0.08341555297374725,0.0831877589225769,0.08401083946228027,0.08101711422204971,0.08152764290571213,0.08181317895650864,0.08277740329504013,0.08579792827367783,0.0854959785938263,0.0
3,2014-01-09,"[0.         0.08300351 0.08311764 0.08490572 0.08344164 0.0831507
 0.08401126 0.08102558 0.08155757 0.08181746 0.08267282 0.08582006
 0.08547606]",1.0266728443514517,1.0251817581534244,0.04991142642773336,0.08300351351499557,0.08311764150857925,0.0849057212471962,0.08344164490699768,0.0831506997346878,0.0840112566947937,0.08102557808160782,0.08155757188796997,0.08181745558977127,0.08267281949520111,0.08582005649805069,0.08547606319189072,0.0
4,2014-01-10,"[0.         0.08301687 0.08306808 0.08485706 0.08340596 0.08314674
 0.08400027 0.08108417 0.08154779 0.08181946 0.08272541 0.08581112
 0.08551712]",1.0355129171744006,1.0344363533643706,0.02731785858285361,0.08301687240600586,0.08306808024644852,0.08485706150531769,0.08340595662593842,0.08314673602581024,0.08400026708841324,0.08108416944742203,0.08154778927564621,0.08181945979595184,0.0827254056930542,0.08581111580133438,0.08551711589097977,0.0
5,2014-01-13,"[0.         0.08299559 0.08308223 0.08487542 0.08339964 0.08313373
 0.08400212 0.08110556 0.08156996 0.08182407 0.08269125 0.08581695
 0.08550349]",1.025646906495094,1.0230196873708386,0.018282859733375484,0.08299559354782104,0.08308222889900208,0.08487541973590851,0.08339963853359222,0.08313372731208801,0.08400212228298187,0.0811055600643158,0.08156996220350266,0.08182407170534134,0.0826912522315979,0.08581694960594177,0.085503488779068,0.0
6,2014-01-14,"[0.         0.08299504 0.08307891 0.0848673  0.08341134 0.08314853
 0.0839914  0.08106244 0.08153966 0.08183198 0.0827374  0.0858118
 0.08552422]",1.0245828281882094,1.022098069670002,0.016615239158734106,0.08299504220485687,0.08307890594005585,0.08486729860305786,0.0834113359451294,0.0831485316157341,0.0839914008975029,0.0810624435544014,0.08153966069221497,0.08183198422193527,0.08273740112781525,0.0858118012547493,0.08552422374486923,0.0
7,2014-01-15,"[0.         0.08300883 0.08308379 0.08488298 0.08344612 0.08314959
 0.08401218 0.08105088 0.08158536 0.08180019 0.08264589 0.08584295
 0.08549127]",1.0281455739849763,1.0249013892198169,0.007490799099196683,0.08300883322954178,0.08308379352092743,0.08488298207521439,0.08344611525535583,0.08314958959817886,0.08401218056678772,0.08105088025331497,0.0815853551030159,0.0818001925945282,0.08264588564634323,0.08584295213222504,0.08549126982688904,0.0
8,2014-01-16,"[0.         0.08300982 0.08308502 0.08488578 0.0834714  0.08315953
 0.08399981 0.08101027 0.0815715  0.08180217 0.08264601 0.08585779
 0.08550093]",1.0445932941159672,1.0417024668079196,0.022090124602386508,0.08300982415676117,0.08308501541614532,0.08488578349351883,0.0834713950753212,0.08315952867269516,0.08399980515241623,0.08101026713848114,0.08157150447368622,0.08180217444896698,0.08264601230621338,0.08585779368877411,0.08550092577934265,0.0
9,2014-01-17,"[0.         0.08301707 0.08306798 0.08485148 0.08346902 0.08314589
 0.08399662 0.08104676 0.08153177 0.08181784 0.08268759 0.08584314
 0.08552481]",1.0491632691108552,1.046773844906969,0.00937564585736374,0.08301707357168198,0.08306797593832016,0.08485148102045059,0.08346901834011078,0.08314588665962219,0.08399661630392075,0.08104676008224487,0.08153177052736282,0.08181784301996231,0.08268759399652481,0.08584313839673996,0.08552481234073639,0.0
10,2014-01-21,"[0.         0.08303059 0.08307197 0.08485606 0.08346548 0.08313775
 0.08399815 0.08105891 0.0815557  0.08180704 0.0826371  0.08585934
 0.08552193]",1.0530603278187534,1.0502614210528096,0.017164605141059747,0.0830305889248848,0.08307196944952011,0.0848560556769371,0.08346547931432724,0.08313775062561035,0.08399815112352371,0.08105891197919846,0.08155570179224014,0.08180703967809677,0.08263710141181946,0.08585934340953827,0.08552192896604538,0.0
11,2014-01-22,"[0.         0.08301545 0.08306876 0.08485553 0.08344436 0.08313136
 0.08400817 0.08109992 0.08158193 0.08180823 0.0826395  0.08584739
 0.08549941]",1.050031114332019,1.0461596923789702,0.006524329413746934,0.08301544934511185,0.08306875824928284,0.08485553413629532,0.08344436436891556,0.08313135802745819,0.08400817215442657,0.08109991997480392,0.08158192783594131,0.08180823177099228,0.08263950049877167,0.0858473926782608,0.08549940586090088,0.0
