,Date,Weights,Profit,Base Profit,JACK,EAT,PZZA,MCD,XLNX,KOPN,INTC,MXIM,DORM,SUP,MOD,STRT,cash
0,2014-01-06,"[0.08520075 0.09016328 0.07157543 0.07471281 0.07593007 0.15680139
 0.         0.11691236 0.15144351 0.09512403 0.         0.08213637
 0.        ]",0.999999999990852,0.9999999999917246,0.09016327780746346,0.0715754313170786,0.07471281115173173,0.07593006921057896,0.15680138564465632,0.0,0.11691235669134128,0.15144350858855343,0.0951240326628908,0.0,0.08213637413602803,0.0,0.08520075278967726
1,2014-01-07,"[0.         0.09685878 0.07556439 0.07887956 0.08013651 0.17884923
 0.         0.12863896 0.17178257 0.10146476 0.         0.08782524
 0.        ]",1.000889435445335,1.0019995908533121,0.0968587834351085,0.0755643945328717,0.07887956004070239,0.08013650839154532,0.1788492273760788,0.0,0.1286389645569571,0.17178256647622422,0.10146475945496337,0.0,0.08782523573554858,0.0,0.0
2,2014-01-08,"[0.         0.0965868  0.07500426 0.07827259 0.07939624 0.18042664
 0.         0.1285809  0.17331473 0.10096502 0.         0.08745282
 0.        ]",0.9936304571651778,0.9930024553519979,0.09658680301658146,0.07500426408253409,0.07827259192185099,0.07939623531640418,0.18042663525829022,0.0,0.12858090251233173,0.17331472709275506,0.1009650161688427,0.0,0.08745282463040961,0.0,0.0
3,2014-01-09,"[0.         0.09651897 0.07492394 0.07820492 0.07934814 0.18068944
 0.         0.12853551 0.17355359 0.10093281 0.         0.08729269
 0.        ]",0.9951560074090278,0.9935557511568608,0.09651897333997135,0.07492394115792883,0.07820491559046226,0.07934813520579613,0.1806894388687384,0.0,0.12853550687796292,0.1735535874621879,0.10093281039235666,0.0,0.08729269110459548,0.0,0.0
4,2014-01-10,"[0.         0.09658116 0.07489374 0.07826663 0.07926598 0.18079854
 0.         0.12864612 0.17334812 0.10056534 0.         0.08763437
 0.        ]",0.9975893882707635,0.9952970695010532,0.09658116269633772,0.07489373815996045,0.07826662726754507,0.07926597977356147,0.18079853956756212,0.0,0.12864611745363655,0.17334812436051567,0.10056533770216068,0.0,0.08763437301872018,0.0,0.0
5,2014-01-13,"[0.         0.09664298 0.07486233 0.07824339 0.07917018 0.18073114
 0.         0.1286661  0.17333589 0.10052441 0.         0.08782358
 0.        ]",0.9896907870921683,0.9892397213820673,0.09664298112957695,0.07486233088463476,0.0782433921964336,0.07917017826410865,0.18073113640942487,0.0,0.1286660976079261,0.17333588764016164,0.10052441236793841,0.0,0.08782358349979501,0.0,0.0
6,2014-01-14,"[0.         0.0965448  0.07483305 0.07815278 0.07916805 0.18070312
 0.         0.12860892 0.1735298  0.10079808 0.         0.08766141
 0.        ]",0.9888547189405205,0.9889771870272601,0.09654480158044701,0.07483304651689715,0.0781527784765659,0.07916804687289727,0.1807031237728799,0.0,0.12860891758660234,0.1735297959338467,0.10079807633058575,0.0,0.08766141292927795,0.0,0.0
7,2014-01-15,"[0.         0.09656268 0.07481862 0.07820429 0.07907901 0.18079139
 0.         0.12868497 0.1733897  0.10060434 0.         0.087865
 0.        ]",0.9882219213923065,0.9896003517818804,0.096562679756718,0.07481862248455104,0.07820428539277625,0.0790790101934434,0.18079138707123973,0.0,0.12868497125626877,0.17338970177796087,0.10060434455669891,0.0,0.08786499751034307,0.0,0.0
8,2014-01-16,"[0.         0.09638927 0.07484483 0.0782916  0.07945339 0.1810844
 0.         0.12884617 0.17309713 0.10015357 0.         0.08783964
 0.        ]",1.0037274942434058,1.0006141347859783,0.09638927262375169,0.07484483007429764,0.0782916009885788,0.07945338854336866,0.18108440058953582,0.0,0.12884616547414754,0.17309713290035586,0.10015356833460985,0.0,0.08783964047135417,0.0,0.0
9,2014-01-17,"[0.         0.0962159  0.0748402  0.07826029 0.07957698 0.18126625
 0.         0.12885367 0.17313048 0.10024093 0.         0.0876153
 0.        ]",1.0052549991240574,1.0032299343353177,0.09621589776554518,0.07484020113642284,0.07826028748013357,0.07957698242866587,0.1812662509922904,0.0,0.12885367019274577,0.1731304849053829,0.10024093004306507,0.0,0.08761529505574826,0.0,0.0
