,Date,Weights,Profit,Base Profit,BKTI,VSAT,MSI,SCON,UMBF,C,JPM,TCF,PHM,NVR,BZH,MTH,cash
0,2014-01-06,"[0.08890382 0.12157067 0.12574224 0.         0.13946246 0.
 0.         0.         0.13568137 0.12274415 0.         0.10665748
 0.1592378 ]",0.9999999999908891,0.9999999999917246,0.1215706682447419,0.1257422440892227,0.0,0.13946246146625074,0.0,0.0,0.0,0.1356813736686004,0.12274414742651987,0.0,0.10665748352557708,0.1592378027543555,0.08890381882473193
1,2014-01-07,"[0.         0.13229859 0.13738821 0.         0.15329686 0.
 0.         0.         0.14910783 0.13287823 0.         0.11506638
 0.17996391]",1.0037913382171781,1.0045357944754927,0.13229858504723352,0.1373882106337432,0.0,0.15329685662375728,0.0,0.0,0.0,0.14910782618632193,0.13287823477297397,0.0,0.11506637744695208,0.17996390928901806,0.0
2,2014-01-08,"[0.         0.1318589  0.13682744 0.         0.15312429 0.
 0.         0.         0.14977409 0.13284877 0.         0.11465926
 0.18090726]",1.045956184772731,1.0242909150248567,0.13185889939053014,0.13682744283288886,0.0,0.1531242855458547,0.0,0.0,0.0,0.14977408856482746,0.13284876997532036,0.0,0.1146592552420074,0.18090725844857133,0.0
3,2014-01-09,"[0.         0.13189228 0.13700346 0.         0.15302478 0.
 0.         0.         0.14942858 0.13249736 0.         0.11471507
 0.18143847]",1.0199325741114016,1.0091000467180329,0.13189228232872005,0.1370034635030379,0.0,0.15302477896161287,0.0,0.0,0.0,0.1494285771967675,0.13249735630419984,0.0,0.11471507233029946,0.18143846937536232,0.0
4,2014-01-10,"[0.         0.13186739 0.13694769 0.         0.15318857 0.
 0.         0.         0.14946611 0.13256955 0.         0.11458658
 0.18137412]",1.043471132462712,1.0226667354189853,0.13186739382714915,0.13694769139667734,0.0,0.15318856794124058,0.0,0.0,0.0,0.14946610552273565,0.13256954664761372,0.0,0.11458657731960388,0.1813741173449797,0.0
5,2014-01-13,"[0.         0.13186889 0.13693442 0.         0.15322923 0.
 0.         0.         0.14938543 0.13250583 0.         0.11458398
 0.18149222]",1.0207545579865003,1.0122976623742463,0.13186889294762924,0.13693442017786367,0.0,0.15322923450228526,0.0,0.0,0.0,0.1493854299152903,0.13250582590347357,0.0,0.11458397516112266,0.18149222139233526,0.0
6,2014-01-14,"[0.         0.1318734  0.13694696 0.         0.15319445 0.
 0.         0.         0.14936099 0.13248186 0.         0.11461552
 0.18152682]",1.0165474322516472,1.0076024323603943,0.13187340487851343,0.13694696336682147,0.0,0.1531944469759304,0.0,0.0,0.0,0.14936098904538822,0.13248186027797088,0.0,0.11461551731038258,0.181526818144993,0.0
7,2014-01-15,"[0.         0.13192179 0.13716587 0.         0.15286596 0.
 0.         0.         0.14925241 0.13226428 0.         0.11484084
 0.18168886]",1.0049961239930507,1.0003028162455896,0.13192178834569473,0.13716587384958245,0.0,0.15286595662484107,0.0,0.0,0.0,0.14925240844088591,0.13226427678000827,0.0,0.11484083728260439,0.18168885867638318,0.0
8,2014-01-16,"[0.         0.13191647 0.1371291  0.         0.15293662 0.
 0.         0.         0.14923353 0.13228721 0.         0.11479272
 0.18170435]",1.0168402288365894,1.007596030741331,0.13191646808309543,0.13712909904683895,0.0,0.15293662356022886,0.0,0.0,0.0,0.14923352722288838,0.13228720964848603,0.0,0.11479271902671308,0.1817043534117494,0.0
9,2014-01-17,"[0.         0.13189918 0.13708445 0.         0.15292021 0.
 0.         0.         0.14935037 0.13238454 0.         0.11478937
 0.18157189]",1.0308427714009432,1.0147585419902843,0.13189918062815667,0.1370844502894053,0.0,0.15292021229814165,0.0,0.0,0.0,0.14935036632155416,0.13238453552798476,0.0,0.11478936945797766,0.18157188547677977,0.0
10,2014-01-21,"[0.         0.13188811 0.13703728 0.         0.15303841 0.
 0.         0.         0.14937994 0.13245318 0.         0.11470277
 0.1815003 ]",1.0351674721326418,1.016341381828013,0.13188811302017533,0.13703728082396677,0.0,0.15303840679107808,0.0,0.0,0.0,0.14937994109178948,0.13245318347809312,0.0,0.11470277419393825,0.18150030060095879,0.0
11,2014-01-22,"[0.         0.13189795 0.13712375 0.         0.15296425 0.
 0.         0.         0.14927972 0.13232051 0.         0.11476674
 0.18164709]",1.0268549249641223,1.0140202518286168,0.13189794992500173,0.13712375144995176,0.0,0.15296424577823384,0.0,0.0,0.0,0.14927971553548083,0.13232051183581497,0.0,0.11476673775243054,0.18164708772308646,0.0
12,2014-01-23,"[0.         0.13182508 0.13702123 0.         0.1530074  0.
 0.         0.         0.14942707 0.13243603 0.         0.11470075
 0.18158244]",1.0340953241432702,1.0145834310496389,0.13182507920341943,0.1370212331028973,0.0,0.15300740117512146,0.0,0.0,0.0,0.1494270671529314,0.1324360306290193,0.0,0.11470074799525157,0.18158244074135965,0.0
13,2014-01-24,"[0.         0.13176808 0.13694918 0.         0.15332806 0.
 0.         0.         0.1493812  0.13247949 0.         0.11448527
 0.18160872]",1.0381658896621133,1.0159343410171249,0.131768079724221,0.13694918368985248,0.0,0.15332806383222172,0.0,0.0,0.0,0.1493812000890983,0.132479487844275,0.0,0.11448526735258469,0.18160871746774676,0.0
14,2014-01-27,"[0.         0.13175963 0.13696377 0.         0.15342043 0.
 0.         0.         0.14936923 0.13245577 0.         0.11443081
 0.18160035]",1.02678802822261,1.0064101825988108,0.13175963499382085,0.13696376939678642,0.0,0.15342042698776118,0.0,0.0,0.0,0.1493692251280036,0.13245577420780544,0.0,0.11443081488177537,0.18160035440404704,0.0
15,2014-01-28,"[0.         0.13183146 0.13714018 0.         0.15300631 0.
 0.         0.         0.14928113 0.13221172 0.         0.11474083
 0.18178837]",1.0043092870097985,0.9899963058503113,0.1318314617606938,0.13714017537730858,0.0,0.1530063092538372,0.0,0.0,0.0,0.14928113380320623,0.13221171826866704,0.0,0.11474082808906053,0.18178837344722648,0.0
16,2014-01-29,"[0.         0.13195574 0.13721496 0.         0.15251966 0.
 0.         0.         0.14917127 0.13205366 0.         0.11511987
 0.18196485]",0.9922237316338997,0.9859149726964562,0.13195574350598105,0.13721496114032453,0.0,0.1525196558178071,0.0,0.0,0.0,0.14917126791806257,0.13205365913430334,0.0,0.11511986505352753,0.18196484742999386,0.0
17,2014-01-30,"[0.         0.13194915 0.13694441 0.         0.15275751 0.
 0.         0.         0.14927959 0.1322958  0.         0.11497316
 0.18180036]",0.9963867483508008,0.9877362874554981,0.131949151243102,0.13694441201087643,0.0,0.15275751332617563,0.0,0.0,0.0,0.1492795941596626,0.13229580370239077,0.0,0.11497316433964162,0.18180036121815094,0.0
18,2014-01-31,"[0.         0.1319698  0.13684084 0.         0.15274126 0.
 0.         0.         0.14947365 0.13246696 0.         0.11497757
 0.18152992]",1.0254814406623278,1.0011368221636274,0.1319698009047034,0.13684083955082663,0.0,0.1527412622743182,0.0,0.0,0.0,0.14947364584265796,0.13246696137861586,0.0,0.11497757257942906,0.18152991746944896,0.0
19,2014-02-03,"[0.         0.13201339 0.13681966 0.         0.15266225 0.
 0.         0.         0.14945993 0.13248295 0.         0.1150586
 0.18150321]",1.000347929247069,0.9848391605259347,0.1320133944036876,0.13681966314943528,0.0,0.15266225467829125,0.0,0.0,0.0,0.14945992874149772,0.13248294863630034,0.0,0.11505859635348972,0.1815032140372981,0.0
20,2014-02-04,"[0.         0.1320115  0.13662023 0.         0.15279651 0.
 0.         0.         0.14957409 0.1326439  0.         0.11498639
 0.18136738]",1.0136496700264284,0.9930580723388092,0.13201149915010876,0.1366202290018419,0.0,0.15279650887441718,0.0,0.0,0.0,0.14957409138096162,0.13264389989026487,0.0,0.11498639447336266,0.1813673772290431,0.0
