,Date,Weights,Profit,Base Profit,Volume,AAME,FFG,CIA,GL,RES,HLX,ENSV,CLB,LAWS,HDSN,WLFC,KAMN,cash
0,2014-01-06,"[0.07340939 0.07718337 0.07584523 0.07649699 0.0755204  0.07571036
 0.07920285 0.0765854  0.07818649 0.07850385 0.0788967  0.07789172
 0.07656726]",0.9998146893263957,0.9998000000000002,0.9265906140208244,0.07718336582183838,0.07584523409605026,0.07649698853492737,0.07552040368318558,0.07571035623550415,0.07920284569263458,0.07658539712429047,0.07818648964166641,0.07850384712219238,0.07889670133590698,0.07789172232151031,0.07656726241111755,0.07340939342975616
1,2014-01-07,"[0.07346514 0.0769018  0.07592037 0.07673857 0.07541585 0.07574502
 0.07892445 0.07680839 0.07802206 0.0784615  0.07881519 0.07771032
 0.07707134]",1.004360240933311,1.0047170404907961,0.0022122547214608696,0.07690180093050003,0.07592036575078964,0.07673857361078262,0.07541584968566895,0.07574502378702164,0.07892445474863052,0.0768083930015564,0.0780220553278923,0.07846149802207947,0.07881519198417664,0.07771031558513641,0.07707133889198303,0.07346513867378235
2,2014-01-08,"[0.07345996 0.07689881 0.07591809 0.07679675 0.07540313 0.07569377
 0.07890303 0.07681482 0.07802725 0.07845461 0.07887699 0.0776933
 0.07705949]",1.0033502868528146,1.0036357210973823,0.01011719083781539,0.07689880579710007,0.07591809332370758,0.0767967477440834,0.07540313154459,0.0756937712430954,0.07890303432941437,0.07681482285261154,0.07802724838256836,0.07845461368560791,0.07887699455022812,0.07769329845905304,0.07705949246883392,0.07345996052026749
3,2014-01-09,"[0.07345916 0.07684949 0.07592531 0.07686605 0.07538665 0.0756302
 0.07889836 0.07683404 0.07807777 0.07843719 0.07890171 0.07765784
 0.07707622]",1.0015531861642386,1.001714871613265,0.012635691624330017,0.07684949040412903,0.075925312936306,0.0768660455942154,0.0753866508603096,0.07563020288944244,0.0788983628153801,0.07683403789997101,0.0780777707695961,0.0784371867775917,0.07890170812606812,0.07765784114599228,0.07707621902227402,0.07345916330814362
4,2014-01-10,"[0.07344909 0.07681809 0.07593007 0.0769129  0.0753942  0.07555951
 0.0788762  0.07686576 0.07810562 0.07846475 0.07893451 0.07762609
 0.07706322]",1.0091922860556422,1.0103268893018613,0.007753966237649529,0.07681809365749359,0.07593006640672684,0.07691290229558945,0.07539419829845428,0.07555951178073883,0.07887619733810425,0.07686575502157211,0.0781056210398674,0.07846474647521973,0.07893450558185577,0.07762609422206879,0.07706321775913239,0.07344909012317657
5,2014-01-13,"[0.07342716 0.07682651 0.07594255 0.0770062  0.07537326 0.07553791
 0.0788765  0.07681981 0.07810172 0.07845055 0.07898743 0.07758621
 0.07706418]",1.0095892543575367,1.0104840139483537,0.015671884426697605,0.07682650536298752,0.07594254612922668,0.07700619846582413,0.07537326216697693,0.07553790509700775,0.07887650281190872,0.07681980729103088,0.07810171693563461,0.07845055311918259,0.07898742705583572,0.07758621126413345,0.07706417888402939,0.07342716306447983
6,2014-01-14,"[0.07342342 0.07685854 0.07591015 0.07701101 0.07535527 0.07554805
 0.07892663 0.07681796 0.07809208 0.07848038 0.0789635  0.07761665
 0.07699636]",1.0106130080690903,1.0117285801379359,0.01428399718667176,0.07685854285955429,0.07591015100479126,0.07701101154088974,0.07535526901483536,0.07554804533720016,0.07892663031816483,0.07681795954704285,0.07809208333492279,0.07848037779331207,0.078963503241539,0.07761665433645248,0.07699636369943619,0.07342341542243958
7,2014-01-15,"[0.07347355 0.07687457 0.07588463 0.07706609 0.07537869 0.0755163
 0.0788901  0.07682277 0.07804553 0.07851561 0.07900511 0.07761183
 0.07691524]",1.0110853484113114,1.0130082073330566,0.009889125648197461,0.07687456905841827,0.0758846327662468,0.0770660862326622,0.07537868618965149,0.07551629841327667,0.07889010012149811,0.07682276517152786,0.07804553210735321,0.07851561158895493,0.07900510728359222,0.07761182636022568,0.07691524177789688,0.07347355037927628
8,2014-01-16,"[0.0734535  0.07687763 0.07589133 0.07703426 0.07535521 0.07559596
 0.07894359 0.07677714 0.0780457  0.07850694 0.07897079 0.07761782
 0.07693008]",1.013220092294503,1.014013330257151,0.01633677508176678,0.07687763124704361,0.07589133083820343,0.07703426480293274,0.07535520941019058,0.07559596002101898,0.07894358783960342,0.0767771378159523,0.07804570347070694,0.0785069391131401,0.07897078990936279,0.0776178240776062,0.07693008333444595,0.07345350086688995
9,2014-01-17,"[0.07342391 0.07684328 0.07591289 0.07705068 0.07536229 0.07554981
 0.07892212 0.07679747 0.0780866  0.07852781 0.07899059 0.0775978
 0.07693473]",1.0195368629507844,1.021705855310343,0.016496301440854733,0.0768432766199112,0.07591289281845093,0.07705067843198776,0.07536229491233826,0.07554981112480164,0.07892211526632309,0.0767974704504013,0.07808659970760345,0.07852780818939209,0.07899058610200882,0.07759780436754227,0.07693472504615784,0.07342391461133957
10,2014-01-21,"[0.07351593 0.07683355 0.07585504 0.07726377 0.07533736 0.0753922
 0.0789054  0.07682637 0.07807413 0.07853063 0.07908496 0.07756231
 0.07681837]",1.020300183962638,1.0242771293447717,0.015792287330551342,0.07683355361223221,0.07585503906011581,0.07726377248764038,0.07533735781908035,0.07539220154285431,0.07890539616346359,0.07682637125253677,0.0780741274356842,0.07853063195943832,0.07908495515584946,0.07756230980157852,0.07681836932897568,0.07351592928171158
11,2014-01-22,"[0.0734856  0.07683281 0.07587367 0.077228   0.07531658 0.07548633
 0.07895341 0.07676741 0.07806418 0.07854304 0.07904702 0.07757536
 0.07682659]",1.0303601992110154,1.0347976004648698,0.021325059035684133,0.07683280855417252,0.07587367296218872,0.07722800225019455,0.07531657814979553,0.07548633217811584,0.07895340770483017,0.07676740735769272,0.07806418091058731,0.0785430371761322,0.07904702425003052,0.07757536321878433,0.07682658731937408,0.0734855979681015
12,2014-01-23,"[0.07349922 0.07687166 0.07585181 0.07720307 0.0753295  0.0754795
 0.07894015 0.07678839 0.07804997 0.07854716 0.07906282 0.0776046
 0.0767722 ]",1.0343006581465577,1.039416571918161,0.00964978210954168,0.07687165588140488,0.07585180550813675,0.07720306515693665,0.0753294974565506,0.07547949999570847,0.07894015312194824,0.07678838819265366,0.07804996520280838,0.0785471573472023,0.079062819480896,0.07760459929704666,0.07677219808101654,0.07349921762943268
