,Date,Weights,Profit,Base Profit,Volume,LAWS,KAMN,WLFC,HDSN,XLNX,MXIM,KOPN,INTC,NBIX,BCRX,TTNP,TECH,cash
0,2014-01-06,"[0.07836209 0.08185523 0.08177988 0.08217502 0.09114562 0.08191065
 0.08094329 0.0763607  0.         0.08760223 0.07968083 0.09683847
 0.08134598]",0.9998156798661922,0.9998000000000002,0.9216379150748253,0.08185523003339767,0.08177988231182098,0.08217502385377884,0.09114561975002289,0.08191065490245819,0.08094329386949539,0.07636069506406784,0.0,0.08760222792625427,0.07968083024024963,0.09683847427368164,0.08134598284959793,0.07836209237575531
1,2014-01-07,"[0.         0.0817304  0.0807735  0.08584899 0.08656506 0.0845816
 0.07973793 0.08330467 0.08462962 0.08123955 0.08445927 0.08439958
 0.08272983]",1.014272789451521,1.0143366960992632,0.12977558201158657,0.08173039555549622,0.0807734951376915,0.08584899455308914,0.0865650624036789,0.08458159863948822,0.07973793148994446,0.08330467343330383,0.0846296176314354,0.08123955130577087,0.08445926755666733,0.08439958095550537,0.08272983133792877,0.0
2,2014-01-08,"[0.         0.08139064 0.08013154 0.084103   0.08667616 0.08433133
 0.08020335 0.08391515 0.08467733 0.08187735 0.08357581 0.08471391
 0.08440441]",1.066211332313504,1.0669985689152375,0.016638218436052277,0.08139064162969589,0.08013153821229935,0.08410300314426422,0.08667615801095963,0.08433132618665695,0.0802033543586731,0.08391515165567398,0.0846773311495781,0.08187735080718994,0.08357580751180649,0.08471391350030899,0.08440440893173218,0.0
3,2014-01-09,"[0.         0.08247063 0.08022144 0.08472512 0.08868629 0.08515557
 0.08055841 0.08278913 0.08441599 0.08109278 0.08220105 0.08432215
 0.08336142]",1.0747218561144216,1.0828769283368407,0.0953510896765144,0.08247062563896179,0.08022144436836243,0.08472511917352676,0.08868628740310669,0.08515556901693344,0.0805584117770195,0.08278913050889969,0.0844159945845604,0.08109278231859207,0.0822010487318039,0.08432214707136154,0.0833614245057106,0.0
4,2014-01-10,"[0.         0.0819786  0.07990005 0.08421826 0.08814728 0.08511054
 0.08008461 0.08338083 0.0849134  0.08167686 0.08266631 0.08406468
 0.08385856]",1.089227970506682,1.097149822970145,0.023560993544752246,0.08197859674692154,0.07990004867315292,0.08421825617551804,0.08814727514982224,0.08511053770780563,0.08008461445569992,0.08338083326816559,0.08491340279579163,0.08167686313390732,0.0826663076877594,0.08406467735767365,0.08385856449604034,0.0
5,2014-01-13,"[0.         0.08201052 0.07973872 0.08428872 0.08824678 0.08555185
 0.07976606 0.083589   0.08518286 0.08194699 0.08267353 0.0832359
 0.08376907]",1.0924094129682431,1.1025120788631124,0.015544618442007477,0.08201051503419876,0.07973872125148773,0.08428871631622314,0.08824677765369415,0.08555185049772263,0.07976605743169785,0.08358899503946304,0.08518286049365997,0.08194699138402939,0.08267353475093842,0.08323590457439423,0.0837690681219101,0.0
6,2014-01-14,"[0.         0.0818923  0.08001717 0.08453973 0.0884011  0.08525321
 0.07995743 0.08345664 0.08489203 0.08213943 0.08269309 0.08259334
 0.08416454]",1.10161671083801,1.1142282290206968,0.0202435471699386,0.08189229667186737,0.08001717180013657,0.08453972637653351,0.08840110152959824,0.08525320887565613,0.07995742559432983,0.08345664292573929,0.08489202708005905,0.08213943243026733,0.08269308507442474,0.08259333670139313,0.08416453748941422,0.0
7,2014-01-15,"[0.         0.08179621 0.07986978 0.08493505 0.08901632 0.08509669
 0.07980936 0.08342683 0.08481368 0.08232024 0.08248056 0.08237212
 0.0840632 ]",1.1030071510508943,1.1155764242027324,0.014928188160987314,0.08179620653390884,0.07986978441476822,0.08493504673242569,0.08901631832122803,0.08509668707847595,0.07980936020612717,0.0834268257021904,0.0848136767745018,0.08232024312019348,0.08248055726289749,0.08237212151288986,0.08406320214271545,0.0
8,2014-01-16,"[0.         0.08143781 0.07979582 0.08499797 0.08904897 0.0843517
 0.07953165 0.08409983 0.08440963 0.08256754 0.08255333 0.08261447
 0.08459128]",1.1336480502701176,1.1487145621075705,0.018014574819117467,0.08143781125545502,0.07979581505060196,0.08499797433614731,0.08904897421598434,0.08435169607400894,0.07953164726495743,0.08409982919692993,0.08440963178873062,0.08256753534078598,0.08255332708358765,0.0826144739985466,0.08459128439426422,0.0
9,2014-01-17,"[0.         0.08185513 0.08021609 0.08506442 0.0887218  0.08463072
 0.07962722 0.08350252 0.08404706 0.08254106 0.08271369 0.08198302
 0.08509727]",1.131269569056366,1.1428803654702846,0.03042062613593448,0.08185512572526932,0.08021608740091324,0.08506441861391068,0.08872179687023163,0.08463072031736374,0.07962722331285477,0.08350251615047455,0.08404706418514252,0.08254105597734451,0.08271368592977524,0.08198302239179611,0.08509726822376251,0.0
10,2014-01-21,"[0.         0.08187465 0.08056188 0.085285   0.08922525 0.08485015
 0.07972284 0.08275108 0.08441581 0.08253833 0.0829377  0.08100428
 0.08483303]",1.1256363111440584,1.1397466632421356,0.027457194184465867,0.08187464624643326,0.08056187629699707,0.0852850005030632,0.08922524750232697,0.08485014736652374,0.07972284406423569,0.0827510803937912,0.08441580832004547,0.08253832906484604,0.08293770253658295,0.08100427687168121,0.08483302593231201,0.0
