,Date,Weights,Profit,Base Profit,Volume,SPXC,CVR,LECO,PFIN,EAT,MCD,PZZA,JACK,TRT,ASYS,VECO,IVAC,cash
0,2014-01-06,"[0.09054923 0.13412102 0.         0.10600826 0.         0.08353317
 0.09217259 0.08894979 0.         0.1056944  0.10035151 0.10554938
 0.09307063]",0.9998180949506446,0.9998000000000002,0.9094507545232773,0.13412101566791534,0.0,0.10600826144218445,0.0,0.08353316783905029,0.09217259287834167,0.0889497920870781,0.0,0.10569439828395844,0.10035151243209839,0.10554938018321991,0.0930706337094307,0.09054923057556152
1,2014-01-07,"[0.09067702 0.13408339 0.         0.10586739 0.         0.08351324
 0.09209485 0.0890031  0.         0.10573632 0.1003105  0.10556035
 0.09315387]",1.005906969309211,1.00896564477175,0.0005065193547624301,0.13408339023590088,0.0,0.10586739331483841,0.0,0.08351323753595352,0.09209485352039337,0.08900310099124908,0.0,0.10573631525039673,0.10031049698591232,0.10556034743785858,0.09315387159585953,0.09067701548337936
2,2014-01-08,"[0.09074841 0.13407415 0.         0.10583385 0.         0.08351976
 0.0920753  0.08900141 0.         0.10576308 0.10027122 0.10554331
 0.09316954]",0.996634193384973,1.0021355936993372,0.010813597384461271,0.1340741515159607,0.0,0.10583385080099106,0.0,0.08351976424455643,0.09207530319690704,0.08900140970945358,0.0,0.10576307773590088,0.10027121752500534,0.10554330796003342,0.09316954016685486,0.09074840694665909
3,2014-01-09,"[0.09075402 0.13406415 0.         0.10579758 0.         0.08350758
 0.09205411 0.08900771 0.         0.10578718 0.10029366 0.10555864
 0.09317536]",1.0115452030950771,1.018650920337341,0.006684193001611341,0.13406415283679962,0.0,0.10579758137464523,0.0,0.08350757509469986,0.09205411374568939,0.08900771290063858,0.0,0.10578718036413193,0.10029365867376328,0.10555864125490189,0.09317535907030106,0.09075401723384857
4,2014-01-10,"[0.09070171 0.13402957 0.         0.10570125 0.         0.08345658
 0.09201016 0.08904025 0.         0.10584503 0.10040591 0.10562313
 0.09318643]",1.0320352793511052,1.037031368944835,0.018712319399631156,0.1340295672416687,0.0,0.1057012528181076,0.0,0.08345657587051392,0.09201015532016754,0.08904024958610535,0.0,0.10584503412246704,0.10040590912103653,0.10562312602996826,0.09318643063306808,0.09070171415805817
5,2014-01-13,"[0.09075679 0.13403651 0.         0.10570373 0.         0.0834765
 0.092014   0.08903498 0.         0.10585123 0.10034769 0.10558851
 0.09319007]",1.0367230265456158,1.0414433836204298,0.023521535615317304,0.13403651118278503,0.0,0.10570372641086578,0.0,0.08347649872303009,0.09201399981975555,0.08903498202562332,0.0,0.10585122555494308,0.10034769028425217,0.10558851063251495,0.09319007396697998,0.09075678884983063
6,2014-01-14,"[0.0907632  0.13405924 0.         0.10576742 0.         0.08350445
 0.09203873 0.08901075 0.         0.1058024  0.10030504 0.10556855
 0.0931802 ]",1.0381500064794504,1.0372218571175438,0.022673233302629277,0.13405923545360565,0.0,0.10576742142438889,0.0,0.08350445330142975,0.09203872829675674,0.08901075273752213,0.0,0.10580240190029144,0.10030503571033478,0.1055685505270958,0.09318020194768906,0.09076320379972458
7,2014-01-15,"[0.09070757 0.13405405 0.         0.10575629 0.         0.08348431
 0.09203349 0.08901311 0.         0.10579921 0.10036755 0.10560811
 0.09317631]",1.031450445871505,1.0229914385985646,0.0074901264960475335,0.1340540498495102,0.0,0.10575629025697708,0.0,0.08348430693149567,0.0920334905385971,0.08901311457157135,0.0,0.10579921305179596,0.10036754608154297,0.10560811311006546,0.09317630529403687,0.09070757031440735
8,2014-01-16,"[0.09061708 0.13403629 0.         0.10571716 0.         0.08344489
 0.0920101  0.08903018 0.         0.1058028  0.10048251 0.10567993
 0.0931791 ]",1.0512596118519049,1.0553545293822129,0.009160579247582045,0.13403628766536713,0.0,0.10571715980768204,0.0,0.08344489336013794,0.09201009571552277,0.0890301764011383,0.0,0.10580280423164368,0.1004825085401535,0.10567992925643921,0.09317909926176071,0.09061708301305771
9,2014-01-17,"[0.09065768 0.13404788 0.         0.10573243 0.         0.08346318
 0.09201712 0.08901849 0.         0.10579774 0.10043388 0.10565324
 0.09317835]",1.061722179583022,1.0622928699122722,0.011562176276030373,0.13404788076877594,0.0,0.10573243349790573,0.0,0.08346317708492279,0.09201712161302567,0.08901849389076233,0.0,0.10579773783683777,0.10043387860059738,0.10565324127674103,0.09317835420370102,0.09065768122673035
10,2014-01-21,"[0.09064201 0.13404384 0.         0.10571735 0.         0.08345528
 0.09200945 0.08902194 0.         0.10580207 0.10045887 0.10566869
 0.09318049]",1.0611480725093991,1.0634218378386815,0.011853569800330914,0.1340438425540924,0.0,0.10571735352277756,0.0,0.08345527946949005,0.09200944751501083,0.08902193605899811,0.0,0.10580206662416458,0.10045886784791946,0.10566868633031845,0.09318048506975174,0.09064200520515442
11,2014-01-22,"[0.09053509 0.13401558 0.         0.10565739 0.         0.08339951
 0.09197515 0.08904599 0.         0.10582176 0.10060643 0.10575992
 0.09318318]",1.0657845006227578,1.070324355143003,0.01228702941056965,0.13401557505130768,0.0,0.10565739125013351,0.0,0.08339951187372208,0.0919751524925232,0.08904599398374557,0.0,0.10582175850868225,0.10060643404722214,0.10575991868972778,0.09318318217992783,0.09053508937358856
