,Date,Weights,Profit,Base Profit,Volume,SUP,MOD,STRT,DORM,FFG,CIA,GL,AAME,TFX,MMM,CRY,ATRI,cash
0,2014-01-06,"[0.         0.08479423 0.0829472  0.08255447 0.08424089 0.08373676
 0.08613731 0.08496206 0.08093016 0.07892096 0.08275954 0.08188856
 0.08612783]",0.9997999702095985,0.9998000000000002,0.9999999701976776,0.08479423075914383,0.08294720202684402,0.08255446702241898,0.08424089103937149,0.08373676240444183,0.0861373096704483,0.08496205508708954,0.08093015849590302,0.07892096042633057,0.08275953680276871,0.08188856393098831,0.08612783253192902,0.0
1,2014-01-07,"[0.         0.0841861  0.08275706 0.08214943 0.0846567  0.08397848
 0.08447868 0.08408888 0.08214536 0.07957654 0.08405904 0.08259478
 0.08532897]",0.9967738878943725,0.9968088330876439,0.009066198813284344,0.08418609946966171,0.08275706321001053,0.0821494311094284,0.08465670049190521,0.08397848159074783,0.08447867631912231,0.08408887684345245,0.08214535564184189,0.0795765370130539,0.08405904471874237,0.08259478211402893,0.08532896637916565,0.0
2,2014-01-08,"[0.         0.08413496 0.08284841 0.08213047 0.08460145 0.08396993
 0.0844338  0.08411776 0.08213554 0.07961522 0.08410556 0.08259852
 0.08530837]",0.9898082448743021,0.9898401127006168,0.005339609821269124,0.08413495868444443,0.08284841477870941,0.08213046938180923,0.08460145443677902,0.08396992832422256,0.08443380147218704,0.08411775529384613,0.08213554322719574,0.07961522042751312,0.08410555869340897,0.08259852230548859,0.08530836552381516,0.0
3,2014-01-09,"[0.         0.08420048 0.08283971 0.08218641 0.08461533 0.08400985
 0.084382   0.08410577 0.08212878 0.07961832 0.08409411 0.08255967
 0.08525955]",0.9899579551554095,0.9901262273193825,0.0074558019125291735,0.08420047909021378,0.0828397125005722,0.08218640834093094,0.0846153274178505,0.08400984853506088,0.08438199758529663,0.08410576730966568,0.08212877810001373,0.07961831986904144,0.0840941071510315,0.08255967497825623,0.08525954931974411,0.0
4,2014-01-10,"[0.         0.08421493 0.08290904 0.08223453 0.08458145 0.08402441
 0.08432595 0.08414062 0.08211945 0.07961631 0.08407173 0.08253045
 0.08523113]",0.9888660744845337,0.9890761195304735,0.009427504224707275,0.08421492576599121,0.08290904015302658,0.08223453164100647,0.08458144962787628,0.08402440696954727,0.08432595431804657,0.08414062112569809,0.08211944997310638,0.07961630821228027,0.08407173305749893,0.08253045380115509,0.08523113280534744,0.0
5,2014-01-13,"[0.         0.08428671 0.08297478 0.08217943 0.08460782 0.08401777
 0.08438391 0.08412071 0.08208183 0.07957395 0.08409315 0.08249693
 0.08518305]",0.9894036268143626,0.9898787864832841,0.005267963410336464,0.08428671211004257,0.08297477662563324,0.08217942714691162,0.0846078172326088,0.08401776850223541,0.08438391238451004,0.08412070572376251,0.08208183199167252,0.07957395166158676,0.08409315347671509,0.08249693363904953,0.0851830467581749,0.0
6,2014-01-14,"[0.         0.08428945 0.08306834 0.08221497 0.08458312 0.08397873
 0.08444919 0.08416722 0.0820087  0.07952751 0.08403786 0.08248853
 0.08518636]",0.9856905493558279,0.9860585354150825,0.009445334087003477,0.08428944647312164,0.08306834101676941,0.08221497386693954,0.08458311855792999,0.08397873491048813,0.08444918692111969,0.08416721969842911,0.08200869709253311,0.07952751219272614,0.08403786271810532,0.0824885293841362,0.08518636226654053,0.0
7,2014-01-15,"[0.         0.0842047  0.08318262 0.08219068 0.08452025 0.08395579
 0.084405   0.08423    0.08201287 0.07952213 0.08406749 0.08253624
 0.08517227]",0.9789686872218579,0.9794027595968796,0.008664086630245335,0.08420470356941223,0.08318261802196503,0.08219068497419357,0.08452025055885315,0.0839557871222496,0.08440500497817993,0.08422999829053879,0.08201286941766739,0.07952212542295456,0.08406748622655869,0.0825362354516983,0.08517226576805115,0.0
8,2014-01-16,"[0.         0.08428402 0.08310156 0.08214206 0.08457491 0.08397043
 0.08447409 0.08417515 0.08199532 0.0795183  0.08405681 0.08251578
 0.08519156]",0.9816594660085557,0.9818414111748749,0.011186387241420365,0.08428402245044708,0.0831015557050705,0.08214206248521805,0.08457490801811218,0.08397042751312256,0.0844740942120552,0.08417515456676483,0.08199532330036163,0.07951830327510834,0.0840568095445633,0.08251578360795975,0.08519155532121658,0.0
9,2014-01-17,"[0.         0.08431753 0.08305012 0.08207267 0.08459671 0.08396477
 0.0845316  0.08412579 0.08200827 0.07954988 0.0840831  0.08249598
 0.08520356]",0.978163666084708,0.9784364127436236,0.010708872138975506,0.08431752771139145,0.08305012434720993,0.0820726677775383,0.08459670841693878,0.0839647650718689,0.08453159779310226,0.08412579447031021,0.08200827240943909,0.0795498788356781,0.08408309519290924,0.08249597996473312,0.08520355820655823,0.0
10,2014-01-21,"[0.         0.08443309 0.08292823 0.08212429 0.08472185 0.08402341
 0.0844925  0.08402844 0.08206948 0.07942619 0.08408595 0.0825281
 0.08513843]",0.9741727884066369,0.9749138877193473,0.00783802773741544,0.08443308621644974,0.08292823284864426,0.08212428539991379,0.08472184836864471,0.08402340859174728,0.0844925045967102,0.08402843773365021,0.08206947892904282,0.07942619174718857,0.08408594876527786,0.08252809941768646,0.08513843268156052,0.0
11,2014-01-22,"[0.         0.08451252 0.08286678 0.08206528 0.0848001  0.08394681
 0.08468627 0.0839819  0.0819898  0.07931607 0.08411413 0.082548
 0.08517228]",0.9763332185146261,0.9773929396638529,0.015501113932187656,0.08451252430677414,0.08286678045988083,0.08206528425216675,0.0848001018166542,0.08394680917263031,0.0846862718462944,0.08398190140724182,0.08198980242013931,0.07931607216596603,0.08411412686109543,0.08254799991846085,0.08517228066921234,0.0
12,2014-01-23,"[0.         0.08461855 0.08288588 0.0821065  0.08484937 0.08392817
 0.08483483 0.08402253 0.08190318 0.07915075 0.08395725 0.08250984
 0.08523317]",0.9760673919998681,0.9773075879831301,0.015507335815854808,0.08461854606866837,0.08288587629795074,0.08210650086402893,0.08484936505556107,0.0839281678199768,0.08483482897281647,0.08402252942323685,0.08190318197011948,0.07915075123310089,0.0839572548866272,0.0825098380446434,0.085233174264431,0.0
13,2014-01-24,"[0.         0.08470157 0.08285454 0.082142   0.08486239 0.08399776
 0.08475914 0.08402044 0.08194453 0.07912959 0.08389842 0.08247418
 0.08521544]",0.9716378852539554,0.9726258152377869,0.011254070348858804,0.08470156788825989,0.08285453915596008,0.08214199542999268,0.08486238867044449,0.08399775624275208,0.08475913852453232,0.08402044326066971,0.0819445326924324,0.07912959158420563,0.08389841765165329,0.08247417956590652,0.08521544188261032,0.0
14,2014-01-27,"[0.         0.08456632 0.08283212 0.08229243 0.0848121  0.08402344
 0.08452179 0.0840288  0.08205454 0.07917742 0.08397151 0.08256022
 0.08515935]",0.9753609799484537,0.9777102602768664,0.008599038352968715,0.08456632494926453,0.08283212035894394,0.08229243010282516,0.08481209725141525,0.08402343839406967,0.08452178537845612,0.08402879536151886,0.08205454051494598,0.07917742431163788,0.08397150784730911,0.0825602188706398,0.08515934646129608,0.0
15,2014-01-28,"[0.         0.08429208 0.08299011 0.0823779  0.0846356  0.0840332
 0.08424549 0.08412682 0.08217499 0.07929216 0.08407985 0.0826382
 0.08511359]",0.9516487732846391,0.9513243361310125,0.028315233428883667,0.08429207652807236,0.08299010992050171,0.08237789571285248,0.08463560044765472,0.08403319865465164,0.08424548804759979,0.08412681519985199,0.08217498660087585,0.0792921632528305,0.08407985419034958,0.0826381966471672,0.08511359244585037,0.0
16,2014-01-29,"[0.         0.08423904 0.08294853 0.08258053 0.08460065 0.0840928
 0.08400331 0.08421478 0.08226939 0.07923637 0.08397947 0.08270373
 0.08513139]",0.949381160339158,0.9502181549949638,0.0213251005572514,0.08423903584480286,0.08294852823019028,0.08258052915334702,0.08460064977407455,0.08409280329942703,0.08400330692529678,0.08421477675437927,0.08226938545703888,0.07923637330532074,0.08397946506738663,0.08270373195409775,0.08513139188289642,0.0
17,2014-01-30,"[0.         0.08433366 0.08280771 0.08258216 0.08471522 0.08419606
 0.08395032 0.08412644 0.08237084 0.0791214  0.08397426 0.08268534
 0.08513659]",0.9555727670761388,0.9580747414859011,0.018313945477938118,0.08433365821838379,0.08280771225690842,0.08258216083049774,0.08471521735191345,0.0841960608959198,0.08395031839609146,0.08412644267082214,0.08237084001302719,0.07912139594554901,0.08397426456212997,0.08268533647060394,0.08513659238815308,0.0
18,2014-01-31,"[0.         0.08457273 0.08273862 0.08237257 0.08483558 0.08424754
 0.08410923 0.08399761 0.08235092 0.07908577 0.08397532 0.08261373
 0.08510035]",0.9531411710985899,0.9534560439241376,0.017221573830090445,0.08457273244857788,0.08273861557245255,0.08237256854772568,0.08483558148145676,0.08424754440784454,0.08410923182964325,0.08399761468172073,0.08235092461109161,0.07908576726913452,0.08397531509399414,0.08261372894048691,0.08510034531354904,0.0
19,2014-02-03,"[0.         0.08456076 0.08278921 0.08253664 0.08478186 0.08421572
 0.08407223 0.08410212 0.08228727 0.07905063 0.0838761  0.08261129
 0.08511618]",0.9457947077927205,0.9459062548888574,0.01978064624906153,0.08456075936555862,0.08278920501470566,0.08253663778305054,0.08478185534477234,0.08421571552753448,0.08407223224639893,0.08410212397575378,0.0822872668504715,0.07905063033103943,0.0838761031627655,0.08261128515005112,0.0851161777973175,0.0
20,2014-02-04,"[0.         0.08448555 0.08268241 0.08231832 0.0848304  0.08428069
 0.08397377 0.08405276 0.08238005 0.07908385 0.08407565 0.08270206
 0.08513451]",0.959221135845701,0.9604171092669409,0.008240091391852134,0.08448554575443268,0.08268240839242935,0.08231832087039948,0.0848303958773613,0.08428069204092026,0.08397377282381058,0.08405276387929916,0.08238004893064499,0.07908384501934052,0.08407565206289291,0.08270205557346344,0.08513451367616653,0.0
21,2014-02-05,"[0.         0.08411599 0.08283968 0.08224102 0.08468182 0.08430249
 0.08360997 0.08409906 0.08256564 0.079259   0.08436156 0.08283333
 0.08509041]",0.9350828728122891,0.9367888127905462,0.02257351434888623,0.08411598950624466,0.08283968269824982,0.08224102109670639,0.08468182384967804,0.08430249243974686,0.08360996842384338,0.08409906178712845,0.08256563544273376,0.0792590007185936,0.08436156064271927,0.08283333480358124,0.08509040623903275,0.0
22,2014-02-06,"[0.         0.08399459 0.08269832 0.08223214 0.08472418 0.08441412
 0.08331484 0.08400743 0.08269799 0.07937939 0.08458966 0.08293075
 0.08501662]",0.9360248795362069,0.9384952083215881,0.014035653052303271,0.08399458974599838,0.08269831538200378,0.08223214000463486,0.08472418040037155,0.08441412448883057,0.08331483602523804,0.08400742709636688,0.08269798755645752,0.07937938719987869,0.08458966016769409,0.08293075114488602,0.08501661568880081,0.0
23,2014-02-07,"[0.         0.08401281 0.08267691 0.08228882 0.08477532 0.08451784
 0.08313207 0.0839244  0.08281431 0.07936897 0.08464669 0.08293281
 0.08490904]",0.9356285054617318,0.9384764687701239,0.01472771647004543,0.08401281386613846,0.08267690986394882,0.08228882402181625,0.08477532118558884,0.08451784402132034,0.0831320732831955,0.08392439782619476,0.08281431347131729,0.0793689712882042,0.08464669436216354,0.08293281495571136,0.08490904420614243,0.0
24,2014-02-10,"[0.         0.084106   0.0827783  0.08236951 0.08470565 0.08451638
 0.08320215 0.08396753 0.08272795 0.07941683 0.08449826 0.0828201
 0.08489131]",0.9369972258502312,0.9386144224499583,0.005090908035960327,0.08410599827766418,0.08277830481529236,0.08236950635910034,0.084705650806427,0.08451638370752335,0.08320214599370956,0.08396752923727036,0.08272795379161835,0.07941682636737823,0.08449826389551163,0.0828201025724411,0.08489131182432175,0.0
25,2014-02-11,"[0.         0.08431652 0.08283808 0.08235902 0.08471301 0.08452619
 0.08335273 0.08401931 0.08265468 0.07936868 0.08427592 0.08265629
 0.08491953]",0.9424979144549649,0.943568159975205,0.01616074586448617,0.08431652188301086,0.08283808082342148,0.08235902339220047,0.08471301198005676,0.0845261886715889,0.08335272967815399,0.08401931077241898,0.0826546773314476,0.07936868071556091,0.08427592366933823,0.08265629410743713,0.0849195346236229,0.0
