,Date,Weights,Profit,Base Profit,Volume,SPXC,LECO,CVR,PFIN,EAT,JACK,PZZA,MCD,CIA,GL,AAME,FFG,cash
0,2014-01-06,"[0.07097874 0.08049624 0.07632168 0.07908445 0.07824637 0.07646951
 0.07701383 0.08085319 0.0756464  0.07737682 0.07817285 0.07565729
 0.07368264]",0.9998142106430858,0.9998000000000002,0.9290212765336037,0.08049624413251877,0.07632168382406235,0.07908444851636887,0.07824636995792389,0.07646951079368591,0.07701382786035538,0.0808531865477562,0.07564640045166016,0.0773768201470375,0.07817284762859344,0.07565729320049286,0.07368264347314835,0.07097873836755753
1,2014-01-07,"[0.07204703 0.07950808 0.07739974 0.08021484 0.07806161 0.07629767
 0.07684237 0.07925438 0.07610867 0.07671832 0.07752398 0.07603111
 0.0739922 ]",1.0040734238364437,1.0042179756496976,0.007775036599001864,0.07950808107852936,0.07739973813295364,0.08021483570337296,0.07806161046028137,0.07629767060279846,0.07684236764907837,0.0792543813586235,0.0761086717247963,0.07671832293272018,0.07752397656440735,0.07603111118078232,0.07399220019578934,0.07204703241586685
2,2014-01-08,"[0.0720562  0.0794351  0.07741757 0.08020438 0.07805405 0.07631002
 0.07685766 0.07918946 0.07615189 0.07669602 0.0775503  0.07604627
 0.0740311 ]",0.998293092376938,0.997925326030451,0.009005119393172608,0.07943509519100189,0.07741756737232208,0.08020437508821487,0.0780540481209755,0.07631002366542816,0.07685766369104385,0.07918946444988251,0.07615189254283905,0.07669602334499359,0.07755029946565628,0.07604626566171646,0.07403109967708588,0.07205619663000107
3,2014-01-09,"[0.07204676 0.07942479 0.07754662 0.08013901 0.07790833 0.07624248
 0.07689385 0.0791374  0.07621663 0.07665338 0.07750216 0.07614396
 0.07414462]",1.000221491810689,1.0000711270550622,0.00859501619885857,0.07942479103803635,0.0775466188788414,0.08013901114463806,0.07790832966566086,0.07624248415231705,0.07689385116100311,0.0791373997926712,0.07621663063764572,0.0766533762216568,0.07750216126441956,0.07614395767450333,0.0741446241736412,0.07204675674438477
4,2014-01-10,"[0.07203155 0.07938431 0.07761119 0.08020286 0.07779366 0.07625189
 0.07694317 0.07914581 0.07619336 0.07666422 0.07748038 0.0761617
 0.07413592]",1.0040192082251658,1.004170683870457,0.009578338064145445,0.07938431203365326,0.07761119306087494,0.0802028626203537,0.0777936577796936,0.07625188678503036,0.07694316655397415,0.07914581149816513,0.07619336247444153,0.07666422426700592,0.07748038321733475,0.0761616975069046,0.074135921895504,0.07203155010938644
5,2014-01-13,"[0.07211796 0.0793622  0.07767108 0.08017802 0.07770028 0.0762209
 0.07694561 0.07910655 0.07622548 0.07659677 0.0774553  0.0762344
 0.07418543]",1.0030381415223013,1.0032461141587767,0.006314072083732395,0.07936219871044159,0.07767108082771301,0.08017802238464355,0.07770027965307236,0.07622089982032776,0.07694561034440994,0.07910655438899994,0.07622548192739487,0.07659677416086197,0.0774552971124649,0.07623440027236938,0.07418543100357056,0.07211796194314957
6,2014-01-14,"[0.07216648 0.07939688 0.0775588  0.08006594 0.07779526 0.07625154
 0.07688133 0.07914119 0.07625069 0.07662035 0.07750046 0.07619336
 0.07417775]",0.9965227061440051,0.9958269687810273,0.00928356659728262,0.07939688116312027,0.07755880057811737,0.08006593585014343,0.07779525965452194,0.07625153660774231,0.07688132673501968,0.07914119213819504,0.07625069469213486,0.07662034779787064,0.07750045508146286,0.07619336247444153,0.07417774945497513,0.07216648012399673
7,2014-01-15,"[0.07217462 0.0794001  0.07753856 0.08014877 0.07774173 0.07628105
 0.0768929  0.07923166 0.0761717  0.07662622 0.07750434 0.07617731
 0.07411106]",0.9870661433114009,0.985306402053566,0.01124931136155149,0.07940009981393814,0.07753856480121613,0.08014877140522003,0.07774172723293304,0.07628104835748672,0.0768928974866867,0.07923166453838348,0.07617170363664627,0.07662621885538101,0.07750434428453445,0.07617731392383575,0.07411105930805206,0.07217461615800858
8,2014-01-16,"[0.07206127 0.07943973 0.07764222 0.08021459 0.07764497 0.07627293
 0.07695875 0.07927207 0.07610948 0.07667042 0.07743225 0.07618668
 0.07409466]",1.011184083857739,1.0103252995086314,0.015410047642720191,0.07943972945213318,0.07764221727848053,0.08021458983421326,0.07764497399330139,0.07627293467521667,0.07695875316858292,0.0792720690369606,0.07610947638750076,0.07667041569948196,0.07743225246667862,0.07618667930364609,0.07409466058015823,0.07206127047538757
9,2014-01-17,"[0.07204589 0.07947179 0.07772408 0.08009467 0.07762689 0.07623123
 0.07694872 0.07915734 0.07620083 0.0766842  0.07741439 0.07623874
 0.07416125]",1.0111089362536798,1.0100590284823705,0.026091187422060444,0.07947178930044174,0.07772407680749893,0.08009467273950577,0.07762689143419266,0.07623123377561569,0.07694871723651886,0.07915733754634857,0.07620082795619965,0.07668419927358627,0.07741439342498779,0.0762387365102768,0.07416124641895294,0.07204589247703552
10,2014-01-21,"[0.07212235 0.07940814 0.07774169 0.08009405 0.07739112 0.07624798
 0.07699494 0.07926179 0.07619182 0.07660131 0.07736151 0.07633945
 0.07424383]",1.0066224008418154,1.0054668275680858,0.011882659174119552,0.07940813899040222,0.07774168998003006,0.08009405434131622,0.077391117811203,0.07624798268079758,0.07699494063854218,0.07926179468631744,0.07619182020425797,0.0766013115644455,0.07736150920391083,0.07633944600820541,0.07424382865428925,0.07212235033512115
