,Date,Weights,Profit,Base Profit,Volume,JKHY,EBIX,STRM,UIS,ATRI,CRY,TFX,MMM,CIGI,TRC,FRPH,CTO,cash
0,2014-01-06,"[0.07155378 0.07566307 0.07661716 0.08266065 0.07588334 0.07897154
 0.07404031 0.07686727 0.07730256 0.07818387 0.07785156 0.07847075
 0.07593413]",0.9998143256517397,0.9998000000000002,0.9284462332725525,0.07566307485103607,0.07661715894937515,0.08266065269708633,0.07588334381580353,0.07897154241800308,0.07404030859470367,0.07686727494001389,0.07730256021022797,0.07818387448787689,0.0778515636920929,0.07847075164318085,0.07593412697315216,0.0715537816286087
1,2014-01-07,"[0.07117662 0.07602537 0.07597265 0.08231034 0.07577503 0.0788132
 0.07475159 0.07695142 0.07749002 0.07899106 0.07726469 0.07870289
 0.07577512]",1.0065898367533999,1.0070655615647266,0.004391040926366743,0.07602537423372269,0.07597265392541885,0.08231034129858017,0.07577502727508545,0.07881320267915726,0.0747515857219696,0.07695142179727554,0.07749002426862717,0.07899105548858643,0.0772646889090538,0.0787028893828392,0.07577512413263321,0.07117661833763123
2,2014-01-08,"[0.07115547 0.07603595 0.07599729 0.08239316 0.07571459 0.0788707
 0.07469734 0.0769103  0.07749084 0.07898846 0.07723102 0.07873163
 0.07578323]",1.0005187170000378,1.0004493241514703,0.008102589175376325,0.07603595405817032,0.07599728554487228,0.08239316195249557,0.0757145881652832,0.07887069880962372,0.0746973380446434,0.07691030204296112,0.07749083638191223,0.0789884552359581,0.0772310197353363,0.07873163372278214,0.07578323036432266,0.07115546613931656
3,2014-01-09,"[0.07115677 0.07605026 0.07593387 0.08256769 0.07565024 0.07878041
 0.07468905 0.07691146 0.07744744 0.07901822 0.07720585 0.07881463
 0.0757741 ]",1.0070761429573265,1.0074485444507257,0.008498153706736216,0.07605025917291641,0.07593386620283127,0.08256769180297852,0.07565023750066757,0.0787804126739502,0.07468905299901962,0.07691145688295364,0.07744744420051575,0.07901822030544281,0.0772058516740799,0.07881463319063187,0.07577409595251083,0.07115676999092102
4,2014-01-10,"[0.07114256 0.07604364 0.07594251 0.08264422 0.07563677 0.07878279
 0.07459664 0.07693941 0.07744762 0.07900911 0.07719631 0.07882988
 0.07578854]",1.008616551564925,1.0091091696269519,0.008326593381720664,0.07604364305734634,0.0759425088763237,0.08264422416687012,0.07563677430152893,0.07878278940916061,0.07459663599729538,0.0769394114613533,0.07744762301445007,0.07900910824537277,0.07719631493091583,0.07882988452911377,0.07578854262828827,0.07114256173372269
5,2014-01-13,"[0.07108235 0.076029   0.07597195 0.08271701 0.07563259 0.07893638
 0.07461211 0.07684194 0.07747398 0.07898432 0.07710847 0.07884888
 0.07576099]",1.0072501942359102,1.0074188568975948,0.00924346895372352,0.07602900266647339,0.07597195357084274,0.08271700888872147,0.07563258707523346,0.0789363831281662,0.07461211085319519,0.07684194296598434,0.07747397571802139,0.0789843201637268,0.0771084651350975,0.07884888350963593,0.07576099038124084,0.07108235359191895
6,2014-01-14,"[0.07107559 0.07605789 0.07597381 0.08283676 0.07566156 0.0789139
 0.07459445 0.0768099  0.07746188 0.07894985 0.07709067 0.07888903
 0.07568473]",0.9945209041089538,0.9937209515926707,0.011951794114276345,0.07605788856744766,0.07597380876541138,0.08283676207065582,0.0756615623831749,0.07891389727592468,0.07459445297718048,0.07680989801883698,0.07746188342571259,0.07894985377788544,0.07709067314863205,0.07888903468847275,0.07568473368883133,0.07107558846473694
7,2014-01-15,"[0.         0.08187172 0.08183876 0.08924217 0.08142309 0.08506671
 0.08024678 0.0826415  0.08340542 0.08492692 0.0829784  0.08491187
 0.08144668]",0.984187076594382,0.983396358660884,0.07159073780013599,0.08187171816825867,0.08183875679969788,0.08924216777086258,0.0814230889081955,0.08506670594215393,0.08024678379297256,0.08264149725437164,0.08340542018413544,0.08492691814899445,0.08297839760780334,0.08491186797618866,0.08144668489694595,0.0
8,2014-01-16,"[0.         0.08190142 0.08179273 0.08907521 0.0814687  0.08512684
 0.08035295 0.08258449 0.08341851 0.08503763 0.0828991  0.08489484
 0.08144755]",0.9953119411877102,0.9944073146625667,0.011446007712594393,0.0819014236330986,0.08179273456335068,0.08907520771026611,0.08146870136260986,0.0851268395781517,0.08035295456647873,0.08258448541164398,0.08341851085424423,0.08503763377666473,0.08289910107851028,0.08489483594894409,0.0814475491642952,0.0
9,2014-01-17,"[0.         0.08191926 0.08182841 0.08910991 0.08147991 0.08525734
 0.08041321 0.08246092 0.08341059 0.08504375 0.08285795 0.08487853
 0.08134023]",0.9995142874603092,0.9983063649398276,0.014828096797466755,0.08191926032304764,0.08182840794324875,0.08910990506410599,0.08147990703582764,0.08525733649730682,0.08041320741176605,0.0824609249830246,0.0834105908870697,0.08504375070333481,0.08285795152187347,0.08487853407859802,0.0813402310013771,0.0
