,Date,Weights,Profit,Base Profit,JKHY,UIS,STRM,EBIX,ATRI,MMM,CRY,TFX,PCAR,SPAR,OSK,F,cash
0,2014-01-06,"[0.10602284 0.11842206 0.         0.10985869 0.1216768  0.
 0.11452456 0.10621289 0.19261682 0.         0.         0.13066534
 0.        ]",0.9999999999910603,0.9999999999917246,0.11842205911041884,0.0,0.10985869338777286,0.12167679992427154,0.0,0.1145245579072624,0.10621288617321388,0.19261681702767985,0.0,0.0,0.13066534161799068,0.0,0.10602284485138995
1,2014-01-07,"[0.         0.1309596  0.         0.11938066 0.13449558 0.
 0.12610843 0.11557361 0.22816139 0.         0.         0.14532073
 0.        ]",1.005013903006224,1.0055521974638075,0.130959595156198,0.0,0.11938065726056393,0.13449558386602486,0.0,0.12610842921918664,0.11557361346205741,0.22816139008651012,0.0,0.0,0.1453207309494589,0.0,0.0
2,2014-01-08,"[0.         0.13082403 0.         0.11811102 0.13382617 0.
 0.12578061 0.11479206 0.23205794 0.         0.         0.14460816
 0.        ]",0.9963769291633116,1.002560114740172,0.130824027308419,0.0,0.11811102300444219,0.13382617177647346,0.0,0.12578061311774738,0.11479206267236142,0.23205793912211226,0.0,0.0,0.14460816299844445,0.0,0.0
3,2014-01-09,"[0.         0.13094923 0.         0.11742951 0.13383783 0.
 0.1262589  0.11450337 0.23234738 0.         0.         0.14467377
 0.        ]",1.007501051138388,1.0064366186915017,0.13094923250019672,0.0,0.11742951304876192,0.13383783350985368,0.0,0.12625889911604948,0.11450336900207622,0.23234738294506796,0.0,0.0,0.14467376987799396,0.0,0.0
4,2014-01-10,"[0.         0.13099587 0.         0.1172025  0.1338636  0.
 0.12662509 0.11439387 0.23220776 0.         0.         0.14471131
 0.        ]",1.0136666896161228,1.0107127573786412,0.13099587372725238,0.0,0.11720249678258383,0.13386359820066815,0.0,0.1266250881047302,0.11439387066886016,0.2322077589867373,0.0,0.0,0.1447113135291679,0.0,0.0
5,2014-01-13,"[0.         0.13103978 0.         0.11722067 0.13370963 0.
 0.12677956 0.11438991 0.23230766 0.         0.         0.14455279
 0.        ]",1.0202806687483226,1.0131555218098331,0.13103977566029928,0.0,0.11722067286048991,0.13370963053026935,0.0,0.12677955590010542,0.11438991108383495,0.23230766173753048,0.0,0.0,0.14455279222747058,0.0,0.0
6,2014-01-14,"[0.         0.13082803 0.         0.117453   0.1336599  0.
 0.12681934 0.11433616 0.23255638 0.         0.         0.14434719
 0.        ]",1.0167008529758237,1.0083613639782947,0.13082803279919816,0.0,0.1174530000363718,0.13365989876699672,0.0,0.1268193370201305,0.11433616172196316,0.23255638287430563,0.0,0.0,0.14434718678103406,0.0,0.0
7,2014-01-15,"[0.         0.13083238 0.         0.1174794  0.13348325 0.
 0.1266092  0.11445645 0.23290424 0.         0.         0.14423508
 0.        ]",1.009127301475421,0.9990457041806343,0.13083238280620113,0.0,0.11747940058805792,0.13348324675162976,0.0,0.1266091972402946,0.11445645217810553,0.23290423757894924,0.0,0.0,0.14423508285676168,0.0,0.0
8,2014-01-16,"[0.         0.13040308 0.         0.11792442 0.13358543 0.
 0.12623836 0.11444216 0.23316336 0.         0.         0.14424321
 0.        ]",1.024823688785639,1.0116046012545028,0.13040308000017597,0.0,0.11792441825374267,0.13358542678418203,0.0,0.12623835504184766,0.11444215534268744,0.23316335890066012,0.0,0.0,0.144243205676704,0.0,0.0
9,2014-01-17,"[0.         0.13014122 0.         0.11832594 0.13351307 0.
 0.12578999 0.11452805 0.23356814 0.         0.         0.14413359
 0.        ]",1.0191137228341118,1.011260832232784,0.1301412195260436,0.0,0.11832594266278851,0.1335130747763875,0.0,0.12578999196063648,0.11452804824335887,0.2335681377550063,0.0,0.0,0.14413358507577867,0.0,0.0
10,2014-01-21,"[0.         0.13017182 0.         0.11823315 0.13350058 0.
 0.12574456 0.11452625 0.23360563 0.         0.         0.14421801
 0.        ]",1.0260326561991888,1.0165624768137305,0.13017182289452958,0.0,0.11823315420289165,0.13350057500129808,0.0,0.12574455897121847,0.11452625222008371,0.23360562695365608,0.0,0.0,0.14421800975632235,0.0,0.0
11,2014-01-22,"[0.         0.13009997 0.         0.11824511 0.13351579 0.
 0.12539898 0.11455342 0.23387549 0.         0.         0.14431124
 0.        ]",1.0326587316157099,1.0196196410533807,0.13009997267807755,0.0,0.11824511157214167,0.13351578509370965,0.0,0.12539897529640218,0.11455342063543605,0.233875494277382,0.0,0.0,0.14431124044685098,0.0,0.0
12,2014-01-23,"[0.         0.12981706 0.         0.11854778 0.13363787 0.
 0.12518215 0.11451225 0.23410976 0.         0.         0.14419313
 0.        ]",1.0296090135560985,1.013996349794571,0.12981705686599582,0.0,0.1185477775696286,0.13363786825957172,0.0,0.12518215422913848,0.11451224611113872,0.23410976358949362,0.0,0.0,0.14419313337503295,0.0,0.0
13,2014-01-24,"[0.         0.12929567 0.         0.11881681 0.13376327 0.
 0.12470226 0.11437617 0.23438583 0.         0.         0.14466
 0.        ]",1.0288426841061349,1.0114035274688276,0.12929566503033646,0.0,0.11881681378287615,0.1337632662889804,0.0,0.12470226242936469,0.11437616755227219,0.23438582608807076,0.0,0.0,0.14465999882809943,0.0,0.0
14,2014-01-27,"[0.         0.13017518 0.         0.11814254 0.13365674 0.
 0.12594063 0.11446648 0.23359823 0.         0.         0.14402019
 0.        ]",1.0143117478541768,1.0008179179467325,0.13017517887879484,0.0,0.11814254485747977,0.1336567406396799,0.0,0.12594062623315347,0.11446648381551418,0.23359823155997908,0.0,0.0,0.1440201940153988,0.0,0.0
15,2014-01-28,"[0.         0.13157364 0.         0.11717208 0.13338914 0.
 0.12709689 0.11484914 0.23272667 0.         0.         0.14319243
 0.        ]",0.9840022748544323,0.9767727742783204,0.1315736445873905,0.0,0.1171720823059273,0.13338914075072691,0.0,0.12709688795688168,0.11484914318816507,0.23272666771318284,0.0,0.0,0.14319243349772573,0.0,0.0
16,2014-01-29,"[0.         0.13267472 0.         0.11681244 0.13332718 0.
 0.12796402 0.11533763 0.23211625 0.         0.         0.14176776
 0.        ]",0.9767759422914578,0.9715718567107307,0.1326747179748459,0.0,0.11681244015947581,0.13332718126999835,0.0,0.127964023373474,0.11533763132282082,0.23211625006913206,0.0,0.0,0.1417677558302532,0.0,0.0
17,2014-01-30,"[0.         0.13164829 0.         0.11774876 0.13355904 0.
 0.12765868 0.1150387  0.23254394 0.         0.         0.1418026
 0.        ]",0.9786081946922623,0.9679859583587029,0.13164828519720706,0.0,0.11774876093091408,0.13355903797955612,0.0,0.127658680125362,0.1150387004959546,0.23254394025745104,0.0,0.0,0.14180259501355524,0.0,0.0
18,2014-01-31,"[0.         0.13102909 0.         0.11848696 0.13378205 0.
 0.1264291  0.11518194 0.23343278 0.         0.         0.14165808
 0.        ]",0.9790388726222815,0.965454894409439,0.13102909069623184,0.0,0.1184869627374004,0.13378204891241302,0.0,0.12642909678352002,0.11518194419065726,0.2334327751466089,0.0,0.0,0.1416580815331686,0.0,0.0
19,2014-02-03,"[0.         0.13133164 0.         0.11797237 0.13390467 0.
 0.12716748 0.1150308  0.23290648 0.         0.         0.14168656
 0.        ]",0.9724632503263395,0.9646731664035223,0.13133163994308375,0.0,0.11797236800428315,0.13390466946394602,0.0,0.12716747967824923,0.11503080074401696,0.23290648082034757,0.0,0.0,0.1416865613460735,0.0,0.0
20,2014-02-04,"[0.         0.13131827 0.         0.11832844 0.13389192 0.
 0.12702904 0.11522152 0.23308098 0.         0.         0.14112983
 0.        ]",0.9794407297523245,0.9673765309587894,0.1313182691861297,0.0,0.1183284429304804,0.13389192097390454,0.0,0.1270290445193077,0.11522151657328351,0.23308097946784087,0.0,0.0,0.1411298263490533,0.0,0.0
21,2014-02-05,"[0.         0.13213638 0.         0.11745749 0.13359734 0.
 0.12730373 0.11550425 0.23280561 0.         0.         0.1411952
 0.        ]",0.9561614219925126,0.9454727737258025,0.1321363780638807,0.0,0.11745749405167155,0.13359733518443728,0.0,0.12730372605017795,0.1155042544549786,0.2328056080394787,0.0,0.0,0.14119520415537515,0.0,0.0
22,2014-02-06,"[0.         0.13232991 0.         0.11711912 0.13342138 0.
 0.1277916  0.1154135  0.23242448 0.         0.         0.14150001
 0.        ]",0.9617152150776169,0.9538060211133891,0.13232991128027113,0.0,0.11711911838814676,0.1334213792818608,0.0,0.1277915994904389,0.11541349964873217,0.2324244807565836,0.0,0.0,0.14150001115396652,0.0,0.0
23,2014-02-07,"[0.         0.13286149 0.         0.11660286 0.13350022 0.
 0.12832977 0.11547893 0.23190748 0.         0.         0.14131925
 0.        ]",0.9653263704421833,0.9528766385445737,0.1328614867657495,0.0,0.11660286413989536,0.13350021706899393,0.0,0.12832977333830192,0.1154789294533281,0.2319074753002484,0.0,0.0,0.1413192539334828,0.0,0.0
24,2014-02-10,"[0.         0.13276935 0.         0.11665129 0.13351721 0.
 0.12836356 0.11544044 0.23186468 0.         0.         0.14139346
 0.        ]",0.9717137699370296,0.9615098676406418,0.1327693511181148,0.0,0.11665128706942514,0.13351721293529978,0.0,0.12836356475878333,0.11544044463633273,0.23186467602597713,0.0,0.0,0.14139346345606715,0.0,0.0
25,2014-02-11,"[0.         0.13215582 0.         0.117152   0.13370554 0.
 0.12797202 0.11527428 0.23217516 0.         0.         0.14156519
 0.        ]",0.9747337365589188,0.9637756985818279,0.13215581958335398,0.0,0.117152001018985,0.1337055376350976,0.0,0.12797201895553514,0.1152742753134924,0.23217515751478526,0.0,0.0,0.14156518997875048,0.0,0.0
26,2014-02-12,"[0.         0.13147747 0.         0.11760988 0.1337401  0.
 0.12727426 0.1151481  0.23274427 0.         0.         0.14200591
 0.        ]",0.9812648859705171,0.9641188233625351,0.1314774743322196,0.0,0.11760988433963006,0.13374009999707823,0.0,0.12727426190614433,0.11514810463718163,0.2327442651698514,0.0,0.0,0.14200590961789472,0.0,0.0
27,2014-02-13,"[0.         0.13139501 0.         0.11761801 0.13396575 0.
 0.12781429 0.1149464  0.2324682  0.         0.         0.14179233
 0.        ]",0.9883552800557337,0.9692068072916779,0.1313950077843056,0.0,0.11761801198377722,0.13396575206419448,0.0,0.12781428736272066,0.11494640098144084,0.23246820494380963,0.0,0.0,0.14179233487975165,0.0,0.0
