,Date,Weights,Profit,Base Profit,Volume,PCAR,F,SPAR,OSK,TTNP,NBIX,TECH,BCRX,COHR,BIO,WAT,PKI,cash
0,2014-01-06,"[0.         0.08169626 0.07946308 0.08690549 0.07962607 0.07985664
 0.08436001 0.08411791 0.08975386 0.08213347 0.08136648 0.08450519
 0.08621553]",0.9997999776571989,0.9998000000000002,0.9999999776482582,0.08169625699520111,0.07946307957172394,0.08690548688173294,0.07962606847286224,0.07985664159059525,0.08436001092195511,0.08411791175603867,0.08975385874509811,0.0821334719657898,0.08136647939682007,0.08450518548488617,0.08621552586555481,0.0
1,2014-01-07,"[0.         0.0827203  0.07963248 0.08657623 0.07962923 0.07822157
 0.08438185 0.08399562 0.08935333 0.08274307 0.08138745 0.0844177
 0.08694115]",1.0132369654828188,1.012982974810543,0.005148256646712981,0.0827203020453453,0.0796324834227562,0.08657623082399368,0.07962923496961594,0.07822156697511673,0.08438184857368469,0.08399561792612076,0.08935333043336868,0.0827430710196495,0.08138745278120041,0.08441770076751709,0.08694115281105042,0.0
2,2014-01-08,"[0.         0.08270582 0.07969804 0.08660659 0.07966248 0.07825634
 0.08436342 0.08401171 0.08926868 0.08276539 0.08139027 0.08440107
 0.08687021]",1.068408081159251,1.0672515904733555,0.011757207383328035,0.08270581811666489,0.07969804108142853,0.08660659193992615,0.07966247946023941,0.07825633883476257,0.0843634232878685,0.08401171118021011,0.08926868438720703,0.08276538550853729,0.08139026910066605,0.08440107107162476,0.0868702083826065,0.0
3,2014-01-09,"[0.         0.08271703 0.07953487 0.08640599 0.07970194 0.07879996
 0.08422672 0.08426567 0.0889997  0.08267102 0.08175249 0.08450237
 0.08642223]",1.083075385599217,1.0883053493827068,0.09616185436102032,0.08271703124046326,0.0795348659157753,0.08640598505735397,0.07970193773508072,0.07879995554685593,0.08422672003507614,0.08426567167043686,0.08899969607591629,0.08267102390527725,0.0817524865269661,0.08450236916542053,0.08642222732305527,0.0
4,2014-01-10,"[0.         0.08268042 0.07956835 0.0863061  0.07970364 0.0787094
 0.08432969 0.08434653 0.08901577 0.08263959 0.08168028 0.08451173
 0.08650848]",1.0989506615076094,1.1032150293686651,0.024056278233731753,0.08268041908740997,0.07956834882497787,0.08630610257387161,0.07970363646745682,0.07870940119028091,0.08432968705892563,0.08434652537107468,0.08901577442884445,0.08263958990573883,0.0816802829504013,0.08451173454523087,0.08650847524404526,0.0
5,2014-01-13,"[0.         0.08265301 0.0796044  0.08630978 0.07973291 0.07873112
 0.08435621 0.08436953 0.08892906 0.0826307  0.0816597  0.08448852
 0.08653503]",1.109002592690923,1.1142712023846741,0.016416266127068885,0.08265300840139389,0.07960440218448639,0.0863097757101059,0.07973290979862213,0.07873111963272095,0.08435621112585068,0.08436953276395798,0.08892905712127686,0.0826307013630867,0.0816597044467926,0.08448851853609085,0.0865350291132927,0.0
6,2014-01-14,"[0.         0.08263379 0.07952806 0.08622447 0.07969967 0.07892197
 0.08436473 0.08444683 0.088849   0.08262341 0.08176556 0.08453993
 0.08640257]",1.1216225510293245,1.1292547508563553,0.015039425338216575,0.08263379335403442,0.07952805608510971,0.08622446656227112,0.07969967275857925,0.07892197370529175,0.08436473459005356,0.08444682508707047,0.08884900063276291,0.08262341469526291,0.0817655622959137,0.08453993499279022,0.08640256524085999,0.0
7,2014-01-15,"[0.         0.08272328 0.07949192 0.0862518  0.07964636 0.0788445
 0.08432059 0.08442452 0.08895166 0.08263441 0.081691   0.08451793
 0.08650206]",1.1112249968877141,1.1192217547166954,0.019885912622479646,0.08272328227758408,0.07949192076921463,0.08625179529190063,0.07964635640382767,0.07884450256824493,0.08432058990001678,0.08442451804876328,0.08895166218280792,0.08263441175222397,0.08169100433588028,0.08451792597770691,0.0865020602941513,0.0
8,2014-01-16,"[0.         0.08276221 0.0794939  0.08617502 0.07967246 0.07888737
 0.08429869 0.08450261 0.08891369 0.08255503 0.08173954 0.08455182
 0.08644763]",1.1439229816862504,1.1545091508010763,0.011684549514210562,0.082762211561203,0.07949390262365341,0.08617502450942993,0.07967245578765869,0.07888737320899963,0.08429869264364243,0.08450260758399963,0.0889136865735054,0.08255503326654434,0.08173953741788864,0.08455181866884232,0.08644762635231018,0.0
9,2014-01-17,"[0.         0.08272708 0.07961901 0.08614619 0.07976634 0.07899282
 0.08431568 0.08457948 0.08872353 0.08253875 0.0817389  0.08454932
 0.08630289]",1.136213671119637,1.1436862395262333,0.022881434605507192,0.08272708207368851,0.07961901277303696,0.08614619076251984,0.07976634055376053,0.0789928212761879,0.08431567996740341,0.0845794826745987,0.08872352540493011,0.08253875374794006,0.0817388966679573,0.08454932272434235,0.08630289137363434,0.0
10,2014-01-21,"[0.         0.08272377 0.07963927 0.08608672 0.07975663 0.07899313
 0.08433059 0.08461221 0.08877915 0.08252306 0.08173016 0.0845616
 0.08626372]",1.1415299368757454,1.1498622557926195,0.021368930437418776,0.08272376656532288,0.07963927090167999,0.08608672022819519,0.07975663244724274,0.07899312674999237,0.08433058857917786,0.08461221307516098,0.08877915143966675,0.08252306282520294,0.08173015713691711,0.08456160128116608,0.08626372367143631,0.0
