,Date,Weights,Profit,Base Profit,Volume,FLEX,SANM,IEC,CTS,WAT,COHR,PKI,BIO,JKHY,STRM,UIS,EBIX,cash
0,2014-01-06,"[0.         0.         0.         0.         0.13283071 0.13141876
 0.         0.         0.13087259 0.13713595 0.19204898 0.13619472
 0.13949832]",0.9950000442564487,0.9950000000000002,1.0000000447034836,0.0,0.0,0.0,0.13283070921897888,0.13141876459121704,0.0,0.0,0.13087259232997894,0.13713595271110535,0.19204898178577423,0.13619472086429596,0.13949832320213318,0.0
1,2014-01-07,"[0.         0.         0.         0.         0.13285594 0.131584
 0.         0.         0.13096885 0.13725223 0.19150302 0.13680632
 0.13902965]",1.001244068302289,1.0003477604938065,0.0020191090060705857,0.0,0.0,0.0,0.13285593688488007,0.13158400356769562,0.0,0.0,0.1309688538312912,0.13725222647190094,0.19150301814079285,0.13680632412433624,0.13902965188026428,0.0
2,2014-01-08,"[0.         0.         0.         0.         0.13233931 0.13173616
 0.         0.         0.13121249 0.13748045 0.19073844 0.137497
 0.13899618]",1.0015447980647334,1.0018226251953146,0.009684364956308368,0.0,0.0,0.0,0.13233931362628937,0.131736159324646,0.0,0.0,0.1312124878168106,0.1374804526567459,0.19073843955993652,0.13749699294567108,0.1389961838722229,0.0
3,2014-01-09,"[0.         0.         0.         0.         0.13187747 0.13182819
 0.         0.         0.13140836 0.13765618 0.19021702 0.1380068
 0.13900597]",1.012936404930629,1.0091155126995195,0.005183619787790632,0.0,0.0,0.0,0.13187746703624725,0.1318281888961792,0.0,0.0,0.13140836358070374,0.13765618205070496,0.1902170181274414,0.1380068063735962,0.13900597393512726,0.0
4,2014-01-10,"[0.         0.         0.         0.         0.13125238 0.13194332
 0.         0.         0.13159716 0.13786907 0.1895971  0.13871786
 0.13902318]",1.0223726289698474,1.0149865397547442,0.008962856700092257,0.0,0.0,0.0,0.13125237822532654,0.13194331526756287,0.0,0.0,0.13159716129302979,0.13786907494068146,0.18959710001945496,0.1387178599834442,0.13902318477630615,0.0
5,2014-01-13,"[0.         0.         0.         0.         0.13018253 0.13224189
 0.         0.         0.13205646 0.13827316 0.18830785 0.14002284
 0.1389153 ]",1.0241437385351784,1.0131041759343085,0.008414749403172246,0.0,0.0,0.0,0.13018253445625305,0.132241889834404,0.0,0.0,0.13205645978450775,0.13827316462993622,0.18830785155296326,0.14002284407615662,0.1389153003692627,0.0
6,2014-01-14,"[0.         0.         0.         0.         0.12909034 0.13246158
 0.         0.         0.1324854  0.13857836 0.18723583 0.14126828
 0.13888015]",1.0095271601513023,0.9994121537216983,0.022171607142702072,0.0,0.0,0.0,0.1290903389453888,0.1324615776538849,0.0,0.0,0.13248540461063385,0.1385783553123474,0.18723583221435547,0.1412682831287384,0.1388801485300064,0.0
7,2014-01-15,"[0.109408   0.         0.         0.         0.11373041 0.11803259
 0.         0.         0.11847569 0.12352897 0.16570891 0.12711798
 0.12399741]",1.000983002096651,0.9899614405281325,0.11045038375398122,0.0,0.0,0.0,0.11373040825128555,0.11803258955478668,0.0,0.0,0.11847569048404694,0.12352897226810455,0.16570891439914703,0.12711797654628754,0.12399741262197495,0.10940799862146378
8,2014-01-16,"[0.11182154 0.         0.         0.         0.11075553 0.11776278
 0.         0.         0.11921913 0.12323531 0.1631627  0.12897213
 0.12507088]",1.0180751756585416,1.0054393624329494,0.016743236505027452,0.0,0.0,0.0,0.11075552552938461,0.11776278167963028,0.0,0.0,0.11921913176774979,0.1232353076338768,0.1631626933813095,0.128972128033638,0.12507088482379913,0.11182153970003128
9,2014-01-17,"[0.12737082 0.         0.         0.         0.         0.13226527
 0.         0.         0.136058   0.13890323 0.17574358 0.14788881
 0.14177033]",1.0130114455081412,1.0074862832612355,0.2080815791211062,0.0,0.0,0.0,0.0,0.13226526975631714,0.0,0.0,0.1360580027103424,0.13890323042869568,0.17574357986450195,0.14788880944252014,0.14177033305168152,0.12737081944942474
10,2014-01-21,"[0.         0.         0.         0.         0.15311944 0.13367279
 0.         0.         0.12907925 0.1284319  0.24945822 0.
 0.20623833]",1.014304062634917,1.0083877600377,0.46901701164883364,0.0,0.0,0.0,0.15311944484710693,0.1336727887392044,0.0,0.0,0.12907925248146057,0.12843190133571625,0.2494582235813141,0.0,0.20623832941055298,0.0
11,2014-01-22,"[0.         0.         0.         0.         0.17120588 0.1407434
 0.         0.         0.13737763 0.1407027  0.23881136 0.
 0.17115906]",1.012485179769224,1.0077991729754245,0.10135028228203798,0.0,0.0,0.0,0.17120587825775146,0.1407434046268463,0.0,0.0,0.13737763464450836,0.14070269465446472,0.23881135880947113,0.0,0.1711590588092804,0.0
12,2014-01-23,"[0.         0.         0.         0.         0.15020497 0.12686615
 0.         0.         0.12346044 0.12815021 0.20911592 0.11464313
 0.14755915]",1.0078209712813893,1.0082503500517943,0.23214896371967456,0.0,0.0,0.0,0.15020497143268585,0.1268661469221115,0.0,0.0,0.12346044182777405,0.12815020978450775,0.2091159224510193,0.11464312672615051,0.14755915105342865,0.0
13,2014-01-24,"[0.         0.         0.         0.         0.14834382 0.12766728
 0.         0.         0.1243384  0.12988974 0.20759404 0.11757373
 0.14459303]",1.0105969274806121,1.006068160134092,0.015905579039328488,0.0,0.0,0.0,0.14834381639957428,0.12766727805137634,0.0,0.0,0.12433840334415436,0.12988974153995514,0.20759403705596924,0.11757373064756393,0.1445930302143097,0.0
