,Date,Weights,Profit,Base Profit,MXIM,INTC,KOPN,XLNX,KAMN,LAWS,HDSN,WLFC,CLB,ENSV,RES,HLX,cash
25,2014-02-11,"[0.         0.         0.         0.         0.         0.31736036
 0.         0.15996067 0.12900378 0.         0.         0.
 0.39367519]",0.9622798500355642,1.0021620435418803,0.0,0.0,0.0,0.0,0.31736035824700426,0.0,0.15996067482700096,0.12900377740089364,0.0,0.0,0.0,0.39367518952510117,0.0
26,2014-02-12,"[0.         0.         0.         0.         0.         0.31774264
 0.         0.15958031 0.12865702 0.         0.         0.
 0.39402002]",0.9667073668722858,1.0136544860311578,0.0,0.0,0.0,0.0,0.3177426409280671,0.0,0.15958031425676472,0.12865702219536593,0.0,0.0,0.0,0.3940200226198023,0.0
27,2014-02-13,"[0.         0.         0.         0.         0.         0.32024399
 0.         0.15744422 0.12645697 0.         0.         0.
 0.39585481]",0.9797322447611917,1.02639986994402,0.0,0.0,0.0,0.0,0.3202439934189133,0.0,0.15744422276430156,0.12645697470223458,0.0,0.0,0.0,0.3958548091145504,0.0
28,2014-02-14,"[0.         0.         0.         0.         0.         0.3207718
 0.         0.15695168 0.12600529 0.         0.         0.
 0.39627122]",0.9730975604336604,1.0330195164710143,0.0,0.0,0.0,0.0,0.32077179955248925,0.0,0.15695168464608933,0.12600529289907475,0.0,0.0,0.0,0.39627122290234673,0.0
29,2014-02-18,"[0.         0.         0.         0.         0.         0.32111585
 0.         0.15658351 0.12579158 0.         0.         0.
 0.39650906]",0.9861058832641655,1.0450822688654162,0.0,0.0,0.0,0.0,0.32111585083142224,0.0,0.15658351057053718,0.1257915823750577,0.0,0.0,0.0,0.3965090562229827,0.0
30,2014-02-19,"[0.         0.         0.         0.         0.         0.32122542
 0.         0.15650136 0.12556072 0.         0.         0.
 0.39671249]",0.981590201753859,1.0402989917501138,0.0,0.0,0.0,0.0,0.3212254209565976,0.0,0.15650136378174132,0.12556072281726716,0.0,0.0,0.0,0.39671249244439394,0.0
31,2014-02-20,"[0.         0.         0.         0.         0.         0.32094169
 0.         0.15674431 0.1257967  0.         0.         0.
 0.3965173 ]",0.9661497742300217,1.0476395324649759,0.0,0.0,0.0,0.0,0.32094168861437855,0.0,0.15674430923696198,0.12579669964785167,0.0,0.0,0.0,0.39651730250080774,0.0
32,2014-02-21,"[0.         0.         0.         0.         0.         0.32103634
 0.         0.1566222  0.12578454 0.         0.         0.
 0.39655693]",0.9811465715351715,1.0547913879966273,0.0,0.0,0.0,0.0,0.321036336222206,0.0,0.15662219797734672,0.1257845392634862,0.0,0.0,0.0,0.396556926536961,0.0
33,2014-02-24,"[0.         0.         0.         0.         0.         0.32100912
 0.         0.15666168 0.12579313 0.         0.         0.
 0.39653607]",0.9798300530569084,1.0497602807171156,0.0,0.0,0.0,0.0,0.3210091202138927,0.0,0.15666167804267314,0.1257931339671303,0.0,0.0,0.0,0.3965360677763038,0.0
34,2014-02-25,"[0.         0.         0.         0.         0.         0.32113931
 0.         0.15652069 0.12567281 0.         0.         0.
 0.39666719]",0.9764464802468579,1.0495988233304658,0.0,0.0,0.0,0.0,0.32113931441416926,0.0,0.1565206905181968,0.12567280612298348,0.0,0.0,0.0,0.3966671889446505,0.0
35,2014-02-26,"[0.         0.         0.         0.         0.         0.32183916
 0.         0.15579981 0.12516382 0.         0.         0.
 0.39719721]",0.995617935209511,1.0522405003562811,0.0,0.0,0.0,0.0,0.32183915853795836,0.0,0.15579981407841784,0.12516381568574045,0.0,0.0,0.0,0.39719721169788325,0.0
36,2014-02-27,"[0.         0.         0.         0.         0.         0.32168089
 0.         0.15594759 0.12533004 0.         0.         0.
 0.39704148]",0.9935896809804107,1.040323889468761,0.0,0.0,0.0,0.0,0.3216808924091894,0.0,0.15594758836092235,0.12533004402415127,0.0,0.0,0.0,0.397041475205737,0.0
37,2014-02-28,"[0.         0.         0.         0.         0.         0.32174651
 0.         0.15593411 0.12505806 0.         0.         0.
 0.39726132]",0.9915839346130009,1.0446051991553964,0.0,0.0,0.0,0.0,0.3217465059478809,0.0,0.1559341083079328,0.12505806437859934,0.0,0.0,0.0,0.39726132136558695,0.0
38,2014-03-03,"[0.         0.         0.         0.         0.         0.32166757
 0.         0.15600821 0.12510606 0.         0.         0.
 0.39721816]",1.0062964319571528,1.0477830206473338,0.0,0.0,0.0,0.0,0.3216675702405858,0.0,0.15600820676056573,0.1251060642462227,0.0,0.0,0.0,0.39721815875262567,0.0
39,2014-03-04,"[0.         0.         0.         0.         0.         0.32205431
 0.         0.15564228 0.12471319 0.         0.         0.
 0.39759022]",0.9984023888727536,1.0453594721348325,0.0,0.0,0.0,0.0,0.3220543085167466,0.0,0.15564228173061914,0.12471319326405984,0.0,0.0,0.0,0.39759021648857445,0.0
40,2014-03-05,"[0.         0.         0.         0.         0.         0.32159349
 0.         0.15607884 0.1251455  0.         0.         0.
 0.39718217]",1.0132879364820015,1.0526311991889383,0.0,0.0,0.0,0.0,0.32159349476219046,0.0,0.15607883693617347,0.12514549848039772,0.0,0.0,0.0,0.39718216982123833,0.0
41,2014-03-06,"[0.         0.         0.         0.         0.         0.32151874
 0.         0.15617384 0.12514581 0.         0.         0.
 0.39716161]",1.0117080759458357,1.0616418575672963,0.0,0.0,0.0,0.0,0.3215187354576372,0.0,0.15617384301450052,0.12514580693716523,0.0,0.0,0.0,0.39716161459069704,0.0
42,2014-03-07,"[0.         0.         0.         0.         0.         0.32138927
 0.         0.15630212 0.1252339  0.         0.         0.
 0.39707471]",1.0079623776696245,1.0621141666098945,0.0,0.0,0.0,0.0,0.3213892714869243,0.0,0.15630212051196032,0.1252338992077339,0.0,0.0,0.0,0.39707470879338147,0.0
43,2014-03-10,"[0.         0.         0.         0.         0.         0.32185244
 0.         0.15584205 0.1248146  0.         0.         0.
 0.39749091]",1.0204409121630416,1.079934729811182,0.0,0.0,0.0,0.0,0.32185244471078,0.0,0.15584204505751398,0.12481459768808519,0.0,0.0,0.0,0.39749091254362096,0.0
44,2014-03-11,"[0.         0.         0.         0.         0.         0.32230345
 0.         0.15537183 0.12444939 0.         0.         0.
 0.39787532]",1.0172821188181909,1.0784278035100467,0.0,0.0,0.0,0.0,0.32230345383959824,0.0,0.15537183388758902,0.12444938879690622,0.0,0.0,0.0,0.3978753234759065,0.0
45,2014-03-12,"[0.         0.         0.         0.         0.         0.32232228
 0.         0.1553429  0.12445322 0.         0.         0.
 0.3978816 ]",1.024132573824143,1.0825500474600973,0.0,0.0,0.0,0.0,0.3223222817487282,0.0,0.15534289659463416,0.12445322050215382,0.0,0.0,0.0,0.3978816011544838,0.0
46,2014-03-13,"[0.         0.         0.         0.         0.         0.32186181
 0.         0.15580319 0.12480913 0.         0.         0.
 0.39752587]",1.0070593134485837,1.0677932790615972,0.0,0.0,0.0,0.0,0.32186181212837295,0.0,0.1558031931575434,0.12480912544771196,0.0,0.0,0.0,0.3975258692663717,0.0
47,2014-03-14,"[0.         0.         0.         0.         0.         0.32173297
 0.         0.15596342 0.1248174  0.         0.         0.
 0.39748621]",1.0118397756448343,1.080273022380179,0.0,0.0,0.0,0.0,0.3217329710914734,0.0,0.1559634241242133,0.12481739898051133,0.0,0.0,0.0,0.39748620580380195,0.0
48,2014-03-17,"[0.         0.         0.         0.         0.         0.32125347
 0.         0.15645171 0.12508504 0.         0.         0.
 0.39720979]",0.9817467796334924,1.0547096461613588,0.0,0.0,0.0,0.0,0.3212534654769353,0.0,0.15645170626023377,0.12508503571760587,0.0,0.0,0.0,0.3972097925452251,0.0
49,2014-03-18,"[0.         0.         0.         0.         0.         0.32130885
 0.         0.15635681 0.12506004 0.         0.         0.
 0.3972743 ]",0.9978694034505268,1.0694855187060044,0.0,0.0,0.0,0.0,0.3213088508359707,0.0,0.15635680861907195,0.12506003794981022,0.0,0.0,0.0,0.397274302595147,0.0
50,2014-03-19,"[0.         0.         0.         0.         0.         0.32133135
 0.         0.15631375 0.1251351  0.         0.         0.
 0.39721979]",1.0063027303989402,1.070629014307286,0.0,0.0,0.0,0.0,0.3213313518325607,0.0,0.1563137489312452,0.12513510427414884,0.0,0.0,0.0,0.39721979496204535,0.0
51,2014-03-20,"[0.         0.         0.         0.         0.         0.32127011
 0.         0.15636556 0.12532113 0.         0.         0.
 0.3970432 ]",1.0101496974143482,1.07781423584013,0.0,0.0,0.0,0.0,0.3212701138365405,0.0,0.15636555959326823,0.1253211312325485,0.0,0.0,0.0,0.3970431953376427,0.0
52,2014-03-21,"[0.         0.         0.         0.         0.         0.32136442
 0.         0.15628237 0.12535384 0.         0.         0.
 0.39699937]",1.0197524175666415,1.0845178280051666,0.0,0.0,0.0,0.0,0.32136442481545197,0.0,0.15628236693299444,0.12535384173727432,0.0,0.0,0.0,0.39699936651427925,0.0
53,2014-03-24,"[0.         0.         0.         0.         0.         0.32109199
 0.         0.15656572 0.12561216 0.         0.         0.
 0.39673013]",1.0130288163795536,1.093016715683258,0.0,0.0,0.0,0.0,0.321091986434771,0.0,0.15656572016269935,0.125612158582234,0.0,0.0,0.0,0.39673013482029573,0.0
54,2014-03-25,"[0.         0.         0.         0.         0.         0.32126061
 0.         0.15636494 0.12557308 0.         0.         0.
 0.39680137]",1.0136097555152646,1.0873859713869032,0.0,0.0,0.0,0.0,0.32126061132808015,0.0,0.15636493997390158,0.12557307761465364,0.0,0.0,0.0,0.39680137108336455,0.0
55,2014-03-26,"[0.         0.         0.         0.         0.         0.32105829
 0.         0.15660669 0.12559278 0.         0.         0.
 0.39674224]",1.0022867548793433,1.0913287130038174,0.0,0.0,0.0,0.0,0.32105828755350196,0.0,0.15660669012886222,0.1255927797509968,0.0,0.0,0.0,0.396742242566639,0.0
56,2014-03-27,"[0.         0.         0.         0.         0.         0.32123717
 0.         0.15641926 0.12543676 0.         0.         0.
 0.39690681]",1.0051112600752403,1.0829695167298157,0.0,0.0,0.0,0.0,0.3212371743030953,0.0,0.15641925504368287,0.1254367600912148,0.0,0.0,0.0,0.3969068105620071,0.0
57,2014-03-28,"[0.         0.         0.         0.         0.         0.32116003
 0.         0.15649921 0.12540875 0.         0.         0.
 0.39693201]",0.9865371007094942,1.073071220128653,0.0,0.0,0.0,0.0,0.321160026188201,0.0,0.15649921310284137,0.1254087521863798,0.0,0.0,0.0,0.3969320085225778,0.0
58,2014-03-31,"[0.         0.         0.         0.         0.         0.32105643
 0.         0.15657926 0.12557861 0.         0.         0.
 0.3967857 ]",0.9950807615249991,1.0791540665450594,0.0,0.0,0.0,0.0,0.32105643441382564,0.0,0.156579262489954,0.12557860711602006,0.0,0.0,0.0,0.3967856959802002,0.0
59,2014-04-01,"[0.         0.         0.         0.         0.         0.32490625
 0.         0.15732525 0.11456762 0.         0.         0.
 0.40320088]",1.0010565295446385,1.0829956984112765,0.0,0.0,0.0,0.0,0.3249062460541745,0.0,0.15732525161363922,0.11456762468346153,0.0,0.0,0.0,0.4032008776487248,0.0
60,2014-04-02,"[0.         0.         0.         0.         0.         0.32269136
 0.         0.15816167 0.11879483 0.         0.         0.
 0.40035215]",1.0049870481994672,1.0837630724640759,0.0,0.0,0.0,0.0,0.3226913551582332,0.0,0.1581616670206874,0.11879482563419004,0.0,0.0,0.0,0.4003521521868894,0.0
61,2014-04-03,"[0.         0.         0.         0.         0.         0.32245238
 0.         0.15809889 0.12018236 0.         0.         0.
 0.39926636]",1.0174307186900071,1.089728404532566,0.0,0.0,0.0,0.0,0.32245238456581427,0.0,0.15809888865212451,0.12018236315526093,0.0,0.0,0.0,0.3992663636268002,0.0
62,2014-04-04,"[0.         0.         0.         0.         0.         0.32301131
 0.         0.15725426 0.12110959 0.         0.         0.
 0.39862484]",1.0205054841465344,1.0878592358704475,0.0,0.0,0.0,0.0,0.32301130790197125,0.0,0.15725426142817703,0.12110959155005084,0.0,0.0,0.0,0.3986248391198009,0.0
63,2014-04-07,"[0.         0.         0.         0.         0.         0.32343526
 0.         0.15705178 0.12071741 0.         0.         0.
 0.39879555]",1.03221111670133,1.0892458630422415,0.0,0.0,0.0,0.0,0.3234352580991425,0.0,0.15705177511833687,0.12071741493026118,0.0,0.0,0.0,0.39879555185225946,0.0
64,2014-04-08,"[0.         0.         0.         0.         0.         0.32268173
 0.         0.15842761 0.11938826 0.         0.         0.
 0.3995024 ]",0.9940137735440695,1.069688950851538,0.0,0.0,0.0,0.0,0.3226817254529217,0.0,0.15842761152871032,0.1193882631578346,0.0,0.0,0.0,0.39950239986053354,0.0
65,2014-04-09,"[0.         0.         0.         0.         0.         0.3219801
 0.         0.15975061 0.11749527 0.         0.         0.
 0.40077403]",0.9814172902550243,1.0663245955176606,0.0,0.0,0.0,0.0,0.3219800956943054,0.0,0.15975060740887054,0.1174952702953,0.0,0.0,0.0,0.40077402660152406,0.0
66,2014-04-10,"[0.         0.         0.         0.         0.         0.32160989
 0.         0.15985567 0.11769268 0.         0.         0.
 0.40084176]",0.9964227675925873,1.070916890482738,0.0,0.0,0.0,0.0,0.321609886602585,0.0,0.15985567044000762,0.11769267866459501,0.0,0.0,0.0,0.4008417642928123,0.0
67,2014-04-11,"[0.         0.         0.         0.         0.         0.32129625
 0.         0.16007187 0.11789711 0.         0.         0.
 0.40073477]",1.0043855431872197,1.0800202716255622,0.0,0.0,0.0,0.0,0.32129624575936216,0.0,0.16007187433971456,0.11789711266868895,0.0,0.0,0.0,0.4007347672322343,0.0
68,2014-04-14,"[0.         0.         0.         0.         0.         0.32106645
 0.         0.16039516 0.11759185 0.         0.         0.
 0.40094655]",0.9767795962879691,1.0578672175438584,0.0,0.0,0.0,0.0,0.3210664467808552,0.0,0.1603951550458475,0.11759184930466306,0.0,0.0,0.0,0.40094654886863407,0.0
69,2014-04-15,"[0.         0.         0.         0.         0.         0.32054054
 0.         0.16104966 0.11722804 0.         0.         0.
 0.40118175]",0.9884609550755719,1.0613785967956477,0.0,0.0,0.0,0.0,0.3205405415988828,0.0,0.16104966166713866,0.11722804450890417,0.0,0.0,0.0,0.4011817522250744,0.0
70,2014-04-16,"[0.         0.         0.         0.         0.         0.32099113
 0.         0.16039167 0.11757589 0.         0.         0.
 0.40104131]",0.9916291640183608,1.0619531483995828,0.0,0.0,0.0,0.0,0.3209911319101928,0.0,0.16039167176078817,0.1175758852955275,0.0,0.0,0.0,0.40104131103349144,0.0
71,2014-04-17,"[0.         0.         0.         0.         0.         0.32176837
 0.         0.15965781 0.11742544 0.         0.         0.
 0.40114838]",1.005630931175125,1.0677870570935553,0.0,0.0,0.0,0.0,0.3217683650849949,0.0,0.15965780817198483,0.11742544497107994,0.0,0.0,0.0,0.4011483817719404,0.0
72,2014-04-21,"[0.         0.         0.         0.         0.         0.32234372
 0.         0.15924231 0.11718459 0.         0.         0.
 0.40122938]",1.0038580631220653,1.0717132463120627,0.0,0.0,0.0,0.0,0.3223437230112629,0.0,0.15924230705315262,0.11718458873293593,0.0,0.0,0.0,0.4012293812026485,0.0
73,2014-04-22,"[0.         0.         0.         0.         0.         0.32182605
 0.         0.16011229 0.11660492 0.         0.         0.
 0.40145675]",1.0135567408024302,1.0834753375130837,0.0,0.0,0.0,0.0,0.32182604645878954,0.0,0.16011228765261928,0.11660491741477604,0.0,0.0,0.0,0.4014567484738151,0.0
74,2014-04-23,"[0.         0.         0.         0.         0.         0.32253189
 0.         0.15926314 0.11657323 0.         0.         0.
 0.40163173]",1.039799770976835,1.0868134665817617,0.0,0.0,0.0,0.0,0.3225318934805239,0.0,0.15926313893093258,0.11657323349413846,0.0,0.0,0.0,0.40163173409440495,0.0
75,2014-04-24,"[0.         0.         0.         0.         0.         0.32334975
 0.         0.1582459  0.11682002 0.         0.         0.
 0.40158434]",1.0245114061053322,1.083861586524868,0.0,0.0,0.0,0.0,0.3233497457263689,0.0,0.15824589515910886,0.11682001722576453,0.0,0.0,0.0,0.4015843418887577,0.0
76,2014-04-25,"[0.         0.         0.         0.         0.         0.32503298
 0.         0.15613915 0.1174508  0.         0.         0.
 0.40137707]",1.0485516741600895,1.0871573781533284,0.0,0.0,0.0,0.0,0.32503297562909333,0.0,0.1561391520596254,0.11745079929793086,0.0,0.0,0.0,0.40137707301335046,0.0
77,2014-04-28,"[0.         0.         0.         0.         0.         0.32903172
 0.         0.15085402 0.11938786 0.         0.         0.
 0.4007264 ]",1.0436767548523467,1.0737373494714295,0.0,0.0,0.0,0.0,0.32903171783914975,0.0,0.1508540247763972,0.11938785861222122,0.0,0.0,0.0,0.4007263987722319,0.0
78,2014-04-29,"[0.         0.         0.         0.         0.         0.32807554
 0.         0.15215718 0.12027416 0.         0.         0.
 0.39949312]",1.042920966252984,1.0666009086743902,0.0,0.0,0.0,0.0,0.3280755394477297,0.0,0.15215717953847097,0.12027416446251418,0.0,0.0,0.0,0.3994931165512851,0.0
79,2014-04-30,"[0.         0.         0.         0.         0.         0.32934901
 0.         0.15099115 0.11990537 0.         0.         0.
 0.39975446]",1.0379615731547895,1.0620867250205581,0.0,0.0,0.0,0.0,0.32934901044748643,0.0,0.15099115442751743,0.1199053715428317,0.0,0.0,0.0,0.3997544635821644,0.0
80,2014-05-01,"[0.         0.         0.         0.         0.         0.33484204
 0.         0.14556248 0.11776747 0.         0.         0.
 0.40182801]",1.049396697443001,1.0600320365082432,0.0,0.0,0.0,0.0,0.33484203855934164,0.0,0.14556247748055565,0.1177674736215201,0.0,0.0,0.0,0.4018280103385827,0.0
81,2014-05-02,"[0.         0.         0.         0.         0.         0.33801382
 0.         0.14244272 0.11699085 0.         0.         0.
 0.40255261]",1.0594988147159683,1.0668008872761754,0.0,0.0,0.0,0.0,0.33801381941262754,0.0,0.142442719008701,0.1169908538823154,0.0,0.0,0.0,0.40255260769635604,0.0
82,2014-05-05,"[0.         0.         0.         0.         0.         0.33877526
 0.         0.14251212 0.1157264  0.         0.         0.
 0.40298621]",1.0473425991952912,1.0554913127110297,0.0,0.0,0.0,0.0,0.3387752629231014,0.0,0.14251212461650856,0.11572640147547801,0.0,0.0,0.0,0.40298621098491205,0.0
83,2014-05-06,"[0.         0.         0.         0.         0.         0.33450668
 0.         0.14690155 0.11705983 0.         0.         0.
 0.40153194]",1.040898565421064,1.0638552725000034,0.0,0.0,0.0,0.0,0.3345066813385211,0.0,0.14690154993307905,0.11705982502555692,0.0,0.0,0.0,0.40153194370284295,0.0
84,2014-05-07,"[0.         0.         0.         0.         0.         0.32974391
 0.         0.15178615 0.11803638 0.         0.         0.
 0.40043355]",1.041920671349278,1.067778808769695,0.0,0.0,0.0,0.0,0.32974390773306556,0.0,0.1517861537902376,0.11803638480616738,0.0,0.0,0.0,0.40043355367052935,0.0
85,2014-05-08,"[0.         0.         0.         0.         0.         0.32546858
 0.         0.15706367 0.11620722 0.         0.         0.
 0.40126052]",1.0358911325660571,1.0689423049533986,0.0,0.0,0.0,0.0,0.32546858364352504,0.0,0.1570636733727515,0.11620722360829111,0.0,0.0,0.0,0.40126051937543245,0.0
86,2014-05-09,"[0.         0.         0.         0.         0.         0.32539968
 0.         0.15614536 0.11716895 0.         0.         0.
 0.40128601]",1.036074251632141,1.0683970389578588,0.0,0.0,0.0,0.0,0.32539967586252755,0.0,0.15614536148994335,0.11716895193050145,0.0,0.0,0.0,0.40128601071702774,0.0
87,2014-05-12,"[0.         0.         0.         0.         0.         0.32434008
 0.         0.1577386  0.11583773 0.         0.         0.
 0.40208358]",1.0170689290018065,1.0632834629164007,0.0,0.0,0.0,0.0,0.32434008302461165,0.0,0.15773860263508288,0.11583773194311311,0.0,0.0,0.0,0.4020835823971924,0.0
88,2014-05-13,"[0.         0.         0.         0.         0.         0.3247026
 0.         0.15670946 0.11676865 0.         0.         0.
 0.40181929]",1.02930680255479,1.0588959285710398,0.0,0.0,0.0,0.0,0.32470259643487287,0.0,0.15670946389253956,0.11676865435193015,0.0,0.0,0.0,0.4018192853206574,0.0
