,Date,Weights,Profit,Base Profit,LAWS,KAMN,WLFC,HDSN,XLNX,MXIM,KOPN,INTC,NBIX,BCRX,TTNP,TECH,cash
1176,2018-09-06,"[0.         0.         0.12203651 0.16349837 0.12527875 0.
 0.         0.19815212 0.14365385 0.         0.12933835 0.
 0.11804206]",1.631761935966296,2.213653949024568,0.0,0.12203650839690856,0.16349837426980543,0.12527874534051175,0.0,0.0,0.19815211699812263,0.1436538485503845,0.0,0.12933834510105388,0.0,0.11804206134321323,0.0
1177,2018-09-07,"[0.         0.         0.12140905 0.16310707 0.12529085 0.
 0.         0.19827261 0.14423642 0.         0.12970275 0.
 0.11798126]",1.625852548263849,2.187720406479466,0.0,0.12140904527045776,0.16310706731191052,0.12529085079832353,0.0,0.0,0.19827260695539328,0.1442364243283429,0.0,0.12970274665836865,0.0,0.11798125867720326,0.0
1178,2018-09-10,"[0.         0.         0.12159295 0.16320341 0.12543613 0.
 0.         0.19821489 0.14382895 0.         0.1295264  0.
 0.11819726]",1.591319336348162,2.165845163484316,0.0,0.12159294900959157,0.1632034111828791,0.12543613109564938,0.0,0.0,0.1982148910340758,0.14382895014951416,0.0,0.12952640301185847,0.0,0.1181972645164315,0.0
1179,2018-09-11,"[0.         0.         0.12121896 0.16310978 0.12552822 0.
 0.         0.19824203 0.14400753 0.         0.12966321 0.
 0.11823027]",1.588966317963803,2.1464254792835606,0.0,0.12121896385608122,0.16310977555194614,0.12552822071975903,0.0,0.0,0.198242029146068,0.14400753001435512,0.0,0.12966320777527648,0.0,0.11823027293651399,0.0
1180,2018-09-12,"[0.         0.         0.12127048 0.16324486 0.12570035 0.
 0.         0.19823461 0.14359487 0.         0.12951858 0.
 0.11843626]",1.5832208943328823,2.1307748203718804,0.0,0.12127047994792076,0.16324485698383845,0.12570034731021237,0.0,0.0,0.19823460592701753,0.14359486921678924,0.0,0.1295185769053837,0.0,0.11843626370883799,0.0
1181,2018-09-13,"[0.         0.         0.12113087 0.16362987 0.12625484 0.
 0.         0.19829768 0.1425588  0.         0.12914033 0.
 0.11898761]",1.5455565465190884,2.142982658133077,0.0,0.12113087031687798,0.1636298703558975,0.12625483763227138,0.0,0.0,0.19829768443548176,0.14255879679255565,0.0,0.1291403315132039,0.0,0.11898760895371194,0.0
1182,2018-09-14,"[0.         0.         0.12069169 0.16324853 0.12596178 0.
 0.         0.19831786 0.14356554 0.         0.12958261 0.
 0.118632  ]",1.53883670326293,2.178148663616471,0.0,0.12069168836189569,0.16324852865483064,0.12596178034176336,0.0,0.0,0.1983178572761716,0.14356553559112234,0.0,0.12958261157638606,0.0,0.11863199819783028,0.0
1183,2018-09-17,"[0.         0.         0.12042936 0.16292565 0.12566285 0.
 0.         0.19835088 0.14439238 0.         0.12991069 0.
 0.11832818]",1.5188599295534613,2.1331693826432887,0.0,0.12042936078871185,0.16292565265178985,0.12566285178147454,0.0,0.0,0.1983508768688979,0.1443923823790875,0.0,0.12991069313025425,0.0,0.11832818239978413,0.0
1184,2018-09-18,"[0.         0.         0.12038393 0.16273122 0.1255621  0.
 0.         0.19835244 0.14465649 0.         0.13004247 0.
 0.11827135]",1.5074381897778717,2.1167182035063417,0.0,0.12038392655969835,0.16273122046862776,0.1255620997380923,0.0,0.0,0.19835244207796557,0.14465648553413446,0.0,0.13004247086973408,0.0,0.11827135475174748,0.0
1185,2018-09-19,"[0.         0.         0.11963628 0.16268872 0.12584792 0.
 0.         0.19853071 0.14469003 0.         0.1301928  0.
 0.11841353]",1.5222041503406327,2.1001443950565593,0.0,0.11963628289136116,0.16268872295302705,0.1258479178449069,0.0,0.0,0.19853070625713945,0.14469003389462784,0.0,0.1301928012488618,0.0,0.11841353491007588,0.0
1186,2018-09-20,"[0.         0.         0.11982937 0.1625801  0.12577353 0.
 0.         0.198523   0.14465485 0.         0.13021423 0.
 0.11842491]",1.5344310918194595,2.1372426771246995,0.0,0.11982937451639726,0.16258009752199812,0.1257735326398564,0.0,0.0,0.1985230036845316,0.14465485263648922,0.0,0.1302142318600593,0.0,0.11842490714066811,0.0
1187,2018-09-21,"[0.         0.         0.1194535  0.16243324 0.12594453 0.
 0.         0.19859923 0.14464086 0.         0.13036988 0.
 0.11855877]",1.563606968101381,2.1274774334410615,0.0,0.11945349893176836,0.16243323874355567,0.12594452997297909,0.0,0.0,0.1985992278060752,0.14464085500937332,0.0,0.1303698802059435,0.0,0.11855876933030496,0.0
1188,2018-09-24,"[0.         0.         0.11881532 0.16239769 0.12621837 0.
 0.         0.19876296 0.14457545 0.         0.13046233 0.
 0.11876788]",1.5608212155041636,2.142196145277662,0.0,0.11881531793057622,0.16239768733132276,0.12621837301054506,0.0,0.0,0.19876296339061297,0.14457544857183446,0.0,0.13046233189984663,0.0,0.11876787786526181,0.0
1189,2018-09-25,"[0.         0.         0.11575225 0.16250551 0.12765134 0.
 0.         0.19935206 0.14430561 0.         0.13074851 0.
 0.11968471]",1.5800887929455159,2.136720166538263,0.0,0.11575225250639892,0.16250551114791079,0.12765134287390179,0.0,0.0,0.19935205982347834,0.14430561202979594,0.0,0.13074850911336347,0.0,0.11968471250515071,0.0
1190,2018-09-26,"[0.         0.         0.11631542 0.16226638 0.12718675 0.
 0.         0.19916336 0.144654   0.         0.13084207 0.
 0.11957202]",1.5863154194334406,2.142080773109376,0.0,0.11631541575414067,0.16226638350776593,0.12718675117777492,0.0,0.0,0.19916335687739703,0.14465400095986847,0.0,0.13084207161938632,0.0,0.11957202010366673,0.0
1191,2018-09-27,"[0.         0.         0.11616556 0.16198577 0.12703588 0.
 0.         0.19922685 0.14506757 0.         0.1310991  0.
 0.11941927]",1.6085402142618737,2.1629017767850134,0.0,0.11616556045455813,0.16198576502018575,0.12703587975056757,0.0,0.0,0.19922685186781341,0.1450675680561434,0.0,0.13109910295636723,0.0,0.1194192718943646,0.0
1192,2018-09-28,"[0.         0.         0.11606929 0.16158391 0.12661914 0.
 0.         0.1992363  0.14603794 0.         0.1314785  0.
 0.11897492]",1.5801042887216676,2.14532901127538,0.0,0.11606928571353646,0.1615839111076767,0.1266191448425674,0.0,0.0,0.19923630061369865,0.14603793613130805,0.0,0.1314785040317527,0.0,0.11897491755946007,0.0
1193,2018-10-01,"[0.         0.         0.11921817 0.16127127 0.12482268 0.
 0.         0.19873517 0.1468338  0.         0.13140417 0.
 0.11771474]",1.5895524481353656,2.135589421594711,0.0,0.11921817147058703,0.16127127199931232,0.12482267659434135,0.0,0.0,0.19873517012329958,0.14683379751243295,0.0,0.13140417095488027,0.0,0.11771474134514653,0.0
1194,2018-10-02,"[0.         0.         0.12045629 0.16178606 0.12513355 0.
 0.         0.1986251  0.14485805 0.         0.13075568 0.
 0.11838526]",1.606011806626887,2.1780676501094365,0.0,0.12045629464609608,0.1617860642335635,0.1251335499869659,0.0,0.0,0.19862510474060802,0.14485804925132356,0.0,0.13075567747032207,0.0,0.11838525967112085,0.0
1195,2018-10-03,"[0.         0.         0.12097316 0.16188731 0.12514278 0.
 0.         0.19856558 0.14437324 0.         0.13053869 0.
 0.11851925]",1.5663944258667462,2.1664804702738256,0.0,0.12097316177273919,0.1618873064562692,0.12514278284617564,0.0,0.0,0.1985655773843777,0.14437323710869857,0.0,0.13053868653364945,0.0,0.11851924789809037,0.0
