,Date,Weights,Profit,Base Profit,Volume,TRC,CIGI,FRPH,CTO,SANM,FLEX,CTS,IEC,SPAR,OSK,F,PCAR,cash
0,2014-01-06,"[0.07640622 0.11138166 0.07874163 0.09862848 0.         0.07946334
 0.         0.08779612 0.08784535 0.11455802 0.09315927 0.09595478
 0.07606514]",0.9999999999907638,0.9999999999917251,0.9235937805191847,0.11138165717545429,0.07874162522257484,0.0986284798083351,0.0,0.07946334122416576,0.0,0.08779612264100325,0.08784534548292962,0.11455802301016936,0.09315926717784845,0.09595477635267616,0.07606514242402786,0.07640621948081514
1,2014-01-07,"[0.         0.12274862 0.08390543 0.10746287 0.         0.08507745
 0.         0.09422425 0.09422956 0.12662038 0.10037938 0.10433982
 0.08101223]",1.009626958751816,1.0068408954527575,0.07640621948010937,0.12274862375628781,0.08390543078656279,0.10746287127438608,0.0,0.08507745320316812,0.0,0.09422424887953437,0.09422955815066282,0.126620383411851,0.10037938242035502,0.10433982107653841,0.08101222704065351,0.0
2,2014-01-08,"[0.         0.12341968 0.08398551 0.10749969 0.         0.08501619
 0.         0.09393595 0.09371497 0.12706467 0.10025746 0.10437653
 0.08072935]",1.0030729302626553,1.00179233954211,0.010794493667506145,0.12341968031497953,0.08398551049645352,0.10749968672757979,0.0,0.08501618534103944,0.0,0.0939359510370966,0.0937149710066626,0.12706467305694452,0.10025746086604709,0.10437652792671298,0.08072935322648396,0.0
3,2014-01-09,"[0.         0.12280459 0.08403193 0.10756778 0.         0.08497059
 0.         0.09385256 0.09437809 0.12743533 0.10009645 0.10432859
 0.08053409]",1.0065264651846664,1.0043723708581385,0.011038694924602067,0.12280459153289222,0.08403193048088203,0.10756778469181007,0.0,0.08497058715815028,0.0,0.09385255707890827,0.09437808890549856,0.1274353282034251,0.10009644589596839,0.10432859390925778,0.08053409214320731,0.0
4,2014-01-10,"[0.         0.12308251 0.08462268 0.10765787 0.         0.08513999
 0.         0.09366684 0.09403454 0.12737822 0.10032507 0.10384427
 0.08024801]",1.009967615127353,1.0063389937741753,0.006436565627356556,0.12308250666177255,0.08462267501131222,0.10765787325360263,0.0,0.08513999363532551,0.0,0.09366684221664459,0.09403454158570003,0.12737822013339425,0.100325065591007,0.10384426847282041,0.08024801343842067,0.0
5,2014-01-13,"[0.         0.12341768 0.08492424 0.10740421 0.         0.08541842
 0.         0.09346938 0.09387657 0.12758437 0.10032013 0.1037037
 0.0798813 ]",1.0078761115332624,1.0048676791537583,0.012072224440727,0.12341768065809154,0.08492423527056153,0.10740421071307882,0.0,0.08541842143536295,0.0,0.09346938238736607,0.09387656581160177,0.12758436531670986,0.10032013300861774,0.1037037032007535,0.07988130219785632,0.0
6,2014-01-14,"[0.         0.1231787  0.08580389 0.10727045 0.         0.08541991
 0.         0.09327277 0.09415309 0.12778374 0.10044829 0.10324566
 0.0794235 ]",0.9992716887988548,0.9979700751629474,0.011570135317212854,0.1231786968941691,0.08580389253378756,0.10727045245248515,0.0,0.08541990806274086,0.0,0.0932727670154511,0.09415309471899758,0.1277837417542938,0.10044829370905087,0.1032456569727976,0.07942349588622634,0.0
7,2014-01-15,"[0.         0.12288503 0.08708217 0.10742695 0.         0.08565896
 0.         0.09258554 0.09458159 0.12786813 0.10069427 0.1025677
 0.07864967]",0.983501783730364,0.9883149807815066,0.01820545087846269,0.1228850259220898,0.087082166946998,0.10742694890613105,0.0,0.08565895533627549,0.0,0.09258554244240681,0.09458159116481617,0.1278681339490801,0.100694266248613,0.10256769582959487,0.07864967325399469,0.0
8,2014-01-16,"[0.         0.1232003  0.08937618 0.10722495 0.         0.08595107
 0.         0.09192103 0.09529878 0.12832889 0.10016114 0.10092263
 0.07761502]",0.9964559264808813,0.9965416712107901,0.016350288984490265,0.12320030278273515,0.08937617853187463,0.10722495125858453,0.0,0.08595106933424967,0.0,0.0919210319202334,0.09529878156023608,0.12832888845036403,0.100161140794884,0.1009226324732569,0.07761502289358159,0.0
9,2014-01-17,"[0.         0.12183851 0.09322762 0.10767928 0.         0.08546894
 0.         0.09097727 0.09597666 0.12879954 0.10061117 0.09889316
 0.07652785]",1.0095565849877,1.0074884744145767,0.01276553837979744,0.12183851256926218,0.09322761513485167,0.10767928142607978,0.0,0.0854689384335447,0.0,0.09097726515383774,0.09597666399895578,0.12879953932295526,0.10061116959407948,0.09889315974992594,0.07652785461650735,0.0
10,2014-01-21,"[0.         0.15076359 0.11430086 0.07740935 0.         0.10986018
 0.         0.08524643 0.08314878 0.1364725  0.         0.1250443
 0.117754  ]",1.0138469282291882,1.009325856695464,0.30146336853952127,0.1507635929294064,0.11430086272389546,0.07740935028863445,0.0,0.10986017877112483,0.0,0.08524643478065115,0.08314877931077906,0.13647249945645695,0.0,0.12504430242799974,0.11775399931105192,0.0
11,2014-01-22,"[0.         0.13869899 0.07787383 0.10005279 0.         0.08067544
 0.         0.10424734 0.08902646 0.11035285 0.08700405 0.10712048
 0.10494777]",1.01386750036223,1.007790392968897,0.2777803579285447,0.13869899322825077,0.0778738309278159,0.10005278882103473,0.0,0.08067543766757194,0.0,0.10424733819058327,0.08902645945429694,0.11035285414040681,0.08700405282463475,0.10712047955863715,0.10494776518676768,0.0
