,Date,Weights,Profit,Base Profit,Volume,MSI,VSAT,BKTI,SCON,GL,CIA,FFG,AAME,WLFC,KAMN,HDSN,LAWS,cash
0,2014-01-06,"[0.         0.13579786 0.         0.         0.         0.20660496
 0.14366154 0.13004635 0.13442253 0.         0.13347897 0.11598781
 0.        ]",0.9950000221282244,0.9950000000000002,1.0000000223517418,0.13579785823822021,0.0,0.0,0.0,0.2066049575805664,0.14366154372692108,0.13004635274410248,0.13442252576351166,0.0,0.13347896933555603,0.11598781496286392,0.0,0.0
1,2014-01-07,"[0.         0.1354557  0.         0.         0.         0.20709266
 0.14397186 0.13055089 0.1339334  0.         0.13314722 0.11584822
 0.        ]",0.9955325998522784,1.000555149624572,0.002592158170082158,0.13545569777488708,0.0,0.0,0.0,0.20709265768527985,0.14397186040878296,0.13055089116096497,0.1339333951473236,0.0,0.1331472247838974,0.11584822088479996,0.0,0.0
2,2014-01-08,"[0.         0.13548559 0.         0.         0.         0.20701537
 0.14402325 0.13044533 0.1340283  0.         0.13314427 0.11585793
 0.        ]",0.9891874321093218,1.0237657312243258,0.006338471056480341,0.13548558950424194,0.0,0.0,0.0,0.20701536536216736,0.14402325451374054,0.13044533133506775,0.13402830064296722,0.0,0.13314427435398102,0.11585792899131775,0.0,0.0
3,2014-01-09,"[0.         0.13558023 0.         0.         0.         0.20708196
 0.14392307 0.13050595 0.13391836 0.         0.13316132 0.11582908
 0.        ]",0.9869374151948349,1.0125006867814752,0.006422168214924504,0.13558022677898407,0.0,0.0,0.0,0.20708195865154266,0.1439230740070343,0.13050594925880432,0.13391835987567902,0.0,0.13316132128238678,0.11582908034324646,0.0,0.0
4,2014-01-10,"[0.         0.13559142 0.         0.         0.         0.20707631
 0.14395759 0.1304881  0.13392413 0.         0.13313013 0.11583235
 0.        ]",0.9885297834971072,1.0267865963030465,0.010498080315261204,0.13559141755104065,0.0,0.0,0.0,0.2070763111114502,0.14395758509635925,0.1304880976676941,0.13392412662506104,0.0,0.13313013315200806,0.11583235114812851,0.0,0.0
5,2014-01-13,"[0.         0.13553853 0.         0.         0.         0.20716046
 0.14410421 0.13055043 0.1338529  0.         0.13287899 0.11591452
 0.        ]",0.9879362176377524,1.018436428901649,0.005035851235728512,0.13553853332996368,0.0,0.0,0.0,0.20716045796871185,0.1441042125225067,0.13055042922496796,0.13385289907455444,0.0,0.13287898898124695,0.11591451615095139,0.0,0.0
6,2014-01-14,"[0.         0.1353913  0.         0.         0.         0.20727333
 0.14429784 0.13067444 0.13374783 0.         0.13267007 0.11594513
 0.        ]",0.9788975678213163,1.0129969853303684,0.009441442030430812,0.13539129495620728,0.0,0.0,0.0,0.20727333426475525,0.14429783821105957,0.13067443668842316,0.13374783098697662,0.0,0.1326700747013092,0.11594513058662415,0.0,0.0
7,2014-01-15,"[0.         0.13521819 0.         0.         0.         0.20738688
 0.14452364 0.13079612 0.13366161 0.         0.13241819 0.11599539
 0.        ]",0.9741835153958973,1.0102701683604076,0.005345487725008781,0.13521818816661835,0.0,0.0,0.0,0.20738688111305237,0.14452363550662994,0.13079611957073212,0.13366161286830902,0.0,0.1324181854724884,0.115995392203331,0.0,0.0
8,2014-01-16,"[0.         0.13524102 0.         0.         0.         0.20735909
 0.14448881 0.13076663 0.13368556 0.         0.13247757 0.11598137
 0.        ]",0.9819005956007832,1.017150080406523,0.011855125055236877,0.13524101674556732,0.0,0.0,0.0,0.20735909044742584,0.14448881149291992,0.1307666301727295,0.13368555903434753,0.0,0.1324775665998459,0.11598137021064758,0.0,0.0
9,2014-01-17,"[0.         0.13523006 0.         0.         0.         0.20734395
 0.14459161 0.13072631 0.13374163 0.         0.13227454 0.11609191
 0.        ]",0.9784233250575933,1.0319775889827483,0.010516512387719284,0.13523006439208984,0.0,0.0,0.0,0.2073439508676529,0.14459161460399628,0.13072630763053894,0.13374163210391998,0.0,0.1322745382785797,0.11609190702438354,0.0,0.0
10,2014-01-21,"[0.         0.13501817 0.         0.         0.         0.20751436
 0.14492808 0.13089988 0.13355705 0.         0.13199617 0.11608625
 0.        ]",0.9681864068487775,1.0279966916499428,0.012160387817248796,0.13501816987991333,0.0,0.0,0.0,0.20751436054706573,0.14492808282375336,0.13089987635612488,0.1335570514202118,0.0,0.13199616968631744,0.11608625203371048,0.0,0.0
11,2014-01-22,"[0.         0.13502702 0.         0.         0.         0.20752239
 0.14492044 0.13089453 0.13355796 0.         0.13197705 0.11610062
 0.        ]",0.9751883557702795,1.0302037853809816,0.020801237697462588,0.13502702116966248,0.0,0.0,0.0,0.20752239227294922,0.1449204385280609,0.1308945268392563,0.13355796039104462,0.0,0.13197705149650574,0.11610061675310135,0.0,0.0
12,2014-01-23,"[0.         0.13493238 0.         0.         0.         0.20752335
 0.14503913 0.13090199 0.1335958  0.         0.13183881 0.11616851
 0.        ]",0.968446149382841,1.033078787049392,0.0049589947847209475,0.13493238389492035,0.0,0.0,0.0,0.20752334594726562,0.1450391262769699,0.1309019923210144,0.1335957944393158,0.0,0.1318388134241104,0.11616850644350052,0.0,0.0
13,2014-01-24,"[0.         0.13505757 0.         0.         0.         0.2074796
 0.14486529 0.130851   0.13361135 0.         0.13203298 0.1161022
 0.        ]",0.9658459292831548,1.029309496646387,0.011336101616770356,0.13505756855010986,0.0,0.0,0.0,0.2074795961380005,0.14486528933048248,0.13085100054740906,0.13361135125160217,0.0,0.13203297555446625,0.1161021962761879,0.0,0.0
