,Date,Weights,Profit,Base Profit,Volume,AVX,IIN,HUBB,MRCY,JPM,TCF,C,UMBF,KAMN,HDSN,LAWS,WLFC,cash
0,2014-01-06,"[0.07179823 0.07853285 0.07245827 0.07759518 0.07739353 0.07683134
 0.07462915 0.07835137 0.07752772 0.07619294 0.07945304 0.08010317
 0.07913322]",0.9998143819886676,0.9998000000000002,0.9282017946243286,0.07853285223245621,0.07245827466249466,0.07759518176317215,0.0773935317993164,0.07683134078979492,0.07462915033102036,0.07835137099027634,0.077527716755867,0.0761929377913475,0.07945304363965988,0.08010317385196686,0.07913322001695633,0.07179822772741318
1,2014-01-07,"[0.0711806  0.07827121 0.073442   0.07813845 0.07713483 0.07699729
 0.07415204 0.07811019 0.07775206 0.0760983  0.08012681 0.07985742
 0.07873879]",1.011525355121302,1.012590283798682,0.004563665403757147,0.07827121019363403,0.0734420046210289,0.07813844829797745,0.07713483273983002,0.0769972875714302,0.07415203750133514,0.07811018824577332,0.07775206118822098,0.07609830051660538,0.0801268070936203,0.07985741645097733,0.07873878628015518,0.07118059694766998
2,2014-01-08,"[0.07121636 0.07838058 0.07355895 0.0778842  0.07708924 0.07700031
 0.07416715 0.07802855 0.07787874 0.07603863 0.08026247 0.07988469
 0.07861014]",1.0129288264302465,1.014172734847714,0.011499858057562911,0.07838058471679688,0.07355894893407822,0.07788420468568802,0.07708924263715744,0.07700030505657196,0.0741671472787857,0.07802855223417282,0.07787874341011047,0.07603862881660461,0.08026247471570969,0.07988469302654266,0.0786101445555687,0.07121635973453522
3,2014-01-09,"[0.07111028 0.07825755 0.07347734 0.07814559 0.07719523 0.07704413
 0.0741592  0.07813454 0.07773069 0.07610732 0.08014157 0.07976099
 0.07873561]",1.0131987876129758,1.014275925369473,0.011121381414888878,0.07825755327939987,0.07347734272480011,0.0781455859541893,0.07719522714614868,0.07704412937164307,0.07415920495986938,0.07813453674316406,0.0777306854724884,0.07610732316970825,0.0801415666937828,0.07976099103689194,0.07873561233282089,0.07111027836799622
4,2014-01-10,"[0.07106726 0.07821366 0.07348173 0.07821845 0.07724199 0.07707085
 0.07415517 0.07818096 0.077677   0.07612165 0.080109   0.07967959
 0.07878266]",1.0178377298529626,1.0187643565141786,0.006690266060075124,0.0782136619091034,0.0734817311167717,0.07821845263242722,0.07724198698997498,0.07707085460424423,0.07415517419576645,0.0781809613108635,0.07767699658870697,0.07612165063619614,0.08010900020599365,0.07967959344387054,0.07878265529870987,0.07106725871562958
5,2014-01-13,"[0.07097201 0.07822486 0.07350121 0.07819563 0.0773958  0.07713431
 0.07414403 0.0780878  0.07759499 0.07611416 0.08022173 0.07950688
 0.07890656]",1.0238395365605362,1.025376434788039,0.011678979011495304,0.07822486013174057,0.07350121438503265,0.07819563150405884,0.07739580422639847,0.07713431119918823,0.07414402812719345,0.07808779925107956,0.07759498804807663,0.07611416280269623,0.0802217349410057,0.07950688153505325,0.07890655845403671,0.0709720104932785
6,2014-01-14,"[0.07101984 0.07831207 0.07354502 0.0780135  0.07733534 0.07712366
 0.07415444 0.07799644 0.07769063 0.07605747 0.08034453 0.0795743
 0.07883272]",1.0244817251314269,1.0263314529472265,0.01256158221135301,0.07831206917762756,0.07354502379894257,0.07801350206136703,0.07733534276485443,0.07712366431951523,0.07415443658828735,0.07799644023180008,0.07769063115119934,0.07605747133493423,0.08034452795982361,0.07957430183887482,0.0788327157497406,0.07101984322071075
7,2014-01-15,"[0.07100119 0.07827875 0.07347939 0.07810675 0.07736105 0.07712591
 0.07415382 0.07804592 0.07764374 0.07606579 0.08029338 0.079577
 0.07886732]",1.022772329361139,1.024627779593882,0.009522177237124648,0.07827875018119812,0.07347939163446426,0.07810675352811813,0.07736104726791382,0.0771259069442749,0.07415381819009781,0.07804591953754425,0.0776437371969223,0.076065793633461,0.08029337972402573,0.0795769989490509,0.07886731624603271,0.07100119441747665
8,2014-01-16,"[0.07097471 0.07823362 0.07344668 0.07816814 0.07738679 0.07713188
 0.07412437 0.07806092 0.07760494 0.07607525 0.08028949 0.07958961
 0.07891359]",1.0307851494660154,1.0328020209777138,0.009169601262078853,0.07823362201452255,0.07344667613506317,0.07816813886165619,0.07738678902387619,0.07713188230991364,0.07412437349557877,0.07806091755628586,0.07760494202375412,0.0760752484202385,0.08028949052095413,0.0795896053314209,0.07891359180212021,0.07097470760345459
9,2014-01-17,"[0.0709736  0.07821853 0.07338761 0.07815851 0.07736489 0.07712482
 0.07411204 0.07802515 0.07764783 0.07606487 0.08032207 0.07974366
 0.07885641]",1.0410057238988848,1.0441273517624743,0.01434934652182256,0.07821852713823318,0.07338760793209076,0.07815850526094437,0.07736489176750183,0.07712481915950775,0.07411203533411026,0.07802514731884003,0.07764782756567001,0.07606486976146698,0.08032207190990448,0.07974366098642349,0.07885640859603882,0.07097360491752625
10,2014-01-21,"[0.07101251 0.07826918 0.07338143 0.07809594 0.077338   0.07712173
 0.07412408 0.07800826 0.07765883 0.07601455 0.08035893 0.07973693
 0.07887962]",1.0390015927794818,1.0424946479469464,0.017106332281368115,0.07826917618513107,0.07338143140077591,0.078095942735672,0.07733799517154694,0.07712173461914062,0.07412408292293549,0.0780082643032074,0.07765883207321167,0.07601454854011536,0.08035892993211746,0.07973693311214447,0.07887961715459824,0.07101251184940338
