,Date,Weights,Profit,Base Profit,KAMN,LAWS,WLFC,HDSN,BCRX,TTNP,TECH,NBIX,SUP,STRT,DORM,MOD,cash
1362,2019-06-05,"[0.         0.06584192 0.093042   0.12635286 0.         0.19352852
 0.16414628 0.         0.12987282 0.         0.06942165 0.06517469
 0.09261925]",2.0066814208947696,1.7169662748634797,0.06584192193613066,0.0930420029384724,0.12635285640575838,0.0,0.1935285197155944,0.1641462827606236,0.0,0.12987282076869955,0.0,0.06942165302738006,0.06517468886918852,0.0926192535781525,0.0
1363,2019-06-06,"[0.         0.065361   0.09293626 0.12624175 0.         0.19367148
 0.16385888 0.         0.13038216 0.         0.06930217 0.06539245
 0.09285385]",2.060903912930047,1.7464531915625996,0.06536100255586144,0.09293625620999427,0.12624175241335447,0.0,0.19367148420660155,0.16385887941039526,0.0,0.13038216098055969,0.0,0.06930216987795114,0.0653924480375379,0.09285384630774411,0.0
1364,2019-06-07,"[0.         0.06514602 0.09326718 0.12620212 0.         0.19409454
 0.1633425  0.         0.13111141 0.         0.06936324 0.06533544
 0.09213755]",2.024497904477962,1.7134922557426409,0.06514602429130543,0.09326717536020898,0.12620212157647942,0.0,0.19409453687917463,0.16334250159283925,0.0,0.13111141283309913,0.0,0.06936323763326942,0.0653354408393944,0.09213754899422934,0.0
1365,2019-06-10,"[0.         0.06463568 0.09314626 0.12603471 0.         0.19454415
 0.1629758  0.         0.13187407 0.         0.06948259 0.06531742
 0.09198932]",2.0708640073546976,1.7028151631198472,0.06463568340368353,0.0931462567481049,0.12603470763413993,0.0,0.19454414998603617,0.1629757981177644,0.0,0.13187407015176827,0.0,0.06948259317378253,0.06531741894617259,0.09198932183854762,0.0
1366,2019-06-11,"[0.         0.06483334 0.09321068 0.12605874 0.         0.19419907
 0.16304631 0.         0.13157063 0.         0.06927003 0.06545359
 0.09235761]",2.093941656586377,1.7256850344817096,0.064833336179494,0.09321068069037394,0.1260587398845488,0.0,0.19419907469100114,0.16304631107383288,0.0,0.13157062502479394,0.0,0.06927003197508431,0.0654535873927561,0.09235761308811499,0.0
1367,2019-06-12,"[0.         0.06474561 0.0930286  0.12576154 0.         0.19415675
 0.16316075 0.         0.13191752 0.         0.06926649 0.06539326
 0.0925695 ]",2.1378552311935977,1.7437800379726716,0.06474561242806379,0.09302860072344118,0.12576153584229313,0.0,0.1941567451855437,0.16316074641529432,0.0,0.13191752036416404,0.0,0.06926648652801651,0.0653932565736211,0.09256949593956222,0.0
1368,2019-06-13,"[0.         0.06473544 0.09299454 0.12570963 0.         0.19417742
 0.16332872 0.         0.13184907 0.         0.06938741 0.06537484
 0.09244293]",2.0850618611411473,1.723899330675439,0.06473543620912296,0.09299454285482667,0.12570962764019125,0.0,0.19417742478028868,0.16332871710557667,0.0,0.13184906764611373,0.0,0.06938741311702232,0.06537484496478825,0.09244292568206948,0.0
1369,2019-06-14,"[0.         0.06451291 0.09278249 0.12571011 0.         0.19438549
 0.16318158 0.         0.1321109  0.         0.06938125 0.06537002
 0.09256525]",2.1199213352994164,1.746102278210093,0.0645129119345311,0.09278249376430783,0.1257101101918404,0.0,0.19438548658202057,0.16318158168829597,0.0,0.1321108988062299,0.0,0.0693812493263003,0.06537001965858827,0.09256524804788566,0.0
1370,2019-06-17,"[0.         0.06454453 0.09265418 0.12573166 0.         0.1944622
 0.16333686 0.         0.13193492 0.         0.06957564 0.06526044
 0.09249956]",2.1368360892213776,1.7462998610275031,0.06454453140339485,0.09265417975896863,0.1257316578718515,0.0,0.19446220402788747,0.1633368581898996,0.0,0.13193492195958773,0.0,0.06957564172135133,0.06526044149150029,0.09249956357555868,0.0
1371,2019-06-18,"[0.         0.06444098 0.09258585 0.12559434 0.         0.19451079
 0.16374853 0.         0.13174106 0.         0.06992954 0.06516186
 0.09228705]",2.133327857370806,1.7482034511813231,0.06444097919979737,0.09258584914332976,0.12559434441041156,0.0,0.19451078652807643,0.16374853079348312,0.0,0.13174105673365513,0.0,0.06992954105252258,0.06516186178704875,0.09228705035167528,0.0
1372,2019-06-19,"[0.         0.0645476  0.09231765 0.12536124 0.         0.19433005
 0.16428954 0.         0.13136259 0.         0.07003607 0.06505038
 0.09270487]",2.1692539059398404,1.766375187217681,0.06454760382556021,0.09231765116506019,0.12536124274842214,0.0,0.19433004943075458,0.1642895427791775,0.0,0.13136259037199136,0.0,0.07003606845093649,0.0650503839973742,0.09270486723072328,0.0
1373,2019-06-20,"[0.         0.06409446 0.09226967 0.12514731 0.         0.19441365
 0.16428051 0.         0.13169806 0.         0.07011773 0.06510618
 0.09287243]",2.1708846196753218,1.7542907127814054,0.06409445732482287,0.0922696721978542,0.1251473058718939,0.0,0.19441364660723856,0.16428051084151807,0.0,0.13169805874302784,0.0,0.0701177319914058,0.06510618337714753,0.0928724330450913,0.0
1374,2019-06-21,"[0.         0.06360468 0.09220969 0.12465964 0.         0.19447794
 0.16462074 0.         0.13198666 0.         0.07040451 0.06513209
 0.09290405]",2.192683137718503,1.7686072046606416,0.06360467586750211,0.09220968545534025,0.12465963955199003,0.0,0.19447794329002693,0.16462074478165264,0.0,0.13198666181037222,0.0,0.07040450685555447,0.06513208765652193,0.09290405473103933,0.0
1375,2019-06-24,"[0.         0.06368104 0.09248606 0.12463964 0.         0.19429077
 0.16451938 0.         0.13203436 0.         0.07023941 0.06537891
 0.09273042]",2.1728006707533365,1.7539543038749184,0.06368104118475358,0.09248605890716675,0.12463963628991755,0.0,0.19429076881294544,0.1645193822579809,0.0,0.13203436265526214,0.0,0.07023941493826664,0.06537891058120272,0.09273042437250423,0.0
1376,2019-06-25,"[0.         0.06347067 0.09253091 0.12432018 0.         0.19446532
 0.16486655 0.         0.13206779 0.         0.07060551 0.06508108
 0.09259199]",2.1665539042489543,1.7618471458906388,0.06347067379463532,0.09253090862490386,0.12432017536406895,0.0,0.19446531914726142,0.16486654661475852,0.0,0.13206779330259127,0.0,0.07060551408212058,0.06508107921637538,0.09259198985328485,0.0
1377,2019-06-26,"[0.         0.06344329 0.09270017 0.12442843 0.         0.19451848
 0.16440676 0.         0.13247217 0.         0.07033434 0.06527223
 0.09242413]",2.148381544483985,1.741589369485431,0.06344329398899154,0.0927001678173073,0.12442843180287268,0.0,0.1945184848103189,0.16440675513005046,0.0,0.1324721708588228,0.0,0.07033433846318596,0.06527223187633034,0.0924241252521201,0.0
1378,2019-06-27,"[0.         0.06284073 0.09294652 0.12410648 0.         0.19486669
 0.16415804 0.         0.13331221 0.         0.07058674 0.06531191
 0.09187068]",2.183107191757262,1.7191403471962308,0.06284073081920813,0.09294652140494954,0.12410648200470875,0.0,0.19486668728161025,0.1641580445618383,0.0,0.13331221275178579,0.0,0.07058673814199905,0.06531190551657995,0.09187067751732032,0.0
1379,2019-06-28,"[0.         0.         0.09829399 0.13396904 0.         0.207694
 0.17226477 0.         0.14422286 0.         0.07314476 0.07158036
 0.09883023]",2.1026597253160024,1.7000304873038605,0.0,0.0982939865930128,0.13396903699596793,0.0,0.20769400199105142,0.17226476835042082,0.0,0.14422285545386263,0.0,0.07314476118365468,0.07158036297427327,0.0988302264577564,0.0
1380,2019-07-01,"[0.         0.         0.09811035 0.13362495 0.         0.20802058
 0.17266282 0.         0.14409534 0.         0.07281738 0.07151473
 0.09915384]",2.146015907330311,1.7498083826938242,0.0,0.0981103540937442,0.13362495265009405,0.0,0.20802057783230327,0.17266281882106735,0.0,0.144095343516954,0.0,0.07281737668545275,0.07151473284854491,0.09915384355183948,0.0
1381,2019-07-02,"[0.         0.         0.09830404 0.1336786  0.         0.20750787
 0.17323258 0.         0.14327414 0.         0.07270235 0.0716222
 0.09967822]",2.198634020537899,1.7911719712446195,0.0,0.09830403927929508,0.13367859958810435,0.0,0.20750786853895245,0.1732325809113779,0.0,0.14327414064784086,0.0,0.07270235054879391,0.07162219637447322,0.09967822411116219,0.0
1382,2019-07-03,"[0.         0.         0.09839141 0.13374596 0.         0.20743441
 0.17334236 0.         0.14301114 0.         0.07276246 0.07153874
 0.09977352]",2.1722184168978105,1.7842802472843011,0.0,0.09839141154762733,0.13374595659380478,0.0,0.2074344077649833,0.1733423591627663,0.0,0.14301114208447238,0.0,0.07276245534496145,0.07153874389484498,0.09977352360653967,0.0
1383,2019-07-05,"[0.         0.         0.09846083 0.13349313 0.         0.20776115
 0.1733535  0.         0.14330715 0.         0.07303512 0.07121567
 0.09937344]",2.147933007274044,1.781420546296426,0.0,0.09846082619755775,0.1334931346407158,0.0,0.20776115299592635,0.1733535023759841,0.0,0.14330715276498923,0.0,0.07303511697483828,0.07121567366536256,0.09937344038462603,0.0
1384,2019-07-08,"[0.         0.         0.09837241 0.13353294 0.         0.20749068
 0.1736248  0.         0.14286798 0.         0.0728954  0.07131287
 0.09990292]",2.155570580914115,1.7911000996042543,0.0,0.09837241113739606,0.13353294077546224,0.0,0.2074906816278754,0.17362479865171607,0.0,0.14286797634128406,0.0,0.07289539868541829,0.07131287178090982,0.09990292099993811,0.0
1385,2019-07-09,"[0.         0.         0.09842828 0.1336966  0.         0.20754763
 0.17347199 0.         0.1429379  0.         0.07289773 0.0713012
 0.09971867]",2.168840924113321,1.7827331157321555,0.0,0.09842827608427318,0.13369659937305906,0.0,0.2075476296267454,0.17347198664326782,0.0,0.1429379035061284,0.0,0.0728977342682136,0.07130119566078368,0.09971867483752875,0.0
1386,2019-07-10,"[0.         0.         0.09821283 0.13291691 0.         0.20799555
 0.17366623 0.         0.1435659  0.         0.073392   0.07086539
 0.09938519]",2.1734638392208248,1.7690898629537684,0.0,0.09821282518411635,0.13291690868042816,0.0,0.20799555256830998,0.173666232854233,0.0,0.14356589746817539,0.0,0.07339199503206414,0.07086539326099033,0.09938519495168256,0.0
1387,2019-07-11,"[0.         0.         0.097842   0.13245369 0.         0.20812306
 0.17418134 0.         0.14338496 0.         0.07370006 0.07056068
 0.09975421]",2.1685539810334555,1.7920962262901734,0.0,0.09784200200050684,0.13245368966426332,0.0,0.20812305986247392,0.17418133942340683,0.0,0.14338495725565636,0.0,0.07370005967725973,0.07056068252956847,0.09975420958686465,0.0
