,Date,Weights,Profit,Base Profit,Volume,IVAC,TRT,ASYS,VECO,TFX,ATRI,MMM,CRY,KOPN,XLNX,INTC,MXIM,cash
0,2014-01-06,"[0.         0.08399454 0.08464608 0.07792451 0.08544061 0.0808705
 0.08208404 0.08967926 0.07967769 0.0824555  0.08543121 0.08559961
 0.08219642]",0.9997999702095985,0.9998000000000002,0.9999999701976776,0.0839945375919342,0.084646075963974,0.07792451232671738,0.08544060587882996,0.08087050169706345,0.0820840373635292,0.08967926353216171,0.07967769354581833,0.08245550096035004,0.08543121069669724,0.08559960871934891,0.0821964219212532,0.0
1,2014-01-07,"[0.07225203 0.07782284 0.07899433 0.07451507 0.0782405  0.07527678
 0.07695019 0.082344   0.07510855 0.07571155 0.07863665 0.07828368
 0.07586385]",1.0062071886621677,1.006965875790794,0.07223756023427506,0.07782284170389175,0.07899433374404907,0.07451506704092026,0.07824049890041351,0.07527677714824677,0.07695019245147705,0.08234400302171707,0.07510855048894882,0.07571154832839966,0.07863664627075195,0.07828368246555328,0.07586384564638138,0.07225202769041061
2,2014-01-08,"[0.07234277 0.07781802 0.07891908 0.07441762 0.07826187 0.07538264
 0.07692122 0.08228073 0.07503193 0.07574817 0.07858468 0.07839893
 0.07589234]",0.9982386056449621,0.9982756662469231,0.011466422800817668,0.07781802117824554,0.07891907542943954,0.07441762089729309,0.07826187461614609,0.07538264244794846,0.07692122459411621,0.082280732691288,0.07503192871809006,0.07574816793203354,0.07858467847108841,0.0783989280462265,0.07589234411716461,0.07234276831150055
3,2014-01-09,"[0.0723538  0.07789458 0.07882191 0.07450896 0.07827276 0.07549211
 0.0768999  0.08218171 0.07504391 0.07570046 0.07866473 0.07834294
 0.0758222 ]",1.0082768852070394,1.009357188921732,0.009631080492924734,0.07789457589387894,0.07882191240787506,0.07450895756483078,0.0782727599143982,0.07549210637807846,0.07689990103244781,0.08218170702457428,0.07504390925168991,0.07570046186447144,0.07866473495960236,0.07834294438362122,0.07582219690084457,0.0723538026213646
4,2014-01-10,"[0.07237816 0.07788463 0.07865179 0.07467616 0.07829877 0.07564196
 0.0769568  0.08214778 0.07513097 0.07554574 0.07863874 0.07819564
 0.07585285]",1.0210836394538452,1.0235724722544233,0.017016800846544507,0.07788462936878204,0.0786517858505249,0.07467616349458694,0.07829876989126205,0.07564195990562439,0.07695680111646652,0.08214777708053589,0.07513096928596497,0.07554573565721512,0.07863873988389969,0.07819563895463943,0.07585284858942032,0.07237815856933594
5,2014-01-13,"[0.07243779 0.07782779 0.07851219 0.07481439 0.07828198 0.07572369
 0.07699655 0.08211248 0.0752601  0.07552654 0.0785303  0.07810886
 0.07586736]",1.024550392425028,1.0286446472375588,0.021628020680138683,0.07782778888940811,0.07851219177246094,0.07481439411640167,0.07828197628259659,0.07572368532419205,0.07699654996395111,0.08211248368024826,0.07526010274887085,0.07552653551101685,0.07853029668331146,0.07810886204242706,0.07586736232042313,0.07243779301643372
6,2014-01-14,"[0.0724498  0.07785262 0.07851726 0.0748029  0.07823317 0.07578656
 0.07694413 0.08205807 0.07524563 0.07566514 0.07849818 0.07813294
 0.07581362]",1.0242198072476556,1.0279684986553097,0.022979546155561904,0.07785262167453766,0.07851725816726685,0.07480289787054062,0.07823316752910614,0.07578656077384949,0.07694412767887115,0.08205807209014893,0.07524563372135162,0.07566513866186142,0.07849817723035812,0.07813294231891632,0.07581362128257751,0.07244980335235596
7,2014-01-15,"[0.07253367 0.07777462 0.07839645 0.07485104 0.07815082 0.07590711
 0.07695375 0.08203196 0.07537277 0.07570058 0.07838143 0.07812352
 0.07582229]",1.0169791802373764,1.0196414110343401,0.005456450340026191,0.07777462154626846,0.07839644700288773,0.07485103607177734,0.07815082371234894,0.07590711116790771,0.07695375382900238,0.08203195780515671,0.07537277042865753,0.07570058107376099,0.07838142663240433,0.07812352478504181,0.07582228630781174,0.07253366708755493
8,2014-01-16,"[0.0725083  0.07770716 0.07846093 0.0748103  0.07813582 0.07577284
 0.07689601 0.08221707 0.07534777 0.07582416 0.0783735  0.07813147
 0.07581465]",1.035835425591233,1.039444602765183,0.00961827487457426,0.07770716398954391,0.0784609317779541,0.07481030374765396,0.07813581824302673,0.07577284425497055,0.07689601182937622,0.08221706748008728,0.07534777373075485,0.07582415640354156,0.0783734992146492,0.07813147455453873,0.07581464946269989,0.0725082978606224
9,2014-01-17,"[0.07248104 0.07758992 0.07848176 0.07478908 0.07819224 0.07566485
 0.07685635 0.08243035 0.07535519 0.07587428 0.07833892 0.0781074
 0.07583859]",1.043642273701465,1.0489140442171456,0.01312682281522794,0.07758992165327072,0.0784817636013031,0.07478907704353333,0.07819224148988724,0.07566484808921814,0.0768563523888588,0.08243034780025482,0.07535518705844879,0.07587428390979767,0.07833892107009888,0.07810740172863007,0.0758385881781578,0.07248103618621826
10,2014-01-21,"[0.07249963 0.07754396 0.07844279 0.07478858 0.078195   0.07572566
 0.07683954 0.08238229 0.07538947 0.07591665 0.07825604 0.07813457
 0.07588579]",1.040474224935962,1.046323959344239,0.013394654121761268,0.0775439590215683,0.07844278961420059,0.07478857785463333,0.0781949982047081,0.07572565972805023,0.07683954387903214,0.08238229155540466,0.07538947463035583,0.07591664791107178,0.0782560408115387,0.07813456654548645,0.07588578760623932,0.07249963283538818
