,Date,Weights,Profit,Base Profit,Volume,PFE,BMY,JNJ,ABT,MCD,JACK,PZZA,EAT,TCF,UMBF,C,JPM,cash
0,2014-01-06,"[0.07458623 0.07681731 0.07757459 0.07816305 0.07673854 0.07745611
 0.07894492 0.07714775 0.0767447  0.07552695 0.0776611  0.07603225
 0.0766065 ]",0.9998149246947088,0.9998000000000002,0.9254137724637985,0.07681731134653091,0.07757458835840225,0.07816305011510849,0.07673853635787964,0.07745610922574997,0.07894492149353027,0.07714775204658508,0.0767446979880333,0.07552694529294968,0.07766110450029373,0.07603225111961365,0.07660650461912155,0.07458623498678207
1,2014-01-07,"[0.07480849 0.07643485 0.07723234 0.07777951 0.07734735 0.07748894
 0.07829074 0.07672802 0.07731137 0.07532009 0.07765854 0.07656313
 0.07703661]",1.0087094631310782,1.0094216819522563,0.004560027628567678,0.07643485069274902,0.07723233848810196,0.07777950912714005,0.07734734565019608,0.07748893648386002,0.07829073816537857,0.07672802358865738,0.07731136679649353,0.07532009482383728,0.07765854150056839,0.07656313478946686,0.07703661173582077,0.07480849325656891
2,2014-01-08,"[0.07486548 0.07641852 0.07724797 0.07775187 0.07735882 0.07747076
 0.07829435 0.07672749 0.07732984 0.07533751 0.07766553 0.07650898
 0.07702283]",1.0060262514573228,1.0065578217876157,0.007587620353129776,0.07641851902008057,0.0772479698061943,0.07775187492370605,0.07735881954431534,0.07747076451778412,0.07829435169696808,0.0767274871468544,0.0773298367857933,0.07533751428127289,0.0776655301451683,0.07650898396968842,0.07702282816171646,0.07486548274755478
3,2014-01-09,"[0.07488322 0.07644162 0.0772168  0.07775956 0.07732546 0.07750662
 0.0782756  0.07675999 0.07731509 0.0753068  0.0776491  0.0765597
 0.07700045]",1.0057044372060795,1.0061589651529876,0.00783422988878969,0.07644161581993103,0.07721679657697678,0.07775955647230148,0.07732545584440231,0.07750661671161652,0.07827559858560562,0.07675999402999878,0.07731509208679199,0.07530679553747177,0.07764910161495209,0.07655970007181168,0.0770004466176033,0.07488321512937546
4,2014-01-10,"[0.07483587 0.07647406 0.07720184 0.07776386 0.07729615 0.07748354
 0.07829066 0.07673443 0.07728022 0.07532451 0.07768172 0.07661027
 0.07702283]",1.0124533932991706,1.0134622667168707,0.006627623673303374,0.07647406309843063,0.07720183581113815,0.0777638629078865,0.07729614526033401,0.07748354226350784,0.0782906636595726,0.07673443108797073,0.07728022336959839,0.07532450556755066,0.07768172025680542,0.0766102746129036,0.07702282816171646,0.074835866689682
5,2014-01-13,"[0.07481034 0.07652064 0.07716979 0.07782581 0.07726186 0.07748526
 0.07827448 0.07673985 0.07721391 0.075326   0.07769523 0.07665349
 0.07702333]",1.0146554630533868,1.01589115305111,0.005617146372155093,0.0765206441283226,0.07716979086399078,0.07782580703496933,0.07726185768842697,0.07748525589704514,0.07827448099851608,0.0767398476600647,0.07721390575170517,0.07532600313425064,0.07769522815942764,0.07665348798036575,0.07702333480119705,0.07481034100055695
6,2014-01-14,"[0.07477495 0.07649984 0.07718095 0.07786028 0.0773131  0.07749072
 0.07826364 0.07672458 0.07721461 0.07534201 0.07767833 0.07662334
 0.07703367]",1.0112047056253566,1.0121457281314616,0.00874585139143823,0.07649984210729599,0.07718095183372498,0.0778602808713913,0.07731309533119202,0.07749072462320328,0.07826364040374756,0.0767245814204216,0.07721461355686188,0.07534200698137283,0.07767833024263382,0.07662333548069,0.07703366875648499,0.07477495074272156
7,2014-01-15,"[0.07477262 0.07649997 0.07719082 0.07782048 0.07729485 0.07748056
 0.07827641 0.07668439 0.07723669 0.07534596 0.07769641 0.07664549
 0.07705539]",1.0104114676973137,1.0112152377701502,0.005269152936523364,0.07649996876716614,0.0771908164024353,0.07782047986984253,0.07729484885931015,0.07748056203126907,0.07827641069889069,0.0766843929886818,0.07723668962717056,0.0753459557890892,0.07769641280174255,0.07664548605680466,0.07705538719892502,0.07477261871099472
8,2014-01-16,"[0.07470829 0.07652531 0.07720075 0.07780427 0.07726947 0.07747564
 0.07827965 0.07667923 0.07723054 0.07535055 0.07771061 0.07670049
 0.07706518]",1.019310824186128,1.0207162715802298,0.005339628355174815,0.07652530819177628,0.077200748026371,0.07780427485704422,0.07726947218179703,0.0774756371974945,0.07827965170145035,0.07667922973632812,0.0772305354475975,0.0753505527973175,0.07771061360836029,0.07670048624277115,0.07706517726182938,0.07470829039812088
9,2014-01-17,"[0.07470346 0.07648293 0.07722944 0.0777799  0.07732166 0.07748426
 0.07827728 0.07666554 0.07728127 0.07534862 0.07769611 0.0766552
 0.07707431]",1.0195601518326818,1.0207957367307914,0.007434164211384593,0.07648292928934097,0.07722944021224976,0.07777990400791168,0.07732165604829788,0.07748426496982574,0.07827728241682053,0.07666553556919098,0.07728127390146255,0.0753486230969429,0.07769611477851868,0.07665520161390305,0.0770743116736412,0.07470346242189407
