,Date,Weights,Profit,Base Profit,SPXC,PFIN,CVR,LECO,ITT,IEX,GGG,FLS,COHR,PKI,BIO,WAT,cash
10,2014-01-21,"[0.         0.30028643 0.1329118  0.12429487 0.10424699 0.
 0.13645628 0.         0.         0.         0.         0.
 0.20180364]",1.0463611449750398,1.0284817836254458,0.30028642830753755,0.13291179568106468,0.1242948655527749,0.10424698677592391,0.0,0.1364562790119663,0.0,0.0,0.0,0.0,0.0,0.2018036446707325,0.0
11,2014-01-22,"[0.         0.30025829 0.13295672 0.12430509 0.10392086 0.
 0.13671347 0.         0.         0.         0.         0.
 0.20184556]",1.0541820792420027,1.0341284826200479,0.30025828909333213,0.13295672293498234,0.12430509344482091,0.10392085664252075,0.0,0.1367134745690456,0.0,0.0,0.0,0.0,0.0,0.2018455633152983,0.0
12,2014-01-23,"[0.         0.30036152 0.13289992 0.12441357 0.10307791 0.
 0.13730121 0.         0.         0.         0.         0.
 0.20194586]",1.0613024398850444,1.0352450701775013,0.30036152495212903,0.1328999239798665,0.12441356531769338,0.10307790934386707,0.0,0.1373012129300081,0.0,0.0,0.0,0.0,0.0,0.20194586347643592,0.0
13,2014-01-24,"[0.         0.30045816 0.13278897 0.12446141 0.10334118 0.
 0.13703543 0.         0.         0.         0.         0.
 0.20191485]",1.0520042499737898,1.030367336546564,0.3004581606034725,0.13278897053517333,0.1244614088654962,0.1033411779824378,0.0,0.13703542767407076,0.0,0.0,0.0,0.0,0.0,0.20191485433934925,0.0
14,2014-01-27,"[0.         0.30051658 0.13271451 0.1244876  0.10342413 0.
 0.13695772 0.         0.         0.         0.         0.
 0.20189946]",1.0434255262861603,1.0217072146984134,0.3005165768868995,0.13271450731794573,0.12448759685269846,0.10342413138037158,0.0,0.1369577248495575,0.0,0.0,0.0,0.0,0.0,0.2018994627125273,0.0
15,2014-01-28,"[0.         0.30052721 0.13284809 0.12449052 0.10371284 0.
 0.13668159 0.         0.         0.         0.         0.
 0.20173976]",1.0237726633393545,1.0057566099711908,0.30052720775472624,0.13284808736047607,0.12449051695183767,0.10371283706977773,0.0,0.13668158789934992,0.0,0.0,0.0,0.0,0.0,0.20173976296383223,0.0
16,2014-01-29,"[0.         0.30049272 0.13290315 0.12444707 0.1040766  0.
 0.13641826 0.         0.         0.         0.         0.
 0.2016622 ]",1.0346505539540938,1.00522974696158,0.300492715222633,0.13290315163232905,0.12444706580299242,0.10407660097845804,0.0,0.13641826371166205,0.0,0.0,0.0,0.0,0.0,0.20166220265192547,0.0
17,2014-01-30,"[0.         0.30022801 0.13300058 0.12414184 0.10684666 0.
 0.13446878 0.         0.         0.         0.         0.
 0.20131413]",1.0439855154209583,1.0071555385643232,0.30022801165808793,0.13300058377520882,0.12414183956589132,0.10684666227297657,0.0,0.13446877623961798,0.0,0.0,0.0,0.0,0.0,0.2013141264882173,0.0
18,2014-01-31,"[0.         0.30014354 0.13309656 0.12411269 0.10674042 0.
 0.13458331 0.         0.         0.         0.         0.
 0.20132348]",1.0510004270079363,1.0097658961330418,0.3001435414294562,0.1330965574860954,0.12411269217996833,0.10674042492977348,0.0,0.13458330689880466,0.0,0.0,0.0,0.0,0.0,0.20132347707590192,0.0
19,2014-02-03,"[0.         0.29944553 0.13363228 0.12345834 0.11090479 0.
 0.13175912 0.         0.         0.         0.         0.
 0.20079993]",1.052678937499332,1.0163024607032698,0.2994455307724836,0.13363228494001037,0.12345833706838988,0.1109047939675257,0.0,0.13175912178201918,0.0,0.0,0.0,0.0,0.0,0.2007999314695713,0.0
20,2014-02-04,"[0.         0.29944815 0.13353889 0.12348975 0.11148614 0.
 0.13125887 0.         0.         0.         0.         0.
 0.20077822]",1.05356900542196,1.0102455962601609,0.2994481491078267,0.13353888603185218,0.12348974513428558,0.11148613567353714,0.0,0.13125886562151237,0.0,0.0,0.0,0.0,0.0,0.20077821843098617,0.0
21,2014-02-05,"[0.         0.29948188 0.13348763 0.12346606 0.11223751 0.
 0.1306022  0.         0.         0.         0.         0.
 0.20072472]",1.0158568180519336,0.9822022674876355,0.29948188244877866,0.13348763225416307,0.12346605844361794,0.11223750742008835,0.0,0.13060220377259965,0.0,0.0,0.0,0.0,0.0,0.20072471566075237,0.0
22,2014-02-06,"[0.         0.29964337 0.13333157 0.12361407 0.11115976 0.
 0.1313493  0.         0.         0.         0.         0.
 0.20090193]",1.017184300831629,0.9850389009642959,0.2996433672410592,0.13333156741516583,0.12361407132918836,0.11115976494554593,0.0,0.13134930047879392,0.0,0.0,0.0,0.0,0.0,0.20090192859024694,0.0
23,2014-02-07,"[0.         0.29968121 0.13327759 0.12362749 0.1109755  0.
 0.13148369 0.         0.         0.         0.         0.
 0.20095452]",1.0166394002599368,0.9861635528370016,0.29968121238618484,0.13327759108153633,0.12362748779478269,0.11097549770955625,0.0,0.1314836861552711,0.0,0.0,0.0,0.0,0.0,0.20095452487266882,0.0
24,2014-02-10,"[0.         0.2996314  0.13322341 0.12357405 0.11107195 0.
 0.13149252 0.         0.         0.         0.         0.
 0.20100668]",1.0216248016191545,0.990707822155203,0.29963139992815657,0.1332234050566182,0.12357404623714142,0.11107194596544993,0.0,0.1314925248422911,0.0,0.0,0.0,0.0,0.0,0.20100667797034277,0.0
25,2014-02-11,"[0.         0.29948023 0.13326336 0.12343359 0.11185995 0.
 0.13099658 0.         0.         0.         0.         0.
 0.20096629]",1.035350892254607,1.0008174849980254,0.29948023312580846,0.1332633587162847,0.12343359415907,0.11185995069461493,0.0,0.1309965773556689,0.0,0.0,0.0,0.0,0.0,0.20096628594855306,0.0
26,2014-02-12,"[0.         0.29924465 0.13341193 0.12324924 0.11274473 0.
 0.13047854 0.         0.         0.         0.         0.
 0.20087092]",1.0347299997971704,0.9997084827206941,0.2992446466144873,0.13341192972587643,0.12324923876041688,0.11274472930779875,0.0,0.13047853822241434,0.0,0.0,0.0,0.0,0.0,0.20087091736900628,0.0
27,2014-02-13,"[0.         0.29913509 0.13347659 0.12318338 0.11324449 0.
 0.13014932 0.         0.         0.         0.         0.
 0.20081112]",1.0557965329217724,1.008694822860913,0.2991350934991825,0.13347658974251686,0.12318337923093714,0.11324448841065704,0.0,0.13014932451364492,0.0,0.0,0.0,0.0,0.0,0.20081112460306164,0.0
28,2014-02-14,"[0.         0.29961767 0.13322562 0.12363599 0.11041846 0.
 0.1319249  0.         0.         0.         0.         0.
 0.20117736]",1.055523105076185,1.0118817200798957,0.2996176734568203,0.13322561574500397,0.12363599048980974,0.11041845990100317,0.0,0.1319249028008699,0.0,0.0,0.0,0.0,0.0,0.20117735760649297,0.0
29,2014-02-18,"[0.         0.29962101 0.13321286 0.12359068 0.11038199 0.
 0.13198317 0.         0.         0.         0.         0.
 0.20121028]",1.0735971174310168,1.0288415420965564,0.2996210142304003,0.13321286391141898,0.12359067791656367,0.11038199202513488,0.0,0.13198317496692386,0.0,0.0,0.0,0.0,0.0,0.20121027694955843,0.0
30,2014-02-19,"[0.         0.29963969 0.13319561 0.12364286 0.10947267 0.
 0.13270132 0.         0.         0.         0.         0.
 0.20134785]",1.0778487852568357,1.0303820166748283,0.29963969321927814,0.13319561042007053,0.12364285996459562,0.10947267027386422,0.0,0.13270131598917967,0.0,0.0,0.0,0.0,0.0,0.20134785013301182,0.0
31,2014-02-20,"[0.         0.29989114 0.13336154 0.1240048  0.10717567 0.
 0.13390876 0.         0.         0.         0.         0.
 0.20165809]",1.081927467627586,1.0314899486398688,0.299891142551248,0.1333615389676917,0.12400479754562978,0.10717567235449053,0.0,0.13390875753586284,0.0,0.0,0.0,0.0,0.0,0.20165809104507712,0.0
32,2014-02-21,"[0.         0.30038794 0.13289863 0.12443426 0.10624338 0.
 0.13429915 0.         0.         0.         0.         0.
 0.20173663]",1.0760580450640587,1.0312048042841908,0.30038793700167316,0.13289863365292529,0.12443426066919938,0.10624338280773028,0.0,0.13429915194609127,0.0,0.0,0.0,0.0,0.0,0.2017366339223807,0.0
33,2014-02-24,"[0.         0.30026806 0.13298794 0.1242782  0.10696331 0.
 0.13387999 0.         0.         0.         0.         0.
 0.2016225 ]",1.0880525701183323,1.0433078211802973,0.3002680635242647,0.13298793691922287,0.12427819573231476,0.10696331247766443,0.0,0.13387999221276004,0.0,0.0,0.0,0.0,0.0,0.20162249913377311,0.0
34,2014-02-25,"[0.         0.30044889 0.13292784 0.12445045 0.10595583 0.
 0.13449055 0.         0.         0.         0.         0.
 0.20172644]",1.0880613424342689,1.041757733448834,0.3004488896515596,0.1329278373089298,0.12445045011337096,0.10595583397775939,0.0,0.13449054964288595,0.0,0.0,0.0,0.0,0.0,0.20172643930549436,0.0
35,2014-02-26,"[0.         0.30050545 0.13295809 0.12450257 0.10553732 0.
 0.13476619 0.         0.         0.         0.         0.
 0.20173039]",1.0985287227663314,1.0459821162306528,0.3005054524661937,0.13295808832067446,0.12450257041702174,0.10553731700293004,0.0,0.13476618543056812,0.0,0.0,0.0,0.0,0.0,0.2017303863626119,0.0
36,2014-02-27,"[0.         0.30045941 0.13305859 0.12444656 0.10567068 0.
 0.13466169 0.         0.         0.         0.         0.
 0.20170306]",1.0975705539432388,1.0470960580937947,0.30045940938184357,0.13305859270777065,0.12444655821734182,0.10567068273978532,0.0,0.1346616937684198,0.0,0.0,0.0,0.0,0.0,0.20170306318483872,0.0
37,2014-02-28,"[0.         0.30044732 0.13304651 0.12444945 0.10532066 0.
 0.13494862 0.         0.         0.         0.         0.
 0.20178745]",1.0951206352881149,1.0472153467612733,0.30044732466036944,0.13304650537405913,0.1244494525154457,0.10532065535669125,0.0,0.13494861666646266,0.0,0.0,0.0,0.0,0.0,0.20178744542697186,0.0
38,2014-03-03,"[0.         0.30032827 0.13316028 0.12434525 0.10582665 0.
 0.13462481 0.         0.         0.         0.         0.
 0.20171475]",1.097873228729232,1.0499621911587806,0.3003282674255151,0.13316027995977617,0.12434524680761629,0.1058266452904617,0.0,0.13462480949259598,0.0,0.0,0.0,0.0,0.0,0.20171475102403472,0.0
39,2014-03-04,"[0.         0.30039486 0.13322262 0.12443142 0.1052374  0.
 0.13497537 0.         0.         0.         0.         0.
 0.20173832]",1.0949876866498895,1.0445206103458895,0.3003948578086645,0.1332226219252987,0.12443142254855334,0.10523740072412748,0.0,0.13497537490998954,0.0,0.0,0.0,0.0,0.0,0.20173832208336628,0.0
40,2014-03-05,"[0.         0.30033917 0.13337624 0.12436867 0.10524923 0.
 0.13496347 0.         0.         0.         0.         0.
 0.20170322]",1.102778986922933,1.0522291953942817,0.30033916553278317,0.133376239568329,0.12436867355882657,0.10524923234109149,0.0,0.13496346922895364,0.0,0.0,0.0,0.0,0.0,0.20170321977001632,0.0
41,2014-03-06,"[0.         0.30054821 0.13312293 0.12459898 0.10397072 0.
 0.13587822 0.         0.         0.         0.         0.
 0.20188094]",1.105173556842065,1.054681649865301,0.3005482077304714,0.13312293494826113,0.12459898142284337,0.10397072284993221,0.0,0.13587821534991906,0.0,0.0,0.0,0.0,0.0,0.20188093769857277,0.0
42,2014-03-07,"[0.         0.30053979 0.13314407 0.12455437 0.10435803 0.
 0.13558988 0.         0.         0.         0.         0.
 0.20181387]",1.106870807819284,1.0561402025738162,0.30053978648099355,0.13314407089615754,0.12455436755912748,0.10435802642190728,0.0,0.13558987957861746,0.0,0.0,0.0,0.0,0.0,0.2018138690631965,0.0
43,2014-03-10,"[0.         0.30046359 0.13319451 0.12448671 0.10472049 0.
 0.13536894 0.         0.         0.         0.         0.
 0.20176576]",1.1122006433601577,1.059298448026576,0.3004635888599381,0.13319450758343765,0.1244867132096161,0.10472049373689273,0.0,0.13536893925614008,0.0,0.0,0.0,0.0,0.0,0.20176575735397523,0.0
44,2014-03-11,"[0.         0.30051756 0.13318534 0.12456864 0.1042193  0.
 0.13571474 0.         0.         0.         0.         0.
 0.20179442]",1.1109373583333644,1.0575276113444827,0.30051755613767545,0.13318534003074542,0.12456863991769739,0.10421929865478216,0.0,0.13571474334055314,0.0,0.0,0.0,0.0,0.0,0.20179442191854655,0.0
45,2014-03-12,"[0.         0.30049118 0.13329382 0.12455009 0.10431142 0.
 0.13564678 0.         0.         0.         0.         0.
 0.2017067 ]",1.1125471385700816,1.0578123920696785,0.30049118498035204,0.1332938233532928,0.12455009044569881,0.10431142373967925,0.0,0.1356467776943833,0.0,0.0,0.0,0.0,0.0,0.20170669978659375,0.0
46,2014-03-13,"[0.         0.30036575 0.13335545 0.12437421 0.10543093 0.
 0.13484793 0.         0.         0.         0.         0.
 0.20162574]",1.0925212555711172,1.041108234344752,0.30036574990085496,0.1333554517197626,0.12437420579029666,0.10543092569729523,0.0,0.13484792503350054,0.0,0.0,0.0,0.0,0.0,0.20162574185829002,0.0
47,2014-03-14,"[0.         0.30027681 0.13345395 0.12429662 0.10585309 0.
 0.13455554 0.         0.         0.         0.         0.
 0.20156399]",1.092601967975925,1.0421796807397108,0.30027681019140884,0.13345395424482293,0.12429662072650115,0.10585308569829613,0.0,0.13455554160386973,0.0,0.0,0.0,0.0,0.0,0.20156398753510124,0.0
48,2014-03-17,"[0.         0.30009141 0.13370002 0.12413501 0.10663766 0.
 0.1340231  0.         0.         0.         0.         0.
 0.20141281]",1.0829548246769096,1.0300656792188838,0.30009140729039324,0.1337000229255433,0.12413500697608111,0.10663765729004954,0.0,0.13402309571326712,0.0,0.0,0.0,0.0,0.0,0.20141280980466567,0.0
49,2014-03-18,"[0.         0.29982174 0.13384673 0.12389223 0.10768802 0.
 0.13351453 0.         0.         0.         0.         0.
 0.20123674]",1.07657246820878,1.0293262541523645,0.2998217399043942,0.13384673410064787,0.12389223330532714,0.10768802470125557,0.0,0.13351453107666433,0.0,0.0,0.0,0.0,0.0,0.20123673691171076,0.0
50,2014-03-19,"[0.         0.29981552 0.13377746 0.12391771 0.10729942 0.
 0.13384021 0.         0.         0.         0.         0.
 0.20134969]",1.078397672825101,1.0334473271138926,0.29981551630764103,0.1337774554211523,0.12391770666604014,0.10729942336572316,0.0,0.1338402121124251,0.0,0.0,0.0,0.0,0.0,0.20134968612701837,0.0
51,2014-03-20,"[0.         0.29986297 0.13363721 0.1239462  0.1075868  0.
 0.13361165 0.         0.         0.         0.         0.
 0.20135518]",1.0814193721715626,1.036961218755074,0.29986297009223867,0.13363720554279296,0.12394620368652128,0.10758679633157787,0.0,0.1336116460892263,0.0,0.0,0.0,0.0,0.0,0.20135517825764299,0.0
52,2014-03-21,"[0.         0.29984678 0.13370823 0.12395166 0.10756374 0.
 0.13362248 0.         0.         0.         0.         0.
 0.20130712]",1.074605740384991,1.033589295566432,0.2998467752683651,0.13370823383819838,0.12395165664327726,0.10756374080218126,0.0,0.13362247769671623,0.0,0.0,0.0,0.0,0.0,0.20130711575126176,0.0
53,2014-03-24,"[0.         0.29995438 0.13366672 0.12404191 0.10697441 0.
 0.13397811 0.         0.         0.         0.         0.
 0.20138447]",1.0762761845139848,1.0386995394852,0.29995437786256124,0.13366671794013998,0.12404190740930074,0.10697441070984781,0.0,0.13397811194303647,0.0,0.0,0.0,0.0,0.0,0.20138447413511376,0.0
54,2014-03-25,"[0.         0.30011154 0.13359827 0.12416797 0.1059782  0.
 0.13460184 0.         0.         0.         0.         0.
 0.2015422 ]",1.0733755080990561,1.0385168640699267,0.3001115358288634,0.13359827091729867,0.12416796604671361,0.10597819546333179,0.0,0.1346018361840504,0.0,0.0,0.0,0.0,0.0,0.20154219555974207,0.0
55,2014-03-26,"[0.         0.30029516 0.13347835 0.12431651 0.1053375  0.
 0.13496595 0.         0.         0.         0.         0.
 0.20160653]",1.0705162554377055,1.035898109585513,0.300295157832621,0.13347835230862204,0.12431651250647277,0.10533749974826638,0.0,0.1349659503556467,0.0,0.0,0.0,0.0,0.0,0.20160652724837105,0.0
56,2014-03-27,"[0.         0.30028259 0.13353719 0.12427364 0.10536401 0.
 0.1349437  0.         0.         0.         0.         0.
 0.20159888]",1.0673152663582337,1.031783759775714,0.3002825893625964,0.1335371892686882,0.1242736360101751,0.10536400689188086,0.0,0.13494370045064494,0.0,0.0,0.0,0.0,0.0,0.2015988780160145,0.0
57,2014-03-28,"[0.         0.30020246 0.1335578  0.1241765  0.10648904 0.
 0.13412953 0.         0.         0.         0.         0.
 0.20144466]",1.043686057131867,1.0144387408350186,0.3002024639645099,0.13355779518816566,0.12417650482786464,0.10648904162318444,0.0,0.13412953117006957,0.0,0.0,0.0,0.0,0.0,0.20144466322620586,0.0
58,2014-03-31,"[0.         0.29985574 0.13362635 0.12389387 0.1066947  0.
 0.13420934 0.         0.         0.         0.         0.
 0.20172001]",1.0572359475179967,1.0193904376386846,0.2998557367646764,0.133626345973516,0.12389386723241969,0.10669469917962963,0.0,0.134209340644526,0.0,0.0,0.0,0.0,0.0,0.2017200102052323,0.0
59,2014-04-01,"[0.         0.30155648 0.13242095 0.12549261 0.09696874 0.
 0.13972146 0.         0.         0.         0.         0.
 0.20383975]",1.0562352053904718,1.022467240129492,0.30155647656385365,0.13242095350881342,0.12549261344166185,0.09696873857740711,0.0,0.13972146482297823,0.0,0.0,0.0,0.0,0.0,0.2038397530852855,0.0
60,2014-04-02,"[0.         0.29136866 0.13154119 0.11686497 0.15200512 0.
 0.10549415 0.         0.         0.         0.         0.
 0.20272591]",1.0621961114956846,1.0290625721300333,0.29136865840367904,0.13154119267346434,0.11686496520358891,0.15200512454202045,0.0,0.10549415085560856,0.0,0.0,0.0,0.0,0.0,0.20272590832163867,0.0
61,2014-04-03,"[0.         0.28887866 0.13141166 0.11612517 0.15769661 0.
 0.10333073 0.         0.         0.         0.         0.
 0.20255717]",1.067417518142285,1.0365177115411364,0.28887866273959006,0.1314116607037299,0.1161251701873574,0.1576966050745903,0.0,0.10333072631011957,0.0,0.0,0.0,0.0,0.0,0.20255717498461295,0.0
62,2014-04-04,"[0.         0.29332514 0.12742779 0.11866804 0.14932064 0.
 0.10599059 0.         0.         0.         0.         0.
 0.20526779]",1.0740375836862592,1.0429043269782805,0.2933251413568161,0.12742779387187292,0.11866804233201779,0.14932063972715695,0.0,0.10599059268555674,0.0,0.0,0.0,0.0,0.0,0.2052677900265795,0.0
63,2014-04-07,"[0.         0.29411449 0.1269842  0.11866049 0.1484724  0.
 0.10607391 0.         0.         0.         0.         0.
 0.20569451]",1.0803347909922347,1.0471145454234336,0.29411449431328573,0.12698420336647617,0.11866048835854108,0.14847239714237084,0.0,0.10607391031833922,0.0,0.0,0.0,0.0,0.0,0.20569450650098692,0.0
64,2014-04-08,"[0.         0.29411662 0.12704136 0.11839727 0.14752332 0.
 0.10682802 0.         0.         0.         0.         0.
 0.20609341]",1.0601787102683016,1.0292084603301186,0.2941166230400322,0.12704135777568598,0.11839727112000174,0.14752331590751078,0.0,0.10682802412830993,0.0,0.0,0.0,0.0,0.0,0.2060934080284594,0.0
65,2014-04-09,"[0.         0.29437548 0.12690471 0.11847325 0.14659711 0.
 0.1072814  0.         0.         0.         0.         0.
 0.20636806]",1.0455921015169336,1.0152449415181795,0.2943754824615862,0.1269047084442889,0.11847324877714338,0.14659710576508345,0.0,0.10728139583142483,0.0,0.0,0.0,0.0,0.0,0.2063680587204734,0.0
66,2014-04-10,"[0.         0.29428418 0.12708189 0.11834931 0.14620567 0.
 0.10765758 0.         0.         0.         0.         0.
 0.20642137]",1.061509689884676,1.0255588487756409,0.29428417813387564,0.12708188694230205,0.11834931291976959,0.14620566910687746,0.0,0.1076575836157346,0.0,0.0,0.0,0.0,0.0,0.2064213692814407,0.0
67,2014-04-11,"[0.         0.29387795 0.12723658 0.11802835 0.14728897 0.
 0.10727501 0.         0.         0.         0.         0.
 0.20629313]",1.0804998445870482,1.0373206698728286,0.2938779539492171,0.12723658346951333,0.11802835457789008,0.1472889683185786,0.0,0.10727500504962237,0.0,0.0,0.0,0.0,0.0,0.20629313463517865,0.0
68,2014-04-14,"[0.         0.29404775 0.12726215 0.11809681 0.14571108 0.
 0.10822466 0.         0.         0.         0.         0.
 0.20665755]",1.0509971485437895,1.0113340476744939,0.29404774673110334,0.1272621547418043,0.11809681151692658,0.1457110838378443,0.0,0.10822465669621747,0.0,0.0,0.0,0.0,0.0,0.20665754647610385,0.0
69,2014-04-15,"[0.         0.29466622 0.12714271 0.11844328 0.14336864 0.
 0.10936911 0.         0.         0.         0.         0.
 0.20701004]",1.0500051872799339,1.0112777166076132,0.2946662242653699,0.12714270616397536,0.11844328419206877,0.1433686424567296,0.0,0.10936910683243205,0.0,0.0,0.0,0.0,0.0,0.20701003608942423,0.0
70,2014-04-16,"[0.         0.29447213 0.12718427 0.11817356 0.14467377 0.
 0.10864232 0.         0.         0.         0.         0.
 0.20685396]",1.0566713557225644,1.0138936275818284,0.29447213088725815,0.1271842669998368,0.11817355846034468,0.14467376901353338,0.0,0.1086423161273994,0.0,0.0,0.0,0.0,0.0,0.20685395851162755,0.0
71,2014-04-17,"[0.         0.29464129 0.12713732 0.11824548 0.14397101 0.
 0.10906827 0.         0.         0.         0.         0.
 0.20693663]",1.0610561134558625,1.0172985985203415,0.29464129062753813,0.12713731875966292,0.1182454807151682,0.14397100807884147,0.0,0.10906827360711042,0.0,0.0,0.0,0.0,0.0,0.2069366282116788,0.0
72,2014-04-21,"[0.         0.29490644 0.12704846 0.11836574 0.14330407 0.
 0.1093767  0.         0.         0.         0.         0.
 0.20699858]",1.0687901406606575,1.02191188622565,0.2949064389804787,0.12704846301914577,0.11836574118192468,0.14330407258514705,0.0,0.10937670343905691,0.0,0.0,0.0,0.0,0.0,0.20699858079424696,0.0
73,2014-04-22,"[0.         0.29516446 0.12699021 0.11848972 0.14243742 0.
 0.10983211 0.         0.         0.         0.         0.
 0.20708608]",1.0781869745298853,1.0292067881872937,0.2951644572040172,0.1269902123865464,0.11848971854805022,0.1424374217121436,0.0,0.10983211180567144,0.0,0.0,0.0,0.0,0.0,0.20708607834357112,0.0
74,2014-04-23,"[0.         0.29496589 0.1270013  0.1182927  0.1436384  0.
 0.1091523  0.         0.         0.         0.         0.
 0.20694942]",1.0753772765926601,1.0274236880487915,0.29496588937514456,0.12700129759182932,0.11829269632808391,0.14363839708134707,0.0,0.10915230185148082,0.0,0.0,0.0,0.0,0.0,0.2069494177721143,0.0
75,2014-04-24,"[0.         0.29455071 0.12724524 0.11804513 0.14451958 0.
 0.10884686 0.         0.         0.         0.         0.
 0.20679248]",1.0727971773907161,1.0285196698277856,0.2945507095217336,0.12724524120761874,0.11804513084003118,0.14451958181987792,0.0,0.10884685869153159,0.0,0.0,0.0,0.0,0.0,0.2067924779192068,0.0
76,2014-04-25,"[0.         0.29439145 0.12751383 0.11801247 0.14332448 0.
 0.10972732 0.         0.         0.         0.         0.
 0.20703045]",1.0809510447760924,1.0301722066990784,0.2943914470113785,0.12751383158980834,0.11801247420065884,0.14332448206637452,0.0,0.10972731542388973,0.0,0.0,0.0,0.0,0.0,0.20703044970789014,0.0
77,2014-04-28,"[0.         0.29416943 0.12788234 0.11790045 0.14187896 0.
 0.11075097 0.         0.         0.         0.         0.
 0.20741786]",1.070198202075583,1.019528767391685,0.2941694290579168,0.1278823426937798,0.11790045239368006,0.1418789553720306,0.0,0.11075096510280222,0.0,0.0,0.0,0.0,0.0,0.20741785537979054,0.0
78,2014-04-29,"[0.         0.2935843  0.12823601 0.11753275 0.142662   0.
 0.11058857 0.         0.         0.         0.         0.
 0.20739637]",1.0629935082014297,1.0118924352350034,0.2935843047442248,0.12823600895059958,0.11753274722519831,0.1426619999398028,0.0,0.11058856841733493,0.0,0.0,0.0,0.0,0.0,0.2073963707228395,0.0
79,2014-04-30,"[0.         0.29299366 0.12838003 0.11716064 0.14448049 0.
 0.10972169 0.         0.         0.         0.         0.
 0.20726349]",1.0481935753478135,1.0039019782115635,0.29299365897814494,0.12838002688825437,0.1171606418898058,0.14448048931966337,0.0,0.10972169383879,0.0,0.0,0.0,0.0,0.0,0.2072634890853413,0.0
80,2014-05-01,"[0.         0.29438474 0.12804399 0.11827459 0.13922185 0.
 0.11210575 0.         0.         0.         0.         0.
 0.20796909]",1.0460915753579176,1.0001532428722864,0.29438473509282487,0.12804398808117132,0.1182745944971501,0.1392218478436303,0.0,0.11210574906283254,0.0,0.0,0.0,0.0,0.0,0.20796908542239095,0.0
