,Date,Weights,Profit,Base Profit,Volume,CTS,SANM,IEC,FLEX,GGG,ITT,FLS,IEX,JPM,UMBF,C,TCF,cash
0,2014-01-06,"[0.12075295 0.1228106  0.17544846 0.15095407 0.         0.
 0.         0.         0.         0.         0.12641662 0.183525
 0.12009231]",0.9999999999912075,0.9999999999917251,0.8792470544512869,0.12281059603930247,0.17544845941203216,0.15095406986120846,0.0,0.0,0.0,0.0,0.0,0.0,0.12641662036769216,0.18352500237421684,0.12009230639683478,0.1207529455487131
1,2014-01-07,"[0.         0.13588908 0.20341918 0.17108313 0.         0.
 0.         0.         0.         0.         0.14010996 0.21602953
 0.13346912]",1.0067006246276047,1.0061932579941946,0.12075294554765137,0.1358890758301915,0.2034191779047246,0.17108313337889333,0.0,0.0,0.0,0.0,0.0,0.0,0.14010995562588538,0.21602953226675795,0.1334691249935472,0.0
2,2014-01-08,"[0.         0.13506853 0.2045961  0.16948398 0.         0.
 0.         0.         0.         0.         0.13885956 0.2192077
 0.13278415]",1.0109151794379563,1.0040360296767183,0.008248294125325014,0.13506852670564373,0.20459609631667058,0.1694839765214247,0.0,0.0,0.0,0.0,0.0,0.0,0.13885955946316467,0.21920769579165264,0.13278414520144366,0.0
3,2014-01-09,"[0.         0.1348268  0.20371102 0.17070706 0.         0.
 0.         0.         0.         0.         0.13860331 0.21967642
 0.13247539]",1.0117661984149198,1.004899384721279,0.013054200075387936,0.13482680030090805,0.20371101968249963,0.17070706352834658,0.0,0.0,0.0,0.0,0.0,0.0,0.1386033105359656,0.21967641630801596,0.1324753896442641,0.0
4,2014-01-10,"[0.         0.13515277 0.20437704 0.16952719 0.         0.
 0.         0.         0.         0.         0.13909225 0.21883117
 0.13301958]",1.0137423936295151,1.0064761724292832,0.0036699353848043126,0.1351527703584073,0.20437703660002654,0.16952718850550658,0.0,0.0,0.0,0.0,0.0,0.0,0.13909225187765986,0.21883117370407762,0.13301957895432212,0.0
5,2014-01-13,"[0.         0.13546764 0.20498598 0.16809084 0.         0.
 0.         0.         0.         0.         0.13915855 0.21935009
 0.1329469 ]",1.0107071134220997,1.0070244837250777,0.010500671916141744,0.13546764290377863,0.2049859817516489,0.16809083672981076,0.0,0.0,0.0,0.0,0.0,0.0,0.13915854925232946,0.21935008586384275,0.1329469034985894,0.0
6,2014-01-14,"[0.         0.1358843  0.20397245 0.16771243 0.         0.
 0.         0.         0.         0.         0.13982626 0.21910298
 0.13350158]",0.9946216309652106,1.0003378388589612,0.009223821045350756,0.135884303361631,0.20397245185855697,0.16771242523422272,0.0,0.0,0.0,0.0,0.0,0.0,0.13982625754909095,0.21910297970930806,0.13350158228719045,0.0
7,2014-01-15,"[0.         0.13612675 0.20338473 0.16735669 0.         0.
 0.         0.         0.         0.         0.139975   0.21901209
 0.13414474]",0.9864707247605393,0.9963318928232343,0.0076018805610340145,0.1361267514533335,0.20338472758076478,0.1673566858091623,0.0,0.0,0.0,0.0,0.0,0.0,0.13997500481618538,0.21901209036045016,0.13414473998010393,0.0
8,2014-01-16,"[0.         0.13625614 0.20388774 0.16663192 0.         0.
 0.         0.         0.         0.         0.14035593 0.21860576
 0.13426251]",0.9959211125306778,1.0022224899199943,0.008478672576747271,0.13625614040950393,0.20388773693283674,0.16663191620749815,0.0,0.0,0.0,0.0,0.0,0.0,0.14035593142124161,0.21860576439498847,0.13426251063393108,0.0
9,2014-01-17,"[0.         0.13645332 0.20380895 0.16694944 0.         0.
 0.         0.         0.         0.         0.14015875 0.21849385
 0.13413569]",0.9979203017044193,1.0056791851678968,0.0033060042240263252,0.13645331640074296,0.20380895445753075,0.16694944314263951,0.0,0.0,0.0,0.0,0.0,0.0,0.1401587514845272,0.2184938451518835,0.13413568936267617,0.0
10,2014-01-21,"[0.         0.08966092 0.12185789 0.11601858 0.08069799 0.10106905
 0.         0.0712768  0.06399879 0.0725911  0.08562422 0.12607598
 0.07112868]",0.9938988088246848,1.0019788754351682,0.777646836296326,0.0896609201302639,0.121857889250932,0.11601857567354223,0.08069799344134353,0.10106905295172519,0.0,0.07127680397523652,0.06399878577522601,0.07259110262705372,0.08562421623645462,0.12607598042168883,0.0711286795165335,0.0
11,2014-01-22,"[0.         0.09108557 0.13131289 0.12198516 0.08514976 0.09428575
 0.         0.08986605 0.         0.08147153 0.08883322 0.13486048
 0.0811496 ]",0.9923607928420323,1.0017573887752405,0.14139916410906841,0.09108556652117733,0.1313128945013553,0.12198515928228701,0.0851497562458351,0.09428574605102907,0.0,0.08986604963767698,0.0,0.08147152509849487,0.08883322166809021,0.13486048337015022,0.08114959762390404,0.0
12,2014-01-23,"[0.         0.09098806 0.13587502 0.11958831 0.08194398 0.08473735
 0.         0.08892999 0.         0.07970831 0.09073508 0.14112054
 0.08637335]",0.9960095628960107,1.0029992525880416,0.029818221521163982,0.09098806130647569,0.1358750210323283,0.11958830902252038,0.08194398124283932,0.08473734995208926,0.0,0.08892998949970635,0.0,0.07970831020392356,0.09073508445956473,0.14112054108474437,0.08637335219580805,0.0
