,Date,Weights,Profit,Base Profit,MMM,TFX,CRY,ATRI,TRT,IVAC,ASYS,VECO,GGG,FLS,ITT,IEX,cash
0,2014-02-13,"[0.44876681 0.         0.         0.         0.075526   0.16206393
 0.16001115 0.08817504 0.         0.06545707 0.         0.
 0.        ]",0.9999999999944876,0.9999999999917246,0.0,0.0,0.0,0.07552600002479412,0.1620639257920034,0.16001115214263326,0.08817504041120015,0.0,0.06545706743052691,0.0,0.0,0.0,0.44876681419884207
1,2014-02-14,"[0.25215967 0.         0.         0.         0.12014547 0.18681431
 0.18226566 0.11497015 0.07237158 0.07127315 0.         0.
 0.        ]",0.9918852787626004,0.9977551806911267,0.0,0.0,0.0,0.12014547157648778,0.18681431446157656,0.182265662088304,0.11497014970149137,0.07237157951468337,0.07127315435646513,0.0,0.0,0.0,0.2521596683009918
2,2014-02-18,"[0.21164107 0.         0.         0.         0.07277433 0.19043348
 0.19161887 0.12350688 0.09557651 0.11444886 0.         0.
 0.        ]",1.0086428100771077,1.0188446195605727,0.0,0.0,0.0,0.07277432784097898,0.19043347779992684,0.19161886712878476,0.12350688250201759,0.09557651385190576,0.11444885618322143,0.0,0.0,0.0,0.2116410746931647
3,2014-02-19,"[0.29174192 0.         0.         0.         0.         0.28356946
 0.         0.10114651 0.         0.         0.20444702 0.11909509
 0.        ]",1.0160880960227539,1.0259500379729747,0.0,0.0,0.0,0.0,0.2835694583041895,0.0,0.10114651207881332,0.0,0.0,0.20444701809739285,0.11909508938939047,0.0,0.2917419221302138
4,2014-02-20,"[0.32809085 0.         0.         0.         0.         0.32929024
 0.         0.         0.         0.         0.24082092 0.10179799
 0.        ]",1.012898656857586,1.0305885624215938,0.0,0.0,0.0,0.0,0.32929023598351975,0.0,0.0,0.0,0.0,0.24082091885002682,0.10179799470637989,0.0,0.3280908504600735
5,2014-02-21,"[0.30146878 0.         0.         0.         0.         0.25355545
 0.0953061  0.10203552 0.12860409 0.         0.11903005 0.
 0.        ]",1.0246233200570314,1.027440971869344,0.0,0.0,0.0,0.0,0.25355544941676256,0.09530609517653234,0.10203552253467656,0.12860409495151565,0.0,0.11903005407706704,0.0,0.0,0.301468783843446
6,2014-02-24,"[0.27347587 0.         0.         0.         0.         0.25583339
 0.09286685 0.10962507 0.         0.         0.18098523 0.08721359
 0.        ]",1.0352178575682445,1.033524230470362,0.0,0.0,0.0,0.0,0.25583339300250274,0.09286684912571205,0.10962507030504921,0.0,0.0,0.18098523391999097,0.08721358842275292,0.0,0.273475865223992
7,2014-02-25,"[0.24333669 0.         0.         0.         0.         0.23495798
 0.10183221 0.1170834  0.         0.         0.19064461 0.1121451
 0.        ]",1.0381778437886513,1.0367274956797585,0.0,0.0,0.0,0.0,0.23495798343412744,0.10183221281799971,0.11708340196310761,0.0,0.0,0.19064461117117842,0.11214509967472315,0.0,0.24333669093886356
8,2014-02-26,"[0.23597554 0.         0.         0.         0.         0.22774662
 0.10096103 0.12103636 0.         0.         0.19150801 0.12277244
 0.        ]",1.0373508638507953,1.0357005636065042,0.0,0.0,0.0,0.0,0.2277466218438843,0.10096102608546431,0.12103635583996591,0.0,0.0,0.1915080072853967,0.12277244482893696,0.0,0.2359755441163519
9,2014-02-27,"[0.22885254 0.         0.         0.         0.         0.21893985
 0.08464314 0.13244581 0.         0.         0.1972326  0.13788606
 0.        ]",1.0270001405490845,1.0318465695008205,0.0,0.0,0.0,0.0,0.2189398460463333,0.08464314078560353,0.1324458081678889,0.0,0.0,0.19723259976867902,0.13788606482938856,0.0,0.22885254040210673
10,2014-02-28,"[0.23060278 0.         0.         0.         0.         0.22324717
 0.09064873 0.12760861 0.         0.         0.19683789 0.13105481
 0.        ]",1.0361210124070808,1.0390479156549686,0.0,0.0,0.0,0.0,0.22324716899284372,0.09064872922197087,0.1276086095423073,0.0,0.0,0.1968378931200298,0.1310548147944611,0.0,0.2306027843283871
11,2014-03-03,"[0.23978635 0.         0.         0.         0.         0.22645815
 0.         0.15617655 0.         0.         0.21578549 0.16179346
 0.        ]",1.0502807211758287,1.044397323149572,0.0,0.0,0.0,0.0,0.22645815233488736,0.0,0.15617654922247437,0.0,0.0,0.2157854896875381,0.16179346124489208,0.0,0.23978634751020808
12,2014-03-04,"[0.228161   0.         0.         0.         0.         0.21921148
 0.07013236 0.1363767  0.         0.         0.20318829 0.14293017
 0.        ]",1.0451178138348145,1.0411969837952233,0.0,0.0,0.0,0.0,0.2192114757623703,0.07013236079934208,0.13637669562121554,0.0,0.0,0.20318829273641717,0.14293017241545478,0.0,0.22816100266520017
13,2014-03-05,"[0.22704706 0.         0.         0.         0.         0.22010806
 0.07248145 0.13445005 0.         0.         0.20430416 0.14160922
 0.        ]",1.0636204243362544,1.0547124830258454,0.0,0.0,0.0,0.0,0.22010806123759807,0.07248144659478842,0.13445004681867595,0.0,0.0,0.20430415975044997,0.1416092222686425,0.0,0.22704706332984517
14,2014-03-06,"[0.26965486 0.         0.         0.         0.         0.26326077
 0.         0.13367097 0.         0.         0.22738676 0.10602665
 0.        ]",1.0663585663014938,1.0589039683305177,0.0,0.0,0.0,0.0,0.2632607650782181,0.0,0.1336709712625527,0.0,0.0,0.22738675975951203,0.1060266465961158,0.0,0.26965485730360134
15,2014-03-07,"[0.24727585 0.         0.         0.         0.         0.24209844
 0.07367518 0.11587317 0.         0.         0.20869459 0.11238278
 0.        ]",1.0793740122837479,1.0659937475372379,0.0,0.0,0.0,0.0,0.24209844282609802,0.07367517572804282,0.11587316977055202,0.0,0.0,0.20869458935101395,0.11238277554512702,0.0,0.24727584677916625
16,2014-03-10,"[0.24299577 0.         0.         0.         0.         0.23850915
 0.07583499 0.11603537 0.         0.         0.20836919 0.11825553
 0.        ]",1.0897733227134998,1.0780801827519921,0.0,0.0,0.0,0.0,0.2385091516889756,0.07583499111585555,0.11603536817830556,0.0,0.0,0.20836918816613806,0.11825552676012283,0.0,0.24299577409060247
17,2014-03-11,"[0.24185578 0.         0.         0.         0.         0.23727328
 0.07637429 0.11655088 0.         0.         0.20809208 0.1198537
 0.        ]",1.0661963870294702,1.0695914086625395,0.0,0.0,0.0,0.0,0.23727327859283304,0.07637428926358346,0.11655087969416046,0.0,0.0,0.20809207837375626,0.11985369581096562,0.0,0.24185577826470128
18,2014-03-12,"[0.27757769 0.         0.         0.         0.         0.27412214
 0.         0.10204784 0.         0.         0.22647494 0.1197774
 0.        ]",1.0657951138398083,1.0688283409400379,0.0,0.0,0.0,0.0,0.2741221369075589,0.0,0.10204783633209133,0.0,0.0,0.2264749443763387,0.11977739576971672,0.0,0.2775776866142944
19,2014-03-13,"[0.26533208 0.         0.         0.         0.         0.25952933
 0.         0.11828165 0.         0.         0.22374603 0.13311091
 0.        ]",1.0566108753963226,1.0554443534008586,0.0,0.0,0.0,0.0,0.25952932900560116,0.0,0.11828165084058338,0.0,0.0,0.2237460260807765,0.13311091326080032,0.0,0.2653320808122385
20,2014-03-14,"[0.25958776 0.         0.         0.         0.         0.25179349
 0.         0.1150808  0.         0.         0.22786799 0.14566996
 0.        ]",1.0532487572120754,1.0595171596040647,0.0,0.0,0.0,0.0,0.2517934871737594,0.0,0.11508080317735415,0.0,0.0,0.22786798710661815,0.14566996420581,0.0,0.25958775833645836
21,2014-03-17,"[0.26170774 0.         0.         0.         0.         0.25492764
 0.         0.10515016 0.         0.         0.22662401 0.15159046
 0.        ]",1.0573233435208163,1.046345057455485,0.0,0.0,0.0,0.0,0.25492763578053823,0.0,0.10515015541675285,0.0,0.0,0.22662401045792302,0.15159046286481748,0.0,0.26170773547996834
22,2014-03-18,"[0.26531318 0.         0.         0.         0.         0.25994303
 0.         0.09844324 0.         0.         0.23133825 0.1449623
 0.        ]",1.0485627149498842,1.0522933097516882,0.0,0.0,0.0,0.0,0.2599430265602589,0.0,0.09844324475082403,0.0,0.0,0.2313382481190916,0.14496230139318514,0.0,0.26531317917664043
23,2014-03-19,"[0.26317089 0.         0.         0.         0.         0.25496232
 0.         0.10405073 0.         0.         0.22852238 0.14929368
 0.        ]",1.0603354665980618,1.0646596810938525,0.0,0.0,0.0,0.0,0.25496231905569366,0.0,0.10405073198821099,0.0,0.0,0.22852238262892827,0.1492936812072549,0.0,0.2631708851199122
24,2014-03-20,"[0.27691347 0.         0.         0.         0.         0.26428283
 0.         0.0937899  0.         0.         0.24030338 0.12471041
 0.        ]",1.0736528847464428,1.0756112570793586,0.0,0.0,0.0,0.0,0.2642828347195268,0.0,0.09378989958531074,0.0,0.0,0.24030338121898642,0.12471041154135085,0.0,0.2769134729348252
25,2014-03-21,"[0.26984115 0.         0.         0.         0.         0.25994298
 0.         0.09806214 0.         0.         0.22765591 0.1444978
 0.        ]",1.089585016439235,1.0765632177070827,0.0,0.0,0.0,0.0,0.2599429837835846,0.0,0.09806214440633115,0.0,0.0,0.22765591288381873,0.14449780443263563,0.0,0.2698411544936298
26,2014-03-24,"[0.26480884 0.         0.         0.         0.         0.25199569
 0.         0.10453185 0.         0.         0.22278874 0.15587489
 0.        ]",1.0718148834094192,1.0726133929871582,0.0,0.0,0.0,0.0,0.25199568771190795,0.0,0.10453184763292572,0.0,0.0,0.2227887351989376,0.1558748886733141,0.0,0.2648088407829147
27,2014-03-25,"[0.2595629  0.         0.         0.         0.         0.24867142
 0.         0.11182466 0.         0.         0.22306518 0.15687585
 0.        ]",1.076801045359951,1.073013975051764,0.0,0.0,0.0,0.0,0.24867141572885024,0.0,0.11182466248876267,0.0,0.0,0.22306517684415064,0.15687584586074313,0.0,0.2595628990774932
