,Date,Weights,Profit,Base Profit,BMY,ABT,JNJ,PFE,EBIX,JKHY,UIS,STRM,SUP,STRT,MOD,DORM,cash
20,2014-02-04,"[0.         0.2117     0.22569053 0.         0.         0.
 0.         0.         0.         0.         0.13193284 0.25496006
 0.17571658]",1.0105062145433297,0.989668374590921,0.21169999724290642,0.22569053108901688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13193283920675886,0.2549600557805807,0.17571657668073715,0.0
21,2014-02-05,"[0.         0.21276253 0.22612463 0.         0.         0.
 0.         0.         0.         0.         0.13003229 0.25393261
 0.17714794]",0.9949432431906597,0.9790683376659574,0.21276253160914846,0.22612463057248988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13003228762619948,0.2539326083383798,0.17714794185378246,0.0
22,2014-02-06,"[0.         0.21283718 0.22647432 0.         0.         0.
 0.         0.         0.         0.         0.12924878 0.25370214
 0.17773758]",0.998885388323395,0.9754600386932288,0.21283717911680217,0.22647432456200192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12924877775156435,0.2537021402404636,0.17773757832916798,0.0
23,2014-02-07,"[0.         0.2131544  0.22671223 0.         0.         0.
 0.         0.         0.         0.         0.12877822 0.25313712
 0.17821802]",1.0027467196863111,0.9797134376818177,0.21315440259138055,0.22671223325317405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287782167898964,0.25313712360579776,0.17821802375975124,0.0
24,2014-02-10,"[0.         0.21240564 0.2267322  0.         0.         0.
 0.         0.         0.         0.         0.12988787 0.25367231
 0.17730199]",1.009550736149187,0.9822265324920327,0.21240563595295034,0.22673220281482304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12988786679109085,0.2536723050354086,0.17730198940572708,0.0
25,2014-02-11,"[0.         0.21111254 0.22640913 0.         0.         0.
 0.         0.         0.         0.         0.13187028 0.25495105
 0.175657  ]",1.0213484389324825,0.9913049192339468,0.21111254014393305,0.2264091273062927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13187027901205867,0.25495105301883,0.17565700051888566,0.0
26,2014-02-12,"[0.         0.21086943 0.2259182  0.         0.         0.
 0.         0.         0.         0.         0.13134744 0.25580024
 0.17606469]",1.028431449810401,1.0006150359468051,0.2108694261624759,0.22591820109325864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13134743974396634,0.2558002389184562,0.17606469408184283,0.0
27,2014-02-13,"[0.         0.21143321 0.22578906 0.         0.         0.
 0.         0.         0.         0.         0.13017932 0.25548414
 0.17711426]",1.0446658835616711,1.010820792081536,0.21143321269236248,0.22578906202696702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301793192689178,0.2554841444850074,0.17711426152674525,0.0
28,2014-02-14,"[0.         0.21845668 0.22593624 0.         0.         0.
 0.         0.         0.         0.         0.1207296  0.24823861
 0.18663887]",1.0529090332613427,1.0089694159002627,0.21845668287258815,0.2259362430321433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12072959961504688,0.24823860908618742,0.1866388653940342,0.0
29,2014-02-18,"[0.         0.21943904 0.22596285 0.         0.         0.
 0.         0.         0.         0.         0.11989823 0.24664627
 0.18805361]",1.0712049002777253,1.0201599807367479,0.21943904430545066,0.22596284956692542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198982293058208,0.246646267546775,0.18805360927502798,0.0
30,2014-02-19,"[0.         0.20394273 0.22352665 0.         0.         0.
 0.         0.         0.         0.         0.15952555 0.25430394
 0.15870114]",1.0734599944274106,1.021865607641038,0.20394272743508707,0.2235266460007491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595255502670628,0.25430394103576287,0.1587011352613382,0.0
31,2014-02-20,"[0.         0.20079077 0.22298026 0.         0.         0.
 0.         0.         0.         0.         0.1658263  0.25622433
 0.15417834]",1.0777241874559247,1.0257682819300815,0.2007907678861908,0.22298026107698293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1658263025459853,0.25622432971255216,0.1541783387782888,0.0
32,2014-02-21,"[0.         0.19988603 0.22240309 0.         0.         0.
 0.         0.         0.         0.         0.16930408 0.25522214
 0.15318466]",1.1048165202473545,1.04234856116913,0.19988602744663483,0.22240308800065617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16930408325572963,0.2552221399078105,0.15318466138916884,0.0
33,2014-02-24,"[0.         0.19953361 0.22207917 0.         0.         0.
 0.         0.         0.         0.         0.16984468 0.25546334
 0.15307919]",1.1094207845121085,1.0474872175895042,0.19953361449455734,0.22207917104852612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16984468073342812,0.255463341352755,0.15307919237073347,0.0
34,2014-02-25,"[0.         0.19981804 0.2223163  0.         0.         0.
 0.         0.         0.         0.         0.16968477 0.25506565
 0.15311524]",1.1122267870255635,1.0463219379541373,0.19981804330312541,0.2223163043751103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696847696995925,0.2550656463065086,0.15311523631566312,0.0
35,2014-02-26,"[0.         0.19986998 0.22216158 0.         0.         0.
 0.         0.         0.         0.         0.16980972 0.25508039
 0.15307832]",1.1175348467288504,1.045721926255738,0.19986997999180162,0.22216158132710703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698097249094387,0.25508039414264627,0.1530783196290062,0.0
36,2014-02-27,"[0.         0.19987318 0.22213059 0.         0.         0.
 0.         0.         0.         0.         0.16966879 0.25518372
 0.15314372]",1.1099390242599565,1.0468759186158447,0.1998731755311107,0.22213059168450353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16966879196373005,0.2551837231665127,0.1531437176541429,0.0
37,2014-02-28,"[0.         0.1998805  0.22219943 0.         0.         0.
 0.         0.         0.         0.         0.17020588 0.25453234
 0.15318186]",1.1200693666951906,1.0524351346184646,0.19988049546107164,0.22219942906277784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17020587544858323,0.2545323359252969,0.15318186410227028,0.0
38,2014-03-03,"[0.         0.19970244 0.22193988 0.         0.         0.
 0.         0.         0.         0.         0.17040529 0.25470009
 0.15325229]",1.1412134681948438,1.0673082141503258,0.1997024449308162,0.22193988400961817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17040529094466222,0.25470008992513404,0.15325229018976919,0.0
39,2014-03-04,"[0.         0.20011839 0.22242276 0.         0.         0.
 0.         0.         0.         0.         0.17052153 0.25368938
 0.15324793]",1.1320695776505383,1.0522678688209834,0.20011839123303454,0.22242275814100554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17052153449676055,0.253689384210007,0.15324793191919228,0.0
40,2014-03-05,"[0.         0.20050867 0.222972   0.         0.         0.
 0.         0.         0.         0.         0.17041432 0.25292195
 0.15318306]",1.1511312289015154,1.0677583555809096,0.20050867083656912,0.2229720031560875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704143150964392,0.25292195179351085,0.15318305911739338,0.0
41,2014-03-06,"[0.         0.20032512 0.2224447  0.         0.         0.
 0.         0.         0.         0.         0.17053231 0.25345446
 0.15324341]",1.1762970609540655,1.079178869779722,0.20032511820761384,0.2224447025262084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17053230584671444,0.253454464461678,0.1532434089577853,0.0
42,2014-03-07,"[0.         0.2004273  0.22220853 0.         0.         0.
 0.         0.         0.         0.         0.17082227 0.25338734
 0.15315456]",1.1658012292817843,1.071876671961419,0.20042729796034012,0.22220853383675485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708222654729621,0.2533873443332771,0.1531545583966659,0.0
43,2014-03-10,"[0.         0.20052525 0.22236925 0.         0.         0.
 0.         0.         0.         0.         0.17100639 0.25287456
 0.15322455]",1.1732178102956436,1.076657018615077,0.20052525080520384,0.2223692538317305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17100638573373117,0.25287456333253927,0.1532245462967953,0.0
44,2014-03-11,"[0.         0.2005871  0.22274247 0.         0.         0.
 0.         0.         0.         0.         0.17029961 0.25305605
 0.15331477]",1.1734178895931544,1.0740740121002184,0.2005871038975612,0.22274246521425148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17029961426341342,0.2530560457027714,0.1533147709220025,0.0
45,2014-03-12,"[0.         0.20081023 0.22326955 0.         0.         0.
 0.         0.         0.         0.         0.17035603 0.2520201
 0.15354409]",1.1900900342318816,1.0834226348633764,0.2008102321197617,0.2232695525727785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17035603141768638,0.25202009657483876,0.15354408731493466,0.0
46,2014-03-13,"[0.         0.20113857 0.22397739 0.         0.         0.
 0.         0.         0.         0.         0.16979017 0.2516388
 0.15345506]",1.172440548905741,1.0686181144588853,0.20113857135564467,0.22397739034449418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16979016992364995,0.2516388035987908,0.15345506477742027,0.0
47,2014-03-14,"[0.         0.20123172 0.22436024 0.         0.         0.
 0.         0.         0.         0.         0.16941676 0.2514911
 0.15350019]",1.1765310544108336,1.0720532463295316,0.20123171540814827,0.22436023592158053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16941676079152895,0.2514910980109933,0.1535001898677489,0.0
48,2014-03-17,"[0.         0.20166033 0.22479828 0.         0.         0.
 0.         0.         0.         0.         0.16955837 0.2505554
 0.15342762]",1.148993883414369,1.0552350062932532,0.20166032764862082,0.2247982769502443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169558374687608,0.25055539962169565,0.1534276210918313,0.0
49,2014-03-18,"[0.         0.20140855 0.22457329 0.         0.         0.
 0.         0.         0.         0.         0.16962606 0.2511401
 0.153252  ]",1.1528989685702642,1.0587285350649953,0.20140855452231615,0.22457328914536806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696260611827985,0.2511400958119373,0.15325199933758016,0.0
50,2014-03-19,"[0.         0.2014332  0.22463722 0.         0.         0.
 0.         0.         0.         0.         0.16950281 0.25122885
 0.15319792]",1.1537088319311601,1.0554429888783048,0.20143319614807403,0.22463721976665932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16950281499585138,0.25122885041826754,0.15319791867114785,0.0
51,2014-03-20,"[0.         0.20107069 0.22401586 0.         0.         0.
 0.         0.         0.         0.         0.16998826 0.25173577
 0.15318942]",1.1654485283800629,1.0683437531216349,0.20107069199600988,0.22401586446776436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16998825780097956,0.25173576929308916,0.15318941644215694,0.0
52,2014-03-21,"[0.         0.20104354 0.22374767 0.         0.         0.
 0.         0.         0.         0.         0.17024035 0.25189855
 0.15306989]",1.1590218408283866,1.064039949763281,0.20104353590696938,0.22374767099099363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17024035260076195,0.2518985463740454,0.15306989412722954,0.0
53,2014-03-24,"[0.         0.20104407 0.2237986  0.         0.         0.
 0.         0.         0.         0.         0.17011    0.25195746
 0.15308986]",1.1586114135221646,1.0655288564263738,0.2010440747505305,0.2237986022383204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701100021410675,0.2519574622099509,0.15308985866013072,0.0
54,2014-03-25,"[0.         0.20099888 0.22382819 0.         0.         0.
 0.         0.         0.         0.         0.17012633 0.25181727
 0.15322933]",1.145160966952072,1.0575429025644665,0.2009988774416705,0.22382819486601582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17012632861700883,0.2518172683511779,0.15322933072412698,0.0
55,2014-03-26,"[0.         0.20101098 0.22396988 0.         0.         0.
 0.         0.         0.         0.         0.16960165 0.25212685
 0.15329063]",1.116829916256713,1.0470132455260988,0.2010109800747212,0.22396988232803713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16960165141376238,0.2521268547264307,0.15329063145704866,0.0
56,2014-03-27,"[0.         0.20096785 0.22396156 0.         0.         0.
 0.         0.         0.         0.         0.16933969 0.25244765
 0.15328325]",1.1186546528866943,1.048805743661303,0.20096785035392017,0.2239615643154835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1693396925532952,0.2524476461320176,0.15328324664528364,0.0
57,2014-03-28,"[0.         0.20136486 0.22408287 0.         0.         0.
 0.         0.         0.         0.         0.16938823 0.25198269
 0.15318134]",1.1200144378249552,1.041001314644703,0.201364864871202,0.22408286683640888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16938823188828978,0.2519826919234134,0.15318134448068615,0.0
58,2014-03-31,"[0.         0.20172977 0.22480379 0.         0.         0.
 0.         0.         0.         0.         0.16907283 0.25117817
 0.15321544]",1.1176068506630306,1.0398348059945624,0.20172976620360158,0.22480379228468866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690728310370134,0.25117817216104876,0.15321543831364764,0.0
59,2014-04-01,"[0.         0.20274367 0.22716017 0.         0.         0.
 0.         0.         0.         0.         0.16658073 0.24964336
 0.15387207]",1.127065963071607,1.0446227104965333,0.20274366628486554,0.227160174982362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665807286099093,0.24964335772974264,0.15387207239312053,0.0
60,2014-04-02,"[0.         0.19217949 0.20288691 0.11123285 0.         0.
 0.         0.         0.         0.         0.15787068 0.19636751
 0.13946256]",1.1406103332266164,1.0557224495956883,0.19217948637005192,0.2028869120452115,0.11123285074998539,0.0,0.0,0.0,0.0,0.0,0.0,0.1578706828875614,0.1963675073157018,0.1394625606314879,0.0
61,2014-04-03,"[0.         0.19116516 0.19879507 0.12403758 0.         0.
 0.         0.         0.         0.         0.15820989 0.18940868
 0.13838361]",1.1472700849490751,1.063980807348009,0.191165163727298,0.19879506727289273,0.12403758365354589,0.0,0.0,0.0,0.0,0.0,0.0,0.15820989335024668,0.18940868086564633,0.13838361113037043,0.0
62,2014-04-04,"[0.         0.19106714 0.19785888 0.12531486 0.         0.
 0.         0.         0.         0.         0.15863866 0.18894402
 0.13817643]",1.154355679636791,1.0691445251595264,0.19106714234009933,0.19785888123027906,0.12531485975820186,0.0,0.0,0.0,0.0,0.0,0.0,0.15863866491713008,0.1889440218889016,0.13817642986538803,0.0
63,2014-04-07,"[0.         0.1912776  0.1980287  0.12507302 0.         0.
 0.         0.         0.         0.         0.15863434 0.18866884
 0.13831751]",1.1524165726653754,1.0699595611397539,0.1912775954942067,0.19802870368059902,0.1250730157352348,0.0,0.0,0.0,0.0,0.0,0.0,0.15863434056633446,0.18866883574260102,0.1383175087810241,0.0
64,2014-04-08,"[0.         0.19131642 0.19780989 0.12540075 0.         0.
 0.         0.         0.         0.         0.15874988 0.18871289
 0.13801016]",1.1210109458767172,1.042649917967737,0.19131642485091754,0.19780988589477166,0.12540075087817196,0.0,0.0,0.0,0.0,0.0,0.0,0.15874988495131154,0.18871289252025225,0.1380101609045749,0.0
65,2014-04-09,"[0.         0.19159294 0.19839271 0.12440641 0.         0.
 0.         0.         0.         0.         0.15866575 0.18883853
 0.13810365]",1.1146636882076257,1.0374410011328203,0.1915929404134842,0.19839271074231313,0.1244064079021234,0.0,0.0,0.0,0.0,0.0,0.0,0.1586657543226639,0.18883853499716233,0.1381036516222528,0.0
66,2014-04-10,"[0.         0.19143553 0.19859574 0.12410741 0.         0.
 0.         0.         0.         0.         0.15854979 0.18909514
 0.1382164 ]",1.109335158171072,1.0422361819119719,0.19143552794628813,0.19859573629370186,0.12410741240378857,0.0,0.0,0.0,0.0,0.0,0.0,0.15854978798910657,0.18909513513372123,0.13821640023339363,0.0
67,2014-04-11,"[0.         0.19099784 0.19822292 0.12433053 0.         0.
 0.         0.         0.         0.         0.15859558 0.18966629
 0.13818684]",1.1236729603234008,1.0551790106477097,0.19099783762943656,0.19822292386382484,0.12433052776870372,0.0,0.0,0.0,0.0,0.0,0.0,0.15859558081516117,0.18966629272221416,0.1381868372006594,0.0
68,2014-04-14,"[0.         0.19112359 0.19825912 0.12553558 0.         0.
 0.         0.         0.         0.         0.15833798 0.18847244
 0.13827129]",1.0962955856925278,1.0310250347776109,0.1911235865808173,0.19825912363878304,0.12553558486534472,0.0,0.0,0.0,0.0,0.0,0.0,0.15833797656203236,0.1884724353257041,0.13827129302731853,0.0
69,2014-04-15,"[0.         0.19138821 0.19864842 0.12437597 0.         0.
 0.         0.         0.         0.         0.15845719 0.18907675
 0.13805345]",1.095322203218149,1.0258945800698207,0.19138821052982172,0.19864842330172222,0.12437597416261154,0.0,0.0,0.0,0.0,0.0,0.0,0.15845718684233953,0.18907675259520793,0.138053452568297,0.0
70,2014-04-16,"[0.         0.19159053 0.19879578 0.12438475 0.         0.
 0.         0.         0.         0.         0.15843363 0.18873583
 0.13805949]",1.0894365424249974,1.0203102320070627,0.1915905263646676,0.19879577783087338,0.12438474657020805,0.0,0.0,0.0,0.0,0.0,0.0,0.15843362749234335,0.18873583036611746,0.13805949137579018,0.0
71,2014-04-17,"[0.         0.1914997  0.19861851 0.12544544 0.         0.
 0.         0.         0.         0.         0.15832989 0.18807791
 0.13802854]",1.1094368275763373,1.0326564940324856,0.19149970397415325,0.198618509162522,0.12544544162858115,0.0,0.0,0.0,0.0,0.0,0.0,0.15832988971925113,0.1880779140932904,0.1380285414222021,0.0
72,2014-04-21,"[0.         0.19133514 0.19851763 0.12489943 0.         0.
 0.         0.         0.         0.         0.15847805 0.18868632
 0.13808342]",1.109646942732616,1.0328455207222231,0.19133514174690844,0.1985176314453682,0.12489942932926111,0.0,0.0,0.0,0.0,0.0,0.0,0.15847804875159463,0.18868632497232546,0.13808342375454227,0.0
73,2014-04-22,"[0.         0.19138563 0.19862124 0.12467183 0.         0.
 0.         0.         0.         0.         0.15846052 0.18875525
 0.13810553]",1.1199034558859353,1.0398140564728826,0.1913856336515178,0.1986212378074772,0.12467182809910395,0.0,0.0,0.0,0.0,0.0,0.0,0.158460516846668,0.18875525249099825,0.13810553110423493,0.0
74,2014-04-23,"[0.         0.19136593 0.19866769 0.12459712 0.         0.
 0.         0.         0.         0.         0.1584109  0.18885124
 0.13810713]",1.1360446283014831,1.046170703586421,0.19136592781035447,0.19866768751871589,0.12459711896102073,0.0,0.0,0.0,0.0,0.0,0.0,0.158410895584257,0.18885123693582787,0.138107133189824,0.0
75,2014-04-24,"[0.         0.19114531 0.19853382 0.12336699 0.         0.
 0.         0.         0.         0.         0.15866077 0.19067527
 0.13761784]",1.1512159275950584,1.0492334698545231,0.19114530876988708,0.19853382150151022,0.12336699298282879,0.0,0.0,0.0,0.0,0.0,0.0,0.15866076633997922,0.19067527073489068,0.13761783967090413,0.0
76,2014-04-25,"[0.         0.19095253 0.19911576 0.12373941 0.         0.
 0.         0.         0.         0.         0.15818842 0.19031346
 0.13769042]",1.1498162883298557,1.0490088535004023,0.19095253078063756,0.1991157576025473,0.12373941224285868,0.0,0.0,0.0,0.0,0.0,0.0,0.1581884164096338,0.19031346478538833,0.13769041817893443,0.0
77,2014-04-28,"[0.         0.19060379 0.19920691 0.12121277 0.         0.
 0.         0.         0.         0.         0.15857528 0.19336195
 0.1370393 ]",1.1524249406192502,1.044030602535059,0.19060378797681732,0.19920691167344567,0.1212127711572903,0.0,0.0,0.0,0.0,0.0,0.0,0.15857528439878352,0.19336194682718735,0.13703929796647593,0.0
78,2014-04-29,"[0.         0.19065777 0.19920207 0.12118912 0.         0.
 0.         0.         0.         0.         0.15860741 0.193268
 0.13707562]",1.1443839543461836,1.040993955699689,0.19065777459355074,0.1992020738186523,0.12118912328665149,0.0,0.0,0.0,0.0,0.0,0.0,0.1586074149399512,0.19326799584293466,0.13707561751825953,0.0
79,2014-04-30,"[0.         0.19056214 0.19905235 0.12100703 0.         0.
 0.         0.         0.         0.         0.15870908 0.19382287
 0.13684654]",1.1396546134411842,1.0355823550425542,0.19056213985658446,0.19905234704735517,0.12100702968511634,0.0,0.0,0.0,0.0,0.0,0.0,0.15870907929091,0.1938228683857167,0.1368465357343175,0.0
80,2014-05-01,"[0.         0.19062422 0.19914945 0.12134471 0.         0.
 0.         0.         0.         0.         0.15866319 0.19329967
 0.13691875]",1.131178053598728,1.0249171075621535,0.19062422299241136,0.1991494507839309,0.12134471364859245,0.0,0.0,0.0,0.0,0.0,0.0,0.15866319482891528,0.19329966643642613,0.13691875130972386,0.0
81,2014-05-02,"[0.         0.19067044 0.19939364 0.1206831  0.         0.
 0.         0.         0.         0.         0.15866278 0.19365799
 0.13693205]",1.1408901431407403,1.0314821872654023,0.19067044176718487,0.1993936447675755,0.12068309584461126,0.0,0.0,0.0,0.0,0.0,0.0,0.15866278030064607,0.19365798859973585,0.13693204872024634,0.0
82,2014-05-05,"[0.         0.16056117 0.09531757 0.17621336 0.         0.
 0.         0.0998436  0.08558858 0.07403494 0.11473382 0.0756431
 0.11806386]",1.1356841706933711,1.027639353413969,0.16056116899661607,0.09531757273066353,0.17621336365626436,0.0,0.0,0.0,0.09984359532113417,0.08558857528104856,0.07403494426058521,0.11473382169880077,0.07564309781119948,0.11806386024368772,0.0
