,Date,Weights,Profit,Base Profit,Volume,VSAT,SCON,MSI,BKTI,ATRI,MMM,CRY,TFX,BMY,ABT,JNJ,PFE,cash
0,2014-01-06,"[0.         0.18057305 0.13646963 0.16215844 0.20455118 0.17585716
 0.14039056 0.         0.         0.         0.         0.
 0.        ]",1.0000000148911612,0.9999999999900002,1.0000000149011612,0.18057304620742798,0.13646963238716125,0.16215844452381134,0.20455117523670197,0.17585715651512146,0.1403905600309372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2014-01-07,"[0.         0.18227237 0.13646388 0.16294456 0.20504576 0.17219792
 0.14107552 0.         0.         0.         0.         0.
 0.        ]",1.0050867531443506,1.00733462597345,0.0073299763004703615,0.18227237462997437,0.13646388053894043,0.16294455528259277,0.20504575967788696,0.17219792306423187,0.1410755217075348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2014-01-08,"[0.         0.18224825 0.13634822 0.16316937 0.2051614  0.17223845
 0.14083429 0.         0.         0.         0.         0.
 0.        ]",1.0465889722197113,1.0318722621303602,0.006661106684822641,0.18224824965000153,0.13634821772575378,0.16316936910152435,0.20516139268875122,0.17223845422267914,0.1408342868089676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2014-01-09,"[0.         0.18266031 0.1364813  0.16340016 0.20522545 0.17139928
 0.14083347 0.         0.         0.         0.         0.
 0.        ]",1.0293780881306744,1.0220793229685783,0.07245619303363167,0.182660311460495,0.13648129999637604,0.16340015828609467,0.20522545278072357,0.1713992804288864,0.14083346724510193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2014-01-10,"[0.         0.18263076 0.13647936 0.16349283 0.20524967 0.17142364
 0.14072372 0.         0.         0.         0.         0.
 0.        ]",1.0488515302046437,1.0362224396340638,0.0384287414624664,0.1826307624578476,0.13647936284542084,0.1634928286075592,0.20524966716766357,0.17142364382743835,0.14072372019290924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2014-01-13,"[0.         0.18237367 0.13643628 0.16336296 0.20515409 0.17189747
 0.14077553 0.         0.         0.         0.         0.
 0.        ]",1.0295867631500726,1.030929085035536,0.028233953019655797,0.18237367272377014,0.13643628358840942,0.16336296498775482,0.20515409111976624,0.17189747095108032,0.14077553153038025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2014-01-14,"[0.         0.18242629 0.13645758 0.163393   0.2051744  0.17181227
 0.14073648 0.         0.         0.         0.         0.
 0.        ]",1.0244467054408106,1.0281031899091473,0.021408918882744942,0.18242628872394562,0.13645757734775543,0.16339300572872162,0.20517440140247345,0.1718122661113739,0.14073647558689117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2014-01-15,"[0.         0.18181327 0.1363362  0.16318253 0.20500012 0.17288548
 0.14078237 0.         0.         0.         0.         0.
 0.        ]",1.0234313962608215,1.0221003686936012,0.0056060265455612,0.18181326985359192,0.13633620738983154,0.16318252682685852,0.2050001174211502,0.1728854775428772,0.14078237116336823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2014-01-16,"[0.         0.18148153 0.13625342 0.16297528 0.20493728 0.1735313
 0.1408212  0.         0.         0.         0.         0.
 0.        ]",1.033427647329706,1.0323381017556508,0.022858640752971542,0.1814815253019333,0.13625341653823853,0.1629752814769745,0.20493727922439575,0.17353129386901855,0.1408212035894394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2014-01-17,"[0.         0.18131678 0.13615717 0.16284887 0.20495498 0.17389564
 0.14082652 0.         0.         0.         0.         0.
 0.        ]",1.0472694220244654,1.0388910228487587,0.01012809670778847,0.1813167780637741,0.13615716993808746,0.16284887492656708,0.20495498180389404,0.17389564216136932,0.1408265233039856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
