,Date,Weights,Profit,Base Profit,PYX,STKL,UVV,ANDE,CTO,TRC,FRPH,CIGI,MCD,JACK,EAT,PZZA,cash
10,2014-01-21,"[0.         0.08273204 0.08316952 0.08388311 0.08257759 0.08229522
 0.08355159 0.08183016 0.08381046 0.08359127 0.08479759 0.08284015
 0.08492131]",1.001262755645163,1.0010928382122373,0.08273203589737764,0.08316951634251793,0.08388311460013215,0.08257759085455718,0.08229521859618558,0.08355159159880142,0.08183015543781831,0.08381046387849435,0.08359126852658146,0.08479758692702032,0.08284014626766172,0.0849213110728519,0.0
11,2014-01-22,"[0.         0.08256642 0.08421595 0.08291247 0.08259482 0.08305792
 0.08282994 0.08258143 0.08346496 0.08399287 0.08361008 0.08247939
 0.08569375]",1.0016014724602436,1.0014271623063866,0.08256641836368739,0.08421594778251375,0.0829124715937521,0.08259481984447371,0.08305791524976328,0.0828299390380877,0.08258143453057763,0.08346495621565866,0.08399287421216511,0.08361007841050762,0.08247939238676055,0.08569375237205262,0.0
12,2014-01-23,"[0.         0.0824786  0.08469662 0.08298818 0.08215269 0.08250338
 0.08295432 0.08217731 0.08518188 0.08368366 0.08310056 0.0826993
 0.08538349]",1.007820270822248,1.006716506177433,0.08247860085470925,0.08469661590447865,0.08298818100715429,0.08215269153837226,0.082503381510816,0.08295432162853725,0.08217731296147657,0.08518187866705605,0.08368366382525243,0.08310056082303797,0.08269929919734968,0.08538349208175965,0.0
13,2014-01-24,"[0.         0.08095766 0.08470066 0.08420488 0.08368432 0.08167282
 0.08245468 0.08241433 0.08611217 0.08219159 0.08395707 0.08242331
 0.0852265 ]",1.0094254167892316,1.007843605440513,0.08095766475019288,0.08470065831635074,0.0842048803378958,0.08368432441046417,0.08167282200218695,0.08245468261781198,0.08241433230294509,0.08611216754636103,0.08219159312719955,0.08395707070868053,0.08242330801705826,0.08522649586285297,0.0
14,2014-01-27,"[0.         0.08361867 0.08459061 0.0840503  0.08238535 0.08247846
 0.08268809 0.08201989 0.08433926 0.08381743 0.08380131 0.08197265
 0.08423797]",1.0023452208904446,1.0019835927361749,0.08361866704387183,0.08459060891822398,0.08405030037578069,0.08238535008058662,0.08247846230916397,0.08268808929173727,0.08201989287150754,0.08433925877953202,0.08381743492137317,0.08380131304550945,0.08197264842683016,0.08423797393588323,0.0
15,2014-01-28,"[0.         0.08248853 0.08445047 0.08304276 0.08298193 0.08290934
 0.08335134 0.08245141 0.08426254 0.08375658 0.08378561 0.08199164
 0.08452786]",0.9920385857198029,0.9935072952987384,0.08248852922611292,0.08445046663845904,0.08304275545756662,0.08298193261482245,0.08290933777594275,0.0833513363998661,0.08245141229624611,0.08426253580057451,0.08375658428036524,0.08378560891517119,0.08199164082133217,0.08452785977354094,0.0
16,2014-01-29,"[0.         0.08292629 0.08493089 0.08353117 0.08342023 0.08261633
 0.08200913 0.08149154 0.0842529  0.08345168 0.08319633 0.08285441
 0.0853191 ]",0.973355799527986,0.9780082447283232,0.08292628581854164,0.08493089198472048,0.0835311712859677,0.08342023262724407,0.08261633005481785,0.08200913339243891,0.08149153821588338,0.08425289878273297,0.0834516779754324,0.08319632980854033,0.08285441281111253,0.08531909724256767,0.0
17,2014-01-30,"[0.         0.08306071 0.08424589 0.08305732 0.08248335 0.08262676
 0.08342889 0.08276131 0.08429326 0.08356747 0.08350094 0.08205588
 0.08491821]",0.9708371357904844,0.9758505413233486,0.08306071079793596,0.08424588711986064,0.08305732349779855,0.08248335481934169,0.08262676450371623,0.08342889319583312,0.08276131306706776,0.0842932591317125,0.08356746756230776,0.08350093641373083,0.08205588422609301,0.08491820566460193,0.0
18,2014-01-31,"[0.         0.08251419 0.08346997 0.0832843  0.08265541 0.08255258
 0.08327568 0.0824936  0.08374926 0.08388696 0.08462137 0.08262956
 0.08486711]",0.9757460887155093,0.9796875679565279,0.08251418946773743,0.08346997279350467,0.0832843022791768,0.0826554089954087,0.08255258376928805,0.08327568266067248,0.08249359973013151,0.08374925664957306,0.08388696363944538,0.08462137080476874,0.08262956222736062,0.08486710698293252,0.0
19,2014-02-03,"[0.         0.08195026 0.08296962 0.08293171 0.08213412 0.08415309
 0.08274484 0.08348403 0.08367148 0.08374699 0.08378889 0.08326954
 0.08515545]",0.9615304799184355,0.9679612179582799,0.0819502610569713,0.08296961630963309,0.08293170738015783,0.08213411828241457,0.0841530899463527,0.08274484238808098,0.08348402641530615,0.08367147819261712,0.08374698786275826,0.08378888718221769,0.0832695389418698,0.08515544604162045,0.0
20,2014-02-04,"[0.         0.08291162 0.08384585 0.08370814 0.08296125 0.08264513
 0.08205724 0.08293024 0.08463895 0.08389768 0.08378587 0.08185213
 0.08476589]",0.9654343083248766,0.9713794605348031,0.08291162208575316,0.08384585486467606,0.08370814167351559,0.08296124878211254,0.08264512761556445,0.08205724497851358,0.08293024254376279,0.08463895446492509,0.0838976772960812,0.0837858711657172,0.08185212749794811,0.08476588703143018,0.0
21,2014-02-05,"[0.         0.08259274 0.0848672  0.08350536 0.08350515 0.0823983
 0.08179549 0.08304457 0.08496047 0.08298242 0.08375274 0.08204408
 0.08455148]",0.9442325945318439,0.9540198086775642,0.0825927390073577,0.08486720366647633,0.08350535918782102,0.08350515308590456,0.08239830139885086,0.08179548649725282,0.08304456762554085,0.08496046686052106,0.08298241895603521,0.08375274473210947,0.08204407670684997,0.08455148227528025,0.0
22,2014-02-06,"[0.         0.08234718 0.08551074 0.08345964 0.08323012 0.08230481
 0.0831069  0.08240661 0.0850842  0.08342359 0.08306012 0.08112489
 0.0849412 ]",0.9499852223159424,0.9584992519785533,0.08234717803135315,0.08551074268380339,0.08345964289172808,0.08323011990236452,0.08230480723025313,0.08310690019967722,0.08240660762944654,0.08508420105944538,0.0834235912699521,0.0830601219150172,0.08112488680740516,0.08494120037955419,0.0
23,2014-02-07,"[0.         0.08344677 0.08402964 0.08313091 0.08271041 0.08318115
 0.08219634 0.08270219 0.08452998 0.08372689 0.08317657 0.08216433
 0.08500482]",0.9509273633746788,0.9588083992034273,0.08344677080472448,0.0840296381838632,0.0831309058591357,0.08271040687224679,0.08318114763237312,0.0821963426252548,0.08270219282670194,0.08452998139356908,0.08372689314167032,0.08317656944610097,0.08216433183562764,0.08500481937873197,0.0
24,2014-02-10,"[0.         0.08302935 0.08417707 0.08362012 0.08282715 0.08230343
 0.0821173  0.08233145 0.08480978 0.08354179 0.08366563 0.08233219
 0.08524475]",0.9614790924218415,0.9675582148816152,0.08302934979407403,0.08417706786688402,0.08362011634499233,0.08282714717686844,0.08230342980545975,0.0821173011128956,0.08233144763129246,0.08480978289230612,0.08354178920982878,0.08366563453202543,0.08233218528078769,0.08524474835258516,0.0
25,2014-02-11,"[0.         0.08283192 0.08363724 0.08334946 0.08270802 0.08273851
 0.08245487 0.08270345 0.0846059  0.08534013 0.08293361 0.08265058
 0.08404631]",0.981101876644338,0.9832515773605216,0.08283191560100474,0.08363724081950928,0.08334946113477908,0.08270801932029154,0.08273850938313002,0.08245486826790356,0.08270345405717229,0.08460590408406457,0.08534013261568808,0.08293360813009557,0.08265057671320832,0.08404630987315288,0.0
26,2014-02-12,"[0.         0.08281978 0.08510609 0.08303324 0.08335689 0.08207558
 0.08206202 0.08188513 0.08590026 0.08316579 0.08311865 0.08182212
 0.08565445]",0.9765175350555907,0.9794984997215667,0.08281978198643165,0.08510608664455988,0.08303323925045876,0.08335689379333015,0.0820755825880921,0.08206202121603089,0.08188512626829635,0.08590025894612591,0.0831657916962444,0.08311864646825605,0.08182211762802596,0.0856544535141479,0.0
27,2014-02-13,"[0.         0.0829414  0.0835119  0.0838856  0.08343734 0.08280421
 0.08278081 0.08155359 0.08428878 0.08379967 0.08439054 0.08185997
 0.0847462 ]",0.984290654991092,0.9856552887778077,0.08294140298332911,0.08351189903588618,0.08388559584701225,0.08343734298244009,0.08280420504773332,0.08278080835022385,0.08155358804305837,0.08428878052669513,0.08379967405701862,0.08439053669213821,0.08185996627027693,0.08474620016418791,0.0
28,2014-02-14,"[0.         0.08244926 0.08328507 0.08376089 0.08246115 0.0832434
 0.0822233  0.0826773  0.08372402 0.08418994 0.08406866 0.0830224
 0.0848946 ]",0.9755264985203103,0.9784202127315118,0.0824492641475557,0.08328507489274323,0.08376089492839342,0.08246114665852325,0.08324339673504727,0.0822232990558969,0.0826773008774723,0.08372401663515909,0.08418993527759004,0.08406866297367141,0.08302240368735664,0.08489460413059087,0.0
29,2014-02-18,"[0.         0.08296108 0.08437369 0.08339857 0.08332568 0.08239838
 0.08264037 0.08223519 0.08429774 0.08362062 0.08393426 0.0815061
 0.08530831]",0.9915170125687359,0.9915803874563649,0.0829610835830411,0.08437368672810718,0.08339857243462011,0.08332567980218294,0.0823983838292154,0.08264036946517588,0.08223519363705131,0.08429774042969324,0.08362061739920755,0.08393425787106892,0.08150610390178147,0.0853083109188549,0.0
30,2014-02-19,"[0.         0.08206806 0.08428757 0.08396992 0.08308893 0.08329648
 0.08280574 0.08183679 0.08449394 0.08335316 0.08348081 0.08233558
 0.084983  ]",0.9964427207444158,0.9955537414750615,0.08206806188670264,0.08428757130759151,0.08396991941649405,0.08308893332212469,0.083296479312198,0.08280573935650996,0.08183679297937797,0.08449394201367312,0.08335315965476277,0.08348081247108335,0.08233558340168816,0.08498300487779376,0.0
31,2014-02-20,"[0.         0.08278808 0.08454585 0.08399411 0.08286049 0.08256119
 0.08273467 0.08221822 0.08507956 0.08291263 0.08341955 0.08211916
 0.08476649]",0.9969955784276253,0.9959958557981549,0.08278807953034907,0.08454585287340968,0.08399411161345709,0.0828604881597112,0.08256118896408295,0.08273467120807944,0.08221821501436867,0.08507956006189361,0.08291263486378558,0.08341954686434407,0.08211915944236063,0.084766491404158,0.0
32,2014-02-21,"[0.         0.08270384 0.08471622 0.08327234 0.08353688 0.08200596
 0.08228606 0.08186203 0.08534246 0.08364926 0.08339639 0.08240936
 0.08481922]",0.9968905538954104,0.99599516337919,0.08270383735989856,0.08471621690645234,0.08327234154405595,0.08353687899812041,0.08200596199944989,0.08228605509919411,0.08186202925691999,0.08534245793293269,0.08364925695436036,0.08339639039775133,0.08240935626233303,0.0848192172885313,0.0
33,2014-02-24,"[0.         0.08258761 0.08430078 0.08377674 0.08321313 0.08299415
 0.08157543 0.0822151  0.08546627 0.08319155 0.08424761 0.08163569
 0.08479593]",1.0150047771338824,1.0110743073982533,0.0825876148499097,0.08430078473660002,0.08377674391823402,0.08321312866298045,0.0829941547258237,0.08157543180493089,0.08221510091039551,0.08546626671720911,0.08319154795565936,0.0842476078906592,0.08163569259099218,0.08479592523660585,0.0
34,2014-02-25,"[0.         0.08187505 0.08351916 0.08411595 0.08307594 0.08284484
 0.08317823 0.08310479 0.08463734 0.08374166 0.08411948 0.0819933
 0.08379427]",1.0084950431586936,1.0058646181439337,0.08187505009975157,0.08351916125269071,0.08411595298265175,0.08307593592055301,0.08284483526503761,0.08317822510205596,0.08310478835300017,0.08463734075791002,0.08374166013697576,0.08411948413940867,0.08199329511596497,0.08379427087399986,0.0
35,2014-02-26,"[0.         0.08271381 0.08523147 0.08329258 0.08303438 0.08236042
 0.08227541 0.08194173 0.08602393 0.08278714 0.08333621 0.08131549
 0.08568743]",1.018596648102503,1.0140438148150035,0.0827138101391392,0.08523146554160378,0.08329257959538158,0.08303437908322203,0.08236042098613426,0.08227541402436125,0.0819417340070903,0.08602392919373686,0.08278713830711154,0.08333621017579723,0.08131549076482537,0.08568742818159665,0.0
36,2014-02-27,"[0.         0.08240714 0.08475143 0.08309475 0.08330063 0.08251922
 0.08247611 0.08160178 0.08474012 0.08308363 0.08349048 0.08316686
 0.08536786]",1.010408475457937,1.0074261069332415,0.08240714112976989,0.08475142978970009,0.08309474745831855,0.0833006312837529,0.0825192159562657,0.08247610805324897,0.08160177814056559,0.08474011543198733,0.08308363207519882,0.0834904820723865,0.0831668583155186,0.08536786029328704,0.0
37,2014-02-28,"[0.         0.08234123 0.08485682 0.08392836 0.08320471 0.08211581
 0.08290527 0.08209604 0.08479707 0.08270763 0.08399021 0.08241731
 0.08463954]",1.0112798159101508,1.0084208712748721,0.0823412285543177,0.08485682344536306,0.08392836204486424,0.08320470577621523,0.08211580982728763,0.08290527076078279,0.08209604129573507,0.08479707284987945,0.08270763111183448,0.083990208217001,0.0824173066881023,0.08463953942861707,0.0
38,2014-03-03,"[0.         0.08241354 0.08469547 0.08419326 0.08345749 0.08279426
 0.08139826 0.08106718 0.08572607 0.0835866  0.08300266 0.08248531
 0.08517991]",1.0214904959969962,1.0166582776293767,0.08241354443880991,0.08469546554284223,0.08419325868990564,0.08345748720659128,0.08279425609554068,0.08139825794176368,0.08106717866628729,0.08572607150469333,0.08358660427367383,0.08300265907953872,0.08248530590996751,0.08517991065038616,0.0
39,2014-03-04,"[0.         0.08183722 0.0839553  0.08327406 0.08293146 0.08278522
 0.08278634 0.08156724 0.0854639  0.08360791 0.08427176 0.08231142
 0.08520816]",1.017273176920597,1.0134530300800877,0.08183722412741307,0.0839553031666435,0.08327405873679553,0.08293146314097842,0.0827852218572817,0.08278633845386922,0.08156723559691896,0.08546390336652812,0.0836079113254044,0.08427176439770727,0.08231142049834131,0.08520815533211844,0.0
40,2014-03-05,"[0.         0.08392943 0.08441408 0.08398091 0.08273149 0.08196426
 0.08165145 0.08196046 0.08494584 0.08437822 0.08276813 0.08266502
 0.08461071]",1.0361410065581442,1.0285747660159061,0.08392942898567038,0.08441408302283572,0.08398090802024627,0.0827314911293644,0.08196425687387542,0.08165145416148745,0.08196046014327568,0.08494584024167529,0.08437821993509888,0.08276812570283888,0.08266502104429993,0.08461071073933188,0.0
41,2014-03-06,"[0.         0.08234425 0.08461434 0.08391544 0.08315904 0.08200253
 0.08265295 0.08204736 0.08550106 0.08324298 0.08370656 0.08192887
 0.08488462]",1.0495356162973049,1.0390541057137896,0.08234425137614013,0.0846143364982313,0.08391544253329646,0.0831590382986969,0.08200252739172328,0.08265295073535116,0.08204735855844363,0.08550106286456699,0.08324297912793725,0.08370656170242888,0.0819288730338571,0.08488461787932688,0.0
42,2014-03-07,"[0.         0.0814594  0.08436983 0.08302891 0.08376206 0.08336273
 0.08214882 0.08328907 0.08538318 0.08281882 0.08305824 0.08234278
 0.08497614]",1.050924422812493,1.039913905088103,0.08145940138017523,0.08436983236506136,0.08302891107996202,0.08376205911658663,0.0833627271881073,0.08214882371892707,0.08328907182154197,0.08538318432314802,0.08281881746781654,0.08305824441499549,0.08234278284562362,0.08497614427805467,0.0
43,2014-03-10,"[0.         0.08115918 0.08470378 0.08328994 0.08368809 0.08254772
 0.08379029 0.08222747 0.08424754 0.08386937 0.08334343 0.08229996
 0.08483323]",1.0517995263461866,1.040643115375257,0.08115917730838627,0.08470377814508706,0.08328993599404995,0.08368808943874838,0.08254772149240701,0.08379029153154752,0.08222746808826338,0.08424754053441352,0.08386936848909633,0.08334343230074352,0.08229996167731203,0.08483323499994504,0.0
44,2014-03-11,"[0.         0.08196352 0.08383777 0.08334078 0.08289618 0.08331801
 0.08239335 0.08344314 0.0855293  0.08332323 0.08371629 0.08138046
 0.08485794]",1.049964952442518,1.0390089646224108,0.08196352041976815,0.08383777258629761,0.08334078329919659,0.08289618042772592,0.08331801456553414,0.08239335151240369,0.08344314425673134,0.08552930390375581,0.08332323442663572,0.08371629352343275,0.08138046431928862,0.08485793675922966,0.0
45,2014-03-12,"[0.         0.08230549 0.08396026 0.08392087 0.08331202 0.08297847
 0.08272472 0.08272223 0.08389744 0.08355715 0.08401342 0.08181975
 0.08478818]",1.0476830225091194,1.037102649367593,0.08230548700659976,0.08396026284636444,0.08392086741774074,0.08331201685930388,0.08297847459999012,0.08272472055691954,0.0827222261123092,0.08389744176547309,0.08355715030716754,0.08401341871441995,0.08181975199476607,0.08478818181894572,0.0
46,2014-03-13,"[0.         0.08258062 0.08404444 0.08421135 0.08295821 0.0822375
 0.08326149 0.08263877 0.08454092 0.08359118 0.08408809 0.0819116
 0.08393582]",1.0415132087816414,1.0324332935229945,0.08258061976211771,0.0840444433505472,0.08421135396357017,0.08295821434402799,0.08223749564123171,0.08326149234888142,0.0826387729824602,0.08454091567337306,0.08359118433608602,0.08408808592891855,0.08191159699186364,0.08393582467692247,0.0
47,2014-03-14,"[0.         0.08197951 0.0854913  0.08419761 0.083462   0.08216537
 0.08372208 0.08105058 0.08398386 0.08356339 0.08446178 0.08153038
 0.08439214]",1.058506850486815,1.046258942615101,0.08197950576350017,0.08549130202205076,0.08419760952093283,0.08346200332435652,0.08216537255132987,0.08372207784095988,0.08105057673577679,0.08398386444568369,0.08356338552802393,0.08446178478020362,0.08153038024933852,0.08439213723784336,0.0
48,2014-03-17,"[0.         0.08258438 0.0844462  0.08399967 0.08284261 0.08224212
 0.08248105 0.08226277 0.08468157 0.08342648 0.0838224  0.08270114
 0.08450963]",1.0386116630804618,1.0302776379775636,0.08258437994693048,0.08444619846961386,0.08399966704968638,0.08284260800385058,0.08224211505507006,0.08248104879331496,0.08226277328093548,0.08468156556970678,0.08342647633212431,0.08382239627954818,0.08270113859546421,0.08450963262375465,0.0
49,2014-03-18,"[0.         0.08240024 0.0843069  0.08459887 0.08304199 0.08238488
 0.08258732 0.08180874 0.08522939 0.08308247 0.08363463 0.08241118
 0.08451338]",1.0577006161032407,1.0462042789122747,0.0824002395359382,0.08430689503323396,0.08459887345768452,0.08304199206425335,0.08238487982458005,0.08258732448689626,0.08180874066904308,0.08522939421758383,0.08308246901965351,0.08363462921403657,0.08241117869557987,0.08451338378151682,0.0
50,2014-03-19,"[0.         0.08359654 0.08531666 0.08299172 0.08290793 0.08182002
 0.08229862 0.08098341 0.08465754 0.08366257 0.0831259  0.08329817
 0.08534092]",1.057151919643479,1.0460217903138256,0.08359654121312902,0.08531666062568337,0.0829917157708147,0.08290793387269246,0.08182002344551212,0.08229861764695956,0.08098340685834356,0.08465753656666174,0.08366257010547001,0.08312590318223334,0.08329817470407357,0.08534091600842646,0.0
51,2014-03-20,"[0.         0.0829829  0.08349809 0.08299805 0.08327975 0.08229903
 0.08284209 0.08218544 0.08433922 0.08434312 0.08385444 0.0821085
 0.08526937]",1.0601909251661612,1.048546899847753,0.08298289808414032,0.08349808859850488,0.08299804815390688,0.08327974620566739,0.0822990310850883,0.08284208882818844,0.08218544287326551,0.08433922236123724,0.08434311955367917,0.0838544410886448,0.0821085047608135,0.08526936840686361,0.0
52,2014-03-21,"[0.         0.08234238 0.08533032 0.08330996 0.08319846 0.08250057
 0.08313891 0.08160099 0.08493192 0.08406774 0.08358805 0.08124081
 0.08474989]",1.0418842179231866,1.0331329671325582,0.082342381506429,0.08533032438559131,0.08330996431140318,0.08319845556056088,0.08250056921261444,0.08313890710602091,0.08160099126977857,0.08493192478822299,0.08406773792456246,0.08358804513859638,0.08124080628697974,0.08474989250924005,0.0
53,2014-03-24,"[0.         0.08144997 0.08486721 0.08283093 0.08364471 0.08240074
 0.08428818 0.08247019 0.08406067 0.08308112 0.08338941 0.08236529
 0.08515157]",1.0606342226641765,1.0485311054088045,0.0814499713763265,0.08486721486621969,0.08283092557486282,0.08364470595938643,0.08240074192321149,0.08428818026202034,0.08247019457284296,0.08406067215261083,0.08308111578979356,0.08338941157320126,0.08236529273891316,0.08515157321061106,0.0
54,2014-03-25,"[0.         0.08303712 0.08334858 0.0841629  0.08283925 0.08269545
 0.08245389 0.08207061 0.08389161 0.08438089 0.08454976 0.0822272
 0.08434274]",1.0698926155937738,1.0547046756625218,0.08303712369519625,0.08334858031369313,0.08416289719218342,0.08283924674294314,0.0826954497815199,0.08245389414609208,0.08207060711821734,0.08389160775939217,0.08438088503314821,0.08454976484325344,0.08222719899219266,0.08434274438216822,0.0
55,2014-03-26,"[0.         0.08222156 0.08427569 0.08379806 0.08372241 0.08258657
 0.08224579 0.08211499 0.08432992 0.08318462 0.08366213 0.08278633
 0.08507192]",1.0690137894576215,1.0537898323319548,0.08222155808086229,0.08427568903661856,0.08379806374149347,0.08372241218365985,0.08258657173991375,0.08224579191005155,0.08211498935526067,0.08432992331976957,0.08318461983249086,0.08366213168736841,0.08278632695670077,0.0850719221558102,0.0
56,2014-03-27,"[0.         0.08285957 0.08388203 0.08348246 0.08239213 0.0824679
 0.08269789 0.0823355  0.08410338 0.08375525 0.08476662 0.08203605
 0.08522123]",1.07870721197234,1.061709798704984,0.08285956790307333,0.08388202545410821,0.08348245839010415,0.08239212758991699,0.08246790163948153,0.08269789297273479,0.08233549820465164,0.08410338458317208,0.0837552463467079,0.0847666176480827,0.08203604714125122,0.08522123212671547,0.0
57,2014-03-28,"[0.         0.08249827 0.08392712 0.08386915 0.08292983 0.08256395
 0.08268172 0.08149312 0.0846043  0.08399762 0.08365902 0.08279906
 0.08497684]",1.0601638608194934,1.0464819172689321,0.0824982655890356,0.08392712297128221,0.08386914777840118,0.0829298333145815,0.08256395059059474,0.08268172360328438,0.08149311632781765,0.08460429908379849,0.08399762202383618,0.08365902387484749,0.08279905612529966,0.08497683871722092,0.0
58,2014-03-31,"[0.         0.08263538 0.08324607 0.08359396 0.08366837 0.08335748
 0.08241255 0.08157544 0.08353335 0.08423777 0.08427599 0.08222482
 0.08523882]",1.0574475582731915,1.0440453180206957,0.08263538306887354,0.08324607156284469,0.08359396222291655,0.08366836938600705,0.08335747518630095,0.0824125520037238,0.08157543927104828,0.08353334943176333,0.0842377697869557,0.08427598805641615,0.08222482409204171,0.0852388159311082,0.0
59,2014-04-01,"[0.         0.08243026 0.08458421 0.08302914 0.08365353 0.08289655
 0.08195716 0.08272439 0.08533419 0.08407174 0.08308321 0.08127337
 0.08496226]",1.0647218486895433,1.050073793936451,0.0824302550850765,0.08458420964402501,0.08302914149792573,0.08365352660031197,0.08289654908300809,0.08195716065409128,0.0827243922505713,0.08533418575591714,0.0840717379453802,0.08308321182004781,0.08127337019788275,0.08496225946576207,0.0
60,2014-04-02,"[0.         0.0830708  0.08334087 0.08370783 0.08258961 0.08318584
 0.08276851 0.0819976  0.08409936 0.0843282  0.08397837 0.08253152
 0.08440149]",1.0730960885943233,1.0568341121415061,0.08307079723595093,0.08334087144645103,0.0837078317959267,0.08258960986062375,0.08318583788136738,0.08276851339134457,0.0819975995997002,0.08409936145259748,0.08432819685125928,0.08397836799971942,0.08253152234554631,0.08440149013951294,0.0
61,2014-04-03,"[0.         0.0831565  0.08282343 0.08370354 0.0821573  0.08322862
 0.08227684 0.08283898 0.08405734 0.08425178 0.08346383 0.08318159
 0.08486024]",1.09147427778708,1.0722713333619365,0.08315650132609602,0.0828234324225233,0.08370353800128436,0.08215730084460486,0.08322862290345509,0.0822768379792466,0.08283898196123968,0.08405734320298347,0.0842517845604633,0.08346382527225726,0.08318158925093729,0.08486024227490879,0.0
62,2014-04-04,"[0.         0.08322068 0.08404266 0.08420189 0.08308946 0.08223862
 0.08217171 0.08256637 0.08369461 0.08440276 0.08391914 0.08228848
 0.08416361]",1.0879595407632607,1.0688850671999455,0.08322067811935797,0.08404265925868967,0.08420189491741899,0.08308946140202592,0.08223862055774757,0.08217171218332686,0.08256637253461273,0.0836946125879527,0.08440275872737639,0.0839191354890969,0.0822884847154159,0.08416360950697835,0.0
