,Date,Weights,Profit,Base Profit,VSAT,SCON,MSI,BKTI,OSK,PCAR,SPAR,F,PYX,STKL,ANDE,UVV,cash
15,2014-01-28,"[0.         0.         0.         0.12740217 0.12389175 0.
 0.13959254 0.09530556 0.         0.13215624 0.         0.16137573
 0.22027601]",0.9690832240532954,0.9977764933441894,0.0,0.0,0.1274021705608836,0.12389175199920571,0.0,0.13959253677776443,0.09530556142025005,0.0,0.13215623899918827,0.0,0.16137573470838396,0.22027600553432403,0.0
16,2014-01-29,"[0.         0.         0.         0.12738993 0.12385964 0.
 0.13970171 0.09536904 0.         0.13209938 0.         0.16131724
 0.22026307]",0.9570034536377549,0.9925149064359341,0.0,0.0,0.1273899296413197,0.12385963551418419,0.0,0.13970170955510133,0.0953690367735939,0.0,0.13209938395672935,0.0,0.16131723801723824,0.22026306654183328,0.0
17,2014-01-30,"[0.         0.         0.         0.12729802 0.1239811  0.
 0.13997978 0.09553104 0.         0.13191244 0.         0.16114862
 0.220149  ]",0.9497107854172779,0.9890414245408807,0.0,0.0,0.1272980182982225,0.1239810981908914,0.0,0.13997977798385988,0.09553103710759236,0.0,0.13191244371987748,0.0,0.16114862067270283,0.22014900402685358,0.0
18,2014-01-31,"[0.         0.         0.         0.12736386 0.12391925 0.
 0.13988974 0.09548814 0.         0.13193658 0.         0.16120776
 0.22019467]",0.9572276180180539,0.9950463151665303,0.0,0.0,0.12736385872425304,0.12391925322248194,0.0,0.13988974290602216,0.09548813527552182,0.0,0.13193657907419581,0.0,0.16120776375592216,0.220194667041603,0.0
19,2014-02-03,"[0.         0.         0.         0.12750397 0.12390768 0.
 0.13967599 0.09542244 0.         0.13191216 0.         0.1612984
 0.22027934]",0.9434172403352655,0.9803673423611495,0.0,0.0,0.12750397399177635,0.12390768382654763,0.0,0.139675993927909,0.0954224441383725,0.0,0.13191216018210025,0.0,0.16129840349369684,0.22027934043959743,0.0
20,2014-02-04,"[0.         0.         0.         0.12741557 0.12398195 0.
 0.13990556 0.0955682  0.         0.13176084 0.         0.16117266
 0.22019523]",0.9383014991215313,0.9766972839032371,0.0,0.0,0.12741556587744468,0.12398194640621366,0.0,0.139905555419428,0.09556819938022539,0.0,0.13176083842428066,0.0,0.1611726611558064,0.22019523333660132,0.0
21,2014-02-05,"[0.         0.         0.         0.12734639 0.12395815 0.
 0.14004255 0.0956242  0.         0.13174903 0.         0.16112292
 0.22015676]",0.9132556794336494,0.9506461555263629,0.0,0.0,0.12734638665171308,0.12395815422582625,0.0,0.14004255017742281,0.0956241953115316,0.0,0.13174903474176358,0.0,0.16112292192249555,0.22015675696924708,0.0
22,2014-02-06,"[0.         0.         0.         0.12730211 0.12394959 0.
 0.14009422 0.09561988 0.         0.13179966 0.         0.16109815
 0.22013639]",0.9201259342444209,0.9583829032026476,0.0,0.0,0.12730210952377474,0.12394958887341906,0.0,0.14009421821166013,0.09561987677473183,0.0,0.13179966246685973,0.0,0.16109815456798254,0.22013638958157192,0.0
23,2014-02-07,"[0.         0.         0.         0.12745161 0.12379463 0.
 0.13981105 0.09545445 0.         0.13195954 0.         0.16124478
 0.22028394]",0.9251754653385135,0.9527398031400458,0.0,0.0,0.1274516129946967,0.12379462508389487,0.0,0.13981104896660557,0.09545445409219488,0.0,0.13195953855756345,0.0,0.16124478349694946,0.2202839368080951,0.0
24,2014-02-10,"[0.         0.         0.         0.12766553 0.12387909 0.
 0.13956358 0.09544098 0.         0.13176928 0.         0.16130746
 0.22037408]",0.9468008102472032,0.9684039509839538,0.0,0.0,0.12766552820275093,0.12387909404076085,0.0,0.13956357734182417,0.0954409793716281,0.0,0.13176927692870558,0.0,0.16130746479127447,0.22037407932305583,0.0
25,2014-02-11,"[0.         0.         0.         0.12774025 0.12391556 0.
 0.13942166 0.09540891 0.         0.13173207 0.         0.16136735
 0.2204142 ]",0.9667965768968921,0.9895850380958802,0.0,0.0,0.1277402472297404,0.12391556496941587,0.0,0.1394216551652478,0.09540890966765672,0.0,0.13173206882634503,0.0,0.1613673520018144,0.22041420213977986,0.0
26,2014-02-12,"[0.         0.         0.         0.127749   0.12402715 0.
 0.13943868 0.09546193 0.         0.13160509 0.         0.16132617
 0.22039198]",0.9705969530974462,0.9839836693036027,0.0,0.0,0.12774899758861208,0.12402715417745776,0.0,0.13943867614408753,0.0954619289268852,0.0,0.13160509425930703,0.0,0.16132617081552755,0.22039197808812286,0.0
27,2014-02-13,"[0.         0.         0.         0.12779362 0.12404503 0.
 0.1393938  0.09543354 0.         0.13158939 0.         0.16133216
 0.22041244]",0.9651110413081686,0.9783839688205083,0.0,0.0,0.12779362191595497,0.12404503311213867,0.0,0.13939380480823294,0.09543354403103796,0.0,0.13158939395619057,0.0,0.16133215922040103,0.2204124429560438,0.0
28,2014-02-14,"[0.         0.         0.         0.12767446 0.12385283 0.
 0.13951121 0.09539496 0.         0.13182098 0.         0.16134335
 0.22040221]",0.9588653006292683,0.9728084541281694,0.0,0.0,0.12767446034620888,0.1238528288602573,0.0,0.13951120576863596,0.09539496304565802,0.0,0.1318209811375492,0.0,0.16134335309236736,0.22040220774932323,0.0
29,2014-02-18,"[0.         0.         0.         0.12761246 0.12392643 0.
 0.13957656 0.09545037 0.         0.13176667 0.         0.16128936
 0.22037815]",0.9821145278294688,0.9914415773955872,0.0,0.0,0.12761246056802925,0.1239264321964043,0.0,0.13957655796172994,0.09545037074563063,0.0,0.1317666676782708,0.0,0.16128935763746416,0.22037815321247084,0.0
30,2014-02-19,"[0.         0.12191388 0.         0.11572243 0.16687875 0.
 0.17644581 0.10651306 0.         0.06802458 0.         0.09440001
 0.15010148]",0.9939989344441579,1.0022286933297677,0.12191388235407806,0.0,0.11572243068483953,0.16687875143124037,0.0,0.17644580914742478,0.10651305883782067,0.0,0.06802457635584497,0.0,0.09440000620160402,0.1501014849871475,0.0
31,2014-02-20,"[0.         0.14567553 0.         0.12099424 0.18521609 0.
 0.19390559 0.11386058 0.         0.         0.         0.09284424
 0.14750373]",0.9940943774638964,1.0043175153086332,0.14567552993058974,0.0,0.12099424061326243,0.18521609440461137,0.0,0.19390558936298263,0.11386058053498886,0.0,0.0,0.0,0.09284423622504595,0.14750372892851898,0.0
32,2014-02-21,"[0.         0.14764305 0.         0.1200315  0.18691199 0.
 0.19553215 0.11356248 0.         0.         0.         0.09120619
 0.14511264]",0.9825543389948811,0.9974208811040232,0.14764305121929933,0.0,0.12003150322848961,0.18691198559143107,0.0,0.1955321454673233,0.11356247784290308,0.0,0.0,0.0,0.09120619271328596,0.14511264393726758,0.0
33,2014-02-24,"[0.         0.14792858 0.         0.11990494 0.18721845 0.
 0.19577697 0.11347365 0.         0.         0.         0.0910092
 0.14468821]",1.0020645733974434,1.01526364537503,0.14792858405738943,0.0,0.11990494162292968,0.18721844877329913,0.0,0.19577696824105134,0.11347364730928135,0.0,0.0,0.0,0.09100919650752827,0.1446882134885207,0.0
34,2014-02-25,"[0.         0.1481039  0.         0.11977309 0.18717938 0.
 0.19589902 0.11346795 0.         0.         0.         0.09088142
 0.14469524]",0.9949487015166985,1.0059682098351277,0.1481038951182728,0.0,0.119773091204173,0.18717937551645825,0.0,0.19589901967443737,0.11346795411241058,0.0,0.0,0.0,0.09088142380195639,0.1446952405722916,0.0
35,2014-02-26,"[0.         0.1481353  0.         0.11976303 0.18741724 0.
 0.19611482 0.11358859 0.         0.         0.         0.09047328
 0.14450773]",0.9914744486607691,1.0135426386828146,0.14813530136951159,0.0,0.11976303280050245,0.18741723861954282,0.0,0.19611482398999014,0.11358859335327384,0.0,0.0,0.0,0.09047328259927113,0.14450772726790814,0.0
36,2014-02-27,"[0.         0.1479437  0.         0.11985666 0.18712991 0.
 0.19603073 0.1136242  0.         0.         0.         0.09061723
 0.14479758]",0.9905744550347516,1.0134678874286918,0.14794369524627063,0.0,0.1198566559704295,0.18712990994996886,0.0,0.19603072649630668,0.11362420102789476,0.0,0.0,0.0,0.09061723468261139,0.14479757662651818,0.0
37,2014-02-28,"[0.         0.14814286 0.         0.119781   0.18731763 0.
 0.19616364 0.11359371 0.         0.         0.         0.09040543
 0.14459574]",0.9975245742154463,1.011519223624796,0.148142858741802,0.0,0.11978100221350557,0.1873176282593592,0.0,0.19616363636559253,0.11359370507367393,0.0,0.0,0.0,0.09040542563832904,0.14459574370773776,0.0
38,2014-03-03,"[0.         0.14813306 0.         0.11981866 0.18751044 0.
 0.19618871 0.11359785 0.         0.         0.         0.0903319
 0.14441938]",1.0088101312564717,1.0233580067690702,0.1481330583588568,0.0,0.1198186647269063,0.18751043588065744,0.0,0.19618871221576806,0.11359784558372357,0.0,0.0,0.0,0.09033190188779588,0.14441938134629184,0.0
39,2014-03-04,"[0.         0.14797425 0.         0.11995394 0.18762984 0.
 0.19613981 0.11360614 0.         0.         0.         0.09031912
 0.14437689]",0.9922335468629397,1.014953464749626,0.14797424756750666,0.0,0.11995394216182148,0.18762983880188902,0.0,0.1961398141438036,0.11360614159138965,0.0,0.0,0.0,0.0903191231158464,0.14437689261774325,0.0
40,2014-03-05,"[0.         0.14789601 0.         0.12007933 0.18737783 0.
 0.19595654 0.11351023 0.         0.         0.         0.09056178
 0.14461828]",1.007218262992905,1.0295168504824836,0.14789600621497234,0.0,0.1200793344673504,0.18737783295025282,0.0,0.19595653751816702,0.11351023257205645,0.0,0.0,0.0,0.09056178114336103,0.14461827513383987,0.0
41,2014-03-06,"[0.         0.14794766 0.         0.12016879 0.18728674 0.
 0.19590187 0.11347354 0.         0.         0.         0.09054692
 0.14467448]",1.0108346240831767,1.038226430194536,0.1479476594294798,0.0,0.12016879008932753,0.18728674393387046,0.0,0.19590187471945575,0.11347353821045814,0.0,0.0,0.0,0.0905469153438292,0.14467447827357893,0.0
42,2014-03-07,"[0.         0.1474021  0.         0.12048442 0.18694056 0.
 0.19563754 0.11359211 0.         0.         0.         0.09096721
 0.14497606]",1.0074582374285137,1.056805887859189,0.1474021004256075,0.0,0.12048442109840976,0.18694055559751946,0.0,0.1956375389282209,0.11359211249083574,0.0,0.0,0.0,0.09096721000625109,0.1449760614531555,0.0
43,2014-03-10,"[0.         0.14762245 0.         0.1203546  0.18682884 0.
 0.19563916 0.11349811 0.         0.         0.         0.09094824
 0.1451086 ]",1.0131778443670911,1.0446431919259744,0.1476224482538072,0.0,0.12035459693971955,0.18682884073119804,0.0,0.19563916294091357,0.11349811047044081,0.0,0.0,0.0,0.09094824131844387,0.145108599345477,0.0
44,2014-03-11,"[0.         0.14787307 0.         0.12021621 0.18723552 0.
 0.19588775 0.11354635 0.         0.         0.         0.09056906
 0.14467204]",1.0039689568248418,1.0370365482488233,0.14787306967870154,0.0,0.12021621305895167,0.18723551643326392,0.0,0.19588774988916793,0.1135463548091384,0.0,0.0,0.0,0.09056905623871253,0.1446720398920639,0.0
45,2014-03-12,"[0.         0.14809113 0.         0.12007376 0.18774418 0.
 0.19624434 0.1136639  0.         0.         0.         0.0900657
 0.144117  ]",0.9950663094201726,1.0530589779667525,0.14809112672225402,0.0,0.1200737619327201,0.18774418073217622,0.0,0.19624433500117933,0.11366389956884558,0.0,0.0,0.0,0.09006569523809883,0.14411700080472598,0.0
46,2014-03-13,"[0.         0.14810177 0.         0.11994323 0.18789259 0.
 0.19642476 0.11377405 0.         0.         0.         0.08987761
 0.14398599]",0.9771602327150125,1.0218733720958917,0.14810177168600264,0.0,0.11994323354534002,0.18789258526394345,0.0,0.19642476382307605,0.11377404907978565,0.0,0.0,0.0,0.08987760719030555,0.14398598941154667,0.0
47,2014-03-14,"[0.         0.14799548 0.         0.1200602  0.1882397  0.
 0.19650902 0.11383284 0.         0.         0.         0.08968027
 0.1436825 ]",1.0058252302926691,1.0508012197843632,0.1479954757652183,0.0,0.1200601995604485,0.18823969673225072,0.0,0.19650901734477014,0.11383283720250494,0.0,0.0,0.0,0.08968026878382675,0.14368250461098064,0.0
48,2014-03-17,"[0.         0.14791251 0.         0.12004543 0.18873652 0.
 0.19662758 0.11388849 0.         0.         0.         0.08952403
 0.14326544]",0.9871923865801151,1.0314793701334004,0.14791250765241185,0.0,0.12004543060960307,0.18873651759310123,0.0,0.19662758403782749,0.11388848749606861,0.0,0.0,0.0,0.08952403002426342,0.14326544258672438,0.0
49,2014-03-18,"[0.         0.14793324 0.         0.12013964 0.18881257 0.
 0.1966042  0.11383161 0.         0.         0.         0.089499
 0.14317974]",1.0169480092267307,1.0540640088762299,0.14793324258984009,0.0,0.12013964101721158,0.18881256848222214,0.0,0.19660420327924533,0.11383160815563359,0.0,0.0,0.0,0.0894989978630571,0.1431797386127902,0.0
50,2014-03-19,"[0.         0.14742203 0.         0.12045408 0.18901414 0.
 0.19646527 0.11393187 0.         0.         0.         0.08958426
 0.14312835]",1.0176850790233471,1.0654693507045436,0.14742203148795893,0.0,0.1204540813761128,0.1890141449965883,0.0,0.196465266420181,0.11393187275977652,0.0,0.0,0.0,0.08958425626353798,0.1431283466958444,0.0
51,2014-03-20,"[0.         0.1473427  0.         0.12048071 0.18869167 0.
 0.19627157 0.11385519 0.         0.         0.         0.08985486
 0.14350331]",1.0227799800824269,1.062653825823472,0.14734270011899647,0.0,0.12048070618863227,0.1886916678347438,0.0,0.196271569969222,0.11385518691074405,0.0,0.0,0.0,0.0898548601796335,0.1435033087980279,0.0
52,2014-03-21,"[0.         0.14755382 0.         0.12027813 0.18843529 0.
 0.19636953 0.11390369 0.         0.         0.         0.08982057
 0.14363897]",1.0101461022019165,1.0505240107971572,0.1475538212745328,0.0,0.12027812823492467,0.1884352874641429,0.0,0.19636952926854126,0.1139036890382828,0.0,0.0,0.0,0.08982057428561681,0.14363897043395876,0.0
53,2014-03-24,"[0.         0.14779123 0.         0.12014871 0.18838723 0.
 0.19643301 0.11384572 0.         0.         0.         0.08974873
 0.14364536]",1.0193283141895648,1.058377389397447,0.14779123183451623,0.0,0.12014870702979218,0.18838723429394538,0.0,0.1964330121044148,0.11384572174700758,0.0,0.0,0.0,0.08974873169362778,0.14364536129669608,0.0
54,2014-03-25,"[0.         0.14757493 0.         0.12034773 0.18812012 0.
 0.19613781 0.11375792 0.         0.         0.         0.09012186
 0.14393962]",1.0168027950771477,1.06307097288587,0.14757492821020357,0.0,0.12034773271973317,0.1881201234001134,0.0,0.19613781295507288,0.1137579222594503,0.0,0.0,0.0,0.09012185776917835,0.14393962268624833,0.0
55,2014-03-26,"[0.         0.14781285 0.         0.12024584 0.18822314 0.
 0.19624444 0.11374016 0.         0.         0.         0.08996346
 0.14377011]",1.0211448016986842,1.0627685907640598,0.14781285441517386,0.0,0.12024584127087498,0.1882231382523432,0.0,0.1962444434576619,0.11374015574832082,0.0,0.0,0.0,0.08996346059015499,0.14377010626547024,0.0
56,2014-03-27,"[0.         0.14784929 0.         0.12025378 0.18846665 0.
 0.19634554 0.11375264 0.         0.         0.         0.08974049
 0.14359161]",1.0225434677050727,1.0654386694187978,0.14784929423189347,0.0,0.12025377798547253,0.18846664733942217,0.0,0.19634554098696924,0.11375263542018633,0.0,0.0,0.0,0.08974049158319113,0.14359161245286503,0.0
57,2014-03-28,"[0.         0.14835389 0.         0.11995479 0.18900251 0.
 0.19679791 0.11380406 0.         0.         0.         0.08914209
 0.14294474]",0.9977833415919094,1.0405095958713357,0.14835389268892876,0.0,0.11995479324226775,0.18900251405895976,0.0,0.19679791422285053,0.11380405708574565,0.0,0.0,0.0,0.08914208785631339,0.14294474084493397,0.0
58,2014-03-31,"[0.         0.14894104 0.         0.11961026 0.18929956 0.
 0.19715748 0.11376483 0.         0.         0.         0.08871302
 0.14251381]",0.9925271972761655,1.036362846479085,0.1489410383370617,0.0,0.11961025707976805,0.18929956138005127,0.0,0.19715748225079407,0.11376482754799448,0.0,0.0,0.0,0.08871301994238366,0.14251381346194686,0.0
59,2014-04-01,"[0.         0.1536035  0.         0.12308797 0.19924032 0.
 0.19970194 0.11046878 0.         0.         0.         0.08129349
 0.132604  ]",0.9931463115533669,1.0413183891620479,0.153603498995964,0.0,0.12308797036923778,0.19924031730361055,0.0,0.1997019355859211,0.1104687821934077,0.0,0.0,0.0,0.08129349361731814,0.1326040019345407,0.0
60,2014-04-02,"[0.         0.14836554 0.         0.12956319 0.20174292 0.
 0.19600386 0.10440901 0.         0.         0.         0.08603513
 0.13388035]",1.0045414793263783,1.0430609396215371,0.14836554187519738,0.0,0.1295631936629808,0.20174291784561071,0.0,0.19600385540732998,0.10440901121382588,0.0,0.0,0.0,0.08603512853370518,0.13388035146135008,0.0
61,2014-04-03,"[0.         0.14354607 0.         0.13331977 0.19788018 0.
 0.18878766 0.10030043 0.         0.         0.         0.09467857
 0.14148732]",1.0129509987582592,1.0577242474694,0.14354607245117879,0.0,0.13331976823715516,0.19788017575014724,0.0,0.1887876637650455,0.1003004265228,0.0,0.0,0.0,0.09467856855729924,0.1414873247163742,0.0
62,2014-04-04,"[0.         0.14314947 0.         0.13379686 0.19720379 0.
 0.18765171 0.10006867 0.         0.         0.         0.09551181
 0.14261767]",1.0127466306178443,1.054638040340915,0.1431494720794008,0.0,0.1337968648110646,0.19720379083453787,0.0,0.18765171212946108,0.10006867470219423,0.0,0.0,0.0,0.09551181057034759,0.14261767487299382,0.0
63,2014-04-07,"[0.         0.1432563  0.         0.13377151 0.19711997 0.
 0.18759147 0.10014477 0.         0.         0.         0.0954755
 0.14264047]",1.0147122205958095,1.057946995277554,0.14325629921553046,0.0,0.1337715129373147,0.19711997182993723,0.0,0.18759147189418562,0.10014477406528571,0.0,0.0,0.0,0.09547549860632502,0.14264047145142136,0.0
64,2014-04-08,"[0.         0.14360359 0.         0.13347198 0.19718251 0.
 0.18799267 0.10044567 0.         0.         0.         0.09505988
 0.14224369]",0.9748355700043355,1.0249894470686083,0.1436035937831588,0.0,0.13347198494135537,0.19718251222225802,0.0,0.18799266866946046,0.1004456709366216,0.0,0.0,0.0,0.09505988099699993,0.14224368845014573,0.0
65,2014-04-09,"[0.         0.14377568 0.         0.13327111 0.19714769 0.
 0.18820411 0.10062409 0.         0.         0.         0.09490367
 0.14207366]",0.9705951938371529,1.0180067782352544,0.14377567888469475,0.0,0.13327110581816143,0.19714769462478565,0.0,0.18820410708709664,0.10062409149949503,0.0,0.0,0.0,0.09490366660620787,0.1420736554795587,0.0
66,2014-04-10,"[0.         0.14382699 0.         0.13322373 0.19716354 0.
 0.18829985 0.100697   0.         0.         0.         0.09480134
 0.14198754]",0.9836140803420794,1.0265036293486292,0.1438269929439576,0.0,0.13322373461070594,0.19716354172102407,0.0,0.18829985347560205,0.10069699593567336,0.0,0.0,0.0,0.09480133883073567,0.14198754248230108,0.0
67,2014-04-11,"[0.         0.14339591 0.         0.13344935 0.19707294 0.
 0.18806163 0.10064238 0.         0.         0.         0.09502982
 0.14234797]",0.9971425852967338,1.0369186210348367,0.14339591132900825,0.0,0.13344935361967725,0.1970729367818419,0.0,0.18806162605412635,0.10064238439801752,0.0,0.0,0.0,0.09502982024988157,0.1423479675674471,0.0
68,2014-04-14,"[0.         0.14362928 0.         0.13335916 0.19704965 0.
 0.18818228 0.10073252 0.         0.         0.         0.09490247
 0.14214464]",0.9831529175543672,1.0138245643385408,0.14362928119452584,0.0,0.13335915576504478,0.19704964679238635,0.0,0.18818228252107905,0.10073252318804983,0.0,0.0,0.0,0.09490247370289889,0.14214463683601525,0.0
69,2014-04-15,"[0.         0.14394642 0.         0.13317417 0.19719277 0.
 0.1884891  0.10088008 0.         0.         0.         0.09455607
 0.14176139]",0.991435646766638,1.0219291086118476,0.14394641689225746,0.0,0.1331741715638162,0.1971927711338643,0.0,0.18848909718861612,0.10088008048527639,0.0,0.0,0.0,0.09455607020060845,0.14176139253556108,0.0
70,2014-04-16,"[0.         0.14417204 0.         0.13313265 0.19719799 0.
 0.1885226  0.10085318 0.         0.         0.         0.09449933
 0.14162222]",0.9882729672461126,1.0167164009817504,0.14417203900134004,0.0,0.13313264671837952,0.19719798572187144,0.0,0.18852260152519518,0.10085317640307946,0.0,0.0,0.0,0.094499334243892,0.14162221638624226,0.0
71,2014-04-17,"[0.         0.14436479 0.         0.13304542 0.19732221 0.
 0.18870869 0.10098229 0.         0.         0.         0.09425215
 0.14132445]",0.9832121922860677,1.0159457950161603,0.14436479472828784,0.0,0.13304541775107664,0.1973222057190422,0.0,0.18870869293668627,0.10098229013210706,0.0,0.0,0.0,0.0942521529853414,0.1413244457474587,0.0
72,2014-04-21,"[0.         0.14432141 0.         0.13303986 0.19728659 0.
 0.18869097 0.10104709 0.         0.         0.         0.09427917
 0.14133491]",0.9882366624165588,1.013645778632715,0.14432141002180718,0.0,0.13303985858442408,0.19728658967618748,0.0,0.1886909729219872,0.10104708509505765,0.0,0.0,0.0,0.09427916987378648,0.1413349138267499,0.0
73,2014-04-22,"[0.         0.14425168 0.         0.13305269 0.19706725 0.
 0.18851705 0.10100292 0.         0.         0.         0.09453503
 0.14157338]",0.9964514967409115,1.020036141011116,0.144251682300106,0.0,0.13305268859643432,0.1970672451208892,0.0,0.18851705125978938,0.10100292429544587,0.0,0.0,0.0,0.09453502506349323,0.14157338336384198,0.0
74,2014-04-23,"[0.         0.14413198 0.         0.13311398 0.19701504 0.
 0.18844051 0.10103432 0.         0.         0.         0.09460221
 0.14166196]",0.9946203372693554,1.0224698396849863,0.1441319817440858,0.0,0.13311397829671204,0.19701504373154746,0.0,0.18844050520548108,0.10103431793532655,0.0,0.0,0.0,0.09460220811683119,0.14166196497001576,0.0
75,2014-04-24,"[0.         0.144157   0.         0.13309193 0.19702308 0.
 0.18846817 0.1010804  0.         0.         0.         0.09457296
 0.14160646]",1.0030351154364032,1.0272415706660307,0.14415700032870615,0.0,0.13309192672202613,0.19702308084319878,0.0,0.18846817110639455,0.10108040300605645,0.0,0.0,0.0,0.09457295659842627,0.14160646139519165,0.0
76,2014-04-25,"[0.         0.14438096 0.         0.13298605 0.19704163 0.
 0.18856989 0.10115649 0.         0.         0.         0.09444691
 0.14141807]",1.0008852242742363,1.0255904424897713,0.14438096461781497,0.0,0.13298605182540743,0.19704162684681772,0.0,0.18856989051782952,0.10115648660179477,0.0,0.0,0.0,0.09444690791725566,0.14141807167307993,0.0
