,Date,Weights,Profit,Base Profit,BCPC,OLN,FMC,GRA,KOPN,MXIM,INTC,XLNX,BCRX,TTNP,TECH,NBIX,cash
10,2014-01-21,"[0.         0.         0.20098013 0.30084091 0.         0.28060774
 0.         0.         0.         0.         0.         0.
 0.21757122]",1.2110870288215838,1.101896731201046,0.0,0.20098013178335244,0.30084090525588,0.0,0.28060774375189984,0.0,0.0,0.0,0.0,0.0,0.0,0.21757121920886782,0.0
11,2014-01-22,"[0.         0.         0.20116013 0.30064156 0.         0.28075227
 0.         0.         0.         0.         0.         0.
 0.21744605]",1.212852164036043,1.1117333255600481,0.0,0.20116012899874933,0.3006415554500184,0.0,0.28075226523169045,0.0,0.0,0.0,0.0,0.0,0.0,0.21744605031954176,0.0
12,2014-01-23,"[0.         0.         0.20125931 0.3006054  0.         0.28073737
 0.         0.         0.         0.         0.         0.
 0.21739792]",1.2006949809973546,1.1111488756197445,0.0,0.2012593144270431,0.3006054023718837,0.0,0.2807373650365714,0.0,0.0,0.0,0.0,0.0,0.0,0.21739791816450185,0.0
13,2014-01-24,"[0.         0.         0.20143199 0.30062526 0.         0.28070788
 0.         0.         0.         0.         0.         0.
 0.21723486]",1.1858600578414928,1.1184114481168344,0.0,0.2014319924905718,0.3006252622924501,0.0,0.2807078815605069,0.0,0.0,0.0,0.0,0.0,0.0,0.2172348636564713,0.0
14,2014-01-27,"[0.         0.         0.20136177 0.30069995 0.         0.28064036
 0.         0.         0.         0.         0.         0.
 0.21729792]",1.177849849859318,1.1158164805983244,0.0,0.20136176969257802,0.30069995260086435,0.0,0.2806403602811382,0.0,0.0,0.0,0.0,0.0,0.0,0.21729791742541946,0.0
15,2014-01-28,"[0.         0.         0.2015485  0.30049405 0.         0.28092908
 0.         0.         0.         0.         0.         0.
 0.21702837]",1.1346489341609909,1.087365319898684,0.0,0.2015485003922629,0.3004940543260769,0.0,0.2809290790747429,0.0,0.0,0.0,0.0,0.0,0.0,0.21702836620691732,0.0
16,2014-01-29,"[0.         0.         0.20136375 0.30035998 0.         0.28098935
 0.         0.         0.         0.         0.         0.
 0.21728691]",1.1085079478105482,1.0602250993462274,0.0,0.20136375058185335,0.3003599832596451,0.0,0.2809893522639386,0.0,0.0,0.0,0.0,0.0,0.0,0.217286913894563,0.0
17,2014-01-30,"[0.         0.         0.20123764 0.30048804 0.         0.28107446
 0.         0.         0.         0.         0.         0.
 0.21719985]",1.1106084217034435,1.060087154436557,0.0,0.20123763813065493,0.30048804322990097,0.0,0.28107446446186757,0.0,0.0,0.0,0.0,0.0,0.0,0.2171998541775766,0.0
18,2014-01-31,"[0.         0.         0.20135036 0.30031383 0.         0.28125788
 0.         0.         0.         0.         0.         0.
 0.21707792]",1.1086456988974895,1.0630413546683457,0.0,0.20135036440875462,0.3003138280346927,0.0,0.2812578835840829,0.0,0.0,0.0,0.0,0.0,0.0,0.2170779239724698,0.0
19,2014-02-03,"[0.         0.         0.20141171 0.30030579 0.         0.2812659
 0.         0.         0.         0.         0.         0.
 0.2170166 ]",1.088564109928206,1.0538840646123155,0.0,0.20141171347543696,0.30030579029882165,0.0,0.2812658981814675,0.0,0.0,0.0,0.0,0.0,0.0,0.21701659804427384,0.0
20,2014-02-04,"[0.         0.         0.20150393 0.30006167 0.         0.28140017
 0.         0.         0.         0.         0.         0.
 0.21703423]",1.0887086898687022,1.057819438883274,0.0,0.20150393454149693,0.30006166654557254,0.0,0.28140017028161657,0.0,0.0,0.0,0.0,0.0,0.0,0.21703422863131405,0.0
21,2014-02-05,"[0.         0.         0.20138059 0.30002853 0.         0.28155117
 0.         0.         0.         0.         0.         0.
 0.21703971]",1.0607147135948138,1.0347360277527882,0.0,0.20138059150749657,0.30002852530297697,0.0,0.28155117087746223,0.0,0.0,0.0,0.0,0.0,0.0,0.21703971231206418,0.0
22,2014-02-06,"[0.         0.         0.20141869 0.30002049 0.         0.28160436
 0.         0.         0.         0.         0.         0.
 0.21695646]",1.057951638911968,1.0270391113755837,0.0,0.20141868703847982,0.3000204925232979,0.0,0.2816043606217609,0.0,0.0,0.0,0.0,0.0,0.0,0.21695645981646133,0.0
23,2014-02-07,"[0.         0.         0.20149292 0.29987967 0.         0.28170756
 0.         0.         0.         0.         0.         0.
 0.21691986]",1.055947349064697,1.027826781746022,0.0,0.20149291862770127,0.2998796659016544,0.0,0.281707560458863,0.0,0.0,0.0,0.0,0.0,0.0,0.2169198550117813,0.0
24,2014-02-10,"[0.         0.         0.20129218 0.30020784 0.         0.28163509
 0.         0.         0.         0.         0.         0.
 0.21686489]",1.0701570041644843,1.0294978678311315,0.0,0.20129218066545387,0.3002078415080891,0.0,0.2816350880716488,0.0,0.0,0.0,0.0,0.0,0.0,0.21686488975480817,0.0
25,2014-02-11,"[0.         0.         0.2015041  0.30008393 0.         0.28170901
 0.         0.         0.         0.         0.         0.
 0.21670296]",1.0790459732117355,1.0418736261624786,0.0,0.20150410445831327,0.30008393011556955,0.0,0.2817090095838182,0.0,0.0,0.0,0.0,0.0,0.0,0.21670295584229893,0.0
26,2014-02-12,"[0.         0.         0.20135791 0.30031877 0.         0.28167155
 0.         0.         0.         0.         0.         0.
 0.21665177]",1.0870163355261406,1.0475002568956089,0.0,0.2013579105060892,0.3003187738598063,0.0,0.28167154580053594,0.0,0.0,0.0,0.0,0.0,0.0,0.21665176983356846,0.0
27,2014-02-13,"[0.         0.         0.20172431 0.30124093 0.         0.2863535
 0.         0.         0.         0.         0.         0.
 0.21068126]",1.0996185333983914,1.0549614340614284,0.0,0.20172431325793236,0.30124092612688197,0.0,0.28635350226980627,0.0,0.0,0.0,0.0,0.0,0.0,0.2106812583453794,0.0
28,2014-02-14,"[0.         0.         0.20164229 0.30151137 0.         0.28745392
 0.         0.         0.         0.         0.         0.
 0.20939242]",1.098823353281228,1.048902192490457,0.0,0.2016422937452014,0.30151136642814325,0.0,0.28745392171933515,0.0,0.0,0.0,0.0,0.0,0.0,0.20939241810732015,0.0
29,2014-02-18,"[0.         0.         0.20168169 0.30163927 0.         0.28769168
 0.         0.         0.         0.         0.         0.
 0.20898736]",1.1093437088245555,1.0630709117430348,0.0,0.20168169027286315,0.3016392674088671,0.0,0.28769168201979806,0.0,0.0,0.0,0.0,0.0,0.0,0.2089873602984717,0.0
30,2014-02-19,"[0.         0.         0.20156325 0.30171911 0.         0.28782246
 0.         0.         0.         0.         0.         0.
 0.20889518]",1.1095569051942915,1.063093766308612,0.0,0.20156324623617758,0.301719114285213,0.0,0.28782245722901845,0.0,0.0,0.0,0.0,0.0,0.0,0.20889518224959086,0.0
31,2014-02-20,"[0.         0.         0.20145296 0.30194167 0.         0.28756719
 0.         0.         0.         0.         0.         0.
 0.20903818]",1.1392092862022245,1.0744368951750443,0.0,0.20145295998444449,0.30194166615250984,0.0,0.2875671922495235,0.0,0.0,0.0,0.0,0.0,0.0,0.2090381816135223,0.0
32,2014-02-21,"[0.         0.         0.20134239 0.30217261 0.         0.28747097
 0.         0.         0.         0.         0.         0.
 0.20901403]",1.1319615137534556,1.079029405756877,0.0,0.20134238761825282,0.3021726122914125,0.0,0.2874709661752485,0.0,0.0,0.0,0.0,0.0,0.0,0.20901403391508616,0.0
33,2014-02-24,"[0.         0.         0.20096151 0.30260071 0.         0.28717803
 0.         0.         0.         0.         0.         0.
 0.20925975]",1.1712898279801989,1.100925868090449,0.0,0.20096151287498046,0.3026007117785789,0.0,0.287178029191837,0.0,0.0,0.0,0.0,0.0,0.0,0.20925974615460355,0.0
34,2014-02-25,"[0.         0.         0.20102544 0.30260014 0.         0.28727485
 0.         0.         0.         0.         0.         0.
 0.20909957]",1.1578850812988886,1.0979654121408289,0.0,0.20102544329021707,0.3026001382136032,0.0,0.28727484663956776,0.0,0.0,0.0,0.0,0.0,0.0,0.209099571856612,0.0
35,2014-02-26,"[0.         0.         0.20128987 0.30226259 0.         0.28756704
 0.         0.         0.         0.         0.         0.
 0.2088805 ]",1.1407085061013582,1.0967169336727076,0.0,0.2012898733521992,0.30226258921557475,0.0,0.2875670367323927,0.0,0.0,0.0,0.0,0.0,0.0,0.2088805006998334,0.0
36,2014-02-27,"[0.         0.         0.20157389 0.30198783 0.         0.28774835
 0.         0.         0.         0.         0.         0.
 0.20868993]",1.1326804108547133,1.0996516173203719,0.0,0.20157389382403196,0.30198783066658175,0.0,0.2877483484250536,0.0,0.0,0.0,0.0,0.0,0.0,0.20868992708433273,0.0
37,2014-02-28,"[0.         0.         0.20153138 0.3021213  0.         0.28775799
 0.         0.         0.         0.         0.         0.
 0.20858934]",1.14980254190609,1.0980176364710579,0.0,0.20153137910217303,0.3021212990675385,0.0,0.2877579860259536,0.0,0.0,0.0,0.0,0.0,0.0,0.208589335804335,0.0
38,2014-03-03,"[0.         0.         0.20148913 0.30217002 0.         0.28770381
 0.         0.         0.         0.         0.         0.
 0.20863704]",1.1552872377873245,1.098196470313559,0.0,0.2014891345785923,0.3021700202788038,0.0,0.287703805478615,0.0,0.0,0.0,0.0,0.0,0.0,0.208637039663989,0.0
39,2014-03-04,"[0.         0.         0.20146667 0.30211094 0.         0.28787709
 0.         0.         0.         0.         0.         0.
 0.20854531]",1.1327118730941352,1.089154164631377,0.0,0.20146666724902393,0.30211093787846155,0.0,0.2878770894812399,0.0,0.0,0.0,0.0,0.0,0.0,0.20854530539127458,0.0
40,2014-03-05,"[0.         0.         0.20138152 0.30222257 0.         0.28792652
 0.         0.         0.         0.         0.         0.
 0.20846939]",1.1470189204688397,1.0999256445711825,0.0,0.2013815166507273,0.3022225717653356,0.0,0.28792652335183955,0.0,0.0,0.0,0.0,0.0,0.0,0.20846938823209754,0.0
41,2014-03-06,"[0.         0.         0.20148439 0.30209234 0.         0.28760213
 0.         0.         0.         0.         0.         0.
 0.20882115]",1.1753355272039232,1.1193552580459203,0.0,0.20148438892987858,0.30209233541164243,0.0,0.28760212789444256,0.0,0.0,0.0,0.0,0.0,0.0,0.2088211477640365,0.0
42,2014-03-07,"[0.         0.         0.20166004 0.30194464 0.         0.28757996
 0.         0.         0.         0.         0.         0.
 0.20881536]",1.1722045083694415,1.1199228915443726,0.0,0.20166004040171573,0.3019446381472721,0.0,0.2875799622937591,0.0,0.0,0.0,0.0,0.0,0.0,0.208815359157253,0.0
43,2014-03-10,"[0.         0.         0.20193993 0.3017312  0.         0.28761038
 0.         0.         0.         0.         0.         0.
 0.20871849]",1.1699299593199946,1.1242779463497774,0.0,0.20193992735249722,0.3017311992051434,0.0,0.2876103787677639,0.0,0.0,0.0,0.0,0.0,0.0,0.20871849467459538,0.0
44,2014-03-11,"[0.         0.         0.20203197 0.30155503 0.         0.28767865
 0.         0.         0.         0.         0.         0.
 0.20873435]",1.1914856903800828,1.1264875518694024,0.0,0.2020319676010786,0.3015550349946016,0.0,0.2876786510357089,0.0,0.0,0.0,0.0,0.0,0.0,0.20873434636861082,0.0
45,2014-03-12,"[0.         0.         0.20197562 0.30172342 0.         0.28771542
 0.         0.         0.         0.         0.         0.
 0.20858554]",1.1888148730454868,1.1244247507049427,0.0,0.20197561524225727,0.3017234180425693,0.0,0.2877154242787617,0.0,0.0,0.0,0.0,0.0,0.0,0.20858554243641178,0.0
46,2014-03-13,"[0.         0.         0.20207558 0.30158066 0.         0.28775741
 0.         0.         0.         0.         0.         0.
 0.20858634]",1.1678754655848043,1.1065772410671864,0.0,0.20207557842765364,0.30158066472252404,0.0,0.2877574142076426,0.0,0.0,0.0,0.0,0.0,0.0,0.20858634264217968,0.0
47,2014-03-14,"[0.         0.         0.20205747 0.30150651 0.         0.28772582
 0.         0.         0.         0.         0.         0.
 0.20871021]",1.1767570668896834,1.1121401649655143,0.0,0.20205746663794602,0.30150650834670756,0.0,0.2877258153675482,0.0,0.0,0.0,0.0,0.0,0.0,0.2087102096477983,0.0
48,2014-03-17,"[0.         0.         0.20212865 0.30131102 0.         0.28777154
 0.         0.         0.         0.         0.         0.
 0.20878879]",1.1490182871025327,1.092589363829194,0.0,0.20212864609131764,0.3013110245965494,0.0,0.28777153777367653,0.0,0.0,0.0,0.0,0.0,0.0,0.2087887915384565,0.0
49,2014-03-18,"[0.         0.         0.20216769 0.30117199 0.         0.28771798
 0.         0.         0.         0.         0.         0.
 0.20894234]",1.1578775934606258,1.1003014228989256,0.0,0.2021676906565472,0.3011719892357109,0.0,0.2877179821531972,0.0,0.0,0.0,0.0,0.0,0.0,0.20894233795454464,0.0
50,2014-03-19,"[0.         0.         0.20228137 0.30105025 0.         0.28775462
 0.         0.         0.         0.         0.         0.
 0.20891376]",1.1548514067542446,1.0977824583920985,0.0,0.20228136645003053,0.3010502547353691,0.0,0.28775462139958885,0.0,0.0,0.0,0.0,0.0,0.0,0.2089137574150116,0.0
51,2014-03-20,"[0.         0.         0.20236976 0.30094805 0.         0.28775449
 0.         0.         0.         0.         0.         0.
 0.20892771]",1.1672280960225478,1.112140894474773,0.0,0.20236975789371842,0.30094804615379955,0.0,0.2877544863489267,0.0,0.0,0.0,0.0,0.0,0.0,0.20892770960355536,0.0
52,2014-03-21,"[0.         0.         0.20249498 0.30087896 0.         0.28777685
 0.         0.         0.         0.         0.         0.
 0.20884921]",1.1504013416934242,1.1056276619012817,0.0,0.20249498185349815,0.3008789589031309,0.0,0.2877768459124064,0.0,0.0,0.0,0.0,0.0,0.0,0.20884921333096446,0.0
53,2014-03-24,"[0.         0.         0.20250135 0.30102366 0.         0.28770984
 0.         0.         0.         0.         0.         0.
 0.20876515]",1.172829210349506,1.1115841795114987,0.0,0.20250135123219953,0.30102366030928296,0.0,0.28770983642405634,0.0,0.0,0.0,0.0,0.0,0.0,0.20876515203446114,0.0
54,2014-03-25,"[0.         0.         0.20250871 0.30097771 0.         0.28765077
 0.         0.         0.         0.         0.         0.
 0.20886281]",1.1565595887433306,1.097824886585796,0.0,0.20250871113048066,0.30097771478013247,0.0,0.28765076751465596,0.0,0.0,0.0,0.0,0.0,0.0,0.20886280657473083,0.0
55,2014-03-26,"[0.         0.         0.2024931  0.30097895 0.         0.28765171
 0.         0.         0.         0.         0.         0.
 0.20887623]",1.1457365404374342,1.0887763247117606,0.0,0.20249310395218567,0.3009789549052202,0.0,0.28765170971342463,0.0,0.0,0.0,0.0,0.0,0.0,0.2088762314291693,0.0
56,2014-03-27,"[0.         0.         0.20246946 0.30103735 0.         0.28770334
 0.         0.         0.         0.         0.         0.
 0.20878985]",1.1533545162133167,1.0897114932916414,0.0,0.20246945839503144,0.3010373530847904,0.0,0.28770333781594704,0.0,0.0,0.0,0.0,0.0,0.0,0.2087898507042311,0.0
57,2014-03-28,"[0.         0.         0.20253246 0.30152704 0.         0.28697181
 0.         0.         0.         0.         0.         0.
 0.20896869]",1.1207119055756958,1.0727900174573595,0.0,0.20253246118378374,0.30152704023778637,0.0,0.2869718102994149,0.0,0.0,0.0,0.0,0.0,0.0,0.20896868827901502,0.0
58,2014-03-31,"[0.         0.         0.20251141 0.30179465 0.         0.28680676
 0.         0.         0.         0.         0.         0.
 0.20888718]",1.1209628671554388,1.073026034314247,0.0,0.20251140923415964,0.30179465313821197,0.0,0.2868067620637833,0.0,0.0,0.0,0.0,0.0,0.0,0.20888717556384512,0.0
59,2014-04-01,"[0.         0.         0.19440215 0.31823584 0.         0.23680472
 0.         0.         0.         0.         0.         0.
 0.25055729]",1.1027038299187633,1.0671755426821885,0.0,0.19440215074234002,0.3182358391243635,0.0,0.23680472284708481,0.0,0.0,0.0,0.0,0.0,0.0,0.25055728728621157,0.0
60,2014-04-02,"[0.         0.         0.22775637 0.27348737 0.         0.20709362
 0.         0.         0.         0.         0.         0.
 0.29166265]",1.126953797728932,1.087516744623883,0.0,0.22775636544624492,0.273487370968949,0.0,0.20709361717504585,0.0,0.0,0.0,0.0,0.0,0.0,0.2916626464097603,0.0
61,2014-04-03,"[0.         0.         0.23574674 0.26082914 0.         0.20081895
 0.         0.         0.         0.         0.         0.
 0.30260516]",1.1295772917988212,1.1034793462978092,0.0,0.23574674085284972,0.26082914404279245,0.0,0.20081895028496524,0.0,0.0,0.0,0.0,0.0,0.0,0.3026051648193925,0.0
62,2014-04-04,"[0.         0.         0.23653873 0.26029606 0.         0.20022843
 0.         0.         0.         0.         0.         0.
 0.30293678]",1.122947131712472,1.0951231216821422,0.0,0.23653872965443587,0.260296057172593,0.0,0.20022843090901687,0.0,0.0,0.0,0.0,0.0,0.0,0.30293678226395426,0.0
63,2014-04-07,"[0.         0.         0.23567022 0.26328687 0.         0.2011125
 0.         0.         0.         0.         0.         0.
 0.29993042]",1.1164604241618141,1.091611407106919,0.0,0.2356702177934158,0.26328686816642666,0.0,0.20111249717270518,0.0,0.0,0.0,0.0,0.0,0.0,0.2999304168674524,0.0
64,2014-04-08,"[0.         0.         0.23464698 0.26669803 0.         0.20276766
 0.         0.         0.         0.         0.         0.
 0.29588734]",1.0722571757803154,1.055598727952715,0.0,0.23464697999852357,0.2666980267296567,0.0,0.2027676557195424,0.0,0.0,0.0,0.0,0.0,0.0,0.29588733755227736,0.0
65,2014-04-09,"[0.         0.         0.2045264  0.23901659 0.         0.17963863
 0.         0.12511065 0.         0.         0.         0.
 0.25170773]",1.0592767604437863,1.0513492172126881,0.0,0.20452640290223126,0.23901658994861152,0.0,0.17963863301665253,0.0,0.125110648493119,0.0,0.0,0.0,0.0,0.25170772563938554,0.0
66,2014-04-10,"[0.         0.         0.19805859 0.24079387 0.         0.17784618
 0.         0.15590061 0.         0.         0.         0.
 0.22740074]",1.0752425189461086,1.062974944322276,0.0,0.19805859488004968,0.24079387041733,0.0,0.1778461825593863,0.0,0.15590060870157793,0.0,0.0,0.0,0.0,0.2274007434416562,0.0
67,2014-04-11,"[0.         0.         0.19796751 0.2475559  0.         0.17915674
 0.         0.17911395 0.         0.         0.         0.
 0.1962059 ]",1.0934628557295074,1.0730713166730093,0.0,0.197967513036153,0.24755590120204116,0.0,0.17915673701714613,0.0,0.1791139516634476,0.0,0.0,0.0,0.0,0.19620589708121208,0.0
68,2014-04-14,"[0.         0.         0.20571037 0.24677852 0.         0.1829745
 0.         0.19564721 0.         0.         0.         0.
 0.16888941]",1.0453858694119085,1.0432332936918836,0.0,0.2057103663374127,0.24677851815995208,0.0,0.18297449962444112,0.0,0.19564720991066595,0.0,0.0,0.0,0.0,0.1688894059675281,0.0
69,2014-04-15,"[0.         0.         0.22049274 0.22938989 0.         0.19239725
 0.         0.20761533 0.         0.         0.         0.
 0.15010478]",1.0449847134133197,1.044078593891753,0.0,0.22049274461396765,0.22938988867763793,0.0,0.1923972522233149,0.0,0.20761533197751114,0.0,0.0,0.0,0.0,0.1501047825075684,0.0
70,2014-04-16,"[0.         0.         0.19479738 0.15322514 0.13275456 0.17911226
 0.         0.20097079 0.         0.         0.         0.13913987
 0.        ]",1.039980065020471,1.0327971905812559,0.0,0.19479738497852914,0.15322514288552608,0.1327545585877247,0.1791122602987702,0.0,0.20097078782833358,0.0,0.0,0.0,0.13913986542111637,0.0,0.0
71,2014-04-17,"[0.         0.         0.14450262 0.         0.22747234 0.10208483
 0.         0.21111819 0.         0.11211972 0.         0.2027023
 0.        ]",1.0549644568675802,1.0397487651357937,0.0,0.14450262276059614,0.0,0.22747233681614323,0.10208483109836558,0.0,0.2111181919036879,0.0,0.11211971939366111,0.0,0.20270229802754583,0.0,0.0
72,2014-04-21,"[0.         0.1232785  0.20465664 0.16183198 0.15173789 0.15639595
 0.         0.         0.         0.         0.         0.
 0.20209904]",1.0576217004008033,1.044454103060041,0.12327849743289776,0.2046566393983336,0.16183197822505085,0.15173789218408115,0.1563959502411808,0.0,0.0,0.0,0.0,0.0,0.0,0.2020990425184559,0.0
73,2014-04-22,"[0.         0.12441394 0.19960642 0.17010552 0.12638467 0.15497695
 0.         0.         0.         0.         0.         0.
 0.2245125 ]",1.0587534241250982,1.0499398434637823,0.12441393925271133,0.19960642239023552,0.17010551895007459,0.12638467088958405,0.15497694751731064,0.0,0.0,0.0,0.0,0.0,0.0,0.22451250100008383,0.0
74,2014-04-23,"[0.         0.11893891 0.20153556 0.16618226 0.1217821  0.16034787
 0.         0.         0.         0.         0.         0.
 0.2312133 ]",1.073508686236033,1.058387753225192,0.11893890649122382,0.201535563438564,0.1661822649207908,0.12178209679212527,0.16034786921226007,0.0,0.0,0.0,0.0,0.0,0.0,0.23121329914503594,0.0
75,2014-04-24,"[0.         0.11694262 0.20196161 0.16407264 0.12124695 0.16180515
 0.         0.         0.         0.         0.         0.
 0.23397102]",1.0850674280611938,1.0652699127085818,0.11694262292615822,0.20196161323319078,0.16407263725125112,0.12124695230686697,0.16180515132523693,0.0,0.0,0.0,0.0,0.0,0.0,0.23397102295729597,0.0
76,2014-04-25,"[0.         0.11682606 0.20060337 0.16392154 0.12139811 0.16145862
 0.         0.         0.         0.         0.         0.
 0.2357923 ]",1.062462393724725,1.0444660413608855,0.11682605929063222,0.20060336689484054,0.1639215400607692,0.12139810931731762,0.1614586236176762,0.0,0.0,0.0,0.0,0.0,0.0,0.23579230081876423,0.0
77,2014-04-28,"[0.         0.11588231 0.19979874 0.16429854 0.12198274 0.16128024
 0.         0.         0.         0.         0.         0.
 0.23675744]",1.0408211746901712,1.0318956468787999,0.11588231272335468,0.1997987358421302,0.1642985367012017,0.1219827366472018,0.16128023821999435,0.0,0.0,0.0,0.0,0.0,0.0,0.2367574398661173,0.0
78,2014-04-29,"[0.         0.11566869 0.1981749  0.16483258 0.12205087 0.1611293
 0.         0.         0.         0.         0.         0.
 0.23814365]",1.0270011253592561,1.0184328920457695,0.11566869215614276,0.19817489831782686,0.16483258240754486,0.12205087109878038,0.16112930184497995,0.0,0.0,0.0,0.0,0.0,0.0,0.23814365417472524,0.0
79,2014-04-30,"[0.         0.11532063 0.19721359 0.16541677 0.1224045  0.16064706
 0.         0.         0.         0.         0.         0.
 0.23899745]",1.0223815697336776,1.0187563235726467,0.1153206280714168,0.1972135940261948,0.16541677075717182,0.12240449820393598,0.1606470557384566,0.0,0.0,0.0,0.0,0.0,0.0,0.23899745320282414,0.0
80,2014-05-01,"[0.         0.1148831  0.19638565 0.16629117 0.12245897 0.16043509
 0.         0.         0.         0.         0.         0.
 0.23954603]",1.0258377525192925,1.0225255693920106,0.11488309585031262,0.196385651232827,0.16629116717967982,0.12245896552478144,0.16043509139026374,0.0,0.0,0.0,0.0,0.0,0.0,0.23954602882213544,0.0
81,2014-05-02,"[0.         0.11500535 0.19573643 0.16713255 0.12260512 0.15987298
 0.         0.         0.         0.         0.         0.
 0.23964757]",1.037520341466309,1.0361779925876549,0.11500535311375401,0.195736429281868,0.16713255047863343,0.12260511548421785,0.1598729804659019,0.0,0.0,0.0,0.0,0.0,0.0,0.2396475711756248,0.0
82,2014-05-05,"[0.         0.11416628 0.19530542 0.16764659 0.12264606 0.16016361
 0.         0.         0.         0.         0.         0.
 0.24007204]",1.0227956014104052,1.032484455249779,0.11416627501040838,0.19530541609029212,0.1676465942376137,0.12264605954276925,0.1601636142151998,0.0,0.0,0.0,0.0,0.0,0.0,0.24007204090371664,0.0
83,2014-05-06,"[0.         0.11409061 0.19494353 0.16823226 0.12279373 0.15976039
 0.         0.         0.         0.         0.         0.
 0.24017947]",1.0089064821992877,1.0085072503262063,0.1140906088287022,0.1949435340302225,0.16823226226214308,0.12279372532961562,0.15976039495625796,0.0,0.0,0.0,0.0,0.0,0.0,0.24017947459305866,0.0
84,2014-05-07,"[0.         0.11367973 0.19465979 0.16842874 0.12277909 0.15995199
 0.         0.         0.         0.         0.         0.
 0.24050066]",1.0207231722270291,1.0276410413720123,0.11367973229931348,0.19465979345845744,0.1684287359673832,0.12277908618906662,0.15995199148996497,0.0,0.0,0.0,0.0,0.0,0.0,0.24050066059581415,0.0
85,2014-05-08,"[0.         0.11224608 0.19458034 0.16859648 0.12263724 0.16066145
 0.         0.         0.         0.         0.         0.
 0.24127841]",1.0106659627590695,1.0155452228096855,0.1122460830571668,0.194580337530172,0.1685964796528698,0.12263723914458244,0.16066144939645127,0.0,0.0,0.0,0.0,0.0,0.0,0.24127841121875773,0.0
86,2014-05-09,"[0.         0.11240004 0.19433052 0.16856387 0.12250204 0.1608084
 0.         0.         0.         0.         0.         0.
 0.24139513]",1.0045724401467206,1.00987035024489,0.11240003656282624,0.19433052493559627,0.16856387336649678,0.12250203716523812,0.16080839541174527,0.0,0.0,0.0,0.0,0.0,0.0,0.24139513255809736,0.0
